Jockey,Venue,Track,Distance,Wins,Starts,Places,Profit,AvgOdds,WinRate,PlaceRate,ROI
湯普新,沙田,Turf,2000,0,12,1,-12.0,46.48,0.0,8.33,-100.0
潘大衛,跑馬地,Turf,1650,0,12,3,-12.0,49.65,0.0,25.0,-100.0
莫雷拉,跑馬地,Turf,1650,3,11,4,1.0999999999999996,6.49,27.27,36.36,10.0
班德禮,跑馬地,Turf,2200,2,11,4,-0.39999999999999947,14.25,18.18,36.36,-3.64
希威森,沙田,Turf,2000,1,11,2,-6.0,46.91,9.09,18.18,-54.55
袁幸堯,沙田,AWT,1200,1,11,4,-8.6,8.35,9.09,36.36,-78.18
袁幸堯,沙田,Turf,1400,1,11,3,6.0,8.94,9.09,27.27,54.55
黃智弘,沙田,Turf,1800,1,11,3,-5.5,16.41,9.09,27.27,-50.0
巫顯東,沙田,Turf,1000,0,11,1,-11.0,124.09,0.0,9.09,-100.0
希威森,跑馬地,Turf,2200,0,11,2,-11.0,20.25,0.0,18.18,-100.0
潘大衛,沙田,Turf,1600,0,11,0,-11.0,97.09,0.0,0.0,-100.0
金誠剛,跑馬地,Turf,1800,0,11,1,-11.0,35.0,0.0,9.09,-100.0
麥當能,沙田,Turf,1400,0,11,0,-11.0,97.27,0.0,0.0,-100.0
黃寶妮,跑馬地,Turf,1650,0,11,1,-11.0,44.54,0.0,9.09,-100.0
巫顯東,沙田,Turf,1800,2,10,3,51.1,48.54,20.0,30.0,511.0
莫雅,跑馬地,Turf,1200,2,10,4,17.6,9.22,20.0,40.0,176.0
莫雷拉,沙田,Turf,1600,2,10,3,1.0999999999999996,14.62,20.0,30.0,11.0
麥道朗,沙田,Turf,1000,2,10,3,-2.9000000000000004,8.54,20.0,30.0,-29.0
湯普新,沙田,Turf,1800,1,10,1,-3.8,66.22,10.0,10.0,-38.0
潘明輝,沙田,AWT,1800,1,10,3,-3.8,34.62,10.0,30.0,-38.0
蔡明紹,跑馬地,Turf,2200,1,10,4,-4.5,21.33,10.0,40.0,-45.0
賀銘年,跑馬地,Turf,1000,1,10,2,14.0,34.88,10.0,20.0,140.0
何澤堯,沙田,Turf,2000,0,10,2,-10.0,20.76,0.0,20.0,-100.0
潘大衛,沙田,AWT,1650,0,10,0,-10.0,65.6,0.0,0.0,-100.0
董明朗,跑馬地,Turf,1000,0,10,0,-10.0,37.9,0.0,0.0,-100.0
賀銘年,沙田,Turf,1800,0,10,0,-10.0,42.65,0.0,0.0,-100.0
巫顯東,沙田,Turf,2000,3,9,6,1.7999999999999998,17.63,33.33,66.67,20.0
莫雅,跑馬地,Turf,1650,3,9,3,-2.2,6.54,33.33,33.33,-24.44
潘頓,沙田,AWT,1800,2,9,3,-0.3999999999999999,6.59,22.22,33.33,-4.44
布文,沙田,AWT,1800,1,9,3,-5.7,6.52,11.11,33.33,-63.33
田泰安,沙田,AWT,1800,1,9,3,-6.1,13.1,11.11,33.33,-67.78
鍾易禮,沙田,Turf,2000,1,9,2,0.6999999999999993,46.97,11.11,22.22,7.78
周俊樂,跑馬地,Turf,2200,0,9,1,-9.0,40.88,0.0,11.11,-100.0
杜苑欣,沙田,Turf,1600,0,9,1,-9.0,25.33,0.0,11.11,-100.0
班德禮,沙田,AWT,1800,0,9,2,-9.0,18.73,0.0,22.22,-100.0
貝知仁,沙田,AWT,1200,0,9,1,-9.0,34.22,0.0,11.11,-100.0
金誠剛,沙田,Turf,1800,0,9,3,-9.0,46.8,0.0,33.33,-100.0
楊明綸,跑馬地,Turf,2200,2,8,5,3.5,15.48,25.0,62.5,43.75
麥道朗,跑馬地,Turf,1800,2,8,3,3.3,6.46,25.0,37.5,41.25
莫雅,沙田,Turf,1200,1,8,3,-2.9000000000000004,8.3,12.5,37.5,-36.25
莫雅,沙田,Turf,1400,1,8,5,-6.3,6.88,12.5,62.5,-78.75
麥文堅,沙田,AWT,1200,1,8,2,1.6999999999999993,27.11,12.5,25.0,21.25
黃智弘,沙田,Turf,2000,1,8,1,18.0,19.86,12.5,12.5,225.0
周俊樂,沙田,AWT,1800,0,8,0,-8.0,40.98,0.0,0.0,-100.0
奧爾民,跑馬地,Turf,2200,0,8,0,-8.0,29.46,0.0,0.0,-100.0
杜苑欣,跑馬地,Turf,1000,0,8,1,-8.0,21.26,0.0,12.5,-100.0
艾兆禮,沙田,AWT,1800,0,8,2,-8.0,18.4,0.0,25.0,-100.0
董明朗,沙田,AWT,1650,0,8,1,-8.0,42.2,0.0,12.5,-100.0
董明朗,跑馬地,Turf,1800,0,8,2,-8.0,56.88,0.0,25.0,-100.0
貝知仁,沙田,Turf,1600,0,8,0,-8.0,50.2,0.0,0.0,-100.0
貝知仁,跑馬地,Turf,1650,0,8,0,-8.0,23.38,0.0,0.0,-100.0
鍾易禮,沙田,AWT,1800,0,8,2,-8.0,37.06,0.0,25.0,-100.0
鍾易禮,跑馬地,Turf,2200,0,8,0,-8.0,28.02,0.0,0.0,-100.0
韋紀力,沙田,Turf,1200,0,8,1,-8.0,33.91,0.0,12.5,-100.0
麥道朗,跑馬地,Turf,1000,0,8,3,-8.0,10.54,0.0,37.5,-100.0
紀仁安,跑馬地,Turf,1000,2,7,4,3.6000000000000005,10.99,28.57,57.14,51.43
薛恩,沙田,Turf,1200,1,7,1,-3.2,41.97,14.29,14.29,-45.71
馬昆,沙田,Turf,1200,1,7,1,1.3000000000000007,36.2,14.29,14.29,18.57
麥道朗,沙田,Turf,1800,1,7,1,-1.4000000000000004,6.9,14.29,14.29,-20.0
何澤堯,跑馬地,Turf,2200,0,7,2,-7.0,19.3,0.0,28.57,-100.0
奧爾民,沙田,AWT,1800,0,7,1,-7.0,22.84,0.0,14.29,-100.0
潘大衛,沙田,AWT,1200,0,7,0,-7.0,38.86,0.0,0.0,-100.0
潘大衛,跑馬地,Turf,1000,0,7,1,-7.0,79.29,0.0,14.29,-100.0
潘明輝,跑馬地,Turf,2200,0,7,1,-7.0,20.59,0.0,14.29,-100.0
紀仁安,沙田,AWT,1650,0,7,4,-7.0,23.81,0.0,57.14,-100.0
紀仁安,沙田,Turf,2000,0,7,1,-7.0,15.83,0.0,14.29,-100.0
艾道拿,沙田,AWT,1800,0,7,3,-7.0,17.5,0.0,42.86,-100.0
蔡明紹,沙田,AWT,1800,0,7,0,-7.0,30.21,0.0,0.0,-100.0
薛恩,沙田,Turf,1400,0,7,1,-7.0,28.71,0.0,14.29,-100.0
金誠剛,沙田,Turf,2000,0,7,3,-7.0,26.86,0.0,42.86,-100.0
韋紀力,沙田,Turf,1600,0,7,3,-7.0,15.14,0.0,42.86,-100.0
麥文堅,沙田,Turf,1800,0,7,2,-7.0,23.86,0.0,28.57,-100.0
麥文堅,沙田,Turf,2000,0,7,2,-7.0,24.8,0.0,28.57,-100.0
麥道朗,沙田,AWT,1650,0,7,2,-7.0,8.47,0.0,28.57,-100.0
黃寶妮,跑馬地,Turf,1000,0,7,3,-7.0,24.66,0.0,42.86,-100.0
莫雷拉,沙田,AWT,1200,1,6,1,7.0,12.17,16.67,16.67,116.67
莫雷拉,沙田,AWT,1650,1,6,2,-2.1,12.22,16.67,33.33,-35.0
袁幸堯,沙田,Turf,1000,1,6,3,-1.0,8.07,16.67,50.0,-16.67
霍宏聲,沙田,AWT,1800,1,6,1,-2.9,15.62,16.67,16.67,-48.33
麥文堅,沙田,AWT,1650,1,6,2,-1.9000000000000004,25.63,16.67,33.33,-31.67
巴米高,跑馬地,Turf,1650,0,6,2,-6.0,10.5,0.0,33.33,-100.0
布浩榮,沙田,Turf,1200,0,6,1,-6.0,24.25,0.0,16.67,-100.0
布浩榮,沙田,Turf,1400,0,6,1,-6.0,40.33,0.0,16.67,-100.0
布浩榮,跑馬地,Turf,1200,0,6,1,-6.0,37.55,0.0,16.67,-100.0
楊明綸,沙田,AWT,1800,0,6,1,-6.0,31.67,0.0,16.67,-100.0
湯普新,沙田,AWT,1800,0,6,1,-6.0,42.83,0.0,16.67,-100.0
紀仁安,跑馬地,Turf,1800,0,6,0,-6.0,17.67,0.0,0.0,-100.0
艾道拿,跑馬地,Turf,2200,0,6,2,-6.0,12.12,0.0,33.33,-100.0
薛恩,沙田,Turf,1600,0,6,4,-6.0,19.08,0.0,66.67,-100.0
蘇銘倫,沙田,Turf,1200,0,6,1,-6.0,45.63,0.0,16.67,-100.0
蘇銘倫,沙田,Turf,1600,0,6,1,-6.0,22.62,0.0,16.67,-100.0
賀銘年,跑馬地,Turf,1800,0,6,1,-6.0,26.15,0.0,16.67,-100.0
陳嘉熙,跑馬地,Turf,1200,0,6,1,-6.0,16.08,0.0,16.67,-100.0
希威森,沙田,AWT,1800,1,5,1,2.0999999999999996,19.76,20.0,20.0,42.0
杜苑欣,沙田,Turf,1800,1,5,1,8.0,23.0,20.0,20.0,160.0
梁家俊,跑馬地,Turf,2200,1,5,1,83.0,58.6,20.0,20.0,1660.0
貝知仁,沙田,Turf,1000,1,5,1,8.0,38.6,20.0,20.0,160.0
韋紀力,沙田,Turf,2000,1,5,1,21.0,19.64,20.0,20.0,420.0
黃智弘,沙田,AWT,1800,1,5,2,7.0,41.56,20.0,40.0,140.0
巫顯東,跑馬地,Turf,1800,0,5,0,-5.0,43.92,0.0,0.0,-100.0
巴度,沙田,AWT,1800,0,5,0,-5.0,31.96,0.0,0.0,-100.0
布浩榮,沙田,Turf,1600,0,5,0,-5.0,29.4,0.0,0.0,-100.0
杜苑欣,跑馬地,Turf,1800,0,5,0,-5.0,19.2,0.0,0.0,-100.0
紀仁安,沙田,Turf,1000,0,5,1,-5.0,14.32,0.0,20.0,-100.0
紀仁安,沙田,Turf,1800,0,5,2,-5.0,13.34,0.0,40.0,-100.0
莫雷拉,跑馬地,Turf,1000,0,5,1,-5.0,3.86,0.0,20.0,-100.0
董明朗,沙田,Turf,1800,0,5,1,-5.0,52.6,0.0,20.0,-100.0
袁幸堯,沙田,AWT,1650,0,5,1,-5.0,12.62,0.0,20.0,-100.0
貝知仁,沙田,AWT,1650,0,5,1,-5.0,23.32,0.0,20.0,-100.0
貝知仁,跑馬地,Turf,1000,0,5,1,-5.0,10.14,0.0,20.0,-100.0
賀銘年,沙田,Turf,2000,0,5,0,-5.0,88.4,0.0,0.0,-100.0
金誠剛,跑馬地,Turf,2200,0,5,1,-5.0,23.8,0.0,20.0,-100.0
霍宏聲,跑馬地,Turf,2200,0,5,0,-5.0,22.4,0.0,0.0,-100.0
黃寶妮,沙田,Turf,1800,0,5,1,-5.0,24.62,0.0,20.0,-100.0
黃寶妮,沙田,Turf,2000,0,5,0,-5.0,33.46,0.0,0.0,-100.0
巴米高,跑馬地,Turf,1200,2,4,3,16.8,13.45,50.0,75.0,420.0
布浩榮,跑馬地,Turf,1650,1,4,2,2.2,9.38,25.0,50.0,55.0
梁家俊,沙田,AWT,1800,1,4,1,3.0,18.25,25.0,25.0,75.0
陳嘉熙,沙田,Turf,1200,1,4,2,-1.9,10.3,25.0,50.0,-47.5
麥道朗,跑馬地,Turf,2200,1,4,2,3.0999999999999996,9.8,25.0,50.0,77.5
黃寶妮,沙田,AWT,1800,1,4,1,1.2000000000000002,14.55,25.0,25.0,30.0
巫顯東,沙田,AWT,1800,0,4,0,-4.0,61.75,0.0,0.0,-100.0
布宜學,跑馬地,Turf,1650,0,4,0,-4.0,23.58,0.0,0.0,-100.0
布文,沙田,Turf,2400,0,4,2,-4.0,20.18,0.0,50.0,-100.0
杜苑欣,沙田,Turf,1000,0,4,0,-4.0,25.0,0.0,0.0,-100.0
湯普新,跑馬地,Turf,2200,0,4,1,-4.0,27.62,0.0,25.0,-100.0
莫雷拉,沙田,Turf,1000,0,4,1,-4.0,5.98,0.0,25.0,-100.0
莫雷拉,沙田,Turf,2000,0,4,1,-4.0,25.4,0.0,25.0,-100.0
袁幸堯,沙田,Turf,1600,0,4,0,-4.0,9.85,0.0,0.0,-100.0
貝知仁,跑馬地,Turf,1800,0,4,0,-4.0,23.0,0.0,0.0,-100.0
金美琪,跑馬地,Turf,1650,0,4,1,-4.0,20.42,0.0,25.0,-100.0
金誠剛,沙田,AWT,1800,0,4,2,-4.0,23.0,0.0,50.0,-100.0
馬昆,沙田,Turf,1400,0,4,0,-4.0,58.25,0.0,0.0,-100.0
麥文堅,跑馬地,Turf,1000,0,4,1,-4.0,28.0,0.0,25.0,-100.0
麥文堅,跑馬地,Turf,1800,0,4,0,-4.0,13.75,0.0,0.0,-100.0
黃寶妮,跑馬地,Turf,1800,0,4,0,-4.0,38.0,0.0,0.0,-100.0
杜苑欣,跑馬地,Turf,2200,1,3,2,2.9000000000000004,12.3,33.33,66.67,96.67
麥當能,跑馬地,Turf,2200,1,3,1,11.0,19.0,33.33,33.33,366.67
麥道朗,沙田,Turf,2400,1,3,1,-1.2,10.27,33.33,33.33,-40.0
何澤堯,沙田,AWT,1800,0,3,2,-3.0,14.83,0.0,66.67,-100.0
川田將雅,沙田,Turf,1600,0,3,0,-3.0,20.0,0.0,0.0,-100.0
巴米高,沙田,Turf,1400,0,3,0,-3.0,29.37,0.0,0.0,-100.0
巴米高,沙田,Turf,1600,0,3,0,-3.0,8.2,0.0,0.0,-100.0
李寶利,沙田,Turf,1400,0,3,0,-3.0,15.23,0.0,0.0,-100.0
李慕華,跑馬地,Turf,1650,0,3,0,-3.0,28.8,0.0,0.0,-100.0
潘大衛,沙田,Turf,1800,0,3,0,-3.0,67.33,0.0,0.0,-100.0
潘大衛,沙田,Turf,2000,0,3,0,-3.0,85.0,0.0,0.0,-100.0
簡國能,跑馬地,Turf,1650,0,3,1,-3.0,29.67,0.0,33.33,-100.0
艾兆禮,沙田,Turf,2400,0,3,1,-3.0,22.4,0.0,33.33,-100.0
艾道拿,沙田,Turf,2400,0,3,0,-3.0,46.67,0.0,0.0,-100.0
莫雅,沙田,Turf,2000,0,3,0,-3.0,33.33,0.0,0.0,-100.0
莫雅,跑馬地,Turf,1000,0,3,0,-3.0,10.2,0.0,0.0,-100.0
莫雷拉,沙田,Turf,1800,0,3,1,-3.0,5.07,0.0,33.33,-100.0
莫雷拉,跑馬地,Turf,1800,0,3,0,-3.0,8.33,0.0,0.0,-100.0
董明朗,沙田,Turf,2000,0,3,0,-3.0,77.33,0.0,0.0,-100.0
薛凱華,沙田,Turf,1600,0,3,1,-3.0,33.0,0.0,33.33,-100.0
薛恩,沙田,Turf,2000,0,3,0,-3.0,24.03,0.0,0.0,-100.0
蘇銘倫,沙田,Turf,1400,0,3,1,-3.0,33.67,0.0,33.33,-100.0
蘇銘倫,沙田,Turf,1800,0,3,0,-3.0,34.33,0.0,0.0,-100.0
蘇銘倫,沙田,Turf,2000,0,3,1,-3.0,9.37,0.0,33.33,-100.0
貝知仁,沙田,Turf,2000,0,3,1,-3.0,12.7,0.0,33.33,-100.0
賀銘年,跑馬地,Turf,2200,0,3,0,-3.0,24.33,0.0,0.0,-100.0
馬昆,沙田,Turf,1600,0,3,0,-3.0,35.53,0.0,0.0,-100.0
馬昆,跑馬地,Turf,1200,0,3,0,-3.0,34.4,0.0,0.0,-100.0
麥當能,沙田,AWT,1650,0,3,0,-3.0,96.33,0.0,0.0,-100.0
麥當能,沙田,Turf,1200,0,3,0,-3.0,74.0,0.0,0.0,-100.0
麥當能,沙田,Turf,1600,0,3,0,-3.0,89.0,0.0,0.0,-100.0
麥當能,跑馬地,Turf,1650,0,3,0,-3.0,31.67,0.0,0.0,-100.0
巴米高,跑馬地,Turf,1000,1,2,1,36.0,23.95,50.0,50.0,1800.0
布宜學,跑馬地,Turf,1000,1,2,2,6.9,8.6,50.0,100.0,345.0
杜苑欣,沙田,AWT,1200,1,2,1,7.0,8.35,50.0,50.0,350.0
杜苑欣,沙田,Turf,2000,1,2,1,4.0,11.5,50.0,50.0,200.0
潘明輝,沙田,Turf,2400,1,2,1,3.4000000000000004,5.05,50.0,50.0,170.0
潘頓,沙田,Turf,2400,1,2,1,-0.19999999999999996,5.35,50.0,50.0,-10.0
紀仁安,跑馬地,Turf,2200,1,2,1,2.0999999999999996,13.55,50.0,50.0,105.0
莫艾誠,沙田,Turf,2400,1,2,1,10.0,16.5,50.0,50.0,500.0
董明朗,沙田,AWT,1800,1,2,1,18.0,34.0,50.0,50.0,900.0
薛恩,沙田,Turf,1000,1,2,1,1.9,4.15,50.0,50.0,95.0
連達文,沙田,Turf,2000,1,2,2,1.7000000000000002,8.85,50.0,100.0,85.0
麥文堅,沙田,Turf,1000,1,2,1,33.0,22.35,50.0,50.0,1650.0
川田將雅,沙田,Turf,2000,0,2,1,-2.0,7.65,0.0,50.0,-100.0
川田將雅,跑馬地,Turf,1650,0,2,0,-2.0,24.4,0.0,0.0,-100.0
巴度,沙田,Turf,2400,0,2,1,-2.0,35.7,0.0,50.0,-100.0
巴米高,沙田,Turf,1200,0,2,0,-2.0,12.8,0.0,0.0,-100.0
巴米高,沙田,Turf,1800,0,2,0,-2.0,22.0,0.0,0.0,-100.0
布宜學,跑馬地,Turf,1200,0,2,0,-2.0,20.35,0.0,0.0,-100.0
布浩榮,跑馬地,Turf,1000,0,2,1,-2.0,36.0,0.0,50.0,-100.0
李寶利,沙田,Turf,1200,0,2,0,-2.0,37.0,0.0,0.0,-100.0
李寶利,跑馬地,Turf,1200,0,2,1,-2.0,27.9,0.0,50.0,-100.0
李寶利,跑馬地,Turf,1650,0,2,0,-2.0,44.0,0.0,0.0,-100.0
李慕華,沙田,Turf,2000,0,2,1,-2.0,24.3,0.0,50.0,-100.0
杜滿樂,沙田,Turf,1600,0,2,1,-2.0,9.05,0.0,50.0,-100.0
潘大衛,沙田,Turf,1000,0,2,0,-2.0,120.0,0.0,0.0,-100.0
潘大衛,跑馬地,Turf,1800,0,2,1,-2.0,36.0,0.0,50.0,-100.0
班德禮,沙田,Turf,2400,0,2,0,-2.0,33.8,0.0,0.0,-100.0
紀仁安,沙田,AWT,1800,0,2,0,-2.0,12.35,0.0,0.0,-100.0
苗傑美,沙田,Turf,1200,0,2,1,-2.0,23.6,0.0,50.0,-100.0
范以誠,沙田,Turf,2000,0,2,1,-2.0,65.5,0.0,50.0,-100.0
莫艾誠,沙田,Turf,1200,0,2,0,-2.0,257.0,0.0,0.0,-100.0
莫艾誠,沙田,Turf,2000,0,2,0,-2.0,65.5,0.0,0.0,-100.0
莫雅,沙田,AWT,1650,0,2,1,-2.0,9.05,0.0,50.0,-100.0
莫雅,沙田,Turf,1600,0,2,0,-2.0,48.5,0.0,0.0,-100.0
莫雅,沙田,Turf,2400,0,2,0,-2.0,9.1,0.0,0.0,-100.0
莫雅,跑馬地,Turf,2200,0,2,0,-2.0,7.4,0.0,0.0,-100.0
蔡明紹,沙田,Turf,2400,0,2,0,-2.0,57.5,0.0,0.0,-100.0
薛凱華,沙田,Turf,1200,0,2,0,-2.0,78.7,0.0,0.0,-100.0
薛恩,沙田,Turf,1800,0,2,0,-2.0,21.25,0.0,0.0,-100.0
貝知仁,沙田,AWT,1800,0,2,0,-2.0,32.0,0.0,0.0,-100.0
賀銘年,沙田,AWT,1800,0,2,0,-2.0,41.0,0.0,0.0,-100.0
金美琪,跑馬地,Turf,1000,0,2,0,-2.0,19.0,0.0,0.0,-100.0
金美琪,跑馬地,Turf,1200,0,2,0,-2.0,9.5,0.0,0.0,-100.0
陳嘉熙,沙田,Turf,1400,0,2,0,-2.0,51.5,0.0,0.0,-100.0
陳嘉熙,跑馬地,Turf,1650,0,2,0,-2.0,15.5,0.0,0.0,-100.0
韋紀力,沙田,Turf,1800,0,2,0,-2.0,17.5,0.0,0.0,-100.0
韋紀力,沙田,Turf,2400,0,2,1,-2.0,31.5,0.0,50.0,-100.0
馬昆,沙田,Turf,1800,0,2,0,-2.0,23.0,0.0,0.0,-100.0
馬昆,沙田,Turf,2400,0,2,1,-2.0,8.0,0.0,50.0,-100.0
麥文堅,跑馬地,Turf,2200,0,2,1,-2.0,14.7,0.0,50.0,-100.0
麥當能,沙田,Turf,1800,0,2,1,-2.0,57.5,0.0,50.0,-100.0
麥道朗,沙田,AWT,1800,0,2,0,-2.0,6.6,0.0,0.0,-100.0
黃智弘,跑馬地,Turf,2200,0,2,1,-2.0,19.9,0.0,50.0,-100.0
紀仁安,沙田,Turf,2400,1,1,1,1.7000000000000002,2.7,100.0,100.0,170.0
莫雅,跑馬地,Turf,1800,1,1,1,3.4000000000000004,4.4,100.0,100.0,340.0
袁幸堯,沙田,AWT,1800,1,1,1,3.3,4.3,100.0,100.0,330.0
馬昆,跑馬地,Turf,1650,1,1,1,16.0,17.0,100.0,100.0,1600.0
三浦皇成,沙田,Turf,1200,0,1,0,-1.0,69.0,0.0,0.0,-100.0
司徒岳,沙田,Turf,1600,0,1,0,-1.0,175.0,0.0,0.0,-100.0
周俊樂,沙田,Turf,2400,0,1,1,-1.0,6.1,0.0,100.0,-100.0
川田將雅,沙田,Turf,1200,0,1,0,-1.0,116.0,0.0,0.0,-100.0
川田將雅,跑馬地,Turf,1000,0,1,0,-1.0,20.0,0.0,0.0,-100.0
川田將雅,跑馬地,Turf,1200,0,1,0,-1.0,7.1,0.0,0.0,-100.0
巫顯東,沙田,Turf,2400,0,1,1,-1.0,9.0,0.0,100.0,-100.0
巫顯東,跑馬地,Turf,2200,0,1,0,-1.0,44.0,0.0,0.0,-100.0
巴米高,沙田,Turf,2400,0,1,0,-1.0,6.1,0.0,0.0,-100.0
巴米高,跑馬地,Turf,1800,0,1,0,-1.0,9.7,0.0,0.0,-100.0
布宜學,沙田,Turf,1400,0,1,0,-1.0,14.0,0.0,0.0,-100.0
布宜學,沙田,Turf,2000,0,1,0,-1.0,23.0,0.0,0.0,-100.0
布浩榮,沙田,AWT,1200,0,1,0,-1.0,9.5,0.0,0.0,-100.0
布浩榮,沙田,AWT,1650,0,1,0,-1.0,70.0,0.0,0.0,-100.0
布浩榮,沙田,Turf,1800,0,1,1,-1.0,34.0,0.0,100.0,-100.0
布浩榮,沙田,Turf,2000,0,1,0,-1.0,20.0,0.0,0.0,-100.0
李寶利,沙田,Turf,1800,0,1,0,-1.0,22.0,0.0,0.0,-100.0
李寶利,跑馬地,Turf,1000,0,1,0,-1.0,37.0,0.0,0.0,-100.0
李寶利,跑馬地,Turf,1800,0,1,0,-1.0,4.9,0.0,0.0,-100.0
李慕華,沙田,Turf,1600,0,1,0,-1.0,7.2,0.0,0.0,-100.0
李慕華,沙田,Turf,2400,0,1,0,-1.0,5.7,0.0,0.0,-100.0
李慕華,跑馬地,Turf,1000,0,1,0,-1.0,5.2,0.0,0.0,-100.0
李慕華,跑馬地,Turf,1200,0,1,1,-1.0,7.6,0.0,100.0,-100.0
杜滿樂,沙田,Turf,2400,0,1,0,-1.0,20.0,0.0,0.0,-100.0
柯浩新,沙田,Turf,2000,0,1,0,-1.0,51.0,0.0,0.0,-100.0
橫山和生,沙田,Turf,2000,0,1,1,-1.0,9.4,0.0,100.0,-100.0
溫蘿,沙田,Turf,2400,0,1,0,-1.0,16.0,0.0,0.0,-100.0
潘大衛,沙田,AWT,1800,0,1,0,-1.0,70.0,0.0,0.0,-100.0
潘大衛,跑馬地,Turf,2200,0,1,0,-1.0,7.9,0.0,0.0,-100.0
田泰安,沙田,Turf,2400,0,1,0,-1.0,2.6,0.0,0.0,-100.0
簡國能,跑馬地,Turf,1000,0,1,0,-1.0,9.2,0.0,0.0,-100.0
簡國能,跑馬地,Turf,1200,0,1,1,-1.0,13.0,0.0,100.0,-100.0
羅敦,沙田,Turf,2000,0,1,0,-1.0,60.0,0.0,0.0,-100.0
羅敦,沙田,Turf,2400,0,1,0,-1.0,32.0,0.0,0.0,-100.0
苗傑美,沙田,Turf,1400,0,1,0,-1.0,11.0,0.0,0.0,-100.0
苗傑美,沙田,Turf,1600,0,1,0,-1.0,114.0,0.0,0.0,-100.0
莫艾誠,沙田,Turf,1400,0,1,0,-1.0,45.0,0.0,0.0,-100.0
莫雅,沙田,Turf,1800,0,1,0,-1.0,18.0,0.0,0.0,-100.0
莫雷拉,沙田,AWT,1800,0,1,0,-1.0,6.5,0.0,0.0,-100.0
莫雷拉,沙田,Turf,2400,0,1,1,-1.0,3.2,0.0,100.0,-100.0
菅原明良,沙田,Turf,1200,0,1,0,-1.0,76.0,0.0,0.0,-100.0
董明朗,跑馬地,Turf,2200,0,1,0,-1.0,9.7,0.0,0.0,-100.0
薛凱華,沙田,Turf,2400,0,1,0,-1.0,5.9,0.0,0.0,-100.0
蘇銘倫,沙田,Turf,2400,0,1,1,-1.0,20.0,0.0,100.0,-100.0
袁幸堯,沙田,Turf,1800,0,1,0,-1.0,13.0,0.0,0.0,-100.0
袁幸堯,沙田,Turf,2000,0,1,1,-1.0,8.0,0.0,100.0,-100.0
西村淳也,沙田,Turf,1200,0,1,0,-1.0,32.0,0.0,0.0,-100.0
貝知仁,沙田,Turf,1800,0,1,0,-1.0,62.0,0.0,0.0,-100.0
貝知仁,跑馬地,Turf,2200,0,1,0,-1.0,7.3,0.0,0.0,-100.0
連達文,沙田,Turf,1200,0,1,0,-1.0,94.0,0.0,0.0,-100.0
郭立基,沙田,Turf,1600,0,1,0,-1.0,34.0,0.0,0.0,-100.0
鍾易禮,沙田,Turf,2400,0,1,0,-1.0,18.0,0.0,0.0,-100.0
陳嘉熙,沙田,AWT,1200,0,1,0,-1.0,6.7,0.0,0.0,-100.0
陳嘉熙,沙田,Turf,1000,0,1,0,-1.0,80.0,0.0,0.0,-100.0
陳嘉熙,跑馬地,Turf,1000,0,1,1,-1.0,24.0,0.0,100.0,-100.0
陳嘉熙,跑馬地,Turf,1800,0,1,0,-1.0,23.0,0.0,0.0,-100.0
霍宏聲,沙田,Turf,2400,0,1,0,-1.0,42.0,0.0,0.0,-100.0
韋紀力,沙田,AWT,1650,0,1,0,-1.0,6.2,0.0,0.0,-100.0
馬昆,沙田,Turf,1000,0,1,0,-1.0,106.0,0.0,0.0,-100.0
馬昆,沙田,Turf,2000,0,1,0,-1.0,9.5,0.0,0.0,-100.0
馬昆,跑馬地,Turf,1000,0,1,0,-1.0,10.0,0.0,0.0,-100.0
馬昆,跑馬地,Turf,1800,0,1,0,-1.0,36.0,0.0,0.0,-100.0
高力德,沙田,Turf,2000,0,1,0,-1.0,101.0,0.0,0.0,-100.0
麥文堅,沙田,AWT,1800,0,1,0,-1.0,36.0,0.0,0.0,-100.0
麥文堅,沙田,Turf,2400,0,1,0,-1.0,8.6,0.0,0.0,-100.0
麥當能,沙田,AWT,1200,0,1,0,-1.0,91.0,0.0,0.0,-100.0
麥當能,沙田,AWT,1800,0,1,0,-1.0,137.0,0.0,0.0,-100.0
麥當能,沙田,Turf,1000,0,1,0,-1.0,33.0,0.0,0.0,-100.0
麥當能,沙田,Turf,2000,0,1,0,-1.0,33.0,0.0,0.0,-100.0
麥當能,跑馬地,Turf,1000,0,1,0,-1.0,43.0,0.0,0.0,-100.0
麥當能,跑馬地,Turf,1200,0,1,0,-1.0,12.0,0.0,0.0,-100.0
麥當能,跑馬地,Turf,1800,0,1,0,-1.0,56.0,0.0,0.0,-100.0
黃智弘,沙田,Turf,2400,0,1,0,-1.0,25.0,0.0,0.0,-100.0
黎應揚,沙田,Turf,1200,0,1,0,-1.0,106.0,0.0,0.0,-100.0
