Date,Month,Season,RaceNo,RaceClass,Venue,Track,Course,Going,Distance,FieldSize,FieldSizeBucket,Horse,HorseID,Jockey,Trainer,Draw,DrawBand,DrawBucket,ActualWt,WtBucket,HorseWt,Odds,OddsBucket,Rank,Win,Place
2025-12-07,2025-12,25/26,3,Class 4,沙田,Turf,加拿分讓賽,第四班 - 1200米 - (60-40),1200,12,med12-13,銳目(L068),L068,艾道拿,大衛希斯,2,Inside,1-3,125,Medium (121-126),1074,3.7,Fav (3-6),3,0,1
2025-12-07,2025-12,25/26,6,Class 3,沙田,Turf,中間讓賽,第三班 - 1000米 - (85-60),1000,14,large14+,智勝勳章(K521),K521,楊明綸,蘇偉賢,5,Middle,4-6,117,Med-Light (116-120),1252,57.0,Outsider (50+),13,0,0
2025-12-07,2025-12,25/26,6,Class 3,沙田,Turf,中間讓賽,第三班 - 1000米 - (85-60),1000,14,large14+,蹺妙(L031),L031,艾兆禮,游達榮,11,Outside,10+,117,Med-Light (116-120),1102,32.0,Longshot (20-50),9,0,0
2025-12-07,2025-12,25/26,6,Class 3,沙田,Turf,中間讓賽,第三班 - 1000米 - (85-60),1000,14,large14+,星威心得(L074),L074,田泰安,大衛希斯,1,Inside,1-3,115,Light (<=115),1009,27.0,Longshot (20-50),11,0,0
2025-12-07,2025-12,25/26,6,Class 3,沙田,Turf,中間讓賽,第三班 - 1000米 - (85-60),1000,14,large14+,莊家班(L115),L115,鍾易禮,沈集成,9,Middle,7-9,113,Light (<=115),1029,73.0,Outsider (50+),10,0,0
2025-12-07,2025-12,25/26,7,Class 4,沙田,AWT,柯士甸讓賽,第四班 - 1200米 - (60-40),1200,12,med12-13,獨自升級(K560),K560,梁家俊,巫偉傑,1,Inside,1-3,128,Med-Heavy (127-130),1232,7.2,Contender (6-10),12,0,0
2025-12-07,2025-12,25/26,10,Class 3,沙田,Turf,梳士巴利讓賽,第三班 - 1400米 - (80-60),1400,14,large14+,時時開心(K550),K550,金誠剛,游達榮,7,Middle,7-9,119,Med-Light (116-120),1077,82.0,Outsider (50+),10,0,0
2025-12-07,2025-12,25/26,10,Class 3,沙田,Turf,梳士巴利讓賽,第三班 - 1400米 - (80-60),1400,14,large14+,越駿齊歡(L079),L079,梁家俊,羅富全,11,Outside,10+,120,Med-Light (116-120),1116,77.0,Outsider (50+),14,0,0
2025-12-10,2025-12,25/26,9,Class 2,跑馬地,Turf,黃泥涌讓賽,第二班 - 1800米 - (100-80),1800,12,med12-13,數字天文(L080),L080,梁家俊,羅富全,2,Inside,1-3,122,Medium (121-126),1197,14.0,Mid (10-20),3,0,1
2025-12-14,2025-12,25/26,1,Class 4,沙田,Turf,靚蝦王讓賽,第四班 - 1400米 - (60-40),1400,14,large14+,紅磚戰士(K580),K580,麥文堅,游達榮,4,Inside,4-6,125,Medium (121-126),1134,46.0,Longshot (20-50),10,0,0
2025-12-14,2025-12,25/26,2,Class 3,沙田,Turf,飛雪仙蹤讓賽,第三班 - 1200米 - (80-60),1200,13,med12-13,開心孖寶(K475),K475,何澤堯,呂健威,4,Inside,4-6,122,Medium (121-126),1134,33.0,Longshot (20-50),4,0,0
2025-12-14,2025-12,25/26,2,Class 3,沙田,Turf,飛雪仙蹤讓賽,第三班 - 1200米 - (80-60),1200,13,med12-13,喜蓮勁感(L028),L028,麥道朗,游達榮,12,Outside,10+,129,Med-Heavy (127-130),1169,7.8,Contender (6-10),1,1,1
2025-12-14,2025-12,25/26,2,Class 3,沙田,Turf,飛雪仙蹤讓賽,第三班 - 1200米 - (80-60),1200,13,med12-13,領袖勁力(L034),L034,希威森,徐雨石,3,Inside,1-3,121,Medium (121-126),1085,57.0,Outsider (50+),10,0,0
2025-12-14,2025-12,25/26,2,Class 3,沙田,Turf,飛雪仙蹤讓賽,第三班 - 1200米 - (80-60),1200,13,med12-13,共創歡欣(L118),L118,楊明綸,大衛希斯,8,Middle,7-9,121,Medium (121-126),1312,12.0,Mid (10-20),11,0,0
2025-12-14,2025-12,25/26,3,Class 4,沙田,Turf,精英大師讓賽,第四班 - 1200米 - (60-40),1200,14,large14+,明月清風(K414),K414,希威森,廖康銘,5,Middle,4-6,127,Med-Heavy (127-130),1120,57.0,Outsider (50+),12,0,0
2025-12-14,2025-12,25/26,3,Class 4,沙田,Turf,精英大師讓賽,第四班 - 1200米 - (60-40),1200,14,large14+,閃電武士(L062),L062,布文,大衛希斯,3,Inside,1-3,127,Med-Heavy (127-130),1088,38.0,Longshot (20-50),11,0,0
2025-12-14,2025-12,25/26,4,Group 1,沙田,Turf,浪琴香港瓶,一級賽 - 2400米,2400,11,small<=11,南加名城(L911),L911,莫雅,岳伯仁,10,Outside,10+,126,Medium (121-126),1197,12.0,Mid (10-20),5,0,0
2025-12-14,2025-12,25/26,4,Group 1,沙田,Turf,浪琴香港瓶,一級賽 - 2400米,2400,11,small<=11,班霸實力(L912),L912,麥文堅,岳本賢,2,Inside,1-3,126,Medium (121-126),1168,8.6,Contender (6-10),4,0,0
2025-12-14,2025-12,25/26,4,Group 1,沙田,Turf,浪琴香港瓶,一級賽 - 2400米,2400,11,small<=11,同工之妙(L913),L913,紀仁安,費伯華,8,Outside,7-9,126,Medium (121-126),1190,2.7,Hot Fav (<3),1,1,1
2025-12-14,2025-12,25/26,4,Group 1,沙田,Turf,浪琴香港瓶,一級賽 - 2400米,2400,11,small<=11,名城潮流(L914),L914,李慕華,武井亮,3,Inside,1-3,126,Medium (121-126),1140,5.7,Fav (3-6),10,0,0
2025-12-14,2025-12,25/26,4,Group 1,沙田,Turf,浪琴香港瓶,一級賽 - 2400米,2400,11,small<=11,愛蹄村(L915),L915,莫艾誠,包義定,9,Outside,7-9,126,Medium (121-126),1241,21.0,Longshot (20-50),11,0,0
2025-12-14,2025-12,25/26,5,Group 1,沙田,Turf,浪琴香港短途錦標,一級賽 - 1200米,1200,13,med12-13,紅瑪瑙(L901),L901,三浦皇成,鹿戶雄一,11,Outside,10+,126,Medium (121-126),1133,69.0,Outsider (50+),11,0,0
2025-12-14,2025-12,25/26,5,Group 1,沙田,Turf,浪琴香港短途錦標,一級賽 - 1200米,1200,13,med12-13,樂於助人(L902),L902,莫艾誠,侯耀誠,13,Outside,10+,126,Medium (121-126),1080,147.0,Outsider (50+),12,0,0
2025-12-14,2025-12,25/26,7,Group 1,沙田,Turf,浪琴香港一哩錦標,一級賽 - 1600米,1600,14,large14+,俊偉蹄(L903),L903,貝知仁,巴伯樂,6,Middle,4-6,126,Medium (121-126),1005,82.0,Outsider (50+),10,0,0
2025-12-14,2025-12,25/26,7,Group 1,沙田,Turf,浪琴香港一哩錦標,一級賽 - 1600米,1600,14,large14+,冬季獅(L904),L904,莫雅,岳伯仁,14,Outside,10+,125,Medium (121-126),1056,18.0,Mid (10-20),12,0,0
2025-12-14,2025-12,25/26,7,Group 1,沙田,Turf,浪琴香港一哩錦標,一級賽 - 1600米,1600,14,large14+,巧繡生花(L905),L905,李慕華,森一誠,10,Outside,10+,121,Medium (121-126),1063,7.2,Contender (6-10),11,0,0
2025-12-14,2025-12,25/26,8,Group 1,沙田,Turf,浪琴香港盃,一級賽 - 2000米,2000,7,small<=11,利森名園(J814),J814,李慕華,田中博康,3,Middle,1-3,126,Medium (121-126),1098,43.0,Longshot (20-50),5,0,0
2025-12-14,2025-12,25/26,8,Group 1,沙田,Turf,浪琴香港盃,一級賽 - 2000米,2000,7,small<=11,寶徠歌劇(L907),L907,橫山和生,上村洋行,5,Outside,4-6,126,Medium (121-126),1115,9.4,Contender (6-10),2,0,1
2025-12-14,2025-12,25/26,8,Group 1,沙田,Turf,浪琴香港盃,一級賽 - 2000米,2000,7,small<=11,名醫(L909),L909,麥文堅,岳本賢,7,Outside,7-9,126,Medium (121-126),1034,34.0,Longshot (20-50),4,0,0
2025-12-14,2025-12,25/26,8,Group 1,沙田,Turf,浪琴香港盃,一級賽 - 2000米,2000,7,small<=11,健身心(L910),L910,蘇銘倫,葛威法,4,Middle,4-6,122,Medium (121-126),1005,10.0,Mid (10-20),3,0,1
2025-12-20,2025-12,25/26,2,Class 4,沙田,Turf,鬱金香讓賽,第四班 - 1200米 - (60-40),1200,12,med12-13,活力拍檔(K554),K554,何澤堯,呂健威,3,Inside,1-3,129,Med-Heavy (127-130),1183,12.0,Mid (10-20),3,0,1
2025-12-20,2025-12,25/26,2,Class 4,沙田,Turf,鬱金香讓賽,第四班 - 1200米 - (60-40),1200,12,med12-13,睿智多寶(L044),L044,艾道拿,黎昭昇,6,Middle,4-6,129,Med-Heavy (127-130),1239,17.0,Mid (10-20),7,0,0
2025-12-20,2025-12,25/26,4,Class 4,沙田,Turf,雪松讓賽,第四班 - 1000米 - (60-40),1000,14,large14+,興馳千里(K533),K533,楊明綸,呂健威,7,Middle,7-9,127,Med-Heavy (127-130),1095,4.1,Fav (3-6),1,1,1
2025-12-20,2025-12,25/26,4,Class 4,沙田,Turf,雪松讓賽,第四班 - 1000米 - (60-40),1000,14,large14+,趣盈(K539),K539,霍宏聲,葉楚航,10,Outside,10+,127,Med-Heavy (127-130),1021,37.0,Longshot (20-50),13,0,0
2025-12-20,2025-12,25/26,4,Class 4,沙田,Turf,雪松讓賽,第四班 - 1000米 - (60-40),1000,14,large14+,辣得快(K581),K581,蔡明紹,蘇偉賢,12,Outside,10+,127,Med-Heavy (127-130),1075,29.0,Longshot (20-50),2,0,1
2025-12-20,2025-12,25/26,4,Class 4,沙田,Turf,雪松讓賽,第四班 - 1000米 - (60-40),1000,14,large14+,多多開心(L017),L017,金誠剛,鄭俊偉,8,Middle,7-9,127,Med-Heavy (127-130),1092,72.0,Outsider (50+),6,0,0
2025-12-20,2025-12,25/26,5,Class 4,沙田,Turf,博愛盃（讓賽）,第四班 - 1200米 - (60-40),1200,12,med12-13,蓮蓮日上(K375),K375,霍宏聲,黎昭昇,12,Outside,10+,127,Med-Heavy (127-130),1145,78.0,Outsider (50+),10,0,0
2025-12-20,2025-12,25/26,5,Class 4,沙田,Turf,博愛盃（讓賽）,第四班 - 1200米 - (60-40),1200,12,med12-13,龍之尊(K462),K462,艾兆禮,游達榮,6,Middle,4-6,127,Med-Heavy (127-130),1109,28.0,Longshot (20-50),7,0,0
2025-12-20,2025-12,25/26,5,Class 4,沙田,Turf,博愛盃（讓賽）,第四班 - 1200米 - (60-40),1200,12,med12-13,賢知友您(K545),K545,潘頓,蘇偉賢,1,Inside,1-3,127,Med-Heavy (127-130),1186,4.0,Fav (3-6),12,0,0
2025-12-20,2025-12,25/26,6,Class 4,沙田,Turf,歐石楠讓賽,第四班 - 1400米 - (60-40),1400,14,large14+,包裝天王(K570),K570,潘頓,伍鵬志,9,Middle,7-9,127,Med-Heavy (127-130),1128,17.0,Mid (10-20),6,0,0
2025-12-20,2025-12,25/26,8,Class 3,沙田,Turf,冬青讓賽,第三班 - 1200米 - (80-60),1200,11,small<=11,閃耀天河(K514),K514,周俊樂,呂健威,4,Middle,4-6,120,Med-Light (116-120),1112,14.0,Mid (10-20),4,0,0
2025-12-23,2025-12,25/26,5,Class 4,跑馬地,Turf,木星讓賽,第四班 - 1200米 - (60-40),1200,12,med12-13,寶成智好(K301),K301,鍾易禮,告東尼,5,Middle,4-6,125,Medium (121-126),1107,16.0,Mid (10-20),2,0,1
2025-12-27,2025-12,25/26,1,Class 4,沙田,Turf,黃竹灣讓賽,第四班（條件限制） - 1400米 - (60-40),1400,14,large14+,超拍檔(K484),K484,楊明綸,呂健威,2,Inside,1-3,127,Med-Heavy (127-130),1230,25.0,Longshot (20-50),5,0,0
2025-12-27,2025-12,25/26,1,Class 4,沙田,Turf,黃竹灣讓賽,第四班（條件限制） - 1400米 - (60-40),1400,14,large14+,華麗再贏(L087),L087,鍾易禮,沈集成,9,Middle,7-9,125,Medium (121-126),1045,91.0,Outsider (50+),13,0,0
2025-12-27,2025-12,25/26,1,Class 4,沙田,Turf,黃竹灣讓賽,第四班（條件限制） - 1400米 - (60-40),1400,14,large14+,疾風財子(L091),L091,紀仁安,方嘉柏,3,Inside,1-3,127,Med-Heavy (127-130),1170,9.2,Contender (6-10),9,0,0
2025-12-27,2025-12,25/26,2,Class 4,沙田,Turf,大浪咀讓賽,第四班 - 1200米 - (60-40),1200,14,large14+,友聲友色(K441),K441,班德禮,蘇偉賢,2,Inside,1-3,127,Med-Heavy (127-130),1090,61.0,Outsider (50+),14,0,0
2025-12-27,2025-12,25/26,2,Class 4,沙田,Turf,大浪咀讓賽,第四班 - 1200米 - (60-40),1200,14,large14+,我最好(K502),K502,艾兆禮,伍鵬志,5,Middle,4-6,127,Med-Heavy (127-130),1139,15.0,Mid (10-20),6,0,0
2025-12-27,2025-12,25/26,2,Class 4,沙田,Turf,大浪咀讓賽,第四班 - 1200米 - (60-40),1200,14,large14+,上浦福旺(L102),L102,鍾易禮,沈集成,4,Inside,4-6,125,Medium (121-126),1065,96.0,Outsider (50+),10,0,0
2025-12-27,2025-12,25/26,5,Class 4,沙田,Turf,大浪咀讓賽,第四班 - 1200米 - (60-40),1200,14,large14+,寫我其誰(L048),L048,鍾易禮,葉楚航,4,Inside,4-6,126,Medium (121-126),982,29.0,Longshot (20-50),10,0,0
2025-12-27,2025-12,25/26,5,Class 4,沙田,Turf,大浪咀讓賽,第四班 - 1200米 - (60-40),1200,14,large14+,快樂神駒(L050),L050,霍宏聲,廖康銘,12,Outside,10+,128,Med-Heavy (127-130),1099,12.0,Mid (10-20),3,0,1
2025-12-27,2025-12,25/26,5,Class 4,沙田,Turf,大浪咀讓賽,第四班 - 1200米 - (60-40),1200,14,large14+,天罡北斗(L064),L064,巫顯東,沈集成,11,Outside,10+,126,Medium (121-126),1080,106.0,Outsider (50+),13,0,0
2025-12-27,2025-12,25/26,5,Class 4,沙田,Turf,大浪咀讓賽,第四班 - 1200米 - (60-40),1200,14,large14+,弘智多寶(L084),L084,布文,大衛希斯,8,Middle,7-9,128,Med-Heavy (127-130),1145,26.0,Longshot (20-50),14,0,0
2025-12-27,2025-12,25/26,7,Class 4,沙田,AWT,黃宜洲讓賽,第四班 - 1650米 - (60-40),1650,14,large14+,旭能精英(K544),K544,梁家俊,巫偉傑,3,Inside,1-3,128,Med-Heavy (127-130),1078,83.0,Outsider (50+),9,0,0
2025-12-27,2025-12,25/26,8,Class 3,沙田,Turf,深涌讓賽,第三班 - 1000米 - (80-60),1000,14,large14+,傑出雷霆(L121),L121,希威森,呂健威,9,Middle,7-9,124,Medium (121-126),1173,35.0,Longshot (20-50),9,0,0
2026-01-01,2026-01,25/26,2,Class 4,沙田,Turf,山林讓賽,第四班 - 1200米 - (60-40),1200,14,large14+,錶之無限(L100),L100,梁家俊,文家良,11,Outside,10+,128,Med-Heavy (127-130),1297,82.0,Outsider (50+),11,0,0
2026-01-01,2026-01,25/26,2,Class 4,沙田,Turf,山林讓賽,第四班 - 1200米 - (60-40),1200,14,large14+,雙子美麗(L129),L129,潘頓,告東尼,7,Middle,7-9,128,Med-Heavy (127-130),1099,5.0,Fav (3-6),14,0,0
2026-01-01,2026-01,25/26,4,Class 4,沙田,Turf,山林讓賽,第四班 - 1200米 - (60-40),1200,14,large14+,捷威(K547),K547,周俊樂,姚本輝,9,Middle,7-9,126,Medium (121-126),1147,9.9,Contender (6-10),11,0,0
2026-01-01,2026-01,25/26,4,Class 4,沙田,Turf,山林讓賽,第四班 - 1200米 - (60-40),1200,14,large14+,錶之梵星(L104),L104,梁家俊,文家良,2,Inside,1-3,128,Med-Heavy (127-130),1169,23.0,Longshot (20-50),9,0,0
2026-01-01,2026-01,25/26,4,Class 4,沙田,Turf,山林讓賽,第四班 - 1200米 - (60-40),1200,14,large14+,最感(L130),L130,霍宏聲,大衛希斯,8,Middle,7-9,128,Med-Heavy (127-130),1114,38.0,Longshot (20-50),8,0,0
2026-01-01,2026-01,25/26,9,Class 3,沙田,Turf,茶果嶺讓賽,第三班 - 1200米 - (80-60),1200,14,large14+,友瑩光(K564),K564,霍宏聲,廖康銘,11,Outside,10+,127,Med-Heavy (127-130),1071,74.0,Outsider (50+),5,0,0
2026-01-01,2026-01,25/26,9,Class 3,沙田,Turf,茶果嶺讓賽,第三班 - 1200米 - (80-60),1200,14,large14+,幸運糖(L041),L041,梁家俊,巫偉傑,5,Middle,4-6,120,Med-Light (116-120),1205,29.0,Longshot (20-50),12,0,0
2026-01-01,2026-01,25/26,9,Class 3,沙田,Turf,茶果嶺讓賽,第三班 - 1200米 - (80-60),1200,14,large14+,開心指數(L152),L152,周俊樂,文家良,9,Middle,7-9,121,Medium (121-126),1162,14.0,Mid (10-20),3,0,1
2026-01-01,2026-01,25/26,10,Class 3,沙田,Turf,竹園讓賽,第三班 - 1400米 - (80-60),1400,14,large14+,大文豪(L134),L134,何澤堯,姚本輝,11,Outside,10+,128,Med-Heavy (127-130),1162,42.0,Longshot (20-50),12,0,0
2026-01-01,2026-01,25/26,10,Class 3,沙田,Turf,竹園讓賽,第三班 - 1400米 - (80-60),1400,14,large14+,天然數字(L166),L166,艾道拿,徐雨石,13,Outside,10+,133,Heavy (131+),1125,98.0,Outsider (50+),14,0,0
2026-01-01,2026-01,25/26,11,Class 3,沙田,Turf,茶果嶺讓賽,第三班 - 1200米 - (80-60),1200,14,large14+,和光同塵(L076),L076,蔡明紹,巫偉傑,10,Outside,10+,120,Med-Light (116-120),1063,128.0,Outsider (50+),14,0,0
2026-01-01,2026-01,25/26,11,Class 3,沙田,Turf,茶果嶺讓賽,第三班 - 1200米 - (80-60),1200,14,large14+,偵探傳奇(L117),L117,巴度,葉楚航,13,Outside,10+,119,Med-Light (116-120),1168,10.0,Mid (10-20),5,0,0
2026-01-01,2026-01,25/26,11,Class 3,沙田,Turf,茶果嶺讓賽,第三班 - 1200米 - (80-60),1200,14,large14+,千帆駒(L153),L153,艾兆禮,蘇偉賢,1,Inside,1-3,126,Medium (121-126),1132,26.0,Longshot (20-50),2,0,1
2026-01-04,2026-01,25/26,2,Class 4,沙田,Turf,斬竹灣讓賽,第四班 - 1000米 - (60-40),1000,13,med12-13,杭至尊(L043),L043,奧爾民,葉楚航,13,Outside,10+,127,Med-Heavy (127-130),1228,21.0,Longshot (20-50),9,0,0
2026-01-04,2026-01,25/26,2,Class 4,沙田,Turf,斬竹灣讓賽,第四班 - 1000米 - (60-40),1000,13,med12-13,燊輝之星(L067),L067,鍾易禮,告東尼,8,Middle,7-9,125,Medium (121-126),1209,24.0,Longshot (20-50),4,0,0
2026-01-04,2026-01,25/26,2,Class 4,沙田,Turf,斬竹灣讓賽,第四班 - 1000米 - (60-40),1000,13,med12-13,幸運勝利(L073),L073,艾兆禮,大衛希斯,12,Outside,10+,127,Med-Heavy (127-130),1281,70.0,Outsider (50+),12,0,0
2026-01-04,2026-01,25/26,2,Class 4,沙田,Turf,斬竹灣讓賽,第四班 - 1000米 - (60-40),1000,13,med12-13,烈焰光芒(L142),L142,潘頓,韋達,14,Outside,10+,127,Med-Heavy (127-130),1096,4.6,Fav (3-6),3,0,1
2026-01-04,2026-01,25/26,3,Class 4,沙田,AWT,大網仔讓賽,第四班 - 1200米 - (60-40),1200,12,med12-13,帶贏來(K558),K558,田泰安,大衛希斯,11,Outside,10+,127,Med-Heavy (127-130),1125,41.0,Longshot (20-50),9,0,0
2026-01-04,2026-01,25/26,4,Class 4,沙田,AWT,大網仔讓賽,第四班 - 1200米 - (60-40),1200,12,med12-13,旺旺嘉駒(L088),L088,希威森,廖康銘,3,Inside,1-3,128,Med-Heavy (127-130),1190,4.0,Fav (3-6),1,1,1
2026-01-04,2026-01,25/26,7,Class 2,沙田,Turf,禮頓讓賽,第二班 - 1600米 - (100-75),1600,10,small<=11,智勝神駒(K446),K446,希威森,廖康銘,4,Middle,4-6,123,Medium (121-126),1041,5.8,Fav (3-6),9,0,0
2026-01-04,2026-01,25/26,7,Class 2,沙田,Turf,禮頓讓賽,第二班 - 1600米 - (100-75),1600,10,small<=11,丞匡掠影(L168),L168,潘明輝,徐雨石,10,Outside,10+,118,Med-Light (116-120),1236,54.0,Outsider (50+),7,0,0
2026-01-04,2026-01,25/26,7,Class 2,沙田,Turf,禮頓讓賽,第二班 - 1600米 - (100-75),1600,10,small<=11,風將(L184),L184,蔡明紹,巫偉傑,2,Inside,1-3,120,Med-Light (116-120),1112,31.0,Longshot (20-50),5,0,0
2026-01-04,2026-01,25/26,10,Class 3,沙田,Turf,北潭涌讓賽,第三班 - 1200米 - (80-60),1200,12,med12-13,財富非凡(L057),L057,巴度,巫偉傑,9,Outside,7-9,124,Medium (121-126),1103,78.0,Outsider (50+),12,0,0
2026-01-04,2026-01,25/26,11,Class 3,沙田,Turf,大棠讓賽,第三班 - 1600米 - (80-60),1600,14,large14+,紫荊傳令(L108),L108,艾兆禮,游達榮,6,Middle,4-6,133,Heavy (131+),1094,9.8,Contender (6-10),11,0,0
2026-01-07,2026-01,25/26,2,Class 4,跑馬地,Turf,昃臣讓賽,第四班 - 1200米 - (60-40),1200,12,med12-13,萬里鵬躍(L009),L009,楊明綸,蘇偉賢,7,Middle,7-9,128,Med-Heavy (127-130),1180,65.0,Outsider (50+),11,0,0
2026-01-07,2026-01,25/26,7,Class 3,跑馬地,Turf,遮打讓賽,第三班 - 1000米 - (85-60),1000,12,med12-13,勇進駒(K575),K575,田泰安,姚本輝,1,Inside,1-3,115,Light (<=115),1071,25.0,Longshot (20-50),12,0,0
2026-01-07,2026-01,25/26,7,Class 3,跑馬地,Turf,遮打讓賽,第三班 - 1000米 - (85-60),1000,12,med12-13,賢者福星(L078),L078,潘明輝,賀賢,11,Outside,10+,117,Med-Light (116-120),1120,74.0,Outsider (50+),10,0,0
2026-01-07,2026-01,25/26,8,Class 3,跑馬地,Turf,干諾讓賽,第三班 - 1200米 - (80-60),1200,12,med12-13,飛躍星伴(L189),L189,班德禮,大衛希斯,9,Outside,7-9,125,Medium (121-126),1137,64.0,Outsider (50+),11,0,0
2026-01-11,2026-01,25/26,2,Class 4,沙田,Turf,烏溪沙讓賽,第四班 - 1200米 - (60-40),1200,12,med12-13,幸運奇兵(L071),L071,霍宏聲,廖康銘,12,Outside,10+,127,Med-Heavy (127-130),1058,2.0,Hot Fav (<3),2,0,1
2026-01-11,2026-01,25/26,2,Class 4,沙田,Turf,烏溪沙讓賽,第四班 - 1200米 - (60-40),1200,12,med12-13,海鑽石(L072),L072,布文,游達榮,8,Middle,7-9,127,Med-Heavy (127-130),1147,18.0,Mid (10-20),4,0,0
2026-01-11,2026-01,25/26,3,Class 4,沙田,Turf,烏溪沙讓賽,第四班 - 1200米 - (60-40),1200,12,med12-13,駿美一生(L085),L085,鍾易禮,葉楚航,10,Outside,10+,125,Medium (121-126),1025,86.0,Outsider (50+),10,0,0
2026-01-11,2026-01,25/26,7,Class 3,沙田,Turf,紅梅谷讓賽,第三班 - 1200米 - (80-60),1200,12,med12-13,馬馳登(L133),L133,巴度,黎昭昇,1,Inside,1-3,121,Medium (121-126),1190,32.0,Longshot (20-50),6,0,0
2026-01-11,2026-01,25/26,9,Class 3,沙田,Turf,白沙澳讓賽,第三班 - 1800米 - (85-60),1800,14,large14+,包裝戰仕(L112),L112,希威森,伍鵬志,8,Middle,7-9,117,Med-Light (116-120),1161,11.0,Mid (10-20),4,0,0
2026-01-11,2026-01,25/26,10,Class 3,沙田,Turf,白石凹讓賽,第三班（條件限制） - 1600米 - (85-60),1600,14,large14+,綠色鐵蹄(L147),L147,潘明輝,伍鵬志,5,Middle,4-6,122,Medium (121-126),1069,68.0,Outsider (50+),14,0,0
2026-01-11,2026-01,25/26,11,Class 3,沙田,Turf,赤柱峽讓賽,第三班 - 1400米 - (80-60),1400,14,large14+,凌登(L151),L151,巫顯東,沈集成,14,Outside,10+,118,Med-Light (116-120),1141,82.0,Outsider (50+),2,0,1
2026-01-18,2026-01,25/26,2,Class 4,沙田,Turf,自行車1200米讓賽,第四班 - 1200米 - (60-40),1200,14,large14+,綫路英雄(J428),J428,楊明綸,沈集成,5,Middle,4-6,128,Med-Heavy (127-130),1276,33.0,Longshot (20-50),2,0,1
2026-01-18,2026-01,25/26,2,Class 4,沙田,Turf,自行車1200米讓賽,第四班 - 1200米 - (60-40),1200,14,large14+,騰達勇士(K376),K376,何澤堯,方嘉柏,13,Outside,10+,128,Med-Heavy (127-130),1117,23.0,Longshot (20-50),6,0,0
2026-01-18,2026-01,25/26,2,Class 4,沙田,Turf,自行車1200米讓賽,第四班 - 1200米 - (60-40),1200,14,large14+,普魯托斯(K413),K413,周俊樂,呂健威,4,Inside,4-6,126,Medium (121-126),1112,67.0,Outsider (50+),7,0,0
2026-01-18,2026-01,25/26,3,Class 3,沙田,Turf,十五運會香港獎牌運動員盃（讓賽）,第三班 - 1000米 - (80-60),1000,11,small<=11,三甲之星(L122),L122,田泰安,桂福特,11,Outside,10+,125,Medium (121-126),1128,4.6,Fav (3-6),2,0,1
2026-01-18,2026-01,25/26,3,Class 3,沙田,Turf,十五運會香港獎牌運動員盃（讓賽）,第三班 - 1000米 - (80-60),1000,11,small<=11,國千金(L155),L155,潘頓,黎昭昇,5,Middle,4-6,120,Med-Light (116-120),1225,3.6,Fav (3-6),1,1,1
2026-01-18,2026-01,25/26,5,Class 4,沙田,Turf,自行車1200米讓賽,第四班 - 1200米 - (60-40),1200,14,large14+,非凡勇士(K561),K561,潘明輝,文家良,8,Middle,7-9,129,Med-Heavy (127-130),1222,60.0,Outsider (50+),14,0,0
2026-01-18,2026-01,25/26,5,Class 4,沙田,Turf,自行車1200米讓賽,第四班 - 1200米 - (60-40),1200,14,large14+,喜慶寶(K583),K583,何澤堯,呂健威,14,Outside,10+,129,Med-Heavy (127-130),1135,4.9,Fav (3-6),1,1,1
2026-01-18,2026-01,25/26,5,Class 4,沙田,Turf,自行車1200米讓賽,第四班 - 1200米 - (60-40),1200,14,large14+,錶之浩瀚(L106),L106,周俊樂,巫偉傑,3,Inside,1-3,127,Med-Heavy (127-130),1195,16.0,Mid (10-20),2,0,1
2026-01-18,2026-01,25/26,7,Class 4,沙田,Turf,鐵人三項1600米讓賽,第四班 - 1600米 - (60-40),1600,14,large14+,花開(L037),L037,潘明輝,文家良,4,Inside,4-6,129,Med-Heavy (127-130),1086,85.0,Outsider (50+),13,0,0
2026-01-18,2026-01,25/26,9,Class 3,沙田,Turf,撃劍1400米讓賽,第三班 - 1400米 - (80-60),1400,14,large14+,川河耀駒(L109),L109,潘頓,游達榮,2,Inside,1-3,134,Heavy (131+),1029,11.0,Mid (10-20),10,0,0
2026-01-18,2026-01,25/26,9,Class 3,沙田,Turf,撃劍1400米讓賽,第三班 - 1400米 - (80-60),1400,14,large14+,超輕鬆(L148),L148,潘明輝,姚本輝,3,Inside,1-3,127,Med-Heavy (127-130),1107,23.0,Longshot (20-50),8,0,0
2026-01-18,2026-01,25/26,10,Class 3,沙田,Turf,撃劍1400米讓賽,第三班 - 1400米 - (80-60),1400,14,large14+,友贏威馳(L172),L172,巴度,方嘉柏,4,Inside,4-6,123,Medium (121-126),1091,67.0,Outsider (50+),14,0,0
2026-01-18,2026-01,25/26,10,Class 3,沙田,Turf,撃劍1400米讓賽,第三班 - 1400米 - (80-60),1400,14,large14+,喜豐年(L185),L185,梁家俊,韋達,6,Middle,4-6,122,Medium (121-126),1138,118.0,Outsider (50+),13,0,0
2026-01-18,2026-01,25/26,11,Class 3,沙田,Turf,網球1600米讓賽,第三班 - 1600米 - (80-60),1600,14,large14+,紫辰之星(L149),L149,艾道拿,韋達,5,Middle,4-6,126,Medium (121-126),1116,67.0,Outsider (50+),5,0,0
