baseline_race_key,baseline_date,baseline_meeting_name,baseline_race_number,baseline_top2_hits,baseline_winner_rank,baseline_actual_top3,baseline_predicted_top2,candidate_race_key,candidate_date,candidate_meeting_name,candidate_race_number,candidate_top2_hits,candidate_winner_rank,candidate_actual_top3,candidate_predicted_top2,dimension,period,method,top2_hit_delta,winner_rank_delta,outcome
2026-05-20::2026-05-20_HappyValley::R9,2026-05-20,2026-05-20_HappyValley,9,0,12,"1,7,8","9,4",2026-05-20::2026-05-20_HappyValley::R9,2026-05-20,2026-05-20_HappyValley,9,0,12,"1,7,8","9,4",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-24::2026-05-24_ShaTin::R1,2026-05-24,2026-05-24_ShaTin,1,1,1,"1,6,14","1,7",2026-05-24::2026-05-24_ShaTin::R1,2026-05-24,2026-05-24_ShaTin,1,2,1,"1,6,14","1,6",stability,walk_forward,Residual cap=0.05,1,0,helped
2026-05-24::2026-05-24_ShaTin::R2,2026-05-24,2026-05-24_ShaTin,2,1,3,"1,2,14","10,2",2026-05-24::2026-05-24_ShaTin::R2,2026-05-24,2026-05-24_ShaTin,2,1,3,"1,2,14","10,2",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-24::2026-05-24_ShaTin::R3,2026-05-24,2026-05-24_ShaTin,3,0,11,"1,2,14","4,12",2026-05-24::2026-05-24_ShaTin::R3,2026-05-24,2026-05-24_ShaTin,3,0,11,"1,2,14","4,12",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-24::2026-05-24_ShaTin::R4,2026-05-24,2026-05-24_ShaTin,4,1,2,"3,9,11","8,3",2026-05-24::2026-05-24_ShaTin::R4,2026-05-24,2026-05-24_ShaTin,4,1,2,"3,9,11","8,3",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-24::2026-05-24_ShaTin::R5,2026-05-24,2026-05-24_ShaTin,5,1,1,"2,4,13","2,7",2026-05-24::2026-05-24_ShaTin::R5,2026-05-24,2026-05-24_ShaTin,5,1,1,"2,4,13","2,7",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-24::2026-05-24_ShaTin::R6,2026-05-24,2026-05-24_ShaTin,6,0,3,"5,8,9","14,4",2026-05-24::2026-05-24_ShaTin::R6,2026-05-24,2026-05-24_ShaTin,6,0,3,"5,8,9","14,4",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-24::2026-05-24_ShaTin::R7,2026-05-24,2026-05-24_ShaTin,7,0,7,"8,12,13","3,1",2026-05-24::2026-05-24_ShaTin::R7,2026-05-24,2026-05-24_ShaTin,7,0,7,"8,12,13","3,1",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-24::2026-05-24_ShaTin::R8,2026-05-24,2026-05-24_ShaTin,8,1,1,"1,2,5","1,9",2026-05-24::2026-05-24_ShaTin::R8,2026-05-24,2026-05-24_ShaTin,8,1,1,"1,2,5","1,9",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-24::2026-05-24_ShaTin::R10,2026-05-24,2026-05-24_ShaTin,10,1,1,"1,5,13","5,12",2026-05-24::2026-05-24_ShaTin::R10,2026-05-24,2026-05-24_ShaTin,10,1,1,"1,5,13","5,9",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-27::2026-05-27_HappyValley::R1,2026-05-27,2026-05-27_HappyValley,1,1,4,"9,10,11","2,10",2026-05-27::2026-05-27_HappyValley::R1,2026-05-27,2026-05-27_HappyValley,1,1,5,"9,10,11","2,10",stability,walk_forward,Residual cap=0.05,0,1,unchanged
2026-05-27::2026-05-27_HappyValley::R2,2026-05-27,2026-05-27_HappyValley,2,0,5,"7,8,9","1,12",2026-05-27::2026-05-27_HappyValley::R2,2026-05-27,2026-05-27_HappyValley,2,0,5,"7,8,9","1,12",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-27::2026-05-27_HappyValley::R4,2026-05-27,2026-05-27_HappyValley,4,0,3,"5,9,11","1,2",2026-05-27::2026-05-27_HappyValley::R4,2026-05-27,2026-05-27_HappyValley,4,0,3,"5,9,11","1,2",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-27::2026-05-27_HappyValley::R5,2026-05-27,2026-05-27_HappyValley,5,1,1,"2,5,6","2,9",2026-05-27::2026-05-27_HappyValley::R5,2026-05-27,2026-05-27_HappyValley,5,1,1,"2,5,6","2,9",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-27::2026-05-27_HappyValley::R6,2026-05-27,2026-05-27_HappyValley,6,1,1,"7,8,9","9,5",2026-05-27::2026-05-27_HappyValley::R6,2026-05-27,2026-05-27_HappyValley,6,1,1,"7,8,9","9,5",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-27::2026-05-27_HappyValley::R7,2026-05-27,2026-05-27_HappyValley,7,0,6,"6,9,12","3,11",2026-05-27::2026-05-27_HappyValley::R7,2026-05-27,2026-05-27_HappyValley,7,0,6,"6,9,12","3,11",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-27::2026-05-27_HappyValley::R8,2026-05-27,2026-05-27_HappyValley,8,1,9,"1,2,3","1,10",2026-05-27::2026-05-27_HappyValley::R8,2026-05-27,2026-05-27_HappyValley,8,1,9,"1,2,3","1,10",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-27::2026-05-27_HappyValley::R9,2026-05-27,2026-05-27_HappyValley,9,0,5,"1,5,12","7,9",2026-05-27::2026-05-27_HappyValley::R9,2026-05-27,2026-05-27_HappyValley,9,0,5,"1,5,12","7,9",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-03::2026-06-03_HappyValley::R1,2026-06-03,2026-06-03_HappyValley,1,1,1,"3,6,12","3,9",2026-06-03::2026-06-03_HappyValley::R1,2026-06-03,2026-06-03_HappyValley,1,1,1,"3,6,12","3,9",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-03::2026-06-03_HappyValley::R2,2026-06-03,2026-06-03_HappyValley,2,1,3,"3,4,12","2,3",2026-06-03::2026-06-03_HappyValley::R2,2026-06-03,2026-06-03_HappyValley,2,1,3,"3,4,12","2,3",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-03::2026-06-03_HappyValley::R3,2026-06-03,2026-06-03_HappyValley,3,1,2,"4,7,12","3,7",2026-06-03::2026-06-03_HappyValley::R3,2026-06-03,2026-06-03_HappyValley,3,1,2,"4,7,12","3,7",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-03::2026-06-03_HappyValley::R4,2026-06-03,2026-06-03_HappyValley,4,1,3,"1,5,9","10,9",2026-06-03::2026-06-03_HappyValley::R4,2026-06-03,2026-06-03_HappyValley,4,1,3,"1,5,9","10,9",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-03::2026-06-03_HappyValley::R6,2026-06-03,2026-06-03_HappyValley,6,1,1,"1,4,5","1,7",2026-06-03::2026-06-03_HappyValley::R6,2026-06-03,2026-06-03_HappyValley,6,1,1,"1,4,5","1,7",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-03::2026-06-03_HappyValley::R8,2026-06-03,2026-06-03_HappyValley,8,1,1,"4,6,11","6,7",2026-06-03::2026-06-03_HappyValley::R8,2026-06-03,2026-06-03_HappyValley,8,1,1,"4,6,11","6,7",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-07::2026-06-07_ShaTin::R4,2026-06-07,2026-06-07_ShaTin,4,1,4,"6,7,14","2,6",2026-06-07::2026-06-07_ShaTin::R4,2026-06-07,2026-06-07_ShaTin,4,1,4,"6,7,14","2,6",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-07::2026-06-07_ShaTin::R5,2026-06-07,2026-06-07_ShaTin,5,0,4,"1,3,14","9,2",2026-06-07::2026-06-07_ShaTin::R5,2026-06-07,2026-06-07_ShaTin,5,0,4,"1,3,14","9,2",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-07::2026-06-07_ShaTin::R6,2026-06-07,2026-06-07_ShaTin,6,0,5,"5,7,10","1,6",2026-06-07::2026-06-07_ShaTin::R6,2026-06-07,2026-06-07_ShaTin,6,0,4,"5,7,10","1,6",stability,walk_forward,Residual cap=0.05,0,-1,unchanged
2026-06-07::2026-06-07_ShaTin::R9,2026-06-07,2026-06-07_ShaTin,9,1,1,"2,5,6","5,1",2026-06-07::2026-06-07_ShaTin::R9,2026-06-07,2026-06-07_ShaTin,9,1,1,"2,5,6","5,1",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-07::2026-06-07_ShaTin::R10,2026-06-07,2026-06-07_ShaTin,10,0,3,"5,8,9","6,3",2026-06-07::2026-06-07_ShaTin::R10,2026-06-07,2026-06-07_ShaTin,10,0,3,"5,8,9","6,3",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-07::2026-06-07_ShaTin::R11,2026-06-07,2026-06-07_ShaTin,11,1,4,"5,7,8","3,5",2026-06-07::2026-06-07_ShaTin::R11,2026-06-07,2026-06-07_ShaTin,11,1,4,"5,7,8","3,5",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-10::2026-06-10_HappyValley::R1,2026-06-10,2026-06-10_HappyValley,1,1,4,"1,2,10","5,10",2026-06-10::2026-06-10_HappyValley::R1,2026-06-10,2026-06-10_HappyValley,1,1,4,"1,2,10","10,5",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-10::2026-06-10_HappyValley::R2,2026-06-10,2026-06-10_HappyValley,2,1,4,"1,6,7","5,7",2026-06-10::2026-06-10_HappyValley::R2,2026-06-10,2026-06-10_HappyValley,2,1,4,"1,6,7","5,7",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-10::2026-06-10_HappyValley::R3,2026-06-10,2026-06-10_HappyValley,3,0,5,"5,8,11","9,7",2026-06-10::2026-06-10_HappyValley::R3,2026-06-10,2026-06-10_HappyValley,3,0,6,"5,8,11","9,7",stability,walk_forward,Residual cap=0.05,0,1,unchanged
2026-06-10::2026-06-10_HappyValley::R4,2026-06-10,2026-06-10_HappyValley,4,1,1,"3,5,8","3,2",2026-06-10::2026-06-10_HappyValley::R4,2026-06-10,2026-06-10_HappyValley,4,1,1,"3,5,8","3,2",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-10::2026-06-10_HappyValley::R5,2026-06-10,2026-06-10_HappyValley,5,1,8,"1,3,12","5,1",2026-06-10::2026-06-10_HappyValley::R5,2026-06-10,2026-06-10_HappyValley,5,1,8,"1,3,12","5,1",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-10::2026-06-10_HappyValley::R6,2026-06-10,2026-06-10_HappyValley,6,1,3,"3,4,8","3,2",2026-06-10::2026-06-10_HappyValley::R6,2026-06-10,2026-06-10_HappyValley,6,1,3,"3,4,8","3,2",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-10::2026-06-10_HappyValley::R7,2026-06-10,2026-06-10_HappyValley,7,1,10,"2,5,11","3,11",2026-06-10::2026-06-10_HappyValley::R7,2026-06-10,2026-06-10_HappyValley,7,1,10,"2,5,11","3,11",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-13::2026-06-13_ShaTin::R1,2026-06-13,2026-06-13_ShaTin,1,1,1,"1,6,7","6,5",2026-06-13::2026-06-13_ShaTin::R1,2026-06-13,2026-06-13_ShaTin,1,2,1,"1,6,7","6,7",stability,walk_forward,Residual cap=0.05,1,0,helped
2026-06-13::2026-06-13_ShaTin::R2,2026-06-13,2026-06-13_ShaTin,2,1,1,"4,8,12","8,9",2026-06-13::2026-06-13_ShaTin::R2,2026-06-13,2026-06-13_ShaTin,2,0,3,"4,8,12","9,3",stability,walk_forward,Residual cap=0.05,-1,2,harmed
2026-06-13::2026-06-13_ShaTin::R3,2026-06-13,2026-06-13_ShaTin,3,0,4,"4,5,12","9,13",2026-06-13::2026-06-13_ShaTin::R3,2026-06-13,2026-06-13_ShaTin,3,0,4,"4,5,12","9,13",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-13::2026-06-13_ShaTin::R4,2026-06-13,2026-06-13_ShaTin,4,1,9,"2,3,12","6,2",2026-06-13::2026-06-13_ShaTin::R4,2026-06-13,2026-06-13_ShaTin,4,1,9,"2,3,12","6,2",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-13::2026-06-13_ShaTin::R5,2026-06-13,2026-06-13_ShaTin,5,1,7,"2,3,7","5,3",2026-06-13::2026-06-13_ShaTin::R5,2026-06-13,2026-06-13_ShaTin,5,1,7,"2,3,7","5,3",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-13::2026-06-13_ShaTin::R6,2026-06-13,2026-06-13_ShaTin,6,1,6,"1,9,11","11,3",2026-06-13::2026-06-13_ShaTin::R6,2026-06-13,2026-06-13_ShaTin,6,1,5,"1,9,11","11,3",stability,walk_forward,Residual cap=0.05,0,-1,unchanged
2026-06-13::2026-06-13_ShaTin::R7,2026-06-13,2026-06-13_ShaTin,7,1,1,"1,3,6","3,5",2026-06-13::2026-06-13_ShaTin::R7,2026-06-13,2026-06-13_ShaTin,7,1,1,"1,3,6","3,5",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-13::2026-06-13_ShaTin::R8,2026-06-13,2026-06-13_ShaTin,8,1,4,"1,2,7","3,7",2026-06-13::2026-06-13_ShaTin::R8,2026-06-13,2026-06-13_ShaTin,8,1,4,"1,2,7","3,7",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-13::2026-06-13_ShaTin::R9,2026-06-13,2026-06-13_ShaTin,9,0,10,"3,9,10","6,2",2026-06-13::2026-06-13_ShaTin::R9,2026-06-13,2026-06-13_ShaTin,9,0,10,"3,9,10","6,2",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-13::2026-06-13_ShaTin::R11,2026-06-13,2026-06-13_ShaTin,11,1,3,"3,4,12","7,3",2026-06-13::2026-06-13_ShaTin::R11,2026-06-13,2026-06-13_ShaTin,11,1,3,"3,4,12","7,3",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-21::2026-06-21_ShaTin::R1,2026-06-21,2026-06-21_ShaTin,1,1,6,"5,7,9","7,8",2026-06-21::2026-06-21_ShaTin::R1,2026-06-21,2026-06-21_ShaTin,1,1,5,"5,7,9","7,8",stability,walk_forward,Residual cap=0.05,0,-1,unchanged
2026-06-21::2026-06-21_ShaTin::R3,2026-06-21,2026-06-21_ShaTin,3,1,2,"1,5,8","2,1",2026-06-21::2026-06-21_ShaTin::R3,2026-06-21,2026-06-21_ShaTin,3,1,2,"1,5,8","2,1",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-21::2026-06-21_ShaTin::R4,2026-06-21,2026-06-21_ShaTin,4,1,5,"2,3,11","3,7",2026-06-21::2026-06-21_ShaTin::R4,2026-06-21,2026-06-21_ShaTin,4,1,5,"2,3,11","3,7",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-21::2026-06-21_ShaTin::R5,2026-06-21,2026-06-21_ShaTin,5,0,3,"3,4,12","2,10",2026-06-21::2026-06-21_ShaTin::R5,2026-06-21,2026-06-21_ShaTin,5,0,3,"3,4,12","2,10",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-21::2026-06-21_ShaTin::R6,2026-06-21,2026-06-21_ShaTin,6,1,2,"3,4,12","1,3",2026-06-21::2026-06-21_ShaTin::R6,2026-06-21,2026-06-21_ShaTin,6,1,2,"3,4,12","1,3",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-21::2026-06-21_ShaTin::R7,2026-06-21,2026-06-21_ShaTin,7,0,6,"1,6,7","2,10",2026-06-21::2026-06-21_ShaTin::R7,2026-06-21,2026-06-21_ShaTin,7,0,7,"1,6,7","2,10",stability,walk_forward,Residual cap=0.05,0,1,unchanged
2026-06-21::2026-06-21_ShaTin::R8,2026-06-21,2026-06-21_ShaTin,8,0,12,"1,5,10","6,11",2026-06-21::2026-06-21_ShaTin::R8,2026-06-21,2026-06-21_ShaTin,8,0,12,"1,5,10","6,11",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-21::2026-06-21_ShaTin::R9,2026-06-21,2026-06-21_ShaTin,9,1,1,"3,5,11","5,7",2026-06-21::2026-06-21_ShaTin::R9,2026-06-21,2026-06-21_ShaTin,9,1,1,"3,5,11","5,7",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-21::2026-06-21_ShaTin::R10,2026-06-21,2026-06-21_ShaTin,10,1,3,"4,7,13","1,13",2026-06-21::2026-06-21_ShaTin::R10,2026-06-21,2026-06-21_ShaTin,10,1,3,"4,7,13","1,13",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-21::2026-06-21_ShaTin::R11,2026-06-21,2026-06-21_ShaTin,11,0,7,"1,9,14","3,11",2026-06-21::2026-06-21_ShaTin::R11,2026-06-21,2026-06-21_ShaTin,11,0,7,"1,9,14","3,11",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-27::2026-06-27_ShaTin::R1,2026-06-27,2026-06-27_ShaTin,1,0,9,"3,4,10","2,1",2026-06-27::2026-06-27_ShaTin::R1,2026-06-27,2026-06-27_ShaTin,1,0,10,"3,4,10","2,1",stability,walk_forward,Residual cap=0.05,0,1,unchanged
2026-06-27::2026-06-27_ShaTin::R2,2026-06-27,2026-06-27_ShaTin,2,1,1,"1,2,12","12,3",2026-06-27::2026-06-27_ShaTin::R2,2026-06-27,2026-06-27_ShaTin,2,2,1,"1,2,12","12,2",stability,walk_forward,Residual cap=0.05,1,0,helped
2026-06-27::2026-06-27_ShaTin::R3,2026-06-27,2026-06-27_ShaTin,3,0,5,"2,5,8","10,11",2026-06-27::2026-06-27_ShaTin::R3,2026-06-27,2026-06-27_ShaTin,3,0,6,"2,5,8","10,6",stability,walk_forward,Residual cap=0.05,0,1,unchanged
2026-06-27::2026-06-27_ShaTin::R5,2026-06-27,2026-06-27_ShaTin,5,0,5,"4,10,12","2,5",2026-06-27::2026-06-27_ShaTin::R5,2026-06-27,2026-06-27_ShaTin,5,0,6,"4,10,12","2,5",stability,walk_forward,Residual cap=0.05,0,1,unchanged
2026-06-27::2026-06-27_ShaTin::R6,2026-06-27,2026-06-27_ShaTin,6,0,3,"1,4,8","3,10",2026-06-27::2026-06-27_ShaTin::R6,2026-06-27,2026-06-27_ShaTin,6,0,3,"1,4,8","3,10",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-27::2026-06-27_ShaTin::R8,2026-06-27,2026-06-27_ShaTin,8,0,9,"3,4,7","8,2",2026-06-27::2026-06-27_ShaTin::R8,2026-06-27,2026-06-27_ShaTin,8,0,9,"3,4,7","8,2",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-27::2026-06-27_ShaTin::R9,2026-06-27,2026-06-27_ShaTin,9,1,2,"1,12,14","8,1",2026-06-27::2026-06-27_ShaTin::R9,2026-06-27,2026-06-27_ShaTin,9,1,2,"1,12,14","8,1",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-27::2026-06-27_ShaTin::R10,2026-06-27,2026-06-27_ShaTin,10,1,1,"6,7,11","6,1",2026-06-27::2026-06-27_ShaTin::R10,2026-06-27,2026-06-27_ShaTin,10,1,1,"6,7,11","6,1",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-27::2026-06-27_ShaTin::R11,2026-06-27,2026-06-27_ShaTin,11,1,6,"2,5,6","7,6",2026-06-27::2026-06-27_ShaTin::R11,2026-06-27,2026-06-27_ShaTin,11,1,6,"2,5,6","7,6",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-01::2026-07-01_ShaTin::R1,2026-07-01,2026-07-01_ShaTin,1,0,8,"3,7,10","11,2",2026-07-01::2026-07-01_ShaTin::R1,2026-07-01,2026-07-01_ShaTin,1,0,8,"3,7,10","11,6",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-01::2026-07-01_ShaTin::R2,2026-07-01,2026-07-01_ShaTin,2,1,3,"2,4,13","4,1",2026-07-01::2026-07-01_ShaTin::R2,2026-07-01,2026-07-01_ShaTin,2,2,2,"2,4,13","4,2",stability,walk_forward,Residual cap=0.05,1,-1,helped
2026-07-01::2026-07-01_ShaTin::R3,2026-07-01,2026-07-01_ShaTin,3,1,4,"2,11,14","14,1",2026-07-01::2026-07-01_ShaTin::R3,2026-07-01,2026-07-01_ShaTin,3,1,4,"2,11,14","14,1",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-01::2026-07-01_ShaTin::R4,2026-07-01,2026-07-01_ShaTin,4,1,2,"2,3,7","13,2",2026-07-01::2026-07-01_ShaTin::R4,2026-07-01,2026-07-01_ShaTin,4,1,2,"2,3,7","13,2",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-01::2026-07-01_ShaTin::R5,2026-07-01,2026-07-01_ShaTin,5,0,7,"7,8,9","2,6",2026-07-01::2026-07-01_ShaTin::R5,2026-07-01,2026-07-01_ShaTin,5,0,6,"7,8,9","2,6",stability,walk_forward,Residual cap=0.05,0,-1,unchanged
2026-07-01::2026-07-01_ShaTin::R7,2026-07-01,2026-07-01_ShaTin,7,1,7,"2,6,12","12,5",2026-07-01::2026-07-01_ShaTin::R7,2026-07-01,2026-07-01_ShaTin,7,1,7,"2,6,12","12,5",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-01::2026-07-01_ShaTin::R8,2026-07-01,2026-07-01_ShaTin,8,1,2,"3,4,7","10,3",2026-07-01::2026-07-01_ShaTin::R8,2026-07-01,2026-07-01_ShaTin,8,1,2,"3,4,7","10,3",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-01::2026-07-01_ShaTin::R9,2026-07-01,2026-07-01_ShaTin,9,1,1,"8,11,12","8,13",2026-07-01::2026-07-01_ShaTin::R9,2026-07-01,2026-07-01_ShaTin,9,1,1,"8,11,12","8,13",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-04::2026-07-04_ShaTin::R2,2026-07-04,2026-07-04_ShaTin,2,1,3,"5,9,11","5,10",2026-07-04::2026-07-04_ShaTin::R2,2026-07-04,2026-07-04_ShaTin,2,1,3,"5,9,11","5,10",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-04::2026-07-04_ShaTin::R4,2026-07-04,2026-07-04_ShaTin,4,1,1,"3,4,6","4,5",2026-07-04::2026-07-04_ShaTin::R4,2026-07-04,2026-07-04_ShaTin,4,1,1,"3,4,6","4,5",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-04::2026-07-04_ShaTin::R6,2026-07-04,2026-07-04_ShaTin,6,1,2,"6,7,11","1,7",2026-07-04::2026-07-04_ShaTin::R6,2026-07-04,2026-07-04_ShaTin,6,1,2,"6,7,11","1,7",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-04::2026-07-04_ShaTin::R7,2026-07-04,2026-07-04_ShaTin,7,1,4,"5,6,12","4,6",2026-07-04::2026-07-04_ShaTin::R7,2026-07-04,2026-07-04_ShaTin,7,1,4,"5,6,12","4,6",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-04::2026-07-04_ShaTin::R8,2026-07-04,2026-07-04_ShaTin,8,1,1,"3,6,9","6,12",2026-07-04::2026-07-04_ShaTin::R8,2026-07-04,2026-07-04_ShaTin,8,1,1,"3,6,9","6,10",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-04::2026-07-04_ShaTin::R9,2026-07-04,2026-07-04_ShaTin,9,1,2,"1,3,6","5,3",2026-07-04::2026-07-04_ShaTin::R9,2026-07-04,2026-07-04_ShaTin,9,1,2,"1,3,6","5,3",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-04::2026-07-04_ShaTin::R10,2026-07-04,2026-07-04_ShaTin,10,1,5,"6,7,12","1,6",2026-07-04::2026-07-04_ShaTin::R10,2026-07-04,2026-07-04_ShaTin,10,1,5,"6,7,12","1,6",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-08::2026-07-08_HappyValley::R1,2026-07-08,2026-07-08_HappyValley,1,1,1,"1,3,5","3,12",2026-07-08::2026-07-08_HappyValley::R1,2026-07-08,2026-07-08_HappyValley,1,1,1,"1,3,5","3,12",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-08::2026-07-08_HappyValley::R2,2026-07-08,2026-07-08_HappyValley,2,0,5,"1,6,8","2,9",2026-07-08::2026-07-08_HappyValley::R2,2026-07-08,2026-07-08_HappyValley,2,0,4,"1,6,8","2,9",stability,walk_forward,Residual cap=0.05,0,-1,unchanged
2026-07-08::2026-07-08_HappyValley::R3,2026-07-08,2026-07-08_HappyValley,3,1,3,"4,8,11","1,8",2026-07-08::2026-07-08_HappyValley::R3,2026-07-08,2026-07-08_HappyValley,3,1,3,"4,8,11","1,8",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-08::2026-07-08_HappyValley::R4,2026-07-08,2026-07-08_HappyValley,4,1,2,"1,6,7","5,1",2026-07-08::2026-07-08_HappyValley::R4,2026-07-08,2026-07-08_HappyValley,4,1,2,"1,6,7","5,1",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-08::2026-07-08_HappyValley::R5,2026-07-08,2026-07-08_HappyValley,5,1,1,"2,9,12","9,6",2026-07-08::2026-07-08_HappyValley::R5,2026-07-08,2026-07-08_HappyValley,5,1,1,"2,9,12","9,6",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-08::2026-07-08_HappyValley::R7,2026-07-08,2026-07-08_HappyValley,7,0,10,"1,3,8","2,5",2026-07-08::2026-07-08_HappyValley::R7,2026-07-08,2026-07-08_HappyValley,7,0,10,"1,3,8","2,5",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-08::2026-07-08_HappyValley::R8,2026-07-08,2026-07-08_HappyValley,8,0,10,"9,10,11","3,5",2026-07-08::2026-07-08_HappyValley::R8,2026-07-08,2026-07-08_HappyValley,8,0,10,"9,10,11","3,12",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-08::2026-07-08_HappyValley::R9,2026-07-08,2026-07-08_HappyValley,9,0,4,"3,4,11","1,7",2026-07-08::2026-07-08_HappyValley::R9,2026-07-08,2026-07-08_HappyValley,9,0,4,"3,4,11","1,7",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-12::2026-07-12_ShaTin::R1,2026-07-12,2026-07-12_ShaTin,1,1,6,"1,2,11","4,11",2026-07-12::2026-07-12_ShaTin::R1,2026-07-12,2026-07-12_ShaTin,1,1,5,"1,2,11","4,11",stability,walk_forward,Residual cap=0.05,0,-1,unchanged
2026-07-12::2026-07-12_ShaTin::R2,2026-07-12,2026-07-12_ShaTin,2,1,1,"6,7,11","7,10",2026-07-12::2026-07-12_ShaTin::R2,2026-07-12,2026-07-12_ShaTin,2,1,1,"6,7,11","7,10",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-12::2026-07-12_ShaTin::R3,2026-07-12,2026-07-12_ShaTin,3,1,2,"6,9,10","13,6",2026-07-12::2026-07-12_ShaTin::R3,2026-07-12,2026-07-12_ShaTin,3,1,2,"6,9,10","13,6",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-12::2026-07-12_ShaTin::R4,2026-07-12,2026-07-12_ShaTin,4,1,1,"1,2,12","2,5",2026-07-12::2026-07-12_ShaTin::R4,2026-07-12,2026-07-12_ShaTin,4,1,1,"1,2,12","2,5",stability,walk_forward,Residual cap=0.05,0,0,unchanged
