baseline_race_key,baseline_date,baseline_meeting_name,baseline_race_number,baseline_top2_hits,baseline_winner_rank,baseline_actual_top3,baseline_predicted_top2,candidate_race_key,candidate_date,candidate_meeting_name,candidate_race_number,candidate_top2_hits,candidate_winner_rank,candidate_actual_top3,candidate_predicted_top2,dimension,period,method,top2_hit_delta,winner_rank_delta,outcome
2026-07-01::2026-07-01_ShaTin::R2,2026-07-01,2026-07-01_ShaTin,2,1,3,"2,4,13","4,1",2026-07-01::2026-07-01_ShaTin::R2,2026-07-01,2026-07-01_ShaTin,2,1,3,"2,4,13","4,1",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-07-01::2026-07-01_ShaTin::R3,2026-07-01,2026-07-01_ShaTin,3,1,4,"2,11,14","14,1",2026-07-01::2026-07-01_ShaTin::R3,2026-07-01,2026-07-01_ShaTin,3,1,4,"2,11,14","14,1",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-07-01::2026-07-01_ShaTin::R4,2026-07-01,2026-07-01_ShaTin,4,1,2,"2,3,7","13,2",2026-07-01::2026-07-01_ShaTin::R4,2026-07-01,2026-07-01_ShaTin,4,1,2,"2,3,7","13,2",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-07-01::2026-07-01_ShaTin::R5,2026-07-01,2026-07-01_ShaTin,5,0,7,"7,8,9","2,6",2026-07-01::2026-07-01_ShaTin::R5,2026-07-01,2026-07-01_ShaTin,5,0,6,"7,8,9","2,6",trainer_signal,walk_forward,Residual cap=0.20,0,-1,unchanged
2026-07-01::2026-07-01_ShaTin::R7,2026-07-01,2026-07-01_ShaTin,7,1,7,"2,6,12","12,5",2026-07-01::2026-07-01_ShaTin::R7,2026-07-01,2026-07-01_ShaTin,7,1,7,"2,6,12","12,5",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-07-01::2026-07-01_ShaTin::R8,2026-07-01,2026-07-01_ShaTin,8,1,2,"3,4,7","10,3",2026-07-01::2026-07-01_ShaTin::R8,2026-07-01,2026-07-01_ShaTin,8,1,2,"3,4,7","10,3",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-07-01::2026-07-01_ShaTin::R9,2026-07-01,2026-07-01_ShaTin,9,1,1,"8,11,12","8,13",2026-07-01::2026-07-01_ShaTin::R9,2026-07-01,2026-07-01_ShaTin,9,1,1,"8,11,12","8,13",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-07-04::2026-07-04_ShaTin::R2,2026-07-04,2026-07-04_ShaTin,2,1,3,"5,9,11","5,10",2026-07-04::2026-07-04_ShaTin::R2,2026-07-04,2026-07-04_ShaTin,2,1,3,"5,9,11","5,10",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-07-04::2026-07-04_ShaTin::R4,2026-07-04,2026-07-04_ShaTin,4,1,1,"3,4,6","4,5",2026-07-04::2026-07-04_ShaTin::R4,2026-07-04,2026-07-04_ShaTin,4,1,1,"3,4,6","4,1",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-07-04::2026-07-04_ShaTin::R6,2026-07-04,2026-07-04_ShaTin,6,1,2,"6,7,11","1,7",2026-07-04::2026-07-04_ShaTin::R6,2026-07-04,2026-07-04_ShaTin,6,1,2,"6,7,11","1,7",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-07-04::2026-07-04_ShaTin::R7,2026-07-04,2026-07-04_ShaTin,7,1,4,"5,6,12","4,6",2026-07-04::2026-07-04_ShaTin::R7,2026-07-04,2026-07-04_ShaTin,7,1,4,"5,6,12","4,6",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-07-04::2026-07-04_ShaTin::R8,2026-07-04,2026-07-04_ShaTin,8,1,1,"3,6,9","6,12",2026-07-04::2026-07-04_ShaTin::R8,2026-07-04,2026-07-04_ShaTin,8,1,1,"3,6,9","6,12",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-07-04::2026-07-04_ShaTin::R9,2026-07-04,2026-07-04_ShaTin,9,1,2,"1,3,6","5,3",2026-07-04::2026-07-04_ShaTin::R9,2026-07-04,2026-07-04_ShaTin,9,1,1,"1,3,6","3,5",trainer_signal,walk_forward,Residual cap=0.20,0,-1,unchanged
2026-07-04::2026-07-04_ShaTin::R10,2026-07-04,2026-07-04_ShaTin,10,1,5,"6,7,12","1,6",2026-07-04::2026-07-04_ShaTin::R10,2026-07-04,2026-07-04_ShaTin,10,1,5,"6,7,12","1,6",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-07-08::2026-07-08_HappyValley::R1,2026-07-08,2026-07-08_HappyValley,1,1,1,"1,3,5","3,12",2026-07-08::2026-07-08_HappyValley::R1,2026-07-08,2026-07-08_HappyValley,1,1,1,"1,3,5","3,12",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-07-08::2026-07-08_HappyValley::R2,2026-07-08,2026-07-08_HappyValley,2,0,5,"1,6,8","2,9",2026-07-08::2026-07-08_HappyValley::R2,2026-07-08,2026-07-08_HappyValley,2,0,5,"1,6,8","2,9",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-07-08::2026-07-08_HappyValley::R3,2026-07-08,2026-07-08_HappyValley,3,1,3,"4,8,11","1,8",2026-07-08::2026-07-08_HappyValley::R3,2026-07-08,2026-07-08_HappyValley,3,1,3,"4,8,11","1,8",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-07-08::2026-07-08_HappyValley::R4,2026-07-08,2026-07-08_HappyValley,4,1,2,"1,6,7","5,1",2026-07-08::2026-07-08_HappyValley::R4,2026-07-08,2026-07-08_HappyValley,4,1,2,"1,6,7","5,1",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-07-08::2026-07-08_HappyValley::R5,2026-07-08,2026-07-08_HappyValley,5,1,1,"2,9,12","9,6",2026-07-08::2026-07-08_HappyValley::R5,2026-07-08,2026-07-08_HappyValley,5,1,1,"2,9,12","9,6",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-07-08::2026-07-08_HappyValley::R7,2026-07-08,2026-07-08_HappyValley,7,0,10,"1,3,8","2,5",2026-07-08::2026-07-08_HappyValley::R7,2026-07-08,2026-07-08_HappyValley,7,0,8,"1,3,8","2,5",trainer_signal,walk_forward,Residual cap=0.20,0,-2,unchanged
2026-07-08::2026-07-08_HappyValley::R8,2026-07-08,2026-07-08_HappyValley,8,0,10,"9,10,11","3,5",2026-07-08::2026-07-08_HappyValley::R8,2026-07-08,2026-07-08_HappyValley,8,0,10,"9,10,11","3,5",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-07-08::2026-07-08_HappyValley::R9,2026-07-08,2026-07-08_HappyValley,9,0,4,"3,4,11","1,7",2026-07-08::2026-07-08_HappyValley::R9,2026-07-08,2026-07-08_HappyValley,9,0,4,"3,4,11","1,7",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-07-12::2026-07-12_ShaTin::R1,2026-07-12,2026-07-12_ShaTin,1,1,6,"1,2,11","4,11",2026-07-12::2026-07-12_ShaTin::R1,2026-07-12,2026-07-12_ShaTin,1,1,5,"1,2,11","4,11",trainer_signal,walk_forward,Residual cap=0.20,0,-1,unchanged
2026-07-12::2026-07-12_ShaTin::R2,2026-07-12,2026-07-12_ShaTin,2,1,1,"6,7,11","7,10",2026-07-12::2026-07-12_ShaTin::R2,2026-07-12,2026-07-12_ShaTin,2,1,1,"6,7,11","7,10",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-07-12::2026-07-12_ShaTin::R3,2026-07-12,2026-07-12_ShaTin,3,1,2,"6,9,10","13,6",2026-07-12::2026-07-12_ShaTin::R3,2026-07-12,2026-07-12_ShaTin,3,1,2,"6,9,10","13,6",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-07-12::2026-07-12_ShaTin::R4,2026-07-12,2026-07-12_ShaTin,4,1,1,"1,2,12","2,5",2026-07-12::2026-07-12_ShaTin::R4,2026-07-12,2026-07-12_ShaTin,4,1,1,"1,2,12","2,5",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-07-12::2026-07-12_ShaTin::R5,2026-07-12,2026-07-12_ShaTin,5,1,11,"1,10,12","3,12",2026-07-12::2026-07-12_ShaTin::R5,2026-07-12,2026-07-12_ShaTin,5,1,11,"1,10,12","3,12",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-07-12::2026-07-12_ShaTin::R6,2026-07-12,2026-07-12_ShaTin,6,0,9,"2,8,10","6,14",2026-07-12::2026-07-12_ShaTin::R6,2026-07-12,2026-07-12_ShaTin,6,0,8,"2,8,10","6,1",trainer_signal,walk_forward,Residual cap=0.20,0,-1,unchanged
2026-07-12::2026-07-12_ShaTin::R7,2026-07-12,2026-07-12_ShaTin,7,1,6,"3,5,6","10,5",2026-07-12::2026-07-12_ShaTin::R7,2026-07-12,2026-07-12_ShaTin,7,1,6,"3,5,6","10,5",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-07-12::2026-07-12_ShaTin::R10,2026-07-12,2026-07-12_ShaTin,10,1,6,"4,12,13","7,4",2026-07-12::2026-07-12_ShaTin::R10,2026-07-12,2026-07-12_ShaTin,10,1,7,"4,12,13","7,4",trainer_signal,walk_forward,Residual cap=0.20,0,1,unchanged
2026-07-12::2026-07-12_ShaTin::R11,2026-07-12,2026-07-12_ShaTin,11,0,5,"3,4,12","1,9",2026-07-12::2026-07-12_ShaTin::R11,2026-07-12,2026-07-12_ShaTin,11,0,5,"3,4,12","1,9",trainer_signal,walk_forward,Residual cap=0.20,0,0,unchanged
2026-05-09::2026-05-09_ShaTin::R1,2026-05-09,2026-05-09_ShaTin,1,0,8,"2,5,6","1,7",2026-05-09::2026-05-09_ShaTin::R1,2026-05-09,2026-05-09_ShaTin,1,0,8,"2,5,6","1,7",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-09::2026-05-09_ShaTin::R2,2026-05-09,2026-05-09_ShaTin,2,1,4,"1,2,5","7,5",2026-05-09::2026-05-09_ShaTin::R2,2026-05-09,2026-05-09_ShaTin,2,1,4,"1,2,5","7,5",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-09::2026-05-09_ShaTin::R3,2026-05-09,2026-05-09_ShaTin,3,1,12,"8,12,13","13,7",2026-05-09::2026-05-09_ShaTin::R3,2026-05-09,2026-05-09_ShaTin,3,1,12,"8,12,13","13,7",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-09::2026-05-09_ShaTin::R4,2026-05-09,2026-05-09_ShaTin,4,1,13,"4,10,11","6,4",2026-05-09::2026-05-09_ShaTin::R4,2026-05-09,2026-05-09_ShaTin,4,1,12,"4,10,11","6,4",race_shape,walk_forward,Residual cap=0.05,0,-1,unchanged
2026-05-09::2026-05-09_ShaTin::R5,2026-05-09,2026-05-09_ShaTin,5,0,12,"2,4,6","9,3",2026-05-09::2026-05-09_ShaTin::R5,2026-05-09,2026-05-09_ShaTin,5,0,12,"2,4,6","9,3",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-09::2026-05-09_ShaTin::R6,2026-05-09,2026-05-09_ShaTin,6,1,3,"3,6,7","7,9",2026-05-09::2026-05-09_ShaTin::R6,2026-05-09,2026-05-09_ShaTin,6,1,3,"3,6,7","7,9",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-09::2026-05-09_ShaTin::R7,2026-05-09,2026-05-09_ShaTin,7,0,10,"8,11,13","1,5",2026-05-09::2026-05-09_ShaTin::R7,2026-05-09,2026-05-09_ShaTin,7,0,10,"8,11,13","1,5",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-09::2026-05-09_ShaTin::R8,2026-05-09,2026-05-09_ShaTin,8,0,8,"3,7,11","4,10",2026-05-09::2026-05-09_ShaTin::R8,2026-05-09,2026-05-09_ShaTin,8,0,8,"3,7,11","4,10",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-09::2026-05-09_ShaTin::R9,2026-05-09,2026-05-09_ShaTin,9,0,4,"7,13,14","2,1",2026-05-09::2026-05-09_ShaTin::R9,2026-05-09,2026-05-09_ShaTin,9,0,4,"7,13,14","2,1",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-09::2026-05-09_ShaTin::R11,2026-05-09,2026-05-09_ShaTin,11,1,2,"2,4,12","6,4",2026-05-09::2026-05-09_ShaTin::R11,2026-05-09,2026-05-09_ShaTin,11,1,2,"2,4,12","6,4",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-13::2026-05-13_HappyValley::R1,2026-05-13,2026-05-13_HappyValley,1,1,1,"1,3,12","1,11",2026-05-13::2026-05-13_HappyValley::R1,2026-05-13,2026-05-13_HappyValley,1,1,1,"1,3,12","1,11",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-13::2026-05-13_HappyValley::R4,2026-05-13,2026-05-13_HappyValley,4,0,12,"4,10,11","3,5",2026-05-13::2026-05-13_HappyValley::R4,2026-05-13,2026-05-13_HappyValley,4,0,12,"4,10,11","3,5",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-13::2026-05-13_HappyValley::R7,2026-05-13,2026-05-13_HappyValley,7,0,6,"1,3,11","6,12",2026-05-13::2026-05-13_HappyValley::R7,2026-05-13,2026-05-13_HappyValley,7,0,6,"1,3,11","6,12",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-13::2026-05-13_HappyValley::R9,2026-05-13,2026-05-13_HappyValley,9,1,4,"4,9,10","8,4",2026-05-13::2026-05-13_HappyValley::R9,2026-05-13,2026-05-13_HappyValley,9,1,4,"4,9,10","8,4",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-17::2026-05-17_ShaTin::R1,2026-05-17,2026-05-17_ShaTin,1,0,5,"6,7,10","8,9",2026-05-17::2026-05-17_ShaTin::R1,2026-05-17,2026-05-17_ShaTin,1,0,5,"6,7,10","8,9",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-17::2026-05-17_ShaTin::R2,2026-05-17,2026-05-17_ShaTin,2,1,1,"4,10,14","14,1",2026-05-17::2026-05-17_ShaTin::R2,2026-05-17,2026-05-17_ShaTin,2,1,1,"4,10,14","14,1",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-17::2026-05-17_ShaTin::R3,2026-05-17,2026-05-17_ShaTin,3,1,8,"3,5,11","4,5",2026-05-17::2026-05-17_ShaTin::R3,2026-05-17,2026-05-17_ShaTin,3,1,8,"3,5,11","4,5",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-17::2026-05-17_ShaTin::R4,2026-05-17,2026-05-17_ShaTin,4,1,7,"8,10,11","10,1",2026-05-17::2026-05-17_ShaTin::R4,2026-05-17,2026-05-17_ShaTin,4,1,7,"8,10,11","10,1",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-17::2026-05-17_ShaTin::R6,2026-05-17,2026-05-17_ShaTin,6,1,3,"2,10,11","3,2",2026-05-17::2026-05-17_ShaTin::R6,2026-05-17,2026-05-17_ShaTin,6,1,3,"2,10,11","3,2",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-17::2026-05-17_ShaTin::R7,2026-05-17,2026-05-17_ShaTin,7,0,6,"1,3,4","2,12",2026-05-17::2026-05-17_ShaTin::R7,2026-05-17,2026-05-17_ShaTin,7,0,6,"1,3,4","2,12",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-17::2026-05-17_ShaTin::R8,2026-05-17,2026-05-17_ShaTin,8,1,3,"5,7,14","5,4",2026-05-17::2026-05-17_ShaTin::R8,2026-05-17,2026-05-17_ShaTin,8,1,3,"5,7,14","5,4",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-17::2026-05-17_ShaTin::R9,2026-05-17,2026-05-17_ShaTin,9,1,8,"5,7,13","12,7",2026-05-17::2026-05-17_ShaTin::R9,2026-05-17,2026-05-17_ShaTin,9,1,8,"5,7,13","12,7",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-17::2026-05-17_ShaTin::R10,2026-05-17,2026-05-17_ShaTin,10,1,8,"6,8,10","5,8",2026-05-17::2026-05-17_ShaTin::R10,2026-05-17,2026-05-17_ShaTin,10,1,9,"6,8,10","5,8",race_shape,walk_forward,Residual cap=0.05,0,1,unchanged
2026-05-20::2026-05-20_HappyValley::R3,2026-05-20,2026-05-20_HappyValley,3,1,8,"2,4,8","4,6",2026-05-20::2026-05-20_HappyValley::R3,2026-05-20,2026-05-20_HappyValley,3,1,8,"2,4,8","4,6",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-20::2026-05-20_HappyValley::R4,2026-05-20,2026-05-20_HappyValley,4,1,1,"3,8,10","8,12",2026-05-20::2026-05-20_HappyValley::R4,2026-05-20,2026-05-20_HappyValley,4,1,1,"3,8,10","8,12",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-20::2026-05-20_HappyValley::R5,2026-05-20,2026-05-20_HappyValley,5,1,7,"2,5,7","4,7",2026-05-20::2026-05-20_HappyValley::R5,2026-05-20,2026-05-20_HappyValley,5,1,7,"2,5,7","4,7",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-20::2026-05-20_HappyValley::R7,2026-05-20,2026-05-20_HappyValley,7,0,3,"4,5,11","1,3",2026-05-20::2026-05-20_HappyValley::R7,2026-05-20,2026-05-20_HappyValley,7,0,3,"4,5,11","1,3",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-20::2026-05-20_HappyValley::R9,2026-05-20,2026-05-20_HappyValley,9,0,12,"1,7,8","9,4",2026-05-20::2026-05-20_HappyValley::R9,2026-05-20,2026-05-20_HappyValley,9,0,12,"1,7,8","9,4",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-24::2026-05-24_ShaTin::R1,2026-05-24,2026-05-24_ShaTin,1,1,1,"1,6,14","1,7",2026-05-24::2026-05-24_ShaTin::R1,2026-05-24,2026-05-24_ShaTin,1,1,1,"1,6,14","1,7",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-24::2026-05-24_ShaTin::R2,2026-05-24,2026-05-24_ShaTin,2,1,3,"1,2,14","10,2",2026-05-24::2026-05-24_ShaTin::R2,2026-05-24,2026-05-24_ShaTin,2,1,3,"1,2,14","10,2",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-24::2026-05-24_ShaTin::R3,2026-05-24,2026-05-24_ShaTin,3,0,11,"1,2,14","4,12",2026-05-24::2026-05-24_ShaTin::R3,2026-05-24,2026-05-24_ShaTin,3,0,11,"1,2,14","4,12",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-24::2026-05-24_ShaTin::R4,2026-05-24,2026-05-24_ShaTin,4,1,2,"3,9,11","8,3",2026-05-24::2026-05-24_ShaTin::R4,2026-05-24,2026-05-24_ShaTin,4,1,2,"3,9,11","8,3",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-24::2026-05-24_ShaTin::R5,2026-05-24,2026-05-24_ShaTin,5,1,1,"2,4,13","2,7",2026-05-24::2026-05-24_ShaTin::R5,2026-05-24,2026-05-24_ShaTin,5,1,1,"2,4,13","2,7",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-24::2026-05-24_ShaTin::R6,2026-05-24,2026-05-24_ShaTin,6,0,3,"5,8,9","14,4",2026-05-24::2026-05-24_ShaTin::R6,2026-05-24,2026-05-24_ShaTin,6,0,3,"5,8,9","14,4",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-24::2026-05-24_ShaTin::R7,2026-05-24,2026-05-24_ShaTin,7,0,7,"8,12,13","3,1",2026-05-24::2026-05-24_ShaTin::R7,2026-05-24,2026-05-24_ShaTin,7,0,7,"8,12,13","3,1",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-24::2026-05-24_ShaTin::R8,2026-05-24,2026-05-24_ShaTin,8,1,1,"1,2,5","1,9",2026-05-24::2026-05-24_ShaTin::R8,2026-05-24,2026-05-24_ShaTin,8,1,1,"1,2,5","1,9",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-24::2026-05-24_ShaTin::R10,2026-05-24,2026-05-24_ShaTin,10,1,1,"1,5,13","5,12",2026-05-24::2026-05-24_ShaTin::R10,2026-05-24,2026-05-24_ShaTin,10,1,1,"1,5,13","5,12",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-27::2026-05-27_HappyValley::R1,2026-05-27,2026-05-27_HappyValley,1,1,4,"9,10,11","2,10",2026-05-27::2026-05-27_HappyValley::R1,2026-05-27,2026-05-27_HappyValley,1,1,4,"9,10,11","2,10",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-27::2026-05-27_HappyValley::R2,2026-05-27,2026-05-27_HappyValley,2,0,5,"7,8,9","1,12",2026-05-27::2026-05-27_HappyValley::R2,2026-05-27,2026-05-27_HappyValley,2,0,5,"7,8,9","1,12",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-27::2026-05-27_HappyValley::R4,2026-05-27,2026-05-27_HappyValley,4,0,3,"5,9,11","1,2",2026-05-27::2026-05-27_HappyValley::R4,2026-05-27,2026-05-27_HappyValley,4,0,3,"5,9,11","1,2",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-27::2026-05-27_HappyValley::R5,2026-05-27,2026-05-27_HappyValley,5,1,1,"2,5,6","2,9",2026-05-27::2026-05-27_HappyValley::R5,2026-05-27,2026-05-27_HappyValley,5,1,1,"2,5,6","2,8",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-27::2026-05-27_HappyValley::R6,2026-05-27,2026-05-27_HappyValley,6,1,1,"7,8,9","9,5",2026-05-27::2026-05-27_HappyValley::R6,2026-05-27,2026-05-27_HappyValley,6,1,1,"7,8,9","9,5",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-27::2026-05-27_HappyValley::R7,2026-05-27,2026-05-27_HappyValley,7,0,6,"6,9,12","3,11",2026-05-27::2026-05-27_HappyValley::R7,2026-05-27,2026-05-27_HappyValley,7,0,6,"6,9,12","3,11",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-27::2026-05-27_HappyValley::R8,2026-05-27,2026-05-27_HappyValley,8,1,9,"1,2,3","1,10",2026-05-27::2026-05-27_HappyValley::R8,2026-05-27,2026-05-27_HappyValley,8,1,9,"1,2,3","1,10",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-27::2026-05-27_HappyValley::R9,2026-05-27,2026-05-27_HappyValley,9,0,5,"1,5,12","7,9",2026-05-27::2026-05-27_HappyValley::R9,2026-05-27,2026-05-27_HappyValley,9,0,5,"1,5,12","7,9",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-03::2026-06-03_HappyValley::R1,2026-06-03,2026-06-03_HappyValley,1,1,1,"3,6,12","3,9",2026-06-03::2026-06-03_HappyValley::R1,2026-06-03,2026-06-03_HappyValley,1,1,1,"3,6,12","3,9",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-03::2026-06-03_HappyValley::R2,2026-06-03,2026-06-03_HappyValley,2,1,3,"3,4,12","2,3",2026-06-03::2026-06-03_HappyValley::R2,2026-06-03,2026-06-03_HappyValley,2,1,3,"3,4,12","2,3",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-03::2026-06-03_HappyValley::R3,2026-06-03,2026-06-03_HappyValley,3,1,2,"4,7,12","3,7",2026-06-03::2026-06-03_HappyValley::R3,2026-06-03,2026-06-03_HappyValley,3,1,2,"4,7,12","3,7",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-03::2026-06-03_HappyValley::R4,2026-06-03,2026-06-03_HappyValley,4,1,3,"1,5,9","10,9",2026-06-03::2026-06-03_HappyValley::R4,2026-06-03,2026-06-03_HappyValley,4,1,3,"1,5,9","10,9",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-03::2026-06-03_HappyValley::R6,2026-06-03,2026-06-03_HappyValley,6,1,1,"1,4,5","1,7",2026-06-03::2026-06-03_HappyValley::R6,2026-06-03,2026-06-03_HappyValley,6,1,1,"1,4,5","1,7",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-03::2026-06-03_HappyValley::R8,2026-06-03,2026-06-03_HappyValley,8,1,1,"4,6,11","6,7",2026-06-03::2026-06-03_HappyValley::R8,2026-06-03,2026-06-03_HappyValley,8,1,1,"4,6,11","6,7",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-07::2026-06-07_ShaTin::R4,2026-06-07,2026-06-07_ShaTin,4,1,4,"6,7,14","2,6",2026-06-07::2026-06-07_ShaTin::R4,2026-06-07,2026-06-07_ShaTin,4,1,4,"6,7,14","2,6",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-07::2026-06-07_ShaTin::R5,2026-06-07,2026-06-07_ShaTin,5,0,4,"1,3,14","9,2",2026-06-07::2026-06-07_ShaTin::R5,2026-06-07,2026-06-07_ShaTin,5,0,4,"1,3,14","9,2",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-07::2026-06-07_ShaTin::R6,2026-06-07,2026-06-07_ShaTin,6,0,5,"5,7,10","1,6",2026-06-07::2026-06-07_ShaTin::R6,2026-06-07,2026-06-07_ShaTin,6,0,3,"5,7,10","1,6",race_shape,walk_forward,Residual cap=0.05,0,-2,unchanged
2026-06-07::2026-06-07_ShaTin::R9,2026-06-07,2026-06-07_ShaTin,9,1,1,"2,5,6","5,1",2026-06-07::2026-06-07_ShaTin::R9,2026-06-07,2026-06-07_ShaTin,9,1,1,"2,5,6","5,1",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-07::2026-06-07_ShaTin::R10,2026-06-07,2026-06-07_ShaTin,10,0,3,"5,8,9","6,3",2026-06-07::2026-06-07_ShaTin::R10,2026-06-07,2026-06-07_ShaTin,10,0,3,"5,8,9","6,3",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-07::2026-06-07_ShaTin::R11,2026-06-07,2026-06-07_ShaTin,11,1,4,"5,7,8","3,5",2026-06-07::2026-06-07_ShaTin::R11,2026-06-07,2026-06-07_ShaTin,11,1,4,"5,7,8","3,5",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-10::2026-06-10_HappyValley::R1,2026-06-10,2026-06-10_HappyValley,1,1,4,"1,2,10","5,10",2026-06-10::2026-06-10_HappyValley::R1,2026-06-10,2026-06-10_HappyValley,1,1,4,"1,2,10","5,10",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-10::2026-06-10_HappyValley::R2,2026-06-10,2026-06-10_HappyValley,2,1,4,"1,6,7","5,7",2026-06-10::2026-06-10_HappyValley::R2,2026-06-10,2026-06-10_HappyValley,2,1,4,"1,6,7","7,5",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-10::2026-06-10_HappyValley::R3,2026-06-10,2026-06-10_HappyValley,3,0,5,"5,8,11","9,7",2026-06-10::2026-06-10_HappyValley::R3,2026-06-10,2026-06-10_HappyValley,3,0,5,"5,8,11","9,7",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
