period,dimension,target,method,rows,races,log_loss,brier,ece_10,roc_auc,winner_top1,winner_top2,winner_top3,winner_top5,winner_rr,winner_average_rank,placegetter_average_rank,ranking_correlation,top3_capture_at3,top3_capture_at5,top2_zero_hit,top2_one_hit,top2_two_hit,place_capture_at_cutoff,ndcg_at5,delta_top2_zero_hit,delta_top2_one_hit,delta_top2_two_hit,delta_winner_top3,delta_top3_capture_at5,delta_ndcg_at5,delta_log_loss,delta_brier,top2_miss_severity,delta_top2_miss_severity,selection_score,development_gate
walk_forward,trainer_signal,Win,Residual cap=0.05,2019.0,161.0,0.25496821636877004,0.06945296244488461,0.008311127281256046,0.7246488242884555,0.2670807453416149,0.4161490683229814,0.5279503105590062,0.7018633540372671,0.455800238408934,4.180124223602484,4.898550724637682,0.3513481342673889,0.4409937888198758,0.6273291925465838,0.2608695652173913,0.515527950310559,0.2236024844720497,0.4409937888198758,0.5321351382460742,0.006211180124223614,-0.006211180124223614,0.0,-0.006211180124223614,-0.0020703933747412417,0.0009234133749803641,-0.0004061805733896473,-7.964654382915104e-05,1.0372670807453415,0.006211180124223503,-0.01728625422687709,False
walk_forward,trainer_signal,Win,Residual cap=0.10,2019.0,161.0,0.2550126406500304,0.06945378251627023,0.007679178350450068,0.7236827150011031,0.2670807453416149,0.422360248447205,0.5279503105590062,0.7018633540372671,0.45598016545221515,4.198757763975156,4.910973084886129,0.3486989201274916,0.4409937888198758,0.6273291925465838,0.2608695652173913,0.515527950310559,0.2236024844720497,0.4409937888198758,0.5328346181116554,0.006211180124223614,-0.006211180124223614,0.0,-0.006211180124223614,-0.0020703933747412417,0.0016228932405616403,-0.0003617562921293116,-7.88264724435328e-05,1.0372670807453415,0.006211180124223503,-0.01712026911673384,False
walk_forward,trainer_signal,Win,Residual cap=0.20,2019.0,161.0,0.2550152153365776,0.06945409685881833,0.007567074043028738,0.7237027726333666,0.2732919254658385,0.422360248447205,0.5279503105590062,0.7018633540372671,0.45908575551432695,4.192546583850931,4.910973084886129,0.3487262220181475,0.4409937888198758,0.6273291925465838,0.2608695652173913,0.515527950310559,0.2236024844720497,0.4409937888198758,0.533316018660248,0.006211180124223614,-0.006211180124223614,0.0,-0.006211180124223614,-0.0020703933747412417,0.0021042937891542213,-0.0003591816055820707,-7.851212989543055e-05,1.0372670807453415,0.006211180124223503,-0.017000433916895142,False
walk_forward,trainer_signal,Place,Residual cap=0.05,2019.0,161.0,0.5120974176650052,0.1683646182259286,0.0254842251889354,0.691018051242236,0.2670807453416149,0.4161490683229814,0.5279503105590062,0.6956521739130435,0.45507560072777464,4.211180124223603,4.902691511387164,0.3486148427142216,0.43892339544513453,0.6231884057971016,0.2546583850931677,0.515527950310559,0.22981366459627328,0.43892339544513453,0.530748804867357,0.0,-0.006211180124223614,0.0062111801242235865,-0.006211180124223614,-0.006211180124223503,-0.00046292000373682196,0.00028678838533657824,0.0001631720424074834,1.0248447204968945,-0.006211180124223503,-0.0032786777401133836,False
walk_forward,trainer_signal,Place,Residual cap=0.10,2019.0,161.0,0.5121285673625501,0.16838757376228333,0.025467324597359144,0.690987049258109,0.2670807453416149,0.422360248447205,0.5279503105590062,0.6956521739130435,0.4562833301963737,4.198757763975156,4.902691511387164,0.3483548542554754,0.43892339544513453,0.6231884057971016,0.2546583850931677,0.5093167701863354,0.2360248447204969,0.43892339544513453,0.5312611435546908,0.0,-0.012422360248447228,0.0124223602484472,-0.006211180124223614,-0.006211180124223503,4.9418683596980095e-05,0.00031793808288149705,0.00018612757876221298,1.0186335403726707,-0.012422360248447228,0.006159947178546671,False
walk_forward,trainer_signal,Place,Residual cap=0.20,2019.0,161.0,0.5121266258936429,0.1683868803314996,0.02546672720989025,0.6909897450828157,0.2670807453416149,0.422360248447205,0.5279503105590062,0.6956521739130435,0.4562833301963737,4.198757763975156,4.902691511387164,0.3483548542554754,0.43892339544513453,0.6231884057971016,0.2546583850931677,0.5093167701863354,0.2360248447204969,0.43892339544513453,0.5312611435546908,0.0,-0.012422360248447228,0.0124223602484472,-0.006211180124223614,-0.006211180124223503,4.9418683596980095e-05,0.0003159966139743009,0.0001854341479784749,1.0186335403726707,-0.012422360248447228,0.00616033547232811,False
walk_forward,race_shape,Win,Residual cap=0.05,2019.0,161.0,0.2553861651237182,0.06952469341155167,0.008384722458826857,0.7237228302656299,0.2608695652173913,0.4161490683229814,0.546583850931677,0.7018633540372671,0.45428710351070595,4.192546583850931,4.902691511387164,0.3473084886128365,0.4513457556935817,0.6273291925465838,0.2546583850931677,0.5217391304347826,0.2236024844720497,0.4513457556935817,0.5343189146699454,0.0,0.0,0.0,0.012422360248447228,-0.0020703933747412417,0.003107189798851606,1.1768181558513557e-05,-7.915577162093124e-06,1.031055900621118,0.0,0.011126410687107185,False
walk_forward,race_shape,Win,Residual cap=0.10,2019.0,161.0,0.2553861651237182,0.06952469341155167,0.008384722458826857,0.7237228302656299,0.2608695652173913,0.4161490683229814,0.546583850931677,0.7018633540372671,0.45428710351070595,4.192546583850931,4.902691511387164,0.3473084886128365,0.4513457556935817,0.6273291925465838,0.2546583850931677,0.5217391304347826,0.2236024844720497,0.4513457556935817,0.5343189146699454,0.0,0.0,0.0,0.012422360248447228,-0.0020703933747412417,0.003107189798851606,1.1768181558513557e-05,-7.915577162093124e-06,1.031055900621118,0.0,0.011126410687107185,False
walk_forward,race_shape,Win,Residual cap=0.20,2019.0,161.0,0.2553861651237182,0.06952469341155167,0.008384722458826857,0.7237228302656299,0.2608695652173913,0.4161490683229814,0.546583850931677,0.7018633540372671,0.45428710351070595,4.192546583850931,4.902691511387164,0.3473084886128365,0.4513457556935817,0.6273291925465838,0.2546583850931677,0.5217391304347826,0.2236024844720497,0.4513457556935817,0.5343189146699454,0.0,0.0,0.0,0.012422360248447228,-0.0020703933747412417,0.003107189798851606,1.1768181558513557e-05,-7.915577162093124e-06,1.031055900621118,0.0,0.011126410687107185,False
walk_forward,race_shape,Place,Residual cap=0.05,2019.0,161.0,0.5113183857034329,0.1680378498387559,0.02459024284655242,0.6918065799689441,0.2422360248447205,0.4161490683229814,0.5341614906832298,0.7080745341614907,0.44460987597633556,4.192546583850931,4.884057971014492,0.35111772285685333,0.4451345755693581,0.629399585921325,0.2546583850931677,0.5093167701863354,0.2360248447204969,0.4451345755693581,0.531371732206086,0.0,-0.012422360248447228,0.0124223602484472,0.0,0.0,0.0001600073349922182,-0.0004922435762356736,-0.00016359634476523222,1.0186335403726707,-0.012422360248447228,0.01877199092166603,True
walk_forward,race_shape,Place,Residual cap=0.10,2019.0,161.0,0.5113318012887246,0.16804247333345976,0.02461298774621034,0.6917877091959972,0.2422360248447205,0.4161490683229814,0.5341614906832298,0.7080745341614907,0.44460987597633556,4.192546583850931,4.884057971014492,0.35111772285685333,0.4451345755693581,0.629399585921325,0.2546583850931677,0.5093167701863354,0.2360248447204969,0.4451345755693581,0.531371732206086,0.0,-0.012422360248447228,0.0124223602484472,0.0,0.0,0.0001600073349922182,-0.0004788279909440085,-0.00015897285006136186,1.0186335403726707,-0.012422360248447228,0.0187693078046077,True
