dataset,split,meeting,race_number,horse_number,horse_name,is_debut,score_pure_scaffold,score_surgical_speed_shape_neutral,score_surgical_plus_trainer,score_surgical_plus_trainer_stability,rank_pure_scaffold,rank_surgical_speed_shape_neutral,rank_surgical_plus_trainer,rank_surgical_plus_trainer_stability
archive,archive_development,2026-05-06_ShaTin,1,4,十力,0,65.6646,61.808,60.1108,60.7829,5,12,13,13
archive,archive_development,2026-05-06_ShaTin,1,5,閃耀威龍,0,60.7844,61.9061,60.774,61.8313,13,11,10,10
archive,archive_development,2026-05-06_ShaTin,1,6,幸運傳承,0,69.0311,68.5401,63.6481,64.2312,2,2,3,2
archive,archive_development,2026-05-06_ShaTin,1,7,歷險大將,0,64.7595,63.3218,61.4994,62.9538,7,8,8,5
archive,archive_development,2026-05-06_ShaTin,1,8,運來勇士,0,61.8857,60.6072,60.1163,61.4076,11,14,12,11
archive,archive_development,2026-05-06_ShaTin,1,9,大利好運,0,73.6959,70.4529,66.1773,65.7354,1,1,1,1
archive,archive_development,2026-05-06_ShaTin,1,10,一鹿歡騰,0,64.3254,61.5296,59.7698,60.5426,9,13,14,14
archive,archive_development,2026-05-06_ShaTin,1,11,上市魅力,0,67.7377,65.843,62.6163,62.646,4,3,5,6
archive,archive_development,2026-05-06_ShaTin,1,12,幻影旋風,0,65.4882,65.2084,62.992,63.4672,6,4,4,4
archive,archive_development,2026-05-06_ShaTin,1,13,東方魅影,0,61.7793,64.6403,61.5753,62.6121,12,6,7,8
archive,archive_development,2026-05-06_ShaTin,1,14,樂矚心機,0,58.8853,62.2731,61.9461,62.2868,14,9,6,9
archive,archive_development,2026-05-06_ShaTin,2,1,魅力星,0,65.2647,67.0578,63.4374,62.7891,9,4,6,7
archive,archive_development,2026-05-06_ShaTin,2,2,喜行,0,68.0085,64.3943,62.9683,63.6154,6,7,7,4
archive,archive_development,2026-05-06_ShaTin,2,3,後無來者,0,69.8813,69.1014,64.8829,64.91,4,1,2,2
archive,archive_development,2026-05-06_ShaTin,2,4,摯友心得,0,66.6698,63.595,61.5888,61.7799,7,9,9,9
archive,archive_development,2026-05-06_ShaTin,2,5,建測精英,0,63.0696,62.5323,60.3215,61.2271,11,10,10,10
archive,archive_development,2026-05-06_ShaTin,2,6,辣得金,0,71.071,68.1172,63.7615,63.7119,2,2,4,3
archive,archive_development,2026-05-06_ShaTin,2,7,天比高,0,59.6678,61.1749,59.8481,60.9454,12,12,11,11
archive,archive_development,2026-05-06_ShaTin,2,8,銀亮濠俠,0,69.9961,66.7988,63.9637,63.1976,3,5,3,6
archive,archive_development,2026-05-06_ShaTin,2,9,機械騎士,0,69.6394,65.9224,63.5625,63.3872,5,6,5,5
archive,archive_development,2026-05-06_ShaTin,2,10,爆熱,0,71.4618,67.6969,65.3824,64.9223,1,3,1,1
archive,archive_development,2026-05-06_ShaTin,2,11,天火同德,0,64.1907,61.2544,59.3959,60.6248,10,11,12,12
archive,archive_development,2026-05-06_ShaTin,2,12,東方福寶,0,65.4804,63.9872,61.945,62.4969,8,8,8,8
archive,archive_development,2026-05-06_ShaTin,3,1,贏得威楓,0,59.9172,57.9304,57.7421,59.3241,12,12,12,12
archive,archive_development,2026-05-06_ShaTin,3,2,星火燎原,0,63.1535,63.3964,61.1687,62.2349,8,7,5,5
archive,archive_development,2026-05-06_ShaTin,3,3,巧眼光,0,67.4259,65.6723,62.919,63.216,3,3,3,4
archive,archive_development,2026-05-06_ShaTin,3,4,快樂神駒,0,66.0161,65.9616,64.2102,64.0753,6,2,2,2
archive,archive_development,2026-05-06_ShaTin,3,5,鋁主角,0,62.5217,60.7528,58.4087,59.6775,9,10,11,11
archive,archive_development,2026-05-06_ShaTin,3,6,文明戰士,0,64.6115,62.349,59.7843,61.6354,7,9,9,9
archive,archive_development,2026-05-06_ShaTin,3,7,起舞奜奜,0,72.5514,67.8974,65.2146,64.9449,1,1,1,1
archive,archive_development,2026-05-06_ShaTin,3,8,精彩勇將,0,66.2644,65.4881,61.0874,62.0071,5,4,6,6
archive,archive_development,2026-05-06_ShaTin,3,9,尚旋,0,66.7914,64.1383,60.4757,61.9752,4,5,8,7
archive,archive_development,2026-05-06_ShaTin,3,10,喜樂之星,0,60.923,62.3784,60.7754,61.7744,10,8,7,8
archive,archive_development,2026-05-06_ShaTin,3,11,精算奕然,0,60.5758,59.7448,59.4177,61.1072,11,11,10,10
archive,archive_development,2026-05-06_ShaTin,3,12,翠湖烈風,0,68.5526,64.052,62.6056,63.318,2,6,4,3
archive,archive_development,2026-05-06_ShaTin,4,1,開心宇宙,0,68.3523,64.0653,64.0933,63.7892,4,6,2,3
archive,archive_development,2026-05-06_ShaTin,4,2,安可,0,69.3496,67.383,63.7857,64.3571,3,1,3,2
archive,archive_development,2026-05-06_ShaTin,4,3,年年友福,0,66.3318,65.3467,61.9152,61.9365,5,5,7,8
archive,archive_development,2026-05-06_ShaTin,4,4,精彩動力,0,65.9911,67.2428,62.4498,62.605,7,2,5,5
archive,archive_development,2026-05-06_ShaTin,4,5,本領輝煌,0,64.9484,62.6967,61.9683,62.518,9,10,6,6
archive,archive_development,2026-05-06_ShaTin,4,6,艾莉奧,0,64.2975,62.7905,61.728,62.3983,10,9,8,7
archive,archive_development,2026-05-06_ShaTin,4,7,森林之王,0,66.1762,63.5949,60.4991,60.9742,6,7,10,10
archive,archive_development,2026-05-06_ShaTin,4,8,保羅輝煌,0,65.2536,63.4629,59.9226,60.7536,8,8,11,11
archive,archive_development,2026-05-06_ShaTin,4,9,精明選擇,0,70.4084,66.2263,64.6546,64.827,2,3,1,1
archive,archive_development,2026-05-06_ShaTin,4,10,風起雲湧,0,70.7568,65.9816,63.2637,63.3357,1,4,4,4
archive,archive_development,2026-05-06_ShaTin,4,11,怪獸叉燒,0,58.4655,60.1912,60.6259,61.732,11,11,9,9
archive,archive_development,2026-05-06_ShaTin,5,1,飛輪霸,0,71.0016,66.357,64.2227,64.7678,2,2,3,3
archive,archive_development,2026-05-06_ShaTin,5,2,光年程祥,0,73.1545,69.3888,65.0331,64.9172,1,1,2,2
archive,archive_development,2026-05-06_ShaTin,5,3,顯勝高昇,0,64.7197,65.6189,61.925,62.8597,7,4,5,4
archive,archive_development,2026-05-06_ShaTin,5,4,鑽飾閃耀,0,61.9733,61.2786,60.0131,61.0381,10,10,8,9
archive,archive_development,2026-05-06_ShaTin,5,5,棉棉日上,1,67.0478,66.1677,67.455,67.7117,4,3,1,1
archive,archive_development,2026-05-06_ShaTin,5,6,良言一句,0,65.2951,64.8165,61.6059,61.7577,6,6,7,7
archive,archive_development,2026-05-06_ShaTin,5,7,杭至尊,0,68.2582,64.8318,62.3566,62.8496,3,5,4,5
archive,archive_development,2026-05-06_ShaTin,5,8,勤德皆備,0,65.5764,62.9232,61.659,62.1912,5,8,6,6
archive,archive_development,2026-05-06_ShaTin,5,9,一路精彩,0,64.6966,63.5683,59.602,61.0052,8,7,10,10
archive,archive_development,2026-05-06_ShaTin,5,10,加州勇勝,0,64.0118,62.2272,59.8775,61.1397,9,9,9,8
archive,archive_development,2026-05-06_ShaTin,5,11,駿皇逸,0,60.335,59.6138,59.374,60.9215,11,11,11,11
archive,archive_development,2026-05-06_ShaTin,5,12,活得健康,0,57.0044,59.2168,58.2818,60.0698,12,12,12,12
archive,archive_development,2026-05-06_ShaTin,6,1,凱明神駒,0,63.6334,67.7149,62.6506,63.9365,11,2,6,4
archive,archive_development,2026-05-06_ShaTin,6,2,超加加,0,63.1117,62.9156,60.6072,61.6655,13,9,12,12
archive,archive_development,2026-05-06_ShaTin,6,3,加州星馳,0,65.5611,62.9113,61.3338,62.3319,5,10,11,11
archive,archive_development,2026-05-06_ShaTin,6,4,金駒永騰,0,64.8399,62.4694,60.1099,61.0971,6,12,13,13
archive,archive_development,2026-05-06_ShaTin,6,5,花開,0,70.1971,66.2623,64.9069,64.2202,1,5,2,3
archive,archive_development,2026-05-06_ShaTin,6,6,天威,0,69.7447,68.072,66.4219,66.4431,2,1,1,1
archive,archive_development,2026-05-06_ShaTin,6,7,火神神樂,0,63.1327,62.5991,62.3169,62.861,12,11,8,9
archive,archive_development,2026-05-06_ShaTin,6,8,盛勢威楓,0,66.7631,66.7282,64.8123,64.4481,4,4,3,2
archive,archive_development,2026-05-06_ShaTin,6,9,日日獎,0,64.821,67.0726,62.8489,63.3404,7,3,5,6
archive,archive_development,2026-05-06_ShaTin,6,10,飛躍星伴,0,64.4916,63.252,62.398,63.267,10,8,7,7
archive,archive_development,2026-05-06_ShaTin,6,11,林寶精神,0,69.452,65.7967,64.2033,63.6249,3,6,4,5
archive,archive_development,2026-05-06_ShaTin,6,12,川河型駒,0,64.5789,62.1613,62.0675,62.8186,9,13,10,10
archive,archive_development,2026-05-06_ShaTin,6,13,午夜快車,0,64.5967,64.8693,62.1636,62.9297,8,7,9,8
archive,archive_development,2026-05-06_ShaTin,7,1,大番薯,0,66.4209,63.3776,62.1121,62.7543,9,10,8,7
archive,archive_development,2026-05-06_ShaTin,7,2,贏得自然,0,70.2766,65.3219,64.2451,63.5183,3,6,4,6
archive,archive_development,2026-05-06_ShaTin,7,3,天天耍樂,0,69.3536,67.9136,65.4146,65.4272,6,1,1,1
archive,archive_development,2026-05-06_ShaTin,7,4,金玉良言,0,70.5828,67.0786,64.5131,64.1597,2,3,3,3
archive,archive_development,2026-05-06_ShaTin,7,5,逍遙人生,0,70.6078,67.0012,64.9387,65.0044,1,4,2,2
archive,archive_development,2026-05-06_ShaTin,7,6,開心五月,0,62.3849,63.4412,60.2561,60.9858,11,9,11,11
archive,archive_development,2026-05-06_ShaTin,7,7,仁者荃承,0,70.0143,65.0037,63.5376,64.0157,4,7,5,5
archive,archive_development,2026-05-06_ShaTin,7,8,馬運高,0,66.5573,63.2946,61.1169,61.7643,8,11,10,10
archive,archive_development,2026-05-06_ShaTin,7,9,鳳翼天翔,0,63.0918,64.3309,62.3246,62.2057,10,8,7,8
archive,archive_development,2026-05-06_ShaTin,7,10,銀刺勇士,0,67.7714,67.2735,62.8727,64.0187,7,2,6,4
archive,archive_development,2026-05-06_ShaTin,7,11,勇者無敵,0,69.694,66.4319,62.0487,62.0831,5,5,9,9
archive,archive_development,2026-05-06_ShaTin,7,12,多多開心,0,57.0744,58.6034,59.3169,60.4895,12,12,12,12
archive,archive_development,2026-05-06_ShaTin,8,1,精英雄心,0,67.9545,68.4509,64.0889,63.6088,4,3,5,6
archive,archive_development,2026-05-06_ShaTin,8,2,遙遙領先,0,65.0643,64.9533,63.2097,63.8056,9,6,6,5
archive,archive_development,2026-05-06_ShaTin,8,3,知足常樂,0,63.3697,62.6206,60.8717,61.8003,11,10,12,10
archive,archive_development,2026-05-06_ShaTin,8,4,又龍串鳳,0,64.7602,61.5162,59.9387,60.8485,10,12,13,12
archive,archive_development,2026-05-06_ShaTin,8,5,皇龍飛將,0,68.0476,66.48,64.1716,65.0382,3,5,3,3
archive,archive_development,2026-05-06_ShaTin,8,6,將睿,0,61.913,63.2088,62.9326,62.647,12,9,7,7
archive,archive_development,2026-05-06_ShaTin,8,7,滿心星,0,69.6543,69.9091,65.5031,65.1319,2,1,2,2
archive,archive_development,2026-05-06_ShaTin,8,8,川河耀駒,0,65.566,61.4707,61.1609,61.4371,8,13,10,11
archive,archive_development,2026-05-06_ShaTin,8,9,安泰,0,72.8699,69.6848,66.1109,65.5887,1,2,1,1
archive,archive_development,2026-05-06_ShaTin,8,10,優才,0,60.6167,62.1189,61.0554,60.7671,13,11,11,13
archive,archive_development,2026-05-06_ShaTin,8,11,哪吒,0,66.5877,64.2973,62.4562,62.4623,6,7,8,9
archive,archive_development,2026-05-06_ShaTin,8,13,都靈福星,0,67.8145,63.3863,61.8298,62.5618,5,8,9,8
archive,archive_development,2026-05-06_ShaTin,8,14,奮鬥心,0,65.9192,68.1752,64.0911,64.0747,7,4,4,4
archive,archive_development,2026-05-06_ShaTin,9,1,友愛心得,0,71.3533,67.3981,65.4861,64.69,3,3,3,3
archive,archive_development,2026-05-06_ShaTin,9,2,樂勝天下,0,71.014,67.1819,65.7158,65.0693,4,6,2,2
archive,archive_development,2026-05-06_ShaTin,9,3,閃耀天河,0,71.8006,67.2295,64.6294,64.3347,2,4,5,5
archive,archive_development,2026-05-06_ShaTin,9,4,錶之極光,0,69.086,68.7882,65.053,64.66,8,2,4,4
archive,archive_development,2026-05-06_ShaTin,9,5,乘數表,0,69.4083,65.8081,62.946,62.5347,6,8,7,8
archive,archive_development,2026-05-06_ShaTin,9,6,國千金,0,64.1873,63.5122,62.3377,62.6849,10,10,9,7
archive,archive_development,2026-05-06_ShaTin,9,7,熾烈神駒,0,73.8282,69.6991,66.882,66.3366,1,1,1,1
archive,archive_development,2026-05-06_ShaTin,9,8,德心知遇,0,69.1784,67.1849,64.571,64.1043,7,5,6,6
archive,archive_development,2026-05-06_ShaTin,9,9,時尚風趣,0,64.699,64.6694,62.0889,62.4554,9,9,10,9
archive,archive_development,2026-05-06_ShaTin,9,10,高度評價,1,61.4117,62.5197,61.1101,60.9498,11,11,11,12
archive,archive_development,2026-05-06_ShaTin,9,11,觀眾之力,0,70.3121,65.8485,62.8711,61.8538,5,7,8,10
archive,archive_development,2026-05-06_ShaTin,9,12,巨靈神,0,60.4584,60.9353,60.5278,61.141,12,12,12,11
archive,archive_development,2026-05-09_ShaTin,1,1,全能勇士,1,71.6997,68.6997,67.6303,67.5599,1,1,1,1
archive,archive_development,2026-05-09_ShaTin,1,2,銳行星,1,69.4642,68.4642,62.7505,62.9157,3,2,5,5
archive,archive_development,2026-05-09_ShaTin,1,3,紅悅舍,1,69.4125,68.4125,64.8632,64.7081,4,3,3,2
archive,archive_development,2026-05-09_ShaTin,1,4,銀騎士,0,66.876,62.6038,61.0228,60.6285,5,9,10,9
archive,archive_development,2026-05-09_ShaTin,1,5,鵲橋飛昇,1,64.8672,61.8672,61.6602,61.5973,8,10,8,8
archive,archive_development,2026-05-09_ShaTin,1,6,永福,1,66.6975,65.6975,62.6975,62.5094,6,6,6,6
archive,archive_development,2026-05-09_ShaTin,1,7,極歡欣,1,69.8969,66.8969,64.3445,63.407,2,4,4,4
archive,archive_development,2026-05-09_ShaTin,1,8,盛世英雄,0,61.6967,64.2679,62.5278,62.3349,10,8,7,7
archive,archive_development,2026-05-09_ShaTin,1,9,雙劍合璧,0,62.8231,65.8202,65.4057,63.7218,9,5,2,3
archive,archive_development,2026-05-09_ShaTin,1,10,精英奪冠,0,65.77,64.9269,61.5012,60.2003,7,7,9,10
archive,archive_development,2026-05-09_ShaTin,2,1,北地烈馬,0,66.9695,63.4016,62.5672,63.2735,5,8,4,3
archive,archive_development,2026-05-09_ShaTin,2,2,馬馳登,0,69.2574,65.4573,61.6004,62.4474,2,3,6,6
archive,archive_development,2026-05-09_ShaTin,2,3,龍威心得,0,62.7243,63.41,62.5829,62.6642,8,7,3,5
archive,archive_development,2026-05-09_ShaTin,2,4,朗日自強,0,66.5154,63.9503,63.5333,63.601,6,6,2,2
archive,archive_development,2026-05-09_ShaTin,2,5,奇異歡星,0,68.4078,64.3216,61.774,62.841,4,5,5,4
archive,archive_development,2026-05-09_ShaTin,2,6,澳華發發,1,65.223,64.775,61.2195,60.7239,7,4,9,10
archive,archive_development,2026-05-09_ShaTin,2,7,川河石駒,0,69.0792,65.9085,61.3139,62.0761,3,2,7,8
archive,archive_development,2026-05-09_ShaTin,2,8,烈進駒,1,70.6492,69.3312,65.6606,65.5888,1,1,1,1
archive,archive_development,2026-05-09_ShaTin,2,9,天罡北斗,0,60.8862,59.726,57.6873,59.5246,11,12,12,12
archive,archive_development,2026-05-09_ShaTin,2,10,非凡勇士,0,59.5133,60.2778,59.7857,61.3515,12,10,10,9
archive,archive_development,2026-05-09_ShaTin,2,11,安定神駒,0,60.9601,61.9984,61.24,62.4004,10,9,8,7
archive,archive_development,2026-05-09_ShaTin,2,12,悠然常勝,0,62.2758,60.1179,58.4661,59.8732,9,11,11,11
archive,archive_development,2026-05-09_ShaTin,3,1,文武全能,0,66.8555,65.3712,62.2399,62.85,6,5,3,4
archive,archive_development,2026-05-09_ShaTin,3,2,凱旋幸運,0,67.5823,63.5981,61.6821,61.9643,4,7,8,10
archive,archive_development,2026-05-09_ShaTin,3,3,大浪園田,0,56.4201,59.5523,60.4636,61.514,13,13,12,12
archive,archive_development,2026-05-09_ShaTin,3,4,連連好運,0,59.5707,62.8569,61.7832,62.5477,11,8,7,8
archive,archive_development,2026-05-09_ShaTin,3,5,銳一,0,58.0697,61.2224,61.6476,62.627,12,12,9,6
archive,archive_development,2026-05-09_ShaTin,3,6,志醒大將,0,67.5555,65.6099,62.2106,63.1197,5,4,4,3
archive,archive_development,2026-05-09_ShaTin,3,7,雪茄福星,0,68.227,65.7068,64.6441,65.4049,2,3,2,1
archive,archive_development,2026-05-09_ShaTin,3,8,巴閉佬,0,68.027,63.7316,61.5764,62.2643,3,6,10,9
archive,archive_development,2026-05-09_ShaTin,3,10,朗日雪峰,0,63.8188,66.318,62.0114,62.7137,8,1,5,5
archive,archive_development,2026-05-09_ShaTin,3,11,海洋帝君,0,61.6043,61.3941,58.8706,60.4455,9,10,13,13
archive,archive_development,2026-05-09_ShaTin,3,12,肥仔精神,0,60.1851,62.726,61.0604,61.7606,10,9,11,11
archive,archive_development,2026-05-09_ShaTin,3,13,添喜運,0,70.6796,66.2604,65.5057,65.2277,1,2,1,2
archive,archive_development,2026-05-09_ShaTin,3,14,東昇鉞,0,66.1396,61.284,61.9243,62.5903,7,11,6,7
archive,archive_development,2026-05-09_ShaTin,4,1,展雄威,0,71.3841,67.0897,64.4453,64.2476,2,3,4,3
archive,archive_development,2026-05-09_ShaTin,4,2,電子好好,0,58.4629,61.3157,59.7044,60.8999,14,13,12,9
archive,archive_development,2026-05-09_ShaTin,4,3,凝聚美麗,0,69.773,67.0429,64.7781,64.7472,4,4,3,2
archive,archive_development,2026-05-09_ShaTin,4,4,支付之父,0,70.2801,67.1584,64.9845,63.5569,3,2,2,4
archive,archive_development,2026-05-09_ShaTin,4,5,智勝勳章,0,58.7061,59.8356,58.79,59.9934,13,14,14,14
archive,archive_development,2026-05-09_ShaTin,4,6,鴻圖新星,0,73.5394,68.9013,65.865,65.2415,1,1,1,1
archive,archive_development,2026-05-09_ShaTin,4,7,極速神影,0,67.8372,66.4827,63.6639,62.6544,5,5,5,7
archive,archive_development,2026-05-09_ShaTin,4,8,步風影,1,61.5655,63.7535,61.2438,61.1697,11,8,8,8
archive,archive_development,2026-05-09_ShaTin,4,9,喜意,1,66.223,64.481,60.8576,60.7985,7,7,10,11
archive,archive_development,2026-05-09_ShaTin,4,10,一舖掂晒,0,60.0139,62.0482,59.5182,60.2565,12,11,13,13
archive,archive_development,2026-05-09_ShaTin,4,11,致力之城,0,63.0952,62.6269,59.8235,60.7363,10,10,11,12
archive,archive_development,2026-05-09_ShaTin,4,12,領航多福,0,63.1906,61.628,61.1019,60.8512,9,12,9,10
archive,archive_development,2026-05-09_ShaTin,4,13,燊輝之星,0,64.671,63.2626,62.278,63.0151,8,9,7,6
archive,archive_development,2026-05-09_ShaTin,4,14,縱橫大兄,0,66.6003,65.8853,62.4899,63.2262,6,6,6,5
archive,archive_development,2026-05-09_ShaTin,5,1,錶之浩瀚,0,66.478,66.1392,63.094,63.2557,3,2,3,3
archive,archive_development,2026-05-09_ShaTin,5,2,心雄雄,0,65.4449,63.3204,60.9428,62.0927,5,5,5,4
archive,archive_development,2026-05-09_ShaTin,5,3,輝灑自如,0,68.5171,67.0867,66.5791,64.4625,1,1,1,1
archive,archive_development,2026-05-09_ShaTin,5,4,君子,0,58.9073,60.4461,59.954,60.8913,12,10,7,11
archive,archive_development,2026-05-09_ShaTin,5,5,三代至醒,0,59.8341,61.2753,59.3169,60.9078,11,8,11,10
archive,archive_development,2026-05-09_ShaTin,5,6,老鼠斑,1,65.0265,64.1465,61.5558,61.3738,6,3,4,6
archive,archive_development,2026-05-09_ShaTin,5,7,電子騰飛,0,65.6178,62.1258,58.6107,59.7653,4,7,12,12
archive,archive_development,2026-05-09_ShaTin,5,8,潮流勇駒,0,63.3499,62.6059,59.7366,61.0765,8,6,8,8
archive,archive_development,2026-05-09_ShaTin,5,9,星辰千帥,0,67.4086,63.9558,63.4476,63.5312,2,4,2,2
archive,archive_development,2026-05-09_ShaTin,5,10,明天更好,0,62.9094,60.0192,59.6852,60.9975,9,11,9,9
archive,archive_development,2026-05-09_ShaTin,5,11,摘星聲升,0,60.8393,59.3846,59.6707,61.1482,10,12,10,7
archive,archive_development,2026-05-09_ShaTin,5,12,最好玩,0,63.9676,60.6326,60.3161,61.4859,7,9,6,5
archive,archive_development,2026-05-09_ShaTin,6,1,財富非凡,0,58.9595,61.4363,61.116,61.8818,12,12,7,8
archive,archive_development,2026-05-09_ShaTin,6,2,同樣世界,1,64.6958,63.6957,60.5012,60.7698,9,7,12,13
archive,archive_development,2026-05-09_ShaTin,6,3,將傲,0,62.6614,61.5779,59.518,60.5974,10,11,14,14
archive,archive_development,2026-05-09_ShaTin,6,4,笑必勝,0,60.7988,63.4955,60.5875,61.5604,11,8,11,11
archive,archive_development,2026-05-09_ShaTin,6,5,久久為軍,0,65.9022,62.7783,61.2616,62.0806,7,9,6,7
archive,archive_development,2026-05-09_ShaTin,6,6,龍傲綾羅,0,69.5283,71.094,69.2572,69.0804,1,1,1,1
archive,archive_development,2026-05-09_ShaTin,6,7,文明福星,0,68.4733,64.3634,63.6216,63.1782,4,5,4,5
archive,archive_development,2026-05-09_ShaTin,6,8,源好運,0,67.1567,65.0931,63.1142,63.8139,6,4,5,4
archive,archive_development,2026-05-09_ShaTin,6,9,開心旺財,0,69.2625,63.8245,60.6933,61.6499,2,6,9,9
archive,archive_development,2026-05-09_ShaTin,6,10,萬里鵬躍,0,58.5769,61.0291,60.6109,61.5971,13,13,10,10
archive,archive_development,2026-05-09_ShaTin,6,11,有情有義,0,67.7824,70.5028,65.7102,65.0596,5,2,2,2
archive,archive_development,2026-05-09_ShaTin,6,12,皮具伯樂,0,55.66,59.4473,60.2743,61.3742,14,14,13,12
archive,archive_development,2026-05-09_ShaTin,6,13,全神貫注,0,68.8762,66.5278,64.4017,64.5118,3,3,3,3
archive,archive_development,2026-05-09_ShaTin,6,14,紅衣財神,0,64.9562,62.2488,60.9804,62.3652,8,10,8,6
archive,archive_development,2026-05-09_ShaTin,7,1,威武年代,0,70.7181,66.4072,61.6582,61.9346,1,4,7,8
archive,archive_development,2026-05-09_ShaTin,7,2,嘉應巨昇,0,65.522,62.9635,60.9368,61.8112,8,11,12,9
archive,archive_development,2026-05-09_ShaTin,7,3,巴閉仔,0,57.5522,60.5317,59.4654,60.1213,14,14,14,14
archive,archive_development,2026-05-09_ShaTin,7,4,都靈冠星,0,65.5977,68.7713,64.935,65.2892,7,1,1,1
archive,archive_development,2026-05-09_ShaTin,7,5,大千雄心,0,69.9685,68.2824,64.2575,64.4264,2,2,5,3
archive,archive_development,2026-05-09_ShaTin,7,6,爆出美麗,0,63.5951,61.7733,61.1254,61.7074,11,12,11,10
archive,archive_development,2026-05-09_ShaTin,7,7,綫路福將,0,69.2598,64.1647,61.9818,62.2437,3,9,6,7
archive,archive_development,2026-05-09_ShaTin,7,8,好運年,0,66.1411,61.74,60.6765,61.5029,6,13,13,13
archive,archive_development,2026-05-09_ShaTin,7,9,捷威,0,66.6142,68.168,64.5562,63.9268,5,3,3,4
archive,archive_development,2026-05-09_ShaTin,7,10,明亮天下,0,60.2478,64.9696,61.6535,61.7045,13,7,8,11
archive,archive_development,2026-05-09_ShaTin,7,11,君達得,0,61.3333,64.6178,64.3141,65.0365,12,8,4,2
archive,archive_development,2026-05-09_ShaTin,7,12,紅磚戰士,0,65.0382,63.3568,61.6493,62.2813,9,10,9,6
archive,archive_development,2026-05-09_ShaTin,7,13,金鑽精靈,0,64.8071,66.154,64.7552,63.6048,10,5,2,5
archive,archive_development,2026-05-09_ShaTin,7,14,堅闖,0,67.1538,65.2096,61.5154,61.6721,4,6,10,12
archive,archive_development,2026-05-09_ShaTin,8,1,八駿巨昇,0,64.3722,61.3007,59.6575,60.5319,8,10,12,12
archive,archive_development,2026-05-09_ShaTin,8,2,快活英雄,0,69.7216,68.4205,64.8829,63.7936,5,3,5,5
archive,archive_development,2026-05-09_ShaTin,8,3,手機錶勁,0,71.6042,71.2398,68.051,66.8203,2,1,1,2
archive,archive_development,2026-05-09_ShaTin,8,4,超寫意,0,71.5842,68.287,67.9617,67.6456,3,4,2,1
archive,archive_development,2026-05-09_ShaTin,8,5,多威心得,0,63.9172,61.0549,59.7418,61.0453,9,11,11,10
archive,archive_development,2026-05-09_ShaTin,8,6,幸運多彩,0,62.2707,62.1709,62.151,62.7249,11,8,8,7
archive,archive_development,2026-05-09_ShaTin,8,7,㩒住贏,1,68.0857,66.2797,62.8553,62.1151,6,5,6,8
archive,archive_development,2026-05-09_ShaTin,8,8,勁駿騰飛,1,63.4125,62.0945,61.275,60.8094,10,9,9,11
archive,archive_development,2026-05-09_ShaTin,8,9,長勝隊長,0,67.0657,64.5927,62.8264,63.1081,7,7,7,6
archive,archive_development,2026-05-09_ShaTin,8,10,辣得準,0,72.4102,70.5098,66.5765,66.0263,1,2,3,3
archive,archive_development,2026-05-09_ShaTin,8,11,富國兄弟,0,70.9154,65.8107,65.0083,64.7392,4,6,4,4
archive,archive_development,2026-05-09_ShaTin,8,12,自力更生,0,57.5716,59.4114,60.0013,61.352,12,12,10,9
archive,archive_development,2026-05-09_ShaTin,9,1,會長之寶,0,72.0433,69.0507,65.6948,65.1937,2,1,1,1
archive,archive_development,2026-05-09_ShaTin,9,2,米奇,0,72.7999,68.0632,65.0269,65.1198,1,3,2,2
archive,archive_development,2026-05-09_ShaTin,9,3,精彩福星,0,66.5462,63.8671,62.6806,62.5403,7,11,9,10
archive,archive_development,2026-05-09_ShaTin,9,4,星運傳奇,0,70.3713,68.5522,64.8455,64.6958,3,2,3,3
archive,archive_development,2026-05-09_ShaTin,9,5,大愛無疆,0,70.3708,66.1012,64.6825,64.3535,4,6,5,4
archive,archive_development,2026-05-09_ShaTin,9,6,勇冠群英,0,58.5544,59.6271,59.6528,60.9254,14,14,13,14
archive,archive_development,2026-05-09_ShaTin,9,7,團結勇士,0,66.6435,64.0808,62.6112,62.7485,6,10,10,9
archive,archive_development,2026-05-09_ShaTin,9,8,表廠傳奇,1,63.712,64.538,61.4433,60.9597,10,8,11,12
archive,archive_development,2026-05-09_ShaTin,9,9,勇進駒,0,62.4456,59.8512,59.4447,60.9351,12,13,14,13
archive,archive_development,2026-05-09_ShaTin,9,10,勝萬金,0,62.2297,64.3999,64.5742,63.7478,13,9,6,8
archive,archive_development,2026-05-09_ShaTin,9,11,路路勁,0,68.5397,67.4066,64.0398,64.2052,5,5,7,6
archive,archive_development,2026-05-09_ShaTin,9,12,駿馬之曲,0,63.6229,62.7379,61.0333,61.5294,11,12,12,11
archive,archive_development,2026-05-09_ShaTin,9,13,幸運糖,0,66.546,67.8576,64.7444,64.2253,8,4,4,5
archive,archive_development,2026-05-09_ShaTin,9,14,飛來閃耀,0,66.3871,65.2903,63.1317,63.9366,9,7,8,7
archive,archive_development,2026-05-09_ShaTin,10,1,英駿飛駒,0,64.707,66.2082,65.1755,64.6164,10,7,4,4
archive,archive_development,2026-05-09_ShaTin,10,2,火悟空,0,68.8564,67.0971,65.8411,65.3113,4,4,3,3
archive,archive_development,2026-05-09_ShaTin,10,3,安都,0,68.8565,70.964,67.5387,67.2578,3,1,1,1
archive,archive_development,2026-05-09_ShaTin,10,4,活力拍檔,0,75.1262,70.5329,65.1157,64.1336,1,2,5,5
