dataset,split,meeting,race_number,horse_number,horse_name,is_debut,score_pure_scaffold,score_surgical_speed_shape_neutral,score_surgical_plus_trainer,score_surgical_plus_trainer_stability,rank_pure_scaffold,rank_surgical_speed_shape_neutral,rank_surgical_plus_trainer,rank_surgical_plus_trainer_stability
archive,archive_temporal_holdout,2026-05-20_HappyValley,5,7,鴻圖新星,0,72.5719,68.5291,64.0607,64.06,1,2,4,3
archive,archive_temporal_holdout,2026-05-20_HappyValley,5,8,天火同人,0,65.6402,67.2275,63.2642,63.1271,10,3,7,7
archive,archive_temporal_holdout,2026-05-20_HappyValley,5,9,超強六十,0,67.7455,67.2208,63.5141,64.0264,5,4,6,4
archive,archive_temporal_holdout,2026-05-20_HappyValley,5,10,比特星,0,69.1536,64.1367,62.9168,62.4132,3,9,9,9
archive,archive_temporal_holdout,2026-05-20_HappyValley,5,11,明月清風,0,67.1178,62.2723,62.2093,62.8672,6,10,10,8
archive,archive_temporal_holdout,2026-05-20_HappyValley,5,12,萬眾開心,0,68.0243,65.2072,64.5386,64.4444,4,7,2,2
archive,archive_temporal_holdout,2026-05-20_HappyValley,6,1,當家精彩,0,68.2879,68.4301,65.2034,64.7177,5,4,4,4
archive,archive_temporal_holdout,2026-05-20_HappyValley,6,2,喵喵怪,0,64.7096,64.1481,62.5767,62.653,9,7,6,9
archive,archive_temporal_holdout,2026-05-20_HappyValley,6,3,巴閉王,0,73.4172,69.9608,65.7854,64.8831,3,2,1,3
archive,archive_temporal_holdout,2026-05-20_HappyValley,6,4,廚神,0,61.312,60.3495,61.1982,62.1247,12,12,12,11
archive,archive_temporal_holdout,2026-05-20_HappyValley,6,5,星運少爵,0,74.4065,70.6559,65.3931,65.117,1,1,3,1
archive,archive_temporal_holdout,2026-05-20_HappyValley,6,6,明德輝煌,0,65.5435,62.2169,61.2841,62.7994,7,11,11,8
archive,archive_temporal_holdout,2026-05-20_HappyValley,6,7,決一劍,0,65.4749,63.0834,62.5019,62.9101,8,9,7,6
archive,archive_temporal_holdout,2026-05-20_HappyValley,6,8,雷神太保,0,73.7324,68.4375,65.638,65.1092,2,3,2,2
archive,archive_temporal_holdout,2026-05-20_HappyValley,6,9,星威心得,0,64.5113,62.9372,61.6241,62.0299,10,10,10,12
archive,archive_temporal_holdout,2026-05-20_HappyValley,6,10,暴風一族,0,62.5857,63.6677,62.2391,62.8017,11,8,8,7
archive,archive_temporal_holdout,2026-05-20_HappyValley,6,11,靖哥哥,0,69.6587,65.253,63.7116,63.9534,4,6,5,5
archive,archive_temporal_holdout,2026-05-20_HappyValley,6,12,眼健康,0,66.9612,65.6119,61.949,62.4652,6,5,9,10
archive,archive_temporal_holdout,2026-05-20_HappyValley,7,1,滿心星,0,74.022,69.9581,65.1822,64.4346,1,1,3,4
archive,archive_temporal_holdout,2026-05-20_HappyValley,7,2,同心同樂,0,59.8809,61.6646,61.5591,61.9301,12,11,9,11
archive,archive_temporal_holdout,2026-05-20_HappyValley,7,3,開心勇駒,0,72.5105,67.923,65.9161,65.7865,2,3,2,1
archive,archive_temporal_holdout,2026-05-20_HappyValley,7,4,泰力,0,63.7954,61.9027,61.8561,62.2305,9,9,8,9
archive,archive_temporal_holdout,2026-05-20_HappyValley,7,5,做好自己,0,67.1821,67.3042,65.1088,64.4892,6,4,4,3
archive,archive_temporal_holdout,2026-05-20_HappyValley,7,6,不同世界,0,65.7171,63.2707,61.3636,62.117,7,8,10,10
archive,archive_temporal_holdout,2026-05-20_HappyValley,7,7,綠色鐵蹄,0,62.964,61.8099,60.7018,62.3245,10,10,11,8
archive,archive_temporal_holdout,2026-05-20_HappyValley,7,8,加州活力,0,67.6604,64.9039,62.8205,63.341,5,7,7,6
archive,archive_temporal_holdout,2026-05-20_HappyValley,7,9,領航天子,0,64.8274,66.0874,64.343,63.9785,8,6,5,5
archive,archive_temporal_holdout,2026-05-20_HappyValley,7,10,小磁怪,0,60.9321,60.7688,59.968,61.2911,11,12,12,12
archive,archive_temporal_holdout,2026-05-20_HappyValley,7,11,紫辰之星,0,68.692,66.2147,62.9817,62.7809,4,5,6,7
archive,archive_temporal_holdout,2026-05-20_HappyValley,7,12,知道穩勝,0,70.4977,68.1251,66.1483,65.2435,3,2,1,2
archive,archive_temporal_holdout,2026-05-20_HappyValley,8,1,馭跑得,0,66.603,64.1459,62.9016,63.0129,8,9,6,8
archive,archive_temporal_holdout,2026-05-20_HappyValley,8,2,飲杯,0,66.3891,61.549,60.1916,61.0311,10,12,11,12
archive,archive_temporal_holdout,2026-05-20_HappyValley,8,3,踏雪尋梅,0,75.5906,70.1874,66.8678,65.5727,1,2,1,1
archive,archive_temporal_holdout,2026-05-20_HappyValley,8,4,有財有勢,0,66.9344,65.9644,62.8607,63.4084,6,5,7,7
archive,archive_temporal_holdout,2026-05-20_HappyValley,8,5,安康萬里,0,69.6364,66.0892,62.6809,63.4893,4,4,8,6
archive,archive_temporal_holdout,2026-05-20_HappyValley,8,6,東來欣賞,0,66.7624,65.1179,64.4182,64.0958,7,6,4,4
archive,archive_temporal_holdout,2026-05-20_HappyValley,8,7,勇霸龍,0,72.1825,69.2458,66.3764,65.1459,3,3,2,2
archive,archive_temporal_holdout,2026-05-20_HappyValley,8,8,電訊巴打,0,59.132,61.6031,61.0156,61.6239,12,11,10,10
archive,archive_temporal_holdout,2026-05-20_HappyValley,8,9,富心星,0,72.5696,71.1004,65.8376,64.6999,2,1,3,3
archive,archive_temporal_holdout,2026-05-20_HappyValley,8,10,藍地球,0,67.2994,64.2801,62.2301,62.5471,5,8,9,9
archive,archive_temporal_holdout,2026-05-20_HappyValley,8,11,龍虎精神,0,61.1346,62.457,59.6951,61.1566,11,10,12,11
archive,archive_temporal_holdout,2026-05-20_HappyValley,8,12,新力好,0,66.3981,64.7418,63.9745,63.7001,9,7,5,5
archive,archive_temporal_holdout,2026-05-20_HappyValley,9,1,天天同樂,0,70.0296,66.4066,63.2923,61.7856,6,9,9,11
archive,archive_temporal_holdout,2026-05-20_HappyValley,9,2,風雲武士,0,65.9809,66.8484,64.5715,64.8079,11,7,7,5
archive,archive_temporal_holdout,2026-05-20_HappyValley,9,3,顏色之皇,0,66.7584,67.3812,65.6799,64.9032,10,6,4,4
archive,archive_temporal_holdout,2026-05-20_HappyValley,9,4,信心星,0,72.3793,68.7056,63.9288,63.5303,3,2,8,7
archive,archive_temporal_holdout,2026-05-20_HappyValley,9,5,會當凌,0,67.5277,65.4481,62.8836,62.5924,9,11,11,10
archive,archive_temporal_holdout,2026-05-20_HappyValley,9,6,至尊瑰寶,0,68.4459,65.6003,63.1185,62.8663,7,10,10,9
archive,archive_temporal_holdout,2026-05-20_HappyValley,9,7,扶搖勢勁,0,70.2683,67.9891,67.8006,66.3674,5,4,1,1
archive,archive_temporal_holdout,2026-05-20_HappyValley,9,8,維港智能,0,65.0439,63.3568,60.1502,60.6253,12,12,12,12
archive,archive_temporal_holdout,2026-05-20_HappyValley,9,9,俏眼光,0,74.1604,69.9179,66.255,65.0252,1,1,3,3
archive,archive_temporal_holdout,2026-05-20_HappyValley,9,10,增強,0,73.0976,68.2357,66.9059,65.3961,2,3,2,2
archive,archive_temporal_holdout,2026-05-20_HappyValley,9,11,興馳千里,0,68.293,67.6459,64.7873,63.1762,8,5,6,8
archive,archive_temporal_holdout,2026-05-20_HappyValley,9,12,好評如潮,0,71.2979,66.7312,65.3905,64.4403,4,8,5,6
archive,archive_temporal_holdout,2026-05-24_ShaTin,1,1,威力非凡,0,70.6333,67.6499,64.0317,64.3626,1,1,2,2
archive,archive_temporal_holdout,2026-05-24_ShaTin,1,2,競駿天下,0,66.7782,65.8909,63.1168,63.6799,5,5,5,3
archive,archive_temporal_holdout,2026-05-24_ShaTin,1,3,競駿傳奇,0,64.6771,64.4809,61.2355,62.2611,13,9,11,9
archive,archive_temporal_holdout,2026-05-24_ShaTin,1,4,手到再來,0,65.1332,65.1921,62.1331,61.4701,10,6,7,12
archive,archive_temporal_holdout,2026-05-24_ShaTin,1,5,鐵甲驌龍,0,64.7343,63.1375,60.8134,61.3765,12,14,14,14
archive,archive_temporal_holdout,2026-05-24_ShaTin,1,6,神駒馬靈,0,67.764,66.9805,63.519,62.8001,3,3,4,6
archive,archive_temporal_holdout,2026-05-24_ShaTin,1,7,志醒大將,0,66.7261,64.5526,61.9289,62.5502,6,8,9,7
archive,archive_temporal_holdout,2026-05-24_ShaTin,1,8,快活同盟,0,67.3654,64.4428,61.9803,62.9476,4,10,8,5
archive,archive_temporal_holdout,2026-05-24_ShaTin,1,9,肥仔精神,0,65.3354,66.3642,63.6105,63.2804,8,4,3,4
archive,archive_temporal_holdout,2026-05-24_ShaTin,1,10,問鼎巔峰,0,64.7366,63.3104,61.1237,61.9427,11,13,12,11
archive,archive_temporal_holdout,2026-05-24_ShaTin,1,11,熊噹噹,0,65.155,64.2653,60.8953,61.4443,9,12,13,13
archive,archive_temporal_holdout,2026-05-24_ShaTin,1,12,東方魅影,0,66.0499,65.1422,62.3923,62.441,7,7,6,8
archive,archive_temporal_holdout,2026-05-24_ShaTin,1,13,極速之子,0,68.3749,67.1176,65.076,65.4778,2,2,1,1
archive,archive_temporal_holdout,2026-05-24_ShaTin,1,14,勁爽,0,64.0106,64.3051,61.8875,62.2574,14,11,10,10
archive,archive_temporal_holdout,2026-05-24_ShaTin,2,1,包裝明將,0,65.4802,66.1584,65.2773,65.3269,8,4,2,2
archive,archive_temporal_holdout,2026-05-24_ShaTin,2,2,嵐臣,0,68.2833,65.7392,64.1128,63.7885,4,6,3,4
archive,archive_temporal_holdout,2026-05-24_ShaTin,2,3,蹺妙,0,66.19,66.1158,64.1023,64.7453,7,5,4,3
archive,archive_temporal_holdout,2026-05-24_ShaTin,2,4,加州星馳,0,63.4559,63.036,60.7911,61.6881,10,11,12,11
archive,archive_temporal_holdout,2026-05-24_ShaTin,2,5,戀愛狂,0,64.5907,64.7475,62.202,62.4572,9,9,7,7
archive,archive_temporal_holdout,2026-05-24_ShaTin,2,6,綠色鐵驥,0,62.9263,62.7951,58.8061,60.4111,12,12,14,14
archive,archive_temporal_holdout,2026-05-24_ShaTin,2,7,彪形勇將,0,60.4679,61.2817,61.6303,62.3033,14,14,9,8
archive,archive_temporal_holdout,2026-05-24_ShaTin,2,8,幸福約定,0,67.2154,65.6502,61.5377,61.7668,5,7,10,10
archive,archive_temporal_holdout,2026-05-24_ShaTin,2,9,爽飆王子,0,62.5457,61.6171,60.3635,60.5489,13,13,13,13
archive,archive_temporal_holdout,2026-05-24_ShaTin,2,10,隋我同來,0,69.3717,67.2662,63.2066,63.1757,2,2,5,5
archive,archive_temporal_holdout,2026-05-24_ShaTin,2,11,華麗再贏,0,69.1269,65.5715,61.7922,61.7901,3,8,8,9
archive,archive_temporal_holdout,2026-05-24_ShaTin,2,12,金運齊來,0,62.944,63.337,60.8652,61.6213,11,10,11,12
archive,archive_temporal_holdout,2026-05-24_ShaTin,2,13,日日獎,0,66.8842,66.2093,62.255,62.7316,6,3,6,6
archive,archive_temporal_holdout,2026-05-24_ShaTin,2,14,金快飛飛,0,70.9371,69.4778,65.7476,65.8713,1,1,1,1
archive,archive_temporal_holdout,2026-05-24_ShaTin,3,1,錶之浩瀚,0,65.8965,64.8349,62.5867,63.0783,9,10,11,7
archive,archive_temporal_holdout,2026-05-24_ShaTin,3,2,巧眼光,0,68.6382,66.9173,64.0409,64.0199,5,7,5,4
archive,archive_temporal_holdout,2026-05-24_ShaTin,3,3,常嚐發財,0,67.1828,65.1877,63.1109,63.0333,7,9,7,8
archive,archive_temporal_holdout,2026-05-24_ShaTin,3,4,老鼠斑,0,69.9276,68.712,66.1256,64.7008,2,1,1,2
archive,archive_temporal_holdout,2026-05-24_ShaTin,3,5,文明戰士,0,71.3471,68.1729,63.1046,62.5918,1,3,8,10
archive,archive_temporal_holdout,2026-05-24_ShaTin,3,6,銳不可當,1,62.6774,62.9354,62.8379,62.1194,12,12,9,11
archive,archive_temporal_holdout,2026-05-24_ShaTin,3,7,奇異歡星,0,66.6141,67.839,64.0853,63.7877,8,4,4,6
archive,archive_temporal_holdout,2026-05-24_ShaTin,3,8,金創福威,0,64.233,62.9377,60.7622,61.6546,11,11,12,12
archive,archive_temporal_holdout,2026-05-24_ShaTin,3,9,賢者威楓,0,68.3078,67.629,64.5955,65.0401,6,5,3,1
archive,archive_temporal_holdout,2026-05-24_ShaTin,3,10,川河石駒,0,65.4448,67.0257,62.7334,62.7977,10,6,10,9
archive,archive_temporal_holdout,2026-05-24_ShaTin,3,11,種得好,0,61.9835,62.4521,59.483,60.515,13,13,13,13
archive,archive_temporal_holdout,2026-05-24_ShaTin,3,12,同喜,0,69.8502,68.3785,64.8809,63.9861,3,2,2,5
archive,archive_temporal_holdout,2026-05-24_ShaTin,3,13,駿皇逸,0,60.8388,61.8191,58.8607,60.1126,14,14,14,14
archive,archive_temporal_holdout,2026-05-24_ShaTin,3,14,有你有我,0,68.9503,65.7097,63.7122,64.0637,4,8,6,3
archive,archive_temporal_holdout,2026-05-24_ShaTin,4,1,龍之悅,0,64.8039,64.7487,61.5226,62.0674,9,8,9,10
archive,archive_temporal_holdout,2026-05-24_ShaTin,4,2,日馳千里,0,66.4941,66.2032,64.7644,64.8947,6,4,4,4
archive,archive_temporal_holdout,2026-05-24_ShaTin,4,3,包裝天王,0,69.4513,68.6978,65.4133,65.4059,3,1,1,2
archive,archive_temporal_holdout,2026-05-24_ShaTin,4,4,團結戰靈,0,69.9112,68.2328,65.1474,65.4801,2,2,2,1
archive,archive_temporal_holdout,2026-05-24_ShaTin,4,5,美麗大獎,1,66.7019,65.4599,62.9002,62.2972,5,7,6,8
archive,archive_temporal_holdout,2026-05-24_ShaTin,4,6,手機錶能,0,63.8321,63.6395,60.5782,61.4131,11,11,12,13
archive,archive_temporal_holdout,2026-05-24_ShaTin,4,7,棉棉日上,0,64.418,60.6135,58.6708,59.5173,10,14,14,14
archive,archive_temporal_holdout,2026-05-24_ShaTin,4,8,應龍飛影,0,71.4611,67.8612,63.9585,63.7632,1,3,5,5
archive,archive_temporal_holdout,2026-05-24_ShaTin,4,9,北極之錶,0,63.2304,62.3706,60.118,61.5666,13,13,13,11
archive,archive_temporal_holdout,2026-05-24_ShaTin,4,10,福聚,0,63.3176,63.9959,60.9624,62.238,12,10,10,9
archive,archive_temporal_holdout,2026-05-24_ShaTin,4,11,銀刺勇士,0,65.1408,65.9131,61.6208,62.6341,8,6,8,7
archive,archive_temporal_holdout,2026-05-24_ShaTin,4,12,高感,0,63.0725,64.7135,61.9523,62.9458,14,9,7,6
archive,archive_temporal_holdout,2026-05-24_ShaTin,4,13,旭能精英,0,66.3828,63.3086,60.7781,61.4663,7,12,11,12
archive,archive_temporal_holdout,2026-05-24_ShaTin,4,14,新力驕,0,68.1749,66.1403,64.7744,65.1099,4,5,3,3
archive,archive_temporal_holdout,2026-05-24_ShaTin,5,1,雙星報喜,0,65.9277,64.4272,61.2647,62.4552,8,10,10,9
archive,archive_temporal_holdout,2026-05-24_ShaTin,5,2,大回報,0,71.9259,69.6333,65.9862,64.753,1,1,2,2
archive,archive_temporal_holdout,2026-05-24_ShaTin,5,3,安可,0,66.116,64.9939,62.4587,63.0631,7,8,8,8
archive,archive_temporal_holdout,2026-05-24_ShaTin,5,4,逍遙騎士,0,66.2303,65.764,64.0183,63.3619,6,7,4,5
archive,archive_temporal_holdout,2026-05-24_ShaTin,5,5,光明傳承,0,65.6321,65.8812,63.4989,64.133,9,5,6,4
archive,archive_temporal_holdout,2026-05-24_ShaTin,5,6,創科群英,0,64.8716,65.8701,64.0245,64.2669,11,6,3,3
archive,archive_temporal_holdout,2026-05-24_ShaTin,5,7,旌採,0,69.6312,68.3623,66.2546,65.7375,2,2,1,1
archive,archive_temporal_holdout,2026-05-24_ShaTin,5,8,新力飆,0,65.569,64.9551,62.622,63.1656,10,9,7,6
archive,archive_temporal_holdout,2026-05-24_ShaTin,5,9,同樣世界,0,67.27,66.0308,63.5351,63.0739,4,3,5,7
archive,archive_temporal_holdout,2026-05-24_ShaTin,5,10,家傳之寶,0,67.3968,66.0162,62.1487,61.871,3,4,9,12
archive,archive_temporal_holdout,2026-05-24_ShaTin,5,11,風捲殘雲,0,64.3278,62.6041,60.7348,61.9422,12,13,12,11
archive,archive_temporal_holdout,2026-05-24_ShaTin,5,12,健康小馬,0,60.966,62.0463,58.9013,59.8018,14,14,14,14
archive,archive_temporal_holdout,2026-05-24_ShaTin,5,13,幸運威龍,0,67.0009,64.3547,61.0047,62.0201,5,11,11,10
archive,archive_temporal_holdout,2026-05-24_ShaTin,5,14,我最好,0,64.0992,62.8096,59.9674,61.3488,13,12,13,13
archive,archive_temporal_holdout,2026-05-24_ShaTin,6,1,鑽飾閃耀,0,66.1002,62.7556,60.7478,61.235,7,13,13,13
archive,archive_temporal_holdout,2026-05-24_ShaTin,6,2,醒目先駒,0,65.1126,66.2508,64.3904,64.8678,10,5,4,3
archive,archive_temporal_holdout,2026-05-24_ShaTin,6,3,哈羅威,0,66.0323,64.9153,61.7255,62.6816,8,8,9,9
archive,archive_temporal_holdout,2026-05-24_ShaTin,6,4,馬馳登,0,70.7349,68.4956,64.6789,64.2158,2,2,3,5
archive,archive_temporal_holdout,2026-05-24_ShaTin,6,5,仁仁有餘,0,69.3891,67.7257,63.7714,64.3875,3,3,5,4
archive,archive_temporal_holdout,2026-05-24_ShaTin,6,6,方圓星,0,65.4426,64.4652,60.9812,61.4938,9,11,11,12
archive,archive_temporal_holdout,2026-05-24_ShaTin,6,7,總統輝煌,0,66.1773,64.8575,61.4014,61.5039,6,9,10,11
archive,archive_temporal_holdout,2026-05-24_ShaTin,6,8,馬上盈,0,67.5608,66.5581,64.7268,64.9486,4,4,2,2
archive,archive_temporal_holdout,2026-05-24_ShaTin,6,9,共創歡欣,0,64.7255,65.3803,63.753,63.9351,11,7,6,6
archive,archive_temporal_holdout,2026-05-24_ShaTin,6,10,無比小子,0,61.7096,63.3226,60.8204,61.546,13,12,12,10
archive,archive_temporal_holdout,2026-05-24_ShaTin,6,11,豐功偉績,0,64.1827,65.4426,62.1153,62.7551,12,6,8,8
archive,archive_temporal_holdout,2026-05-24_ShaTin,6,12,長峰小子,0,67.1839,64.4717,62.4671,62.9627,5,10,7,7
archive,archive_temporal_holdout,2026-05-24_ShaTin,6,13,開心旺財,0,60.7803,62.1372,59.7763,60.7644,14,14,14,14
archive,archive_temporal_holdout,2026-05-24_ShaTin,6,14,觀萬物,0,71.337,69.103,66.696,66.1536,1,1,1,1
archive,archive_temporal_holdout,2026-05-24_ShaTin,7,1,春風萬里,0,66.3171,66.4459,63.5217,63.8436,7,6,6,4
archive,archive_temporal_holdout,2026-05-24_ShaTin,7,2,友瑩光,0,69.1101,67.8455,63.997,63.3327,1,1,3,5
archive,archive_temporal_holdout,2026-05-24_ShaTin,7,3,平凡騎士,0,68.2213,67.1714,62.3783,62.9547,4,4,8,7
archive,archive_temporal_holdout,2026-05-24_ShaTin,7,4,紫荊傳令,0,65.2775,67.6643,61.7278,62.2883,10,2,10,12
archive,archive_temporal_holdout,2026-05-24_ShaTin,7,5,知足常樂,0,62.3225,62.7956,59.4376,60.3998,13,12,13,13
archive,archive_temporal_holdout,2026-05-24_ShaTin,7,6,快路,0,67.3973,65.4546,62.0766,62.6566,5,8,9,9
archive,archive_temporal_holdout,2026-05-24_ShaTin,7,7,安帝,0,68.3629,67.2524,63.5462,63.1121,3,3,5,6
archive,archive_temporal_holdout,2026-05-24_ShaTin,7,8,幸運派彩,0,65.8928,62.6385,60.9622,62.3667,8,13,12,11
archive,archive_temporal_holdout,2026-05-24_ShaTin,7,9,膨才,0,61.9574,64.6082,61.3094,62.5674,14,10,11,10
archive,archive_temporal_holdout,2026-05-24_ShaTin,7,10,千禧龍,0,64.4788,60.5417,57.1103,58.9453,12,14,14,14
archive,archive_temporal_holdout,2026-05-24_ShaTin,7,11,黃金騎士,0,68.3756,66.7827,64.6664,65.1038,2,5,1,1
archive,archive_temporal_holdout,2026-05-24_ShaTin,7,12,勁大威猛,0,64.793,65.4944,62.9642,62.8887,11,7,7,8
archive,archive_temporal_holdout,2026-05-24_ShaTin,7,13,勁好運,0,66.4185,64.3818,63.7357,64.7076,6,11,4,2
archive,archive_temporal_holdout,2026-05-24_ShaTin,7,14,佳駿年年,0,65.3862,64.9899,64.146,64.489,9,9,2,3
archive,archive_temporal_holdout,2026-05-24_ShaTin,8,1,浪漫勇士,0,77.0239,71.6917,67.6825,66.4029,1,1,1,1
archive,archive_temporal_holdout,2026-05-24_ShaTin,8,2,大怪奇,1,68.0924,65.0924,61.8245,62.744,8,9,9,8
archive,archive_temporal_holdout,2026-05-24_ShaTin,8,3,百賀飛駒,0,67.5284,68.9646,66.1188,65.0041,9,4,2,2
archive,archive_temporal_holdout,2026-05-24_ShaTin,8,4,利森名園,0,71.8774,67.1183,62.1797,62.2082,3,8,8,9
archive,archive_temporal_holdout,2026-05-24_ShaTin,8,5,數字天文,0,70.2552,67.8825,64.1068,63.9738,6,5,7,3
archive,archive_temporal_holdout,2026-05-24_ShaTin,8,6,嘉應傳承,0,70.6291,69.0739,65.0841,63.6013,5,3,4,7
archive,archive_temporal_holdout,2026-05-24_ShaTin,8,7,天將龍駒,0,69.5283,67.2896,64.3116,63.8623,7,7,6,4
archive,archive_temporal_holdout,2026-05-24_ShaTin,8,8,君子傳承,0,70.7771,67.8225,64.8525,63.8512,4,6,5,5
archive,archive_temporal_holdout,2026-05-24_ShaTin,8,9,浪漫戰神,0,74.4063,69.6779,65.3938,63.6898,2,2,3,6
archive,archive_temporal_holdout,2026-05-24_ShaTin,9,1,健康愉快,0,69.8256,66.9901,63.3733,63.2169,4,7,6,8
archive,archive_temporal_holdout,2026-05-24_ShaTin,9,2,綠族無限,0,68.8238,68.3177,64.6404,64.5145,5,4,4,5
archive,archive_temporal_holdout,2026-05-24_ShaTin,9,3,華麗再勝,0,63.028,62.9391,59.855,60.6993,11,11,11,11
archive,archive_temporal_holdout,2026-05-24_ShaTin,9,4,美麗星晨,0,65.2642,67.6136,64.0808,64.5851,8,5,5,3
archive,archive_temporal_holdout,2026-05-24_ShaTin,9,5,韋金主,0,71.3731,69.3815,65.3025,64.5737,2,1,3,4
archive,archive_temporal_holdout,2026-05-24_ShaTin,9,6,晒冷,0,64.0539,64.2624,62.4369,63.3501,10,9,8,7
archive,archive_temporal_holdout,2026-05-24_ShaTin,9,7,千帆駒,0,71.9672,69.2372,66.0319,65.545,1,2,2,2
archive,archive_temporal_holdout,2026-05-24_ShaTin,9,8,遙遙領先,0,66.2218,63.669,60.3176,60.8613,7,10,10,10
archive,archive_temporal_holdout,2026-05-24_ShaTin,9,9,閃耀天河,0,68.1046,67.1894,63.3313,63.8838,6,6,7,6
archive,archive_temporal_holdout,2026-05-24_ShaTin,9,10,英雄豪傑,0,64.3094,64.9682,62.3142,62.423,9,8,9,9
archive,archive_temporal_holdout,2026-05-24_ShaTin,9,11,至尊高超,0,70.1375,68.6744,66.1808,66.7396,3,3,1,1
archive,archive_temporal_holdout,2026-05-24_ShaTin,10,1,得道猴王,0,62.2647,63.9059,61.8334,62.15,13,12,11,10
archive,archive_temporal_holdout,2026-05-24_ShaTin,10,2,米奇,0,70.8402,69.4889,67.4775,67.5543,3,3,2,1
archive,archive_temporal_holdout,2026-05-24_ShaTin,10,3,泰坦,1,66.9312,63.9312,61.4562,61.7219,7,11,12,12
archive,archive_temporal_holdout,2026-05-24_ShaTin,10,4,冷娃,0,69.0629,67.6533,64.9237,64.3426,6,6,5,4
archive,archive_temporal_holdout,2026-05-24_ShaTin,10,5,煌上,0,70.3915,67.6986,65.0219,63.3898,4,5,4,7
archive,archive_temporal_holdout,2026-05-24_ShaTin,10,6,非凡豪傑,0,66.3951,66.7768,63.0678,63.5187,8,7,8,6
archive,archive_temporal_holdout,2026-05-24_ShaTin,10,7,久久為昇,0,72.9341,70.19,65.6219,65.7115,1,1,3,3
archive,archive_temporal_holdout,2026-05-24_ShaTin,10,8,燊威之星,1,62.0078,61.5538,60.6925,60.9431,14,14,14,14
archive,archive_temporal_holdout,2026-05-24_ShaTin,10,9,精英高球,0,71.6703,69.5068,67.655,66.3418,2,2,1,2
archive,archive_temporal_holdout,2026-05-24_ShaTin,10,10,駿毅快車,1,64.9717,65.2297,63.5797,62.8394,11,9,7,9
archive,archive_temporal_holdout,2026-05-24_ShaTin,10,11,銳喜,1,63.1894,62.9834,62.811,62.0895,12,13,10,11
archive,archive_temporal_holdout,2026-05-24_ShaTin,10,12,鈁糖武士,0,69.8537,68.0377,63.9276,64.3059,5,4,6,5
archive,archive_temporal_holdout,2026-05-24_ShaTin,10,13,閃電小子,0,65.3808,64.6029,61.1045,61.2061,9,10,13,13
archive,archive_temporal_holdout,2026-05-24_ShaTin,10,14,渡月橋,0,65.0564,66.1334,62.8656,63.2889,10,8,9,8
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,1,1,摘星聲升,0,51.3244,57.1048,57.5245,58.8203,12,12,12,12
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,1,2,勇者無敵,0,64.3275,61.1962,61.2086,62.3414,3,8,7,7
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,1,3,川河型駒,0,63.4229,59.7592,60.0551,60.9901,5,10,10,10
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,1,4,多利神駒,0,67.1462,62.1266,61.8298,62.822,1,5,6,3
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,1,5,駟跑得,0,62.6354,63.4604,62.6175,62.7488,6,2,3,4
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,1,6,極速滿貫,0,58.1124,58.6285,58.9235,59.9158,11,11,11,11
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,1,7,怪獸波士,0,62.424,63.4991,62.0739,62.502,7,1,5,6
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,1,8,悠悠乾坤,0,60.2318,62.9518,62.9301,63.7543,10,4,2,1
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,1,9,架勢奇爸,0,64.6844,61.5944,61.1322,61.6139,2,7,8,8
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,1,10,幸運福星,0,62.1089,59.9998,60.94,61.4521,9,9,9,9
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,1,11,電訊驕陽,0,63.7696,61.8726,62.4945,62.6329,4,6,4,5
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,1,12,勁爽,0,62.1697,63.2661,63.2771,63.2853,8,3,1,2
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,2,1,紅愛舍,0,67.0733,63.5961,63.4981,63.7608,4,4,4,4
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,2,2,紅錢到,0,67.5834,65.0847,64.2033,64.3836,3,3,3,3
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,2,3,好運多彩,1,65.45,62.45,62.6059,61.8709,5,6,5,7
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,2,4,團結戰靈,0,73.0657,65.7808,65.1545,65.3235,1,2,2,2
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,2,5,友聲友色,0,54.1533,57.3681,56.8531,57.8393,12,12,12,12
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,2,6,勝利君子,0,59.6528,58.357,58.0864,59.2601,8,10,11,11
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,2,7,三強,0,54.7995,59.8056,61.2306,62.1762,11,8,8,6
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,2,8,金駒永騰,0,57.7438,58.3023,59.0529,59.9846,9,11,10,10
