meeting,race_number,baseline_hits,pair_type,boundary_label,rank2_number,rank2_name,rank2_is_top3,rank3_number,rank3_name,rank3_is_top3,distance_num,race_class_num,gap_official_pure_total,gap_official_sectional,weighted_gap_official_sectional,gap_official_trainer_signal,weighted_gap_official_trainer_signal,gap_official_stability,weighted_gap_official_stability,gap_official_race_shape,weighted_gap_official_race_shape,gap_official_class_advantage,weighted_gap_official_class_advantage,gap_official_horse_health,weighted_gap_official_horse_health,gap_official_form_line,weighted_gap_official_form_line,gap_rebuilt_speed_engine,reliability_rank2_speed_engine,reliability_rank3_speed_engine,gap_rebuilt_stability,reliability_rank2_stability,reliability_rank3_stability,gap_rebuilt_distance_context,reliability_rank2_distance_context,reliability_rank3_distance_context,gap_rebuilt_class_weight,reliability_rank2_class_weight,reliability_rank3_class_weight,gap_rebuilt_trainer_signal,reliability_rank2_trainer_signal,reliability_rank3_trainer_signal,gap_rebuilt_readiness_risk,reliability_rank2_readiness_risk,reliability_rank3_readiness_risk,gap_rebuilt_form_line,reliability_rank2_form_line,reliability_rank3_form_line
2026-04-26_ShaTin,7,0,both_missed,neutral,10,白鷺金剛,0,4,金鑽貴人,0,1600,0,-1.2125,0.0,0.0,-18.25,-4.0314,-4.9429,-0.4543,10.0,2.56,0.0,0.0,-0.55,-0.0208,9.8,0.734,3.3144,0.65,0.65,-1.5353,1.0,1.0,1.6,0.3333,0.2,10.5,1.0,1.0,1.1666,0.3057,0.6511,-0.5,0.5,0.5,4.5,0.25,0.5
2026-04-26_ShaTin,8,1,both_placed,neutral,9,三軍勇將,1,1,喜蓮勁感,1,1400,0,-2.6915,0.0,0.0,-9.0,-1.9881,-3.1837,-0.2926,0.0,0.0,-6.955,-0.9285,-2.95,-0.1115,8.4,0.6292,0.6001,0.65,0.65,1.1538,1.0,1.0,0.0,0.0,0.0,6.1538,1.0,1.0,0.0419,0.4614,0.5129,0.5,0.5,0.5,3.0857,0.4,0.5714
2026-04-26_ShaTin,9,1,both_missed,neutral,8,數字天文,0,7,球星,0,2000,0,-1.994,0.0,0.0,11.5,2.5404,-35.294,-3.2435,0.0,0.0,-10.455,-1.3957,0.0,0.0,1.4,0.1049,4.6702,0.65,0.65,-5.3333,1.0,1.0,-2.0,0.2,0.0,-7.5,1.0,1.0,2.4228,0.4621,0.5123,0.0,0.5,0.5,1.25,0.625,0.5
2026-04-26_ShaTin,10,0,both_missed,neutral,14,金滙千帥,0,6,共享富裕,0,1600,0,0.4541,0.0,0.0,18.26,4.0336,-10.3102,-0.9475,-10.0,-2.56,-0.3375,-0.0451,-2.1,-0.0794,0.7,0.0524,-0.2999,0.65,0.65,-3.0385,1.0,1.0,-0.8,0.0,0.2,5.7692,1.0,1.0,6.5622,0.699,0.3553,0.0,0.5,0.5,2.1,0.4,0.25
2026-04-26_ShaTin,11,1,both_placed,neutral,5,時時歡聲,1,9,韋金主,1,1400,0,-0.2332,0.0,0.0,-1.075,-0.2375,-3.5672,-0.3278,0.0,0.0,1.5,0.2003,2.1,0.0794,0.7,0.0524,-0.3,0.65,0.65,-0.8846,1.0,1.0,4.1429,0.4286,0.2,-3.0769,1.0,1.0,-15.9328,0.7426,0.6472,0.0,0.5,0.5,0.9,0.4,0.25
2026-04-29_HappyValley,1,0,both_missed,neutral,11,鼓浪飛凡,0,6,架勢奇爸,0,1800,5,-0.2546,0.0,0.0,-4.6,-1.0161,10.7184,0.985,0.0,0.0,4.5,0.6008,-1.0,-0.0378,-10.5,-0.7864,0.0,0.0,0.0,5.4091,1.0,1.0,0.0,0.0,0.0,4.3182,1.0,1.0,6.1883,0.3045,0.3974,1.0,0.5,0.5,-2.25,0.625,0.25
2026-04-29_HappyValley,2,1,both_missed,neutral,10,金多囍,0,9,皇帝英豪,0,1200,0,-0.1097,0.0,0.0,2.51,0.5545,3.6489,0.3353,-4.6,-1.1776,0.0,0.0,0.55,0.0208,2.1,0.1573,0.0,0.0,0.0,5.2772,1.0,1.0,2.0,0.2,0.2,0.9091,1.0,1.0,4.0842,0.7872,0.7658,0.5,0.5,0.5,1.75,0.5,0.625
2026-04-29_HappyValley,3,0,rank3_rescue,rank3_better,9,禾道威,0,5,雙贏,1,2200,0,0.5142,0.0,0.0,-14.27,-3.1522,-11.3306,-1.0413,17.98,4.6029,0.0,0.0,0.0,0.0,1.4,0.1049,0.0,0.0,0.0,-3.6363,1.0,1.0,0.0,0.2,0.2,3.1818,1.0,1.0,-3.5312,0.4054,0.1703,0.0,0.5,0.5,2.4,0.4,0.4
2026-04-29_HappyValley,4,2,rank2_protect,rank2_better,3,紅愛舍,1,5,祥勝力駒,0,1200,4,-1.6151,0.0,0.0,-16.56,-3.6581,15.5259,1.4268,0.69,0.1766,3.2925,0.4395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9091,1.0,1.0,0.0,0.0,0.0,-2.7273,1.0,1.0,-4.3096,0.792,0.8488,0.0,0.5,0.5,0.0,0.0,0.0
2026-04-29_HappyValley,5,2,rank2_protect,rank2_better,2,巴閉王,1,5,雷神太保,0,1200,0,-1.1851,0.0,0.0,4.125,0.9112,1.683,0.1547,-6.79,-1.7382,-3.2925,-0.4395,-0.55,-0.0208,-0.7,-0.0524,0.0,0.0,0.0,0.6364,1.0,1.0,0.0,0.0,0.2,-4.0909,1.0,1.0,10.0526,0.393,0.7684,-0.5,0.5,0.5,0.2,0.5,0.4
2026-04-29_HappyValley,6,1,rank2_protect,rank2_better,1,勁進駒,1,9,快靚旺,0,1650,0,-2.0217,0.0,0.0,-13.115,-2.8971,-21.3455,-1.9617,14.27,3.6531,-6.7925,-0.9068,2.4,0.0907,0.0,0.0,0.0,0.0,0.0,-10.7273,1.0,1.0,0.0,0.0,0.0,-6.8182,1.0,1.0,-9.5951,0.6811,0.7735,-1.0,0.5,0.5,1.65,0.625,0.7
2026-04-29_HappyValley,7,1,both_placed,neutral,8,好評如潮,1,2,顏色之皇,1,1000,2,-1.3135,0.0,0.0,9.9,2.1869,-8.0633,-0.741,-11.12,-2.8467,-1.5,-0.2003,-2.1,-0.0794,4.9,0.367,0.0,0.0,0.0,-2.9445,1.0,1.0,1.3333,0.2,0.2,5.5556,1.0,1.0,10.2104,0.2934,0.4761,0.0,0.5,0.5,7.4,0.4,0.5
2026-04-29_HappyValley,8,1,rank3_rescue,rank3_better,12,喵喵怪,0,11,泰泰精神,1,1200,0,-1.1204,0.0,0.0,5.4,1.1929,-15.1013,-1.3878,-5.38,-1.3773,-3.2925,-0.4395,0.0,0.0,11.9,0.8913,0.0,0.0,0.0,-4.7273,1.0,1.0,-0.8,0.2,0.0,2.0454,1.0,1.0,1.7905,0.6408,0.7942,0.0,0.5,0.5,5.25,0.4,0.625
2026-04-29_HappyValley,9,2,rank2_protect,rank2_better,6,穿甲金鷹,1,1,一定掂,0,1650,0,-0.1401,0.0,0.0,-0.45,-0.0994,1.1837,0.1088,-2.45,-0.6272,-2.5,-0.3337,-3.5,-0.1323,12.6,0.9437,0.0,0.0,0.0,3.2727,1.0,1.0,0.0,0.2,0.3333,4.5455,1.0,1.0,0.8312,0.6474,0.6917,0.0,0.5,0.5,6.8571,0.5714,0.5714
2026-05-03_ShaTin,1,0,both_missed,neutral,5,首駿,0,14,紅旺繽紛,0,1200,0,-0.9652,0.0,0.0,0.425,0.0939,-10.8197,-0.9943,-0.48,-0.1229,-0.7925,-0.1058,2.95,0.1115,0.7,0.0524,0.0,0.0,0.0,-8.8847,1.0,1.0,-2.0,0.2,0.2,-8.0769,1.0,1.0,-6.3542,0.6546,0.6382,-0.5,0.5,0.5,1.5,0.4,0.25
2026-05-03_ShaTin,2,2,rank2_protect,rank2_better,10,應龍飛影,1,1,八仟好運,0,1200,0,-1.3076,0.0,0.0,8.41,1.8578,-4.5927,-0.4221,-7.27,-1.8611,-4.0,-0.534,-5.05,-0.1909,-2.1,-0.1573,0.0,0.0,0.0,1.2385,1.0,1.0,0.0,0.0,0.0,5.3846,1.0,1.0,14.1152,0.8165,0.8213,0.5,0.5,0.5,-2.2,0.5,0.4
2026-05-03_ShaTin,3,1,rank3_rescue,rank3_better,13,熊噹噹,0,3,順善寶,1,1400,0,-2.1008,0.0,0.0,0.21,0.0464,4.2665,0.3921,-10.0,-2.56,0.0,0.0,0.55,0.0208,0.0,0.0,0.0,0.0,0.0,2.3333,1.0,1.0,0.0,0.0,0.0,10.625,1.0,1.0,-1.5217,0.7536,0.7852,0.5,0.5,0.5,0.0,0.5,0.5
2026-05-03_ShaTin,4,1,rank3_rescue,rank3_better,8,步步合拍,0,12,非凡時刻,1,1200,0,-0.4664,0.0,0.0,-16.135,-3.5642,5.107,0.4693,3.33,0.8525,11.34,1.5139,0.0,0.0,3.5,0.2621,0.0,0.0,0.0,5.8375,0.5,1.0,0.0,0.0,0.0,-3.8462,1.0,1.0,-6.2407,0.8213,0.4838,0.0,0.5,0.5,5.0,0.0,0.5
2026-05-03_ShaTin,5,2,rank2_protect,rank2_better,8,逍遙騎士,1,4,總統輝煌,0,1400,4,-0.5938,0.0,0.0,1.125,0.2485,3.4028,0.3127,0.0,0.0,-8.34,-1.1134,-1.1,-0.0416,0.0,0.0,0.0,0.0,0.0,2.9038,1.0,0.25,0.0,0.0,0.0,3.5097,1.0,0.9375,-12.6351,0.7355,0.7849,-1.0,0.5,0.5,0.0,0.0,0.0
2026-05-03_ShaTin,6,2,rank2_protect,rank2_better,7,浪漫戰神,1,5,海上大軍,0,2400,3,-1.5613,0.0,0.0,5.0,1.1045,20.3906,1.8739,-10.0,-2.56,-9.84,-1.3136,-3.75,-0.1417,-7.0,-0.5243,0.0,0.0,0.0,8.9167,1.0,0.25,0.0,0.0,0.0,4.6355,1.0,0.9375,2.9182,0.2603,0.4593,-1.5,0.5,0.5,0.0,0.0,0.0
2026-05-03_ShaTin,7,1,both_placed,neutral,2,紅衣醒目,1,8,風火恆雲,1,1800,4,-1.907,0.0,0.0,-8.075,-1.7838,-3.5883,-0.3298,-0.53,-0.1357,5.5,0.7343,3.5,0.1323,-7.0,-0.5243,0.0,0.0,0.0,0.5769,1.0,1.0,0.0,0.0,0.0,-4.8077,1.0,1.0,0.7427,0.5239,0.5804,0.0,0.5,0.5,0.0,0.0,0.0
2026-05-03_ShaTin,8,1,both_missed,neutral,9,勁沙塵,0,3,喜蓮勇感,0,1600,2,-0.3807,0.0,0.0,1.33,0.2938,-22.2706,-2.0467,10.0,2.56,-7.0,-0.9345,-6.7,-0.2533,0.0,0.0,0.0,0.0,0.0,-5.6,1.0,1.0,-2.0,0.2,0.0,6.75,1.0,1.0,-1.0806,0.6679,0.5556,-1.0,0.5,0.5,0.0,0.0,0.0
2026-05-03_ShaTin,9,0,both_missed,neutral,10,勁大威猛,0,9,紫荊拼搏,0,2000,3,-0.9565,0.0,0.0,-4.99,-1.1023,8.8722,0.8154,0.0,0.0,-0.3375,-0.0451,-2.65,-0.1002,-7.0,-0.5243,0.0,0.0,0.0,7.9,1.0,1.0,0.0,0.0,0.0,1.25,1.0,1.0,-0.8197,0.4793,0.3623,-0.5,0.5,0.5,0.0,0.0,0.0
2026-05-03_ShaTin,10,1,both_missed,neutral,13,佛亮老撾,0,8,量子力奇,0,1400,0,-0.5924,0.0,0.0,11.09,2.4498,-2.8654,-0.2633,0.0,0.0,-12.84,-1.7141,-3.2,-0.121,-12.6,-0.9437,0.0,0.0,0.0,0.9135,1.0,0.25,0.0,0.0,0.0,3.1731,1.0,0.9375,10.188,0.8519,0.7017,-1.0,0.5,0.5,-6.75,0.625,0.0
2026-05-03_ShaTin,11,1,rank3_rescue,rank3_better,14,閃電小子,0,4,興馳千里,1,1200,3,-0.952,0.0,0.0,-1.175,-0.2596,4.3557,0.4003,-7.24,-1.8534,6.2925,0.84,-2.1,-0.0794,0.0,0.0,0.0,0.0,0.0,-1.8125,0.5,1.0,0.0,0.0,0.0,7.5,1.0,1.0,-1.294,0.6962,0.7175,0.0,0.5,0.5,0.0,0.0,0.0
2026-05-06_ShaTin,1,1,both_missed,neutral,6,幸運傳承,0,1,光輝歲月,0,1650,0,-0.0776,-3.7635,-0.6959,-21.365,-4.7195,10.6647,0.9801,16.16,4.137,0.5,0.0668,-4.05,-0.1531,4.1,0.3071,-0.9916,0.65,0.65,2.3462,1.0,1.0,-2.0,0.0,0.2,4.2308,1.0,1.0,-3.7043,0.2593,0.5833,0.0,0.5,0.5,-0.3,0.4,0.25
2026-05-06_ShaTin,2,1,both_missed,neutral,6,辣得金,0,8,銀亮濠俠,0,1200,0,-1.0749,-3.055,-0.5649,-14.525,-3.2086,15.842,1.4559,1.89,0.4838,8.455,1.1287,2.5,0.0945,-6.2,-0.4644,-1.7553,0.65,0.65,8.0455,1.0,1.0,0.0,0.0,0.0,-2.9545,1.0,1.0,-7.6416,0.5903,0.7101,-0.5,0.5,1.0,-3.0,0.25,0.25
2026-05-06_ShaTin,3,2,rank2_protect,rank2_better,12,翠湖烈風,1,3,巧眼光,0,1200,0,-1.1267,-3.7245,-0.6887,13.935,3.0782,8.4736,0.7787,-9.91,-2.537,-2.37,-0.3164,-4.85,-0.1833,-16.8,-1.2583,-2.5886,0.65,0.65,3.9545,1.0,1.0,2.0,0.2,0.0,7.7273,1.0,1.0,8.0186,0.8157,0.8025,0.5,1.0,0.5,-1.7142,0.5714,0.5714
2026-05-06_ShaTin,4,2,rank2_protect,rank2_better,9,精明選擇,1,2,安可,0,1800,4,-1.0588,0.7945,0.1469,12.895,2.8485,-6.0921,-0.5599,-9.51,-2.4346,-11.455,-1.5292,-4.225,-0.1597,8.4,0.6292,-0.39,0.65,0.65,-1.75,1.0,1.0,0.0,0.0,0.0,5.25,1.0,1.0,3.725,0.4595,0.5763,2.5,1.0,1.0,0.0,0.0,0.0
2026-05-06_ShaTin,5,1,both_missed,neutral,1,飛輪霸,0,7,杭至尊,0,1200,0,-2.7434,2.067,0.3822,-2.2,-0.486,-2.5239,-0.2319,-5.97,-1.5283,-7.1325,-0.9522,1.925,0.0728,0.0,0.0,0.3901,0.65,0.65,-3.091,1.0,1.0,0.0,0.0,0.0,-9.0909,1.0,1.0,-3.743,0.7701,0.6265,-4.5,1.0,1.0,0.0,0.25,0.25
2026-05-06_ShaTin,6,0,both_missed,neutral,6,天威,0,11,林寶精神,0,1650,0,-0.2927,5.317,0.9831,-20.645,-4.5605,9.7325,0.8944,6.9,1.7664,6.1625,0.8227,-3.875,-0.1465,-0.7,-0.0524,4.1483,0.65,0.65,3.2084,1.0,1.0,0.0,0.0,0.0,-4.7917,1.0,1.0,-20.3885,0.7015,0.802,-2.5,1.0,0.5,-0.2,0.5,0.4
2026-05-06_ShaTin,7,2,rank2_protect,rank2_better,4,金玉良言,1,2,贏得自然,0,1200,0,-0.3062,-2.327,-0.4303,-10.085,-2.2278,2.7004,0.2482,8.41,2.153,-4.2925,-0.573,-1.4,-0.0529,7.7,0.5767,1.4717,0.65,0.65,-1.3636,1.0,1.0,4.5,0.3333,0.2,3.4091,1.0,1.0,-3.3454,0.6683,0.7352,-1.5,0.5,1.0,2.75,0.5,0.625
2026-05-06_ShaTin,8,2,rank2_protect,rank2_better,7,滿心星,1,5,皇龍飛將,0,1650,0,-1.6067,-1.878,-0.3472,-13.2,-2.9159,-12.0114,-1.1038,8.71,2.2298,1.5,0.2003,4.575,0.1729,2.1,0.1573,0.325,0.65,0.65,1.4584,1.0,1.0,1.0,0.2,0.2,3.5417,1.0,1.0,-3.7043,0.2593,0.0,4.5,1.0,1.0,4.5,0.25,0.5
2026-05-06_ShaTin,9,1,both_missed,neutral,3,閃耀天河,0,1,友愛心得,0,1200,0,-0.4473,-3.6725,-0.679,-0.415,-0.0917,2.6057,0.2395,-2.64,-0.6758,1.34,0.1789,-4.05,-0.1531,9.8,0.734,-3.9969,0.65,0.65,-2.85,1.0,1.0,-1.3096,0.3333,0.4286,1.1364,1.0,1.0,2.7002,0.688,0.6829,-1.0,0.5,1.0,2.0571,0.4,0.5714
2026-05-09_ShaTin,1,0,rank3_rescue,rank3_better,7,極歡欣,0,2,銳行星,1,0,0,-0.4327,0.0,0.0,10.0,2.209,-7.351,-0.6756,-10.0,-2.56,0.0,0.0,-1.1,-0.0416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.75,0.375,0.375,-0.5376,0.3939,0.2593,0.0,0.5,0.5,0.0,0.0,0.0
2026-05-09_ShaTin,2,1,rank2_protect,rank2_better,2,馬馳登,1,7,川河石駒,0,1200,4,-0.1782,-15.6845,-2.9001,4.575,1.0106,-1.9666,-0.1807,3.33,0.8525,7.34,0.9799,4.35,0.1644,-1.4,-0.1049,-7.6698,0.65,0.65,-2.8889,1.0,1.0,0.0,0.0,0.0,-5.2273,1.0,1.0,1.2355,0.7422,0.5222,2.0,1.0,0.5,-5.1428,0.5714,0.5714
2026-05-09_ShaTin,3,1,rank3_rescue,rank3_better,7,雪茄福星,0,8,巴閉佬,1,1400,4,-0.2,-3.5945,-0.6646,-8.85,-1.955,-1.3319,-0.1224,10.0,2.56,3.0,0.4005,-2.75,-0.104,-4.2,-0.3146,0.65,0.65,0.65,-2.125,1.0,1.0,0.0,0.0,0.0,-1.25,1.0,1.0,-13.7957,0.5745,0.4737,-4.0,1.0,1.0,-6.25,0.5,0.625
2026-05-09_ShaTin,4,0,rank3_rescue,rank3_better,1,展雄威,0,4,支付之父,1,1000,4,-1.104,-2.834,-0.524,-2.85,-0.6296,18.3429,1.6857,-1.01,-0.2586,-5.1775,-0.6912,2.45,0.0926,-10.4,-0.779,2.1098,0.65,0.65,4.9589,1.0,0.25,0.0,0.0,0.0,-2.4519,1.0,0.9375,-0.7199,0.5531,0.545,4.5,0.5,1.0,-9.0,0.5,0.0
2026-05-09_ShaTin,5,0,both_missed,neutral,9,星辰千帥,0,1,錶之浩瀚,0,1200,4,-0.9306,-1.112,-0.2056,6.975,1.5408,2.5544,0.2347,-8.89,-2.2758,-2.84,-0.3791,2.5,0.0945,0.8,0.0599,3.4216,0.65,0.65,3.4045,1.0,1.0,2.0,0.0,0.2,8.409,1.0,1.0,-4.5099,0.5779,0.4281,-0.5,0.5,1.0,-2.0571,0.5714,0.4
2026-05-09_ShaTin,6,1,both_missed,neutral,9,開心旺財,0,13,全神貫注,0,1400,4,-0.3863,-5.506,-1.0181,-4.55,-1.0051,19.4222,1.7849,-10.0,-2.56,15.795,2.1086,-0.1,-0.0038,4.1,0.3071,-2.6417,0.65,0.65,10.2115,0.75,1.0,0.0,0.0,0.3333,-2.6924,1.0,1.0,0.0,0.0,0.0,1.5,1.0,0.5,-1.5,0.0,0.25
2026-05-09_ShaTin,7,0,both_missed,neutral,5,大千雄心,0,7,綫路福將,0,1600,4,-0.7087,3.842,0.7104,-18.25,-4.0314,-6.0121,-0.5525,10.0,2.56,-3.6325,-0.4849,5.45,0.206,11.8,0.8838,-0.75,0.65,0.65,-5.0,1.0,1.0,-2.0,0.2,0.0,-1.9231,1.0,1.0,-9.9112,0.2593,0.3103,-4.0,0.5,1.0,1.7143,0.5714,0.5714
2026-05-09_ShaTin,8,1,rank2_protect,rank2_better,3,手機錶勁,1,4,超寫意,0,1200,4,-0.02,-0.039,-0.0072,-17.425,-3.8492,-12.6696,-1.1643,12.61,3.2282,4.34,0.5794,1.25,0.0473,15.3,1.146,1.5582,0.65,0.65,-2.7172,1.0,1.0,3.5,0.3333,0.2,1.3637,1.0,1.0,-4.4622,0.7376,0.8305,-2.5,0.5,1.0,6.75,0.25,0.625
2026-05-09_ShaTin,9,0,both_missed,neutral,1,會長之寶,0,4,星運傳奇,0,1000,4,-1.672,-3.848,-0.7115,10.125,2.2366,-14.0099,-1.2875,-1.57,-0.4019,-7.1325,-0.9522,-0.825,-0.0312,-7.0,-0.5243,0.325,0.65,0.65,-10.1859,1.0,1.0,-2.0,0.2,0.2,-3.6538,1.0,1.0,8.5366,0.6429,0.3865,-2.5,1.0,0.5,-1.2857,0.5714,0.5
2026-05-09_ShaTin,10,2,rank2_protect,rank2_better,5,榮駿大道,1,2,火悟空,0,1600,4,-3.8061,-5.2455,-0.9699,0.825,0.1822,4.3836,0.4029,-10.0,-2.56,-2.5,-0.3337,-4.05,-0.1531,-5.0,-0.3745,-2.1769,0.65,0.65,-2.6795,1.0,1.0,0.0,0.0,0.3333,1.5384,1.0,1.0,0.7802,0.5745,0.7143,-1.0,1.0,1.0,-3.0,0.25,0.25
2026-05-09_ShaTin,11,0,rank3_rescue,rank3_better,6,燈胆將軍,0,4,錶之星河,1,1200,4,-1.6789,-2.6455,-0.4892,-2.4,-0.5302,-5.7766,-0.5309,-2.71,-0.6938,2.34,0.3124,-0.45,-0.017,3.6,0.2696,-2.2064,0.65,0.65,-3.3182,1.0,1.0,3.8096,0.4286,0.3333,1.8182,1.0,1.0,5.2297,0.8113,0.6993,5.0,1.0,1.0,-1.1143,0.7,0.5714
