dataset,split,meeting,race_number,horse_number,horse_name,is_debut,dim_speed_engine,dim_stability,dim_trainer_signal,score_balanced_core,score_stability_led,score_winner_guard,rank_balanced_core,rank_stability_led,rank_winner_guard
archive,archive_development,2026-04-12_ShaTin,1,1,嘉應感恩,0,60.0,60.0,63.4133,61.1377,61.024,61.536,2,2,2
archive,archive_development,2026-04-12_ShaTin,1,2,通情達理,0,60.0,60.0,79.2176,66.4052,65.7653,68.6479,1,1,1
archive,archive_development,2026-04-12_ShaTin,1,3,銀騎士,0,60.0,60.0,53.6165,57.8724,58.0849,57.1274,4,4,4
archive,archive_development,2026-04-12_ShaTin,1,4,盛世英雄,0,60.0,60.0,54.3984,58.133,58.3195,57.4793,3,3,3
archive,archive_development,2026-04-12_ShaTin,1,5,雙劍合璧,0,60.0,60.0,52.3065,57.4358,57.6919,56.5379,5,5,5
archive,archive_development,2026-04-12_ShaTin,1,6,精英奪冠,0,60.0,60.0,49.3023,56.4345,56.7907,55.186,6,6,6
archive,archive_development,2026-04-12_ShaTin,2,1,同有運,0,63.4202,53.4615,55.0472,57.3102,55.929,55.6689,14,14,14
archive,archive_development,2026-04-12_ShaTin,2,2,心愛的,0,58.95,54.5385,67.0468,60.1783,59.1733,60.829,8,9,6
archive,archive_development,2026-04-12_ShaTin,2,3,駟跑得,0,61.2287,63.7308,61.3608,62.1067,62.5194,62.289,5,4,5
archive,archive_development,2026-04-12_ShaTin,2,4,八里旺,0,57.7178,61.8846,55.6347,58.4123,59.1763,58.4471,11,8,9
archive,archive_development,2026-04-12_ShaTin,2,5,雪茄福星,0,62.1286,57.0385,67.2587,62.1419,61.1226,62.4011,4,6,4
archive,archive_development,2026-04-12_ShaTin,2,6,鑽得勝,0,60.6287,54.1154,61.5299,58.7582,57.6424,58.4289,10,12,10
archive,archive_development,2026-04-12_ShaTin,2,7,本能,0,62.4286,55.3077,59.127,58.9548,57.8777,58.0945,9,11,11
archive,archive_development,2026-04-12_ShaTin,2,8,迅意,0,64.0203,62.4231,55.8599,60.7681,60.7736,59.7092,6,7,8
archive,archive_development,2026-04-12_ShaTin,2,9,順善寶,0,60.9286,65.1154,65.2993,63.7808,64.3332,64.5701,2,2,1
archive,archive_development,2026-04-12_ShaTin,2,10,怡昌奇兵,0,63.7203,67.0385,61.4627,64.0738,64.7021,64.0317,1,1,2
archive,archive_development,2026-04-12_ShaTin,2,11,熊噹噹,0,61.8286,64.9615,61.3781,62.7226,63.2599,62.879,3,3,3
archive,archive_development,2026-04-12_ShaTin,2,12,劍無情,0,58.5,65.2692,57.4212,60.3966,61.561,60.7222,7,5,7
archive,archive_development,2026-04-12_ShaTin,2,13,駿先生,0,58.5,58.6538,56.3617,57.8386,57.9354,57.5993,13,10,12
archive,archive_development,2026-04-12_ShaTin,2,14,鼓浪飛凡,0,61.5286,56.4615,56.7998,58.2636,57.5764,57.3738,12,13,13
archive,archive_development,2026-04-12_ShaTin,3,1,特別美麗,0,61.5286,67.0385,74.4169,67.6607,68.15,69.5323,1,1,1
archive,archive_development,2026-04-12_ShaTin,3,2,滿洛城,0,62.1286,61.5,59.8013,61.1434,61.1161,60.8299,7,7,8
archive,archive_development,2026-04-12_ShaTin,3,3,鐵甲驌龍,0,58.6178,58.0,56.6938,57.7706,57.7317,57.5049,11,11,11
archive,archive_development,2026-04-12_ShaTin,3,4,籐王駒,0,61.2287,57.2308,68.6283,62.3625,61.4496,62.9594,5,6,4
archive,archive_development,2026-04-12_ShaTin,3,5,金鑽精靈,0,63.7203,63.3077,60.4115,62.48,62.5214,62.0663,4,5,6
archive,archive_development,2026-04-12_ShaTin,3,6,志醒大將,0,64.0203,61.6923,65.7897,63.8341,63.3871,63.8853,2,4,2
archive,archive_development,2026-04-12_ShaTin,3,7,型到爆,0,63.4202,67.6538,58.1928,63.089,63.9688,62.7613,3,2,5
archive,archive_development,2026-04-12_ShaTin,3,8,海洋帝君,0,57.7178,54.1923,57.3965,56.4357,55.8587,56.163,13,13,13
archive,archive_development,2026-04-12_ShaTin,3,9,威威父子,0,61.8286,58.0385,63.0959,60.9878,60.3137,60.8828,8,8,7
archive,archive_development,2026-04-12_ShaTin,3,10,金德義,0,59.55,62.0385,57.3222,59.6369,60.1259,59.5429,10,9,9
archive,archive_development,2026-04-12_ShaTin,3,11,極速之子,0,58.3178,67.1538,61.2077,62.226,63.6028,63.1527,6,3,3
archive,archive_development,2026-04-12_ShaTin,3,12,領航傳祺,0,62.4286,53.9231,63.1574,59.8366,58.3945,59.3544,9,10,10
archive,archive_development,2026-04-12_ShaTin,3,13,同寶寶,0,58.0178,54.3462,56.5006,56.2884,55.7268,55.8664,14,14,14
archive,archive_development,2026-04-12_ShaTin,3,14,不假外求,0,58.9179,53.8846,58.3876,57.0636,56.2422,56.6659,12,12,12
archive,archive_development,2026-04-12_ShaTin,4,1,光年八十,0,63.6952,60.5962,61.4627,61.9182,61.4759,61.451,6,6,6
archive,archive_development,2026-04-12_ShaTin,4,2,開心老闆,0,63.0453,67.484,62.6852,64.4047,65.1566,64.6587,3,3,3
archive,archive_development,2026-04-12_ShaTin,4,3,醒目先駒,0,57.7178,61.7628,61.3781,60.286,60.8384,60.9829,7,7,7
archive,archive_development,2026-04-12_ShaTin,4,4,駿馬之光,0,62.0286,54.1154,56.3487,57.498,56.368,56.3074,13,14,14
archive,archive_development,2026-04-12_ShaTin,4,5,創寶駒,0,64.0203,63.9784,60.0666,62.6886,62.8132,62.2244,4,4,5
archive,archive_development,2026-04-12_ShaTin,4,6,大輝煌,0,60.0,60.0,56.1733,58.7246,58.852,58.278,11,8,11
archive,archive_development,2026-04-12_ShaTin,4,7,龍傲綾羅,0,63.3702,63.359,76.7279,67.8186,67.3719,69.3767,1,1,1
archive,archive_development,2026-04-12_ShaTin,4,8,開心旺財,0,58.7,59.266,58.2564,58.7408,58.8499,58.7268,10,9,10
archive,archive_development,2026-04-12_ShaTin,4,9,騰達勇士,0,60.4036,60.641,65.2993,62.1145,61.991,62.7016,5,5,4
archive,archive_development,2026-04-12_ShaTin,4,10,金運齊來,0,61.7036,55.5553,61.6149,59.6248,58.6028,59.2044,8,11,9
archive,archive_development,2026-04-12_ShaTin,4,11,瑰麗人生,0,61.3786,54.4071,57.6034,57.7967,56.7603,56.8912,12,13,13
archive,archive_development,2026-04-12_ShaTin,4,12,最感,0,60.7286,55.7404,61.9806,59.4833,58.6101,59.2967,9,10,8
archive,archive_development,2026-04-12_ShaTin,4,13,最好玩,0,58.375,57.1026,56.3441,57.274,57.1295,56.9521,14,12,12
archive,archive_development,2026-04-12_ShaTin,4,14,全神貫注,0,61.0536,68.125,67.9309,65.7027,66.6525,66.9769,2,2,2
archive,archive_development,2026-04-12_ShaTin,5,1,辣得準,0,61.8752,61.7545,66.1388,63.256,63.0939,63.7455,2,3,2
archive,archive_development,2026-04-12_ShaTin,5,2,維港激流,0,59.4286,66.8091,56.2718,60.8364,62.1718,60.9602,6,4,5
archive,archive_development,2026-04-12_ShaTin,5,3,錶之浩瀚,0,60.2086,65.4136,62.2843,62.6353,63.4338,63.2247,3,2,3
archive,archive_development,2026-04-12_ShaTin,5,4,龍之悅,0,63.2403,62.4625,59.1635,61.6223,61.6284,61.0946,4,5,4
archive,archive_development,2026-04-12_ShaTin,5,5,輝灑自如,0,60.0,60.0,60.0,60.0,60.0,60.0,7,7,7
archive,archive_development,2026-04-12_ShaTin,5,6,福聚,0,63.6302,63.3591,73.1044,66.6976,66.3369,67.7852,1,1,1
archive,archive_development,2026-04-12_ShaTin,5,7,威威神駒,0,61.8752,58.5307,57.5738,59.3268,58.9125,58.6018,9,9,10
archive,archive_development,2026-04-12_ShaTin,5,8,杭至尊,0,64.0203,58.8682,60.0169,60.9688,60.2432,60.1579,5,6,6
archive,archive_development,2026-04-12_ShaTin,5,9,金獅大俠,0,62.8502,55.3227,61.2415,59.8051,58.6038,59.1153,8,10,8
archive,archive_development,2026-04-12_ShaTin,5,10,華麗再贏,0,62.4602,56.417,56.9846,58.621,57.7959,57.5789,11,11,11
archive,archive_development,2026-04-12_ShaTin,5,11,多多開心,0,59.8186,53.3227,60.4836,57.8752,56.7702,57.5195,12,12,12
archive,archive_development,2026-04-12_ShaTin,5,12,紅海風帆,0,60.5986,58.1818,59.0288,59.2699,58.9193,58.9255,10,8,9
archive,archive_development,2026-04-12_ShaTin,6,1,櫻花酒杯,0,64.0203,64.4,61.6867,63.3691,63.5101,63.1221,3,3,3
archive,archive_development,2026-04-12_ShaTin,6,2,精英高球,0,62.8502,65.1477,63.8167,63.9381,64.2889,64.2041,2,1,2
archive,archive_development,2026-04-12_ShaTin,6,3,鼓浪好友,0,60.5986,62.2273,61.6672,61.4976,61.7335,61.731,4,4,4
archive,archive_development,2026-04-12_ShaTin,6,4,魯班精神,0,63.4352,54.2773,61.8042,59.8393,58.367,59.0381,9,9,8
archive,archive_development,2026-04-12_ShaTin,6,5,勤德皆備,0,60.2086,59.9818,73.1044,64.4312,63.9639,65.921,1,2,1
archive,archive_development,2026-04-12_ShaTin,6,6,豪邁先登,0,62.4602,60.7318,57.8033,60.332,60.1989,59.6732,7,6,7
archive,archive_development,2026-04-12_ShaTin,6,7,笑必勝,0,60.0,60.0,63.4345,61.1447,61.0303,61.5455,5,5,5
archive,archive_development,2026-04-12_ShaTin,6,8,無比小子,0,61.1837,58.7318,61.3916,60.4358,60.0201,60.2965,6,7,6
archive,archive_development,2026-04-12_ShaTin,6,9,嘉冠王,0,63.4352,56.6773,59.6322,59.9153,58.9154,59.0207,8,8,9
archive,archive_development,2026-04-12_ShaTin,6,10,應龍飛影,0,61.1837,60.6205,52.0178,57.941,58.1523,56.8338,11,11,11
archive,archive_development,2026-04-12_ShaTin,6,11,龍之邦,0,55.4838,55.2773,56.4619,55.741,55.674,55.8413,12,12,12
archive,archive_development,2026-04-12_ShaTin,6,12,海王,0,58.44,58.5409,57.4803,58.1538,58.2025,58.0485,10,10,10
archive,archive_development,2026-04-12_ShaTin,7,1,財富非凡,0,65.8721,57.0096,62.2843,61.7224,60.3645,60.7126,6,8,8
archive,archive_development,2026-04-12_ShaTin,7,2,自動自覺,0,55.8088,61.7564,57.3022,58.2889,59.2306,58.8599,11,10,10
archive,archive_development,2026-04-12_ShaTin,7,3,哥倫布,0,61.3786,63.7147,65.2993,63.464,63.7229,64.0774,2,3,2
archive,archive_development,2026-04-12_ShaTin,7,4,馬鳳凰,0,63.3702,62.7692,62.6852,62.9416,62.8642,62.8216,4,4,4
archive,archive_development,2026-04-12_ShaTin,7,5,久久為軍,0,63.6952,58.1859,56.3487,59.4104,58.7366,58.1856,10,11,11
archive,archive_development,2026-04-12_ShaTin,7,6,時尚歡欣,0,59.025,55.3045,56.015,56.7817,56.2618,56.1823,13,13,14
archive,archive_development,2026-04-12_ShaTin,7,7,總統輝煌,0,60.0,60.0,61.4627,60.4875,60.4388,60.6582,9,7,9
archive,archive_development,2026-04-12_ShaTin,7,8,金津寶駒,0,59.35,57.4647,64.9536,60.5893,60.0884,61.1175,8,9,7
archive,archive_development,2026-04-12_ShaTin,7,9,盛勢威楓,0,61.0536,69.0,72.9681,67.6732,68.6012,69.5937,1,1,1
archive,archive_development,2026-04-12_ShaTin,7,10,源好運,0,62.0286,65.3462,62.9466,63.4403,63.9628,63.7687,3,2,3
archive,archive_development,2026-04-12_ShaTin,7,11,隋我同來,0,61.7036,65.7981,58.7324,62.078,62.8595,62.0044,5,5,5
archive,archive_development,2026-04-12_ShaTin,7,12,幸運勝利,0,58.3678,53.7212,61.4613,57.8502,56.9725,57.9012,12,12,12
archive,archive_development,2026-04-12_ShaTin,7,13,豐功偉績,0,63.0453,59.3942,62.0778,61.5059,60.9295,61.1495,7,6,6
archive,archive_development,2026-04-12_ShaTin,7,14,大浪園田,0,55.4838,56.2212,56.6155,56.1068,56.192,56.288,14,14,13
archive,archive_development,2026-04-12_ShaTin,8,1,英駿飛駒,0,59.4682,61.4091,66.6336,62.5033,62.5883,63.469,4,4,4
archive,archive_development,2026-04-12_ShaTin,8,2,盈好威楓,0,55.8383,63.6364,66.6431,62.0386,62.9788,63.8197,5,3,3
archive,archive_development,2026-04-12_ShaTin,8,3,風將,0,61.2014,54.4091,58.8018,58.1377,57.0854,57.4047,12,12,12
archive,archive_development,2026-04-12_ShaTin,8,4,安都,0,63.3112,67.5,61.6827,64.1645,64.917,64.2539,2,2,2
archive,archive_development,2026-04-12_ShaTin,8,5,昭易搵,0,62.9566,59.7727,65.4971,62.7422,62.1268,62.8263,3,5,5
archive,archive_development,2026-04-12_ShaTin,8,6,星幻,0,55.4838,54.3182,67.9287,59.2432,58.6345,60.6178,9,10,6
archive,archive_development,2026-04-12_ShaTin,8,7,活力拍檔,0,65.8721,69.7273,64.4566,66.6853,67.3751,66.7772,1,1,1
archive,archive_development,2026-04-12_ShaTin,8,8,喜豐年,0,58.7815,56.9773,59.7565,58.5051,58.1719,58.4986,11,11,11
archive,archive_development,2026-04-12_ShaTin,8,9,北斗福星,0,61.5559,57.8636,62.352,60.5906,59.9486,60.4372,6,7,7
archive,archive_development,2026-04-12_ShaTin,8,10,高高至高,0,63.6657,56.8636,60.0814,60.2039,59.1894,59.3319,8,9,10
archive,archive_development,2026-04-12_ShaTin,8,11,金滙千帥,0,61.9105,61.6818,57.2935,60.2954,60.4111,59.7414,7,6,8
archive,archive_development,2026-04-12_ShaTin,8,12,魅力知耀,0,58.4269,61.0,58.2439,59.2235,59.6586,59.3738,10,8,9
archive,archive_development,2026-04-12_ShaTin,9,1,安泰,0,60.5986,61.3318,77.8622,66.5969,66.1443,68.6605,1,1,1
archive,archive_development,2026-04-12_ShaTin,9,2,幸運風彩,0,61.3786,56.8682,62.6852,60.3108,59.5154,60.1624,8,9,8
archive,archive_development,2026-04-12_ShaTin,9,3,川河帥駒,0,58.44,52.9045,65.2993,58.8812,57.73,59.3125,11,11,10
archive,archive_development,2026-04-12_ShaTin,9,4,亞機拉,0,62.4602,56.0136,56.3487,58.2746,57.4034,57.1314,12,12,12
archive,archive_development,2026-04-12_ShaTin,9,5,亨驥,0,62.8502,64.0909,59.3364,62.0926,62.4164,61.7653,3,4,3
archive,archive_development,2026-04-12_ShaTin,9,6,名揚四海,0,63.2403,58.7011,62.2843,61.4087,60.6839,60.9944,4,7,6
archive,archive_development,2026-04-12_ShaTin,9,7,重情重義,0,60.0,60.0,60.0,60.0,60.0,60.0,10,8,9
archive,archive_development,2026-04-12_ShaTin,9,8,確好勁,0,58.05,64.9909,58.5293,60.5232,61.6642,61.042,7,5,5
archive,archive_development,2026-04-12_ShaTin,9,9,正義波,0,60.9886,60.8261,60.5275,60.7808,60.769,60.7161,6,6,7
archive,archive_development,2026-04-12_ShaTin,9,10,閃光燈,0,65.4821,57.9636,56.6433,60.0302,59.0712,58.4972,9,10,11
archive,archive_development,2026-04-12_ShaTin,9,11,心雄雄,0,60.2086,67.2318,56.6846,61.3749,62.663,61.4321,5,3,4
archive,archive_development,2026-04-12_ShaTin,9,12,太子,0,65.8721,63.0409,61.9025,63.6054,63.2656,62.9533,2,2,2
archive,archive_development,2026-04-12_ShaTin,11,1,顏色之皇,0,62.2475,68.9545,70.6425,67.281,68.1195,68.7081,1,1,1
archive,archive_development,2026-04-12_ShaTin,11,2,信心星,0,60.4923,62.8636,64.2189,62.5247,62.7959,63.1178,5,5,4
archive,archive_development,2026-04-12_ShaTin,11,3,華麗再勝,0,60.8468,55.5,59.4189,58.5888,57.745,58.0655,10,9,9
archive,archive_development,2026-04-12_ShaTin,11,4,自強不息,0,58.4045,53.0,59.0288,56.8113,55.8895,56.5236,11,11,11
archive,archive_development,2026-04-12_ShaTin,11,5,翠紅,0,61.893,60.8636,61.7017,61.4861,61.3209,61.3952,7,6,6
archive,archive_development,2026-04-12_ShaTin,11,6,魔術控制,0,58.05,56.5909,62.1007,58.9138,58.5357,59.2892,9,8,8
archive,archive_development,2026-04-12_ShaTin,11,7,競駿輝煌,0,62.9566,61.8636,70.3539,65.0578,64.6293,65.8482,3,3,3
archive,archive_development,2026-04-12_ShaTin,11,8,維港智能,0,60.1377,52.6364,55.139,55.9714,54.8874,54.8878,12,12,12
archive,archive_development,2026-04-12_ShaTin,11,9,扶搖勢勁,0,63.6657,68.5455,64.9794,65.73,66.4997,66.2088,2,2,2
archive,archive_development,2026-04-12_ShaTin,11,10,飲杯,0,62.6021,54.5455,59.6322,58.927,57.6828,58.043,8,10,10
archive,archive_development,2026-04-12_ShaTin,11,11,閃耀天河,0,63.3112,66.2727,59.2462,62.9434,63.5725,62.6666,4,4,5
archive,archive_development,2026-04-12_ShaTin,11,12,巴基之勝,0,65.8721,58.3636,60.8901,61.709,60.6232,60.6268,6,7,7
archive,archive_development,2026-04-15_HappyValley,1,1,鄉村樂韻,0,59.1136,58.6818,59.3782,59.0579,58.9771,59.06,8,8,8
archive,archive_development,2026-04-15_HappyValley,1,2,運來勇士,0,55.4838,56.1364,58.2806,56.6335,56.6491,57.0034,11,11,10
archive,archive_development,2026-04-15_HappyValley,1,3,幸運傳承,0,63.6657,65.7273,65.5949,64.9958,65.2753,65.3585,1,1,1
archive,archive_development,2026-04-15_HappyValley,1,4,辣得金,0,64.0203,60.9545,62.4021,62.4591,62.0019,62.0658,5,5,6
archive,archive_development,2026-04-15_HappyValley,1,5,銀亮濠俠,0,59.4682,67.2727,61.8794,62.8731,64.0938,63.675,3,2,2
archive,archive_development,2026-04-15_HappyValley,1,6,喆喆友福,0,61.2014,60.1364,66.4259,62.5878,62.2362,63.1264,4,4,4
archive,archive_development,2026-04-15_HappyValley,1,7,東昇鉞,0,55.8383,55.3182,54.9815,55.3794,55.3212,55.2447,12,12,12
archive,archive_development,2026-04-15_HappyValley,1,8,太行美景,0,61.5559,61.1364,63.2048,61.9657,61.8408,62.1301,6,6,5
archive,archive_development,2026-04-15_HappyValley,1,9,東方魅影,0,61.9105,65.5,61.5589,62.9897,63.5998,63.1881,2,3,3
archive,archive_development,2026-04-15_HappyValley,1,10,發光發亮,0,63.3112,57.7727,59.2939,60.1263,59.3368,59.288,7,7,7
archive,archive_development,2026-04-15_HappyValley,1,11,威德勇士,0,62.9566,54.9545,55.3826,57.7651,56.6834,56.3475,10,10,11
archive,archive_development,2026-04-15_HappyValley,1,12,東方福寶,0,58.7591,56.4091,59.6505,58.2729,57.8515,58.2202,9,9,9
archive,archive_development,2026-04-15_HappyValley,2,1,歡樂老撾,0,60.0,53.2727,68.151,60.4745,59.0816,60.977,7,8,7
archive,archive_development,2026-04-15_HappyValley,2,2,問鼎巔峰,0,60.0,55.6364,59.4039,58.3469,57.6394,57.9863,10,10,10
archive,archive_development,2026-04-15_HappyValley,2,3,小皇爺,0,60.0,54.1818,55.9355,56.7061,55.8715,55.8437,11,11,11
archive,archive_development,2026-04-15_HappyValley,2,4,星之願,0,60.0,57.6364,60.9099,59.5155,59.0912,59.464,8,7,8
archive,archive_development,2026-04-15_HappyValley,2,5,科創世紀,0,60.0,58.5455,59.1121,59.2193,59.0064,59.0186,9,9,9
archive,archive_development,2026-04-15_HappyValley,2,6,富裕君子,0,60.0,63.0455,64.23,62.4249,62.7918,63.1217,3,4,3
archive,archive_development,2026-04-15_HappyValley,2,7,東方寶寶,0,60.0,68.0909,62.5129,63.5342,64.7993,64.3672,2,2,2
archive,archive_development,2026-04-15_HappyValley,2,8,美神來,0,60.0,62.2273,62.4008,61.5425,61.8339,61.9713,5,5,4
archive,archive_development,2026-04-15_HappyValley,2,9,龍又生,0,60.0,66.0455,71.2005,65.7481,66.3829,67.4584,1,1,1
archive,archive_development,2026-04-15_HappyValley,2,10,華美之威,0,60.0,59.4545,64.0667,61.1736,60.9473,61.6118,6,6,6
archive,archive_development,2026-04-15_HappyValley,2,11,勁爽,0,60.0,66.9091,58.0123,61.6403,62.8582,61.8692,4,3,5
archive,archive_development,2026-04-15_HappyValley,2,12,常多笑,0,60.0,54.9545,52.6632,55.873,55.2762,54.6802,12,12,12
archive,archive_development,2026-04-15_HappyValley,3,1,凡凡有餘,0,60.0,60.0,61.7439,60.5812,60.5232,60.7848,5,5,5
archive,archive_development,2026-04-15_HappyValley,3,2,鬆啲,0,60.0,60.0,59.5538,59.8513,59.8661,59.7992,9,9,9
archive,archive_development,2026-04-15_HappyValley,3,3,紫荊戰士,0,60.0,60.0,62.2317,60.7438,60.6695,61.0043,3,3,3
archive,archive_development,2026-04-15_HappyValley,3,4,先到先得,0,60.0,60.0,59.8584,59.9528,59.9575,59.9363,7,7,7
archive,archive_development,2026-04-15_HappyValley,3,5,追風,0,60.0,60.0,57.7955,59.2652,59.3387,59.008,10,10,10
archive,archive_development,2026-04-15_HappyValley,3,6,極速滿貫,0,60.0,60.0,57.5181,59.1728,59.2554,58.8831,11,11,11
archive,archive_development,2026-04-15_HappyValley,3,7,紅磚戰士,0,60.0,60.0,61.8827,60.6275,60.5648,60.8472,4,4,4
archive,archive_development,2026-04-15_HappyValley,3,8,翠湖烈風,0,60.0,60.0,59.7198,59.9066,59.9159,59.8739,8,8,8
archive,archive_development,2026-04-15_HappyValley,3,9,至高心得,0,60.0,60.0,60.6712,60.2237,60.2014,60.302,6,6,6
archive,archive_development,2026-04-15_HappyValley,3,10,時間寶,0,60.0,60.0,65.3936,61.7977,61.6181,62.4271,1,1,1
archive,archive_development,2026-04-15_HappyValley,3,11,爆竹,0,60.0,60.0,62.3159,60.7719,60.6948,61.0422,2,2,2
archive,archive_development,2026-04-15_HappyValley,3,12,手到再來,0,60.0,60.0,55.9686,58.6563,58.7906,58.1859,12,12,12
archive,archive_development,2026-04-15_HappyValley,4,1,安可,0,60.0,60.0,67.4513,62.4835,62.2354,63.3531,1,1,1
archive,archive_development,2026-04-15_HappyValley,4,2,浪漫老撾,0,60.0,60.0,59.9202,59.9734,59.9761,59.9641,6,6,6
archive,archive_development,2026-04-15_HappyValley,4,3,大千氣象,0,60.0,60.0,62.3696,60.7898,60.7109,61.0663,4,4,4
archive,archive_development,2026-04-15_HappyValley,4,4,香港神駒,0,60.0,60.0,60.5257,60.1752,60.1577,60.2366,5,5,5
archive,archive_development,2026-04-15_HappyValley,4,5,蜜蜜送,0,60.0,60.0,57.5018,59.1673,59.2505,58.8758,10,10,10
archive,archive_development,2026-04-15_HappyValley,4,6,一支箭,0,60.0,60.0,57.8156,59.2719,59.3447,59.017,9,9,9
archive,archive_development,2026-04-15_HappyValley,4,7,獎星,0,60.0,60.0,62.7826,60.9274,60.8348,61.2522,3,3,3
archive,archive_development,2026-04-15_HappyValley,4,8,龍船快,0,60.0,60.0,52.055,57.3519,57.6165,56.4248,12,12,12
archive,archive_development,2026-04-15_HappyValley,4,9,君智盛,0,60.0,60.0,57.8249,59.275,59.3475,59.0212,8,8,8
archive,archive_development,2026-04-15_HappyValley,4,10,竣誠駒,0,60.0,60.0,62.8212,60.9403,60.8464,61.2695,2,2,2
archive,archive_development,2026-04-15_HappyValley,4,11,夢照發,0,60.0,60.0,57.366,59.1221,59.2098,58.8147,11,11,11
archive,archive_development,2026-04-15_HappyValley,4,12,揚威四海,0,60.0,60.0,58.1597,59.3866,59.4479,59.1719,7,7,7
archive,archive_development,2026-04-15_HappyValley,5,1,一起美麗,0,60.0,60.0,66.3752,62.1249,61.9126,62.8688,1,1,1
archive,archive_development,2026-04-15_HappyValley,5,2,極光之子,0,60.0,60.0,57.5422,59.1808,59.2627,58.894,9,9,9
archive,archive_development,2026-04-15_HappyValley,5,3,龍文鞭影,0,60.0,60.0,64.23,61.4099,61.269,61.9035,4,4,4
archive,archive_development,2026-04-15_HappyValley,5,4,做好自己,0,60.0,60.0,62.6468,60.8822,60.794,61.1911,6,6,6
archive,archive_development,2026-04-15_HappyValley,5,5,蓮冠皇,0,60.0,60.0,57.2694,59.0899,59.1808,58.7712,10,10,10
archive,archive_development,2026-04-15_HappyValley,5,6,將義,0,60.0,60.0,65.5251,61.8415,61.6575,62.4863,2,2,2
archive,archive_development,2026-04-15_HappyValley,5,7,加州活力,0,60.0,60.0,64.0667,61.3554,61.22,61.83,5,5,5
archive,archive_development,2026-04-15_HappyValley,5,8,巴閉仔,0,60.0,60.0,57.1338,59.0447,59.1401,58.7102,11,11,11
archive,archive_development,2026-04-15_HappyValley,5,9,時時開心,0,60.0,60.0,60.2431,60.081,60.0729,60.1094,8,8,8
archive,archive_development,2026-04-15_HappyValley,5,10,知道穩勝,0,60.0,60.0,61.2759,60.4253,60.3828,60.5742,7,7,7
archive,archive_development,2026-04-15_HappyValley,5,11,智多多寶,0,60.0,60.0,64.4744,61.4913,61.3423,62.0135,3,3,3
archive,archive_development,2026-04-15_HappyValley,6,1,馬達,0,60.0,60.0,60.0281,60.0094,60.0084,60.0126,7,7,7
archive,archive_development,2026-04-15_HappyValley,6,3,勇霸龍,0,60.0,60.0,60.7901,60.2633,60.237,60.3555,6,6,6
archive,archive_development,2026-04-15_HappyValley,6,5,金發盛世,0,60.0,60.0,65.9685,61.9893,61.7905,62.6858,2,2,2
archive,archive_development,2026-04-15_HappyValley,6,6,龍威心得,0,60.0,60.0,62.2658,60.7552,60.6797,61.0196,3,3,3
archive,archive_development,2026-04-15_HappyValley,6,7,方圓星,0,60.0,60.0,58.7047,59.5683,59.6114,59.4171,8,8,8
archive,archive_development,2026-04-15_HappyValley,6,8,川河石駒,0,60.0,60.0,62.0256,60.6751,60.6077,60.9115,5,5,5
archive,archive_development,2026-04-15_HappyValley,6,9,快樂神駒,0,60.0,60.0,62.0289,60.6762,60.6087,60.913,4,4,4
archive,archive_development,2026-04-15_HappyValley,6,10,歷勝,0,60.0,60.0,57.6095,59.2032,59.2828,58.9243,9,9,9
archive,archive_development,2026-04-15_HappyValley,6,11,賢者威楓,0,60.0,60.0,70.2295,63.4095,63.0688,64.6033,1,1,1
archive,archive_development,2026-04-15_HappyValley,6,12,飛越晨曦,0,60.0,60.0,57.1395,59.0466,59.1418,58.7128,10,10,10
archive,archive_development,2026-04-15_HappyValley,7,1,當家精彩,0,60.0,60.0,60.3929,60.131,60.1179,60.1768,8,8,8
archive,archive_development,2026-04-15_HappyValley,7,2,縱橫天下,0,60.0,60.0,64.7293,61.5763,61.4188,62.1282,2,2,2
archive,archive_development,2026-04-15_HappyValley,7,3,八仟好運,0,60.0,60.0,64.3795,61.4597,61.3139,61.9708,3,3,3
archive,archive_development,2026-04-15_HappyValley,7,4,團結戰靈,0,60.0,60.0,58.4524,59.4842,59.5357,59.3036,10,10,10
archive,archive_development,2026-04-15_HappyValley,7,5,彩虹七色,0,60.0,60.0,72.6145,64.2044,63.7844,65.6765,1,1,1
archive,archive_development,2026-04-15_HappyValley,7,6,星運少爵,0,60.0,60.0,62.0256,60.6751,60.6077,60.9115,6,6,6
archive,archive_development,2026-04-15_HappyValley,7,7,決一劍,0,60.0,60.0,62.3179,60.7726,60.6954,61.0431,4,4,4
archive,archive_development,2026-04-15_HappyValley,7,8,巴閉哥,0,60.0,60.0,56.6204,58.8736,58.9861,58.4792,12,12,12
archive,archive_development,2026-04-15_HappyValley,7,9,潮流勇駒,0,60.0,60.0,60.7901,60.2633,60.237,60.3555,7,7,7
archive,archive_development,2026-04-15_HappyValley,7,10,快又醒,0,60.0,60.0,59.1554,59.7185,59.7466,59.6199,9,9,9
archive,archive_development,2026-04-15_HappyValley,7,11,環球英雄,0,60.0,60.0,62.2658,60.7552,60.6797,61.0196,5,5,5
archive,archive_development,2026-04-15_HappyValley,7,12,加州得力,0,60.0,60.0,58.3264,59.4422,59.4979,59.2469,11,11,11
archive,archive_development,2026-04-15_HappyValley,8,1,銀進,0,60.0,60.0,64.23,61.4099,61.269,61.9035,3,3,3
archive,archive_development,2026-04-15_HappyValley,8,2,瑪瑙,0,60.0,60.0,62.3852,60.795,60.7156,61.0733,6,6,6
