dataset,split,meeting,race_number,horse_number,horse_name,is_debut,dim_speed_engine,dim_stability,dim_trainer_signal,score_balanced_core,score_stability_led,score_winner_guard,rank_balanced_core,rank_stability_led,rank_winner_guard
independent_recent,independent_recent,2026-06-07_ShaTin,5,1,開心宇宙,0,55.4838,66.7308,59.184,60.4657,62.2174,61.6477,6,3,4
independent_recent,independent_recent,2026-06-07_ShaTin,5,2,凱明神駒,0,61.35,64.1154,60.8522,62.1058,62.5834,62.2321,2,2,3
independent_recent,independent_recent,2026-06-07_ShaTin,5,3,超加加,0,56.6838,57.1923,70.9574,61.6107,61.2201,63.3103,4,5,2
independent_recent,independent_recent,2026-06-07_ShaTin,5,4,盈益善,0,55.7838,53.6538,57.3913,55.6097,55.201,55.6552,13,13,13
independent_recent,independent_recent,2026-06-07_ShaTin,5,5,精彩動力,0,56.0838,55.4615,63.7126,58.4191,58.0613,59.2678,11,11,10
independent_recent,independent_recent,2026-06-07_ShaTin,5,6,加州星馳,0,63.0286,62.9231,59.4255,61.7925,61.8949,61.365,3,4,5
independent_recent,independent_recent,2026-06-07_ShaTin,5,7,孤風潛影,0,57.5838,53.9615,50.2381,53.9282,53.5689,52.8293,14,14,14
independent_recent,independent_recent,2026-06-07_ShaTin,5,8,光明傳承,0,64.0203,60.4231,60.0,61.4814,61.0156,60.7723,5,7,6
independent_recent,independent_recent,2026-06-07_ShaTin,5,9,精明選擇,0,57.2838,69.0769,60.1983,62.1858,64.0547,63.3126,1,1,1
independent_recent,independent_recent,2026-06-07_ShaTin,5,10,艾莉奧,0,56.9838,59.9231,60.0,58.9688,59.3583,59.5168,9,8,9
independent_recent,independent_recent,2026-06-07_ShaTin,5,11,午夜快車,0,57.8838,65.6538,56.0123,59.8498,61.2074,60.1496,8,6,8
independent_recent,independent_recent,2026-06-07_ShaTin,5,12,北海盜,0,60.7178,60.9615,54.7537,58.8112,59.0504,58.1314,10,10,11
independent_recent,independent_recent,2026-06-07_ShaTin,5,13,保羅輝煌,0,56.3838,55.1923,59.4646,57.0135,56.7123,57.2936,12,12,12
independent_recent,independent_recent,2026-06-07_ShaTin,5,14,飛躍星伴,0,60.4179,54.7308,65.8965,60.3484,59.2179,60.6084,7,9,7
independent_recent,independent_recent,2026-06-07_ShaTin,6,1,雙星報喜,0,64.0203,56.8846,62.7751,61.2269,60.0789,60.6057,5,8,7
independent_recent,independent_recent,2026-06-07_ShaTin,6,2,睿智多寶,0,56.3838,65.2308,68.663,63.4252,64.4911,65.4482,1,1,1
independent_recent,independent_recent,2026-06-07_ShaTin,6,3,本領輝煌,0,55.4838,55.5385,66.6371,59.2194,58.8571,60.5247,10,10,8
independent_recent,independent_recent,2026-06-07_ShaTin,6,4,勤德天下,0,55.7838,60.0,58.1434,57.9755,58.5998,58.5321,12,11,12
independent_recent,independent_recent,2026-06-07_ShaTin,6,5,好運年,0,61.35,61.1923,58.3792,60.3073,60.3799,59.9501,8,6,9
independent_recent,independent_recent,2026-06-07_ShaTin,6,6,金鑽精靈,0,59.8178,65.3846,60.2563,61.8194,62.7328,62.2418,4,4,4
independent_recent,independent_recent,2026-06-07_ShaTin,6,7,部族高手,0,60.4179,61.6538,55.7505,59.2742,59.6356,58.8119,9,9,11
independent_recent,independent_recent,2026-06-07_ShaTin,6,8,彭玥,0,56.0838,56.1154,62.1478,58.1155,57.9188,58.8252,11,12,10
independent_recent,independent_recent,2026-06-07_ShaTin,6,9,愛心波,0,61.65,61.9615,59.481,61.0309,61.1551,60.7986,6,5,6
independent_recent,independent_recent,2026-06-07_ShaTin,6,10,捷威,0,61.05,56.9615,64.7936,60.935,60.1288,61.0992,7,7,5
independent_recent,independent_recent,2026-06-07_ShaTin,6,11,鴻圖大展,0,56.9838,52.1923,58.399,55.8585,55.0126,55.704,14,14,14
independent_recent,independent_recent,2026-06-07_ShaTin,6,12,君達得,0,60.1178,66.6923,59.8874,62.2323,63.3359,62.6439,3,3,3
independent_recent,independent_recent,2026-06-07_ShaTin,6,13,瀧澤飛駒,0,56.6838,67.8077,62.352,62.2806,63.9462,63.684,2,2,2
independent_recent,independent_recent,2026-06-07_ShaTin,6,14,平海之星,0,57.2838,52.3846,59.4361,56.3683,55.4799,56.2927,13,13,13
independent_recent,independent_recent,2026-06-07_ShaTin,7,1,玄宇宙,1,60.0,60.0,63.263,61.6315,61.6315,61.6315,5,5,4
independent_recent,independent_recent,2026-06-07_ShaTin,7,3,星光大道,0,62.0286,64.3889,64.7201,63.7124,64.0162,64.1839,2,1,2
independent_recent,independent_recent,2026-06-07_ShaTin,7,4,小魔怪,0,61.5953,65.7111,62.0895,63.1318,63.8015,63.464,3,2,3
independent_recent,independent_recent,2026-06-07_ShaTin,7,5,明德輝煌,0,59.7833,58.5417,63.9368,60.7538,60.4085,61.1557,6,7,6
independent_recent,independent_recent,2026-06-07_ShaTin,7,6,鋁主角,0,55.4838,57.375,59.6261,57.4948,57.6721,58.1043,9,9,9
independent_recent,independent_recent,2026-06-07_ShaTin,7,7,龍之尊,0,63.8036,60.3667,57.8112,60.6608,60.2874,59.7323,7,8,8
independent_recent,independent_recent,2026-06-07_ShaTin,7,8,應龍飛影,0,63.8036,63.7111,58.2209,61.9121,62.0825,61.2544,4,4,5
independent_recent,independent_recent,2026-06-07_ShaTin,7,9,勤德皆備,0,59.0178,59.4167,73.1079,63.847,63.4443,65.5179,1,3,1
independent_recent,independent_recent,2026-06-07_ShaTin,7,10,快樂高球,0,58.5845,62.2667,60.6705,60.507,61.0514,60.9961,8,6,7
independent_recent,independent_recent,2026-06-07_ShaTin,7,11,萬事勝利,0,55.9171,55.1389,59.3597,56.8051,56.5608,57.155,11,10,10
independent_recent,independent_recent,2026-06-07_ShaTin,7,12,牛精豪情,0,62.462,54.5278,54.8552,57.2822,56.2129,55.8653,10,11,11
independent_recent,independent_recent,2026-06-07_ShaTin,9,1,得道猴王,0,65.4821,59.8682,71.0098,65.4534,64.3335,65.724,1,3,1
independent_recent,independent_recent,2026-06-07_ShaTin,9,2,愛馬善,0,59.61,56.3545,59.8598,58.6082,58.0572,58.4202,11,10,11
independent_recent,independent_recent,2026-06-07_ShaTin,9,3,一馬當先,1,60.0,60.0,65.5246,62.7623,62.7623,62.7623,4,4,4
independent_recent,independent_recent,2026-06-07_ShaTin,9,4,星月飛雲,0,58.3028,61.9182,64.7201,61.6467,62.0357,62.6367,6,6,5
independent_recent,independent_recent,2026-06-07_ShaTin,9,5,超寫意,0,61.7686,63.8273,68.1604,64.5852,64.7155,65.4684,2,2,2
independent_recent,independent_recent,2026-06-07_ShaTin,9,6,㩒住贏,0,61.3786,62.4625,58.3114,60.7176,61.0004,60.4319,8,7,7
independent_recent,independent_recent,2026-06-07_ShaTin,9,7,安康萬里,0,58.3028,53.0045,63.571,58.2928,57.2341,58.5542,12,12,10
independent_recent,independent_recent,2026-06-07_ShaTin,9,8,高度評價,0,55.4838,58.4511,62.5851,58.8397,59.0978,59.8663,9,9,8
independent_recent,independent_recent,2026-06-07_ShaTin,9,9,勇闖高峰,0,65.8721,57.8182,59.5538,61.0818,59.9497,59.8073,7,8,9
independent_recent,independent_recent,2026-06-07_ShaTin,9,10,幸運多彩,0,63.2403,54.8455,58.0748,58.7207,57.4933,57.5579,10,11,12
independent_recent,independent_recent,2026-06-07_ShaTin,9,11,富國兄弟,0,62.1587,64.8773,58.6836,61.9066,62.4755,61.6823,5,5,6
independent_recent,independent_recent,2026-06-07_ShaTin,9,12,辣得準,0,59.22,66.3773,66.1301,63.9087,64.8717,65.1925,3,1,3
independent_recent,independent_recent,2026-06-07_ShaTin,10,1,風雲武士,0,62.6196,54.0909,61.1973,59.3029,57.9286,58.5681,10,10,10
independent_recent,independent_recent,2026-06-07_ShaTin,10,2,競駿輝煌,0,58.4045,64.1818,70.3539,64.3128,64.878,66.0926,2,2,2
independent_recent,independent_recent,2026-06-07_ShaTin,10,3,維港智能,0,61.2014,56.1818,69.3046,62.2292,61.1226,62.84,4,7,4
independent_recent,independent_recent,2026-06-07_ShaTin,10,4,美麗星晨,0,63.6657,60.7273,61.5502,61.9812,61.5618,61.5384,5,5,6
independent_recent,independent_recent,2026-06-07_ShaTin,10,5,魔術控制,0,64.0203,56.5909,62.0895,60.9005,59.7264,60.1797,9,9,9
independent_recent,independent_recent,2026-06-07_ShaTin,10,6,扶搖勢勁,0,61.9105,70.0,64.9754,65.6283,66.8747,66.5255,1,1,1
independent_recent,independent_recent,2026-06-07_ShaTin,10,7,鈦易搵,0,58.05,52.9545,58.6635,56.5561,55.6863,56.2879,12,12,12
independent_recent,independent_recent,2026-06-07_ShaTin,10,8,喜慶寶,0,60.8468,67.5455,61.676,63.3558,64.4449,63.8994,3,3,3
independent_recent,independent_recent,2026-06-07_ShaTin,10,9,威利金箭,0,62.265,60.5,61.6672,61.4775,61.2032,61.29,6,6,8
independent_recent,independent_recent,2026-06-07_ShaTin,10,10,巴基之勝,0,61.5559,58.9091,63.815,61.4267,60.9102,61.5138,7,8,7
independent_recent,independent_recent,2026-06-07_ShaTin,10,11,英雄豪傑,0,58.7591,53.1364,59.0349,56.977,56.0305,56.6341,11,11,11
independent_recent,independent_recent,2026-06-07_ShaTin,10,12,好評如潮,0,59.1136,65.1818,59.4851,61.26,62.2591,61.7081,8,4,5
independent_recent,independent_recent,2026-06-07_ShaTin,11,1,潮州精神,0,62.3536,52.9679,60.0115,58.4447,56.9581,57.5454,9,13,12
independent_recent,independent_recent,2026-06-07_ShaTin,11,2,魅力奔騰,0,60.325,58.5385,65.1402,61.3345,60.8763,61.7772,5,6,4
independent_recent,independent_recent,2026-06-07_ShaTin,11,3,一世美麗,0,65.8721,67.2917,77.8581,70.3402,70.1777,71.8336,1,1,1
independent_recent,independent_recent,2026-06-07_ShaTin,11,4,傑出雷霆,0,60.65,66.484,61.5485,62.8939,63.8366,63.3879,2,2,3
independent_recent,independent_recent,2026-06-07_ShaTin,11,5,自動自覺,0,56.4588,61.1923,57.3022,58.3176,59.0786,58.7317,11,8,9
independent_recent,independent_recent,2026-06-07_ShaTin,11,6,三甲之星,0,59.3428,63.7821,58.7324,60.619,61.3793,60.8438,6,5,6
independent_recent,independent_recent,2026-06-07_ShaTin,11,7,超輕鬆,0,59.6679,62.9487,65.3295,62.6484,63.0068,63.5279,3,3,2
independent_recent,independent_recent,2026-06-07_ShaTin,11,8,勁無限,0,55.8088,58.6587,60.7604,58.409,58.7192,59.177,10,9,8
independent_recent,independent_recent,2026-06-07_ShaTin,11,9,勝兄弟,1,60.0,60.0,56.2661,58.133,58.133,58.133,12,11,10
independent_recent,independent_recent,2026-06-07_ShaTin,11,10,勁駿騰飛,0,63.3702,60.9503,61.6965,62.0058,61.6581,61.6491,4,4,5
independent_recent,independent_recent,2026-06-07_ShaTin,11,11,龍文瑞安,0,56.1338,59.0753,55.1938,56.8009,57.3225,56.8874,13,12,13
independent_recent,independent_recent,2026-06-07_ShaTin,11,12,肯佩斯,0,56.7838,62.4327,60.6575,59.9577,60.7704,60.7865,7,7,7
independent_recent,independent_recent,2026-06-07_ShaTin,11,13,和光同塵,0,55.4838,55.0096,58.9265,56.4732,56.2795,56.8433,14,14,14
independent_recent,independent_recent,2026-06-07_ShaTin,11,14,自力更生,0,63.6952,56.7179,57.3733,59.2626,58.31,58.0594,8,10,11
independent_recent,independent_recent,2026-06-10_HappyValley,1,1,竣誠駒,0,56.1929,67.5,68.3511,64.0139,65.4939,66.1869,1,1,1
independent_recent,independent_recent,2026-06-10_HappyValley,1,2,家樂寶駒,0,64.0203,53.3636,59.3032,58.8962,57.2768,57.6349,5,11,10
independent_recent,independent_recent,2026-06-10_HappyValley,1,3,揚威四海,0,57.6111,57.0909,58.1597,57.6206,57.5156,57.6499,11,9,9
independent_recent,independent_recent,2026-06-10_HappyValley,1,4,至高心得,0,57.9656,55.6818,59.6757,57.7744,57.3367,57.8216,9,10,8
independent_recent,independent_recent,2026-06-10_HappyValley,1,5,君智盛,0,55.4838,61.5909,57.8264,58.3001,59.2401,58.9808,8,5,6
independent_recent,independent_recent,2026-06-10_HappyValley,1,6,幸運福星,0,56.902,58.0,58.1031,57.6683,57.8113,57.8817,10,7,7
independent_recent,independent_recent,2026-06-10_HappyValley,1,7,幸運同行,0,58.3202,64.0909,58.7548,60.3884,61.3359,60.8241,4,4,4
independent_recent,independent_recent,2026-06-10_HappyValley,1,8,開心三多,0,55.8383,69.4545,63.3272,62.8726,64.8931,64.6548,2,2,2
independent_recent,independent_recent,2026-06-10_HappyValley,1,9,風雲,0,61.5955,56.4091,56.9788,58.3281,57.6173,57.4434,7,8,11
independent_recent,independent_recent,2026-06-10_HappyValley,1,10,龍又生,0,60.9088,65.5909,57.0096,61.1697,62.0801,61.027,3,3,3
independent_recent,independent_recent,2026-06-10_HappyValley,1,11,金德義,0,56.5474,58.3636,60.5042,58.4715,58.6425,59.0544,6,6,5
independent_recent,independent_recent,2026-06-10_HappyValley,1,12,同寶寶,0,57.2565,52.8636,56.9435,55.688,54.9661,55.3585,12,12,12
independent_recent,independent_recent,2026-06-10_HappyValley,2,1,高高至高,0,60.3178,59.8889,63.5424,61.2496,61.0707,61.5973,4,4,4
independent_recent,independent_recent,2026-06-10_HappyValley,2,2,驍將,0,62.8953,59.8333,59.2783,60.6692,60.2792,60.0429,5,5,5
independent_recent,independent_recent,2026-06-10_HappyValley,2,3,巴閉仔,0,63.3286,57.0,57.9423,59.424,58.5484,58.3733,6,7,7
independent_recent,independent_recent,2026-06-10_HappyValley,2,5,大千氣象,0,59.8845,65.8333,64.2345,63.3171,64.1639,64.2215,1,2,1
independent_recent,independent_recent,2026-06-10_HappyValley,2,6,得意佳作,0,58.5845,64.1667,62.5066,61.7523,62.5522,62.5823,3,3,3
independent_recent,independent_recent,2026-06-10_HappyValley,2,7,準希望,0,62.462,55.7778,58.1026,58.7812,57.8121,57.8266,7,8,8
independent_recent,independent_recent,2026-06-10_HappyValley,2,8,怪獸波士,0,55.4838,52.4444,60.8548,56.2609,55.5754,56.685,10,10,10
independent_recent,independent_recent,2026-06-10_HappyValley,2,10,寶成智星,0,55.9171,60.6667,58.0123,58.1985,58.9205,58.7598,8,6,6
independent_recent,independent_recent,2026-06-10_HappyValley,2,11,多利神駒,0,59.0178,68.5,62.0531,63.1899,64.6695,64.1766,2,1,2
independent_recent,independent_recent,2026-06-10_HappyValley,2,12,極速滿貫,0,59.4512,55.8889,56.8467,57.3958,56.8887,56.8543,9,9,9
independent_recent,independent_recent,2026-06-10_HappyValley,3,1,新力好,0,58.4269,66.1818,58.7251,61.111,62.3938,61.663,4,1,4
independent_recent,independent_recent,2026-06-10_HappyValley,3,2,縱橫天下,0,58.0724,62.0909,64.7293,61.6305,62.0787,62.6754,2,3,1
independent_recent,independent_recent,2026-06-10_HappyValley,3,3,牛精新星,0,59.8227,62.5,55.9564,59.4264,60.0015,59.1538,8,6,8
independent_recent,independent_recent,2026-06-10_HappyValley,3,4,良言一句,0,55.4838,56.3182,58.9472,56.9163,56.94,57.3761,12,11,11
independent_recent,independent_recent,2026-06-10_HappyValley,3,5,勝多多,0,60.1773,54.1818,69.3258,61.2282,59.9241,61.8959,3,7,3
independent_recent,independent_recent,2026-06-10_HappyValley,3,6,棉棉日上,0,63.3112,58.6818,55.7038,59.2327,58.7143,58.0361,9,10,10
independent_recent,independent_recent,2026-06-10_HappyValley,3,7,豪邁先登,0,62.265,58.2955,60.4473,60.3361,59.7349,59.8592,6,8,7
independent_recent,independent_recent,2026-06-10_HappyValley,3,8,風火猴王,0,59.4682,57.8182,60.1043,59.1303,58.834,59.0944,10,9,9
independent_recent,independent_recent,2026-06-10_HappyValley,3,9,良駒好友,0,61.9105,62.5455,57.3971,60.6178,60.874,60.1335,5,4,5
independent_recent,independent_recent,2026-06-10_HappyValley,3,10,銀刺勇士,0,63.6657,61.5909,62.0301,62.429,62.1376,62.0998,1,2,2
independent_recent,independent_recent,2026-06-10_HappyValley,3,11,友得盈,0,59.1136,63.0909,57.3439,59.8494,60.5713,59.9082,7,5,6
independent_recent,independent_recent,2026-06-10_HappyValley,3,12,旭能精英,0,65.8721,52.3182,56.2075,58.1334,56.1958,56.1015,11,12,12
independent_recent,independent_recent,2026-06-10_HappyValley,4,1,凝聚美麗,0,62.9369,63.8384,62.5799,63.1184,63.2805,63.1369,2,2,2
independent_recent,independent_recent,2026-06-10_HappyValley,4,2,紅錢到,0,61.162,68.5,55.3551,61.6723,63.0889,61.4841,5,3,5
independent_recent,independent_recent,2026-06-10_HappyValley,4,3,鴻圖新星,0,64.0203,61.3939,63.0526,62.8224,62.4168,62.5343,3,5,3
independent_recent,independent_recent,2026-06-10_HappyValley,4,4,老鼠斑,0,60.7286,61.1136,61.6209,61.1543,61.1888,61.2841,6,6,6
independent_recent,independent_recent,2026-06-10_HappyValley,4,5,美麗登場,0,60.2953,63.8939,70.2436,64.8105,65.0791,66.2115,1,1,1
independent_recent,independent_recent,2026-06-10_HappyValley,4,6,乾坤圈,1,60.0,60.0,60.7294,60.3647,60.3647,60.3647,8,7,7
independent_recent,independent_recent,2026-06-10_HappyValley,4,7,擅搏,1,60.0,60.0,59.3796,59.6898,59.6898,59.6898,9,8,9
independent_recent,independent_recent,2026-06-10_HappyValley,4,8,天火同人,0,63.5869,63.4697,61.1963,62.7511,62.8111,62.4643,4,4,4
independent_recent,independent_recent,2026-06-10_HappyValley,4,9,馬運高,0,55.9171,57.1326,53.4831,55.511,55.7946,55.308,12,11,12
independent_recent,independent_recent,2026-06-10_HappyValley,4,10,福進,0,62.9369,53.0657,65.5993,60.5342,58.8,60.1865,7,10,8
independent_recent,independent_recent,2026-06-10_HappyValley,4,11,巴閉哥,0,55.4838,52.8636,59.3781,55.9085,55.342,56.1882,11,12,11
independent_recent,independent_recent,2026-06-10_HappyValley,4,12,萬眾開心,0,61.5953,58.3636,58.2667,59.4088,58.9809,58.8047,10,9,10
independent_recent,independent_recent,2026-06-10_HappyValley,5,1,上浦福旺,0,60.1773,62.9091,58.1645,60.4169,60.9394,60.3643,4,5,5
independent_recent,independent_recent,2026-06-10_HappyValley,5,2,競駿良駒,0,56.1929,64.5,58.687,59.7929,61.0947,60.6381,8,4,4
independent_recent,independent_recent,2026-06-10_HappyValley,5,3,紅海勁,0,60.7091,56.3182,63.5184,60.182,59.3564,60.2169,5,8,7
independent_recent,independent_recent,2026-06-10_HappyValley,5,4,勁步速,0,62.9741,53.1364,55.6865,57.2662,55.869,55.7596,10,12,12
independent_recent,independent_recent,2026-06-10_HappyValley,5,5,有情有義,0,60.7091,67.9545,64.2345,64.299,65.3894,65.1937,2,1,2
independent_recent,independent_recent,2026-06-10_HappyValley,5,6,追風,0,63.3286,61.6818,70.9306,65.3135,64.7858,66.0908,1,2,1
independent_recent,independent_recent,2026-06-10_HappyValley,5,7,活力精神,0,59.136,61.0,60.0085,60.0481,60.3298,60.2742,7,6,6
independent_recent,independent_recent,2026-06-10_HappyValley,5,8,決一劍,0,62.6196,59.9091,57.8373,60.1222,59.8297,59.3834,6,7,9
independent_recent,independent_recent,2026-06-10_HappyValley,5,9,萬里鵬躍,0,55.8383,54.2727,59.8342,56.6483,56.2543,57.0102,11,11,10
independent_recent,independent_recent,2026-06-10_HappyValley,5,10,紅磚戰士,0,58.7815,56.8182,61.9129,59.1708,58.7393,59.4053,9,9,8
independent_recent,independent_recent,2026-06-10_HappyValley,5,11,前衛火影,0,55.4838,55.9545,57.8099,56.416,56.417,56.7188,12,10,11
independent_recent,independent_recent,2026-06-10_HappyValley,5,12,爆竹,0,59.8227,65.5455,62.3159,62.5611,63.4321,63.2338,3,3,3
independent_recent,independent_recent,2026-06-10_HappyValley,6,1,維港激流,0,63.2403,67.2455,59.4312,63.3057,64.1002,63.1283,2,2,2
independent_recent,independent_recent,2026-06-10_HappyValley,6,2,巴閉王,0,59.22,67.65,60.0955,62.3215,63.6977,62.986,3,3,3
independent_recent,independent_recent,2026-06-10_HappyValley,6,3,風采人生,0,58.83,64.0455,62.0301,61.6349,62.3978,62.3562,5,4,5
independent_recent,independent_recent,2026-06-10_HappyValley,6,4,日馳千里,0,63.6302,56.7818,62.2711,60.8946,59.7983,60.2792,6,7,7
independent_recent,independent_recent,2026-06-10_HappyValley,6,5,新力,0,61.7686,62.1727,58.5841,60.8419,61.0153,60.4972,7,6,6
independent_recent,independent_recent,2026-06-10_HappyValley,6,6,財駿快駒,1,60.0,60.0,56.0585,58.0293,58.0293,58.0293,11,10,10
independent_recent,independent_recent,2026-06-10_HappyValley,6,7,螢影飛馳,0,65.8721,53.0545,59.0729,59.3338,57.4235,57.6854,8,11,11
independent_recent,independent_recent,2026-06-10_HappyValley,6,8,烈焰光芒,0,58.1078,64.1727,69.3258,63.8682,64.5057,65.5819,1,1,1
independent_recent,independent_recent,2026-06-10_HappyValley,6,9,方圓星,0,62.1587,53.3545,58.2526,57.9224,56.5848,56.8793,12,12,12
independent_recent,independent_recent,2026-06-10_HappyValley,6,10,雷神太保,0,55.4838,59.7818,59.0941,58.1196,58.7159,58.8276,10,8,9
independent_recent,independent_recent,2026-06-10_HappyValley,6,11,智勝攻略,0,61.3786,58.8318,66.1757,62.1286,61.5443,62.5186,4,5,4
independent_recent,independent_recent,2026-06-10_HappyValley,6,12,星威心得,0,59.61,55.4545,62.2704,59.1117,58.3304,59.145,9,9,8
independent_recent,independent_recent,2026-06-10_HappyValley,7,1,快路,0,64.0203,55.8636,62.8149,60.8999,59.5803,60.2152,5,8,8
independent_recent,independent_recent,2026-06-10_HappyValley,7,2,川河耀駒,0,62.265,57.5909,59.3032,59.72,59.0394,59.0626,10,10,11
independent_recent,independent_recent,2026-06-10_HappyValley,7,3,豐辰,0,61.9105,65.8636,58.3484,62.0408,62.8184,61.8888,3,3,4
independent_recent,independent_recent,2026-06-10_HappyValley,7,4,有財有勢,0,62.6196,54.8636,63.9159,60.4666,59.1305,60.1005,6,9,9
independent_recent,independent_recent,2026-06-10_HappyValley,7,5,極光之子,0,58.4269,56.0455,66.7865,60.4194,59.7441,61.2362,7,7,6
independent_recent,independent_recent,2026-06-10_HappyValley,7,6,凡凡有餘,0,59.136,68.8636,58.6392,62.2126,63.8508,62.8035,2,1,2
independent_recent,independent_recent,2026-06-10_HappyValley,7,7,紫荊拼搏,0,55.8383,63.9545,61.0473,60.2796,61.4591,61.4288,9,5,5
independent_recent,independent_recent,2026-06-10_HappyValley,7,8,勁好運,0,62.9741,63.5,63.2306,63.2349,63.314,63.2999,1,2,1
independent_recent,independent_recent,2026-06-10_HappyValley,7,9,優才,0,59.8227,56.7727,61.1568,59.2508,58.6979,59.203,11,11,10
independent_recent,independent_recent,2026-06-10_HappyValley,7,10,大千雄心,0,58.7815,64.4091,62.3741,61.8546,62.6731,62.6492,4,4,3
independent_recent,independent_recent,2026-06-10_HappyValley,7,11,將義,0,60.1773,59.9545,61.0024,60.378,60.3134,60.4595,8,6,7
independent_recent,independent_recent,2026-06-10_HappyValley,7,12,妙算強人,0,55.4838,54.2386,58.6107,56.111,55.7993,56.3928,12,12,12
independent_recent,independent_recent,2026-06-10_HappyValley,8,1,志滿同行,0,63.6302,67.7636,68.0193,66.4707,67.0136,67.2587,1,1,1
independent_recent,independent_recent,2026-06-10_HappyValley,8,2,馭跑得,0,58.4978,58.3364,66.7422,61.1919,60.8904,62.1432,4,5,4
independent_recent,independent_recent,2026-06-10_HappyValley,8,3,飲杯,0,58.8879,52.7364,59.8889,57.1712,56.1125,56.8778,10,10,10
independent_recent,independent_recent,2026-06-10_HappyValley,8,4,粵港資駒,0,61.7686,60.3364,61.075,61.0601,60.8444,60.8836,5,6,6
independent_recent,independent_recent,2026-06-10_HappyValley,8,5,弦力寶,0,55.4838,62.5591,64.2898,60.777,61.6633,62.2766,7,4,3
independent_recent,independent_recent,2026-06-10_HappyValley,8,6,晶晶日上,0,60.9886,65.5091,61.5035,62.6669,63.4033,63.0285,2,2,2
independent_recent,independent_recent,2026-06-10_HappyValley,8,7,上海勇士,1,60.0,60.0,57.9264,58.9632,58.9632,58.9632,9,8,8
independent_recent,independent_recent,2026-06-10_HappyValley,8,8,財將,0,65.8721,65.0,55.9564,62.2765,62.4613,61.0612,3,3,5
independent_recent,independent_recent,2026-06-10_HappyValley,8,9,電訊巴打,0,55.8738,54.1955,55.5654,55.2116,54.9421,55.0637,12,12,12
independent_recent,independent_recent,2026-06-10_HappyValley,8,10,沙井之友,0,62.1587,57.1955,58.5645,59.3065,58.5988,58.556,8,9,9
independent_recent,independent_recent,2026-06-10_HappyValley,8,11,椒椒醒,0,61.3786,53.4455,56.1546,56.9933,55.8448,55.8546,11,11,11
independent_recent,independent_recent,2026-06-10_HappyValley,8,12,太子,0,62.5486,60.7864,59.1077,60.8144,60.6352,60.2953,6,7,7
independent_recent,independent_recent,2026-06-10_HappyValley,9,1,東來欣賞,0,62.1587,67.6955,59.0343,62.9628,63.9898,62.9674,1,1,1
independent_recent,independent_recent,2026-06-10_HappyValley,9,2,健康快車,0,55.4838,59.8864,62.2418,59.2036,59.7125,60.2859,10,7,6
independent_recent,independent_recent,2026-06-10_HappyValley,9,3,北地烈馬,0,62.5486,58.1818,58.4296,59.7203,59.1295,58.9483,8,10,10
independent_recent,independent_recent,2026-06-10_HappyValley,9,4,馬達,0,63.3286,57.4364,59.4808,60.0823,59.2282,59.2402,6,9,8
independent_recent,independent_recent,2026-06-10_HappyValley,9,5,大愛無疆,0,59.61,63.7955,61.8966,61.7672,62.3887,62.3132,3,4,3
independent_recent,independent_recent,2026-06-10_HappyValley,9,6,勇霸龍,0,60.0,65.6955,58.9425,61.5458,62.5305,61.8023,4,3,4
independent_recent,independent_recent,2026-06-10_HappyValley,9,7,好吉利高,0,60.39,58.9511,59.1077,59.483,59.2859,59.2374,9,8,9
independent_recent,independent_recent,2026-06-10_HappyValley,9,8,捷駿,0,60.0,60.0,59.2206,59.7402,59.7662,59.6493,7,6,7
independent_recent,independent_recent,2026-06-10_HappyValley,9,9,多威心得,0,58.83,54.3545,62.0386,58.4077,57.5548,58.4837,11,11,11
independent_recent,independent_recent,2026-06-10_HappyValley,9,10,銳喜,0,55.8738,58.4511,55.5654,56.63,57.0699,56.7659,12,12,12
independent_recent,independent_recent,2026-06-10_HappyValley,9,11,觀眾之力,0,62.9386,58.7455,62.0301,61.2382,60.5695,60.8525,5,5,5
independent_recent,independent_recent,2026-06-10_HappyValley,9,12,當家精彩,0,59.22,67.1455,60.3929,62.2525,63.5346,62.918,2,2,2
independent_recent,independent_recent,2026-06-13_ShaTin,1,1,禪勝閃亮,0,62.7202,60.5208,56.8231,60.0216,59.8514,59.1867,3,3,5
independent_recent,independent_recent,2026-06-13_ShaTin,1,2,龍騰盛世,1,60.0,60.0,55.2186,57.6093,57.6093,57.6093,7,7,6
independent_recent,independent_recent,2026-06-13_ShaTin,1,3,機緣燦爛,1,60.0,60.0,59.229,59.6145,59.6145,59.6145,4,4,2
independent_recent,independent_recent,2026-06-13_ShaTin,1,4,銳行星,0,57.7178,58.5,60.6185,58.9453,58.9791,59.336,5,5,4
independent_recent,independent_recent,2026-06-13_ShaTin,1,5,紅悅舍,0,61.4202,58.625,54.3736,58.1399,57.9086,57.1312,6,6,7
independent_recent,independent_recent,2026-06-13_ShaTin,1,6,星球勇士,1,60.0,60.0,66.0391,63.0196,63.0196,63.0196,1,1,1
independent_recent,independent_recent,2026-06-13_ShaTin,1,7,量子猴王,0,65.8721,61.3542,55.5007,60.9095,60.5017,59.3978,2,2,3
independent_recent,independent_recent,2026-06-13_ShaTin,2,1,海王,0,55.4838,55.55,57.4814,56.1717,56.1162,56.4092,11,11,11
