dataset,split,meeting,race_number,horse_number,horse_name,is_debut,current_horse_health,rebuilt_readiness_risk,readiness_reliability,current_trainer_signal,trainer_reliability,score_pure_scaffold,adjusted_health_readiness_slot_only,adjusted_trainer_readiness_slot_only,score_readiness_slot_only,adjusted_health_trainer_reliability_shrink_only,adjusted_trainer_trainer_reliability_shrink_only,score_trainer_reliability_shrink_only,adjusted_health_readiness_plus_trainer_shrink,adjusted_trainer_readiness_plus_trainer_shrink,score_readiness_plus_trainer_shrink,rank_pure_scaffold,rank_readiness_slot_only,rank_trainer_reliability_shrink_only,rank_readiness_plus_trainer_shrink
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,9,4,傑出雷霆,0,66.11,61.0,0.5,67.74,0.7451,69.4242,61.0,67.74,69.231,66.11,65.7671,68.9883,61.0,65.7671,68.7952,1,1,1,1
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,9,5,國千金,0,68.28,60.5,0.5,60.2,0.5486,61.7663,60.5,60.2,61.4722,68.28,60.1097,61.7463,60.5,60.1097,61.4523,9,9,9,9
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,9,6,丞匡掠影,0,70.72,64.0,1.0,57.88,0.6589,57.7088,64.0,57.88,57.4548,70.72,58.6031,57.8685,64.0,58.6031,57.6145,11,11,12,11
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,9,7,駿毅快車,0,70.11,64.0,1.0,59.4,0.8064,65.8984,64.0,59.4,65.6675,70.11,59.5162,65.9241,64.0,59.5162,65.6931,3,3,3,3
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,9,8,龍城精將,0,67.36,58.5,1.0,56.53,0.3738,57.4047,58.5,56.53,57.0698,67.36,58.7029,57.8847,58.5,58.7029,57.5498,12,12,11,12
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,9,9,逍遙騎士,0,70.72,64.0,1.0,59.08,0.7941,59.7234,64.0,59.08,59.4694,70.72,59.2694,59.7653,64.0,59.2694,59.5112,10,10,10,10
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,9,10,佛亮老撾,0,61.22,61.0,0.5,62.44,0.8485,64.4351,61.0,62.44,64.4268,61.22,62.0703,64.3534,61.0,62.0703,64.3451,5,5,6,5
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,9,11,繼往開來,0,72.75,63.5,1.0,61.93,0.6946,67.1066,63.5,61.93,66.7569,72.75,61.3406,66.9764,63.5,61.3406,66.6267,2,2,2,2
external_2026_07_15,external_2026_07_15,2026-07-15_HappyValley,9,12,勇冠群英,0,67.83,60.5,0.5,53.88,0.7625,64.2063,60.5,53.88,63.9292,67.83,55.3335,64.5274,60.5,55.3335,64.2503,6,6,5,6
independent_recent,independent_recent,2026-05-27_HappyValley,1,1,勇敢孖寶,0,67.9,62.5,1.0,77.34,0.7451,67.4152,62.5,77.34,67.2111,67.9,72.92,66.4389,62.5,72.92,66.2347,3,3,3,3
independent_recent,independent_recent,2026-05-27_HappyValley,1,2,魅力星,0,61.03,60.0,1.0,79.53,0.7942,70.7011,60.0,79.53,70.6621,61.03,75.5107,69.8132,60.0,75.5107,69.7743,2,2,1,1
independent_recent,independent_recent,2026-05-27_HappyValley,1,3,洛河,0,62.67,53.0,1.0,75.0,0.5223,66.6386,53.0,75.0,66.2731,62.67,67.8345,65.0557,53.0,67.8345,64.6902,4,4,6,6
independent_recent,independent_recent,2026-05-27_HappyValley,1,4,喜行,0,63.23,61.0,0.5,73.71,0.6779,64.3138,61.0,73.71,64.2295,63.23,69.294,63.3383,61.0,69.294,63.254,8,8,8,8
independent_recent,independent_recent,2026-05-27_HappyValley,1,5,飛越晨曦,0,63.78,57.0,1.0,70.75,0.7138,64.5105,57.0,70.75,64.2543,63.78,67.6733,63.8309,57.0,67.6733,63.5746,7,7,7,7
independent_recent,independent_recent,2026-05-27_HappyValley,1,6,五福星,0,65.42,58.0,1.0,75.33,0.7428,62.5098,58.0,75.33,62.2294,65.42,71.3871,61.6388,58.0,71.3871,61.3584,10,10,10,10
independent_recent,independent_recent,2026-05-27_HappyValley,1,7,建測精英,0,61.5,58.5,1.0,72.75,0.7513,61.6708,58.5,72.75,61.5574,61.5,69.5791,60.9704,58.5,69.5791,60.857,11,11,11,11
independent_recent,independent_recent,2026-05-27_HappyValley,1,8,鑽得勝,0,71.95,65.0,1.0,85.83,0.5903,71.1103,65.0,85.83,70.8476,71.95,75.2474,68.7726,65.0,75.2474,68.5099,1,1,2,2
independent_recent,independent_recent,2026-05-27_HappyValley,1,9,本能,0,68.38,60.0,1.0,68.5,0.5364,66.3499,60.0,68.5,66.0331,68.38,64.5594,65.4794,60.0,64.5594,65.1627,6,6,4,4
independent_recent,independent_recent,2026-05-27_HappyValley,1,10,星之願,0,67.53,60.5,0.5,79.53,0.7113,66.4491,60.5,79.53,66.1834,67.53,73.8917,65.2036,60.5,73.8917,64.9379,5,5,5,5
independent_recent,independent_recent,2026-05-27_HappyValley,1,11,東方福寶,0,71.85,60.0,1.0,67.15,0.8064,60.6918,60.0,67.15,60.2439,71.85,65.7658,60.386,60.0,65.7658,59.9381,12,12,12,12
independent_recent,independent_recent,2026-05-27_HappyValley,1,12,威德勇士,0,71.58,59.0,1.0,66.7,0.5631,63.5669,59.0,66.7,63.0914,71.58,63.7728,62.9203,59.0,63.7728,62.4448,9,9,9,9
independent_recent,independent_recent,2026-05-27_HappyValley,2,1,管之友,0,66.8,62.5,1.0,84.18,0.4176,72.1238,62.5,84.18,71.9613,66.8,70.0976,69.013,62.5,70.0976,68.8505,1,1,1,1
independent_recent,independent_recent,2026-05-27_HappyValley,2,2,揚威四海,0,66.55,61.0,0.5,70.0,0.3877,61.8826,61.0,70.0,61.6728,66.55,63.877,60.53,61.0,63.877,60.3202,10,10,10,10
independent_recent,independent_recent,2026-05-27_HappyValley,2,3,香港精神,0,66.28,60.5,0.5,70.0,0.2282,61.2744,60.5,70.0,61.0559,66.28,62.282,59.5695,60.5,62.282,59.351,11,11,12,12
independent_recent,independent_recent,2026-05-27_HappyValley,2,4,架勢奇爸,0,68.38,59.0,1.0,70.0,0.2572,67.3436,59.0,70.0,66.9891,68.38,62.572,65.7028,59.0,62.572,65.3482,4,4,4,4
independent_recent,independent_recent,2026-05-27_HappyValley,2,5,十力,0,67.8,61.0,0.5,72.25,0.3354,68.0504,61.0,72.25,67.7934,67.8,64.1086,66.252,61.0,64.1086,65.9949,3,3,3,3
independent_recent,independent_recent,2026-05-27_HappyValley,2,6,開心三多,0,68.38,59.0,1.0,74.18,0.3103,63.2939,59.0,74.18,62.9394,68.38,64.4001,61.1335,59.0,64.4001,60.779,9,8,9,9
independent_recent,independent_recent,2026-05-27_HappyValley,2,7,捷足奔馳,0,68.1,57.0,1.0,72.75,0.3052,69.5858,57.0,72.75,69.1662,68.1,63.8913,67.6289,57.0,63.8913,67.2093,2,2,2,2
independent_recent,independent_recent,2026-05-27_HappyValley,2,8,幸運同行,0,71.95,63.5,1.0,83.95,0.4833,64.3343,63.5,83.95,64.0149,71.95,71.575,61.6007,63.5,71.575,61.2813,7,7,8,8
independent_recent,independent_recent,2026-05-27_HappyValley,2,9,美麗多盈,0,72.95,61.5,1.0,66.79,0.4983,60.6678,61.5,66.79,60.235,72.95,63.3835,59.9153,61.5,63.3835,59.4825,12,12,11,11
independent_recent,independent_recent,2026-05-27_HappyValley,2,10,皇金風速,0,73.5,62.5,1.0,68.99,0.401,65.6895,62.5,68.99,65.2737,73.5,63.605,64.5,62.5,63.605,64.0842,6,6,6,6
independent_recent,independent_recent,2026-05-27_HappyValley,2,11,幻影旋風,0,74.05,64.0,1.0,68.17,0.3894,63.318,64.0,68.17,62.9381,74.05,63.1814,62.216,64.0,63.1814,61.8361,8,9,7,7
independent_recent,independent_recent,2026-05-27_HappyValley,2,12,同寶寶,0,74.05,63.5,1.0,72.25,0.4458,66.7089,63.5,72.25,66.3102,74.05,65.4611,65.2093,63.5,65.4611,64.8105,5,5,5,5
independent_recent,independent_recent,2026-05-27_HappyValley,3,1,魅力知耀,0,64.58,61.0,0.5,83.8,0.7954,72.4819,61.0,83.8,72.3466,64.58,78.9305,71.4063,61.0,78.9305,71.2709,1,1,1,1
independent_recent,independent_recent,2026-05-27_HappyValley,3,2,高高至高,0,68.45,64.0,1.0,70.9,0.7742,66.2325,64.0,70.9,66.0643,68.45,68.4388,65.6888,64.0,68.4388,65.5206,7,7,6,6
independent_recent,independent_recent,2026-05-27_HappyValley,3,3,大千雄心,0,67.35,61.5,1.0,83.65,0.5106,67.9062,61.5,83.65,67.6851,67.35,72.0757,65.3494,61.5,72.0757,65.1283,5,5,7,7
independent_recent,independent_recent,2026-05-27_HappyValley,3,4,香港神駒,0,65.42,60.5,0.5,75.45,0.6463,65.2583,60.5,75.45,65.0723,65.42,69.9853,64.0511,60.5,69.9853,63.8652,10,9,10,9
independent_recent,independent_recent,2026-05-27_HappyValley,3,5,爆出美麗,0,70.33,61.0,0.5,70.0,0.5602,63.9311,61.0,70.0,63.5784,70.33,65.602,62.9596,61.0,65.602,62.6069,11,11,11,11
independent_recent,independent_recent,2026-05-27_HappyValley,3,6,紅衣醒目,0,69.48,59.0,1.0,80.73,0.6926,68.6031,59.0,80.73,68.207,69.48,74.3576,67.1955,59.0,74.3576,66.7993,3,3,4,4
independent_recent,independent_recent,2026-05-27_HappyValley,3,7,魯班精神,0,67.53,60.5,0.5,68.17,0.6867,63.2591,60.5,68.17,62.9934,67.53,65.6103,62.6937,60.5,65.6103,62.428,12,12,12,12
independent_recent,independent_recent,2026-05-27_HappyValley,3,8,浪漫老撾,0,70.33,61.0,0.5,80.35,0.5457,70.3191,61.0,80.35,69.9665,70.33,71.105,68.2769,61.0,71.105,67.9242,2,2,2,2
independent_recent,independent_recent,2026-05-27_HappyValley,3,9,鬆啲,0,69.48,59.0,1.0,73.03,0.5729,65.332,59.0,73.03,64.9359,69.48,67.4649,64.1027,59.0,67.4649,63.7065,9,10,9,10
independent_recent,independent_recent,2026-05-27_HappyValley,3,10,瑞祺威楓,0,69.2,59.0,1.0,72.38,0.759,68.446,59.0,72.38,68.0604,69.2,69.3964,67.7869,59.0,69.3964,67.4013,4,4,3,3
independent_recent,independent_recent,2026-05-27_HappyValley,3,11,榮耀盛甲,0,69.08,61.0,0.5,75.45,0.6192,65.8697,61.0,75.45,65.5643,69.08,69.5666,64.5701,61.0,69.5666,64.2646,8,8,8,8
independent_recent,independent_recent,2026-05-27_HappyValley,3,12,頌星,0,70.48,59.0,1.0,74.18,0.5835,67.5233,59.0,74.18,67.0894,70.48,68.274,66.2187,59.0,68.274,65.7847,6,6,5,5
independent_recent,independent_recent,2026-05-27_HappyValley,4,1,紅愛舍,0,66.53,60.0,1.0,84.53,0.792,74.1229,60.0,84.53,73.876,66.53,79.4278,72.9958,60.0,79.4278,72.7489,1,1,1,1
independent_recent,independent_recent,2026-05-27_HappyValley,4,2,贏得自然,0,65.98,59.0,1.0,75.0,0.5332,70.294,59.0,75.0,70.0301,65.98,67.998,68.7472,59.0,67.998,68.4834,3,3,3,3
independent_recent,independent_recent,2026-05-27_HappyValley,4,3,你知我得,0,66.25,60.5,0.5,72.38,0.8305,65.7795,60.5,72.38,65.5621,66.25,70.2816,65.3159,60.5,70.2816,65.0986,8,8,8,8
independent_recent,independent_recent,2026-05-27_HappyValley,4,4,鄉村威龍,0,70.3,65.0,1.0,77.33,0.7942,66.6772,65.0,77.33,66.4768,70.3,73.7635,65.8893,65.0,73.7635,65.689,7,7,7,6
independent_recent,independent_recent,2026-05-27_HappyValley,4,5,朗日自強,0,71.95,63.5,1.0,69.62,0.7442,70.9092,63.5,69.62,70.5898,71.95,67.1592,70.3657,63.5,67.1592,70.0462,2,2,2,2
independent_recent,independent_recent,2026-05-27_HappyValley,4,6,快靚旺,0,69.48,59.0,1.0,82.83,0.5222,63.5396,59.0,82.83,63.1435,69.48,71.9218,61.13,59.0,71.9218,60.7339,11,11,12,12
independent_recent,independent_recent,2026-05-27_HappyValley,4,7,至合拍,0,71.12,64.0,1.0,74.9,0.7612,67.5785,64.0,74.9,67.3093,71.12,71.3419,66.7925,64.0,71.3419,66.5233,5,5,5,5
independent_recent,independent_recent,2026-05-27_HappyValley,4,8,三代至醒,0,72.23,64.0,1.0,72.84,0.8161,62.8554,64.0,72.84,62.5443,72.23,70.4787,62.3338,64.0,70.4787,62.0227,12,12,11,11
independent_recent,independent_recent,2026-05-27_HappyValley,4,9,頑童,0,66.15,60.5,0.5,65.69,0.7572,65.4067,60.5,65.69,65.1931,66.15,64.3085,65.1015,60.5,64.3085,64.8879,9,9,9,9
independent_recent,independent_recent,2026-05-27_HappyValley,4,10,悠然常勝,0,68.92,58.0,1.0,70.0,0.8454,63.8055,58.0,70.0,63.3927,68.92,68.454,63.464,58.0,68.454,63.0512,10,10,10,10
independent_recent,independent_recent,2026-05-27_HappyValley,4,11,天下寵兒,0,69.62,60.5,0.5,73.2,0.6848,66.8847,60.5,73.2,66.5399,69.62,69.0394,65.9656,60.5,69.0394,65.6208,6,6,6,7
independent_recent,independent_recent,2026-05-27_HappyValley,4,12,友得盈,0,73.77,65.0,1.0,68.9,0.3781,68.1909,65.0,68.9,67.8594,73.77,63.3651,66.9683,65.0,63.3651,66.6368,4,4,4,4
independent_recent,independent_recent,2026-05-27_HappyValley,5,1,一定掂,0,64.88,59.0,1.0,80.35,0.6917,69.8551,59.0,80.35,69.6328,64.88,74.0761,68.4692,59.0,74.0761,68.2469,4,4,4,4
independent_recent,independent_recent,2026-05-27_HappyValley,5,2,穿甲金鷹,0,66.98,61.0,0.5,80.8,0.6474,74.8663,61.0,80.8,74.6402,66.98,73.4659,73.2462,61.0,73.4659,73.0201,1,1,1,1
independent_recent,independent_recent,2026-05-27_HappyValley,5,3,川河耀駒,0,70.3,62.5,1.0,84.62,0.7619,69.5487,62.5,84.62,69.2539,70.3,78.758,68.2538,62.5,78.758,67.959,5,5,5,5
independent_recent,independent_recent,2026-05-27_HappyValley,5,4,有財有勢,0,67.28,55.0,1.0,78.71,0.753,68.5915,55.0,78.71,68.1273,67.28,74.0886,67.5706,55.0,74.0886,67.1065,6,6,6,6
independent_recent,independent_recent,2026-05-27_HappyValley,5,5,納百川,0,68.38,59.0,1.0,73.3,0.6386,65.5467,59.0,73.3,65.1922,68.38,68.4934,64.4849,59.0,68.4934,64.1304,7,7,7,7
independent_recent,independent_recent,2026-05-27_HappyValley,5,6,智勇名駒,0,69.48,59.0,1.0,74.95,0.6372,64.7187,59.0,74.95,64.3226,69.48,69.5261,63.5206,59.0,69.5261,63.1245,9,9,10,10
independent_recent,independent_recent,2026-05-27_HappyValley,5,7,我做到,0,71.95,63.5,1.0,74.18,0.7982,64.5544,63.5,74.18,64.235,71.95,71.3185,63.9223,63.5,71.3185,63.6029,10,10,8,8
independent_recent,independent_recent,2026-05-27_HappyValley,5,8,凡凡有餘,0,72.23,65.0,1.0,72.7,0.584,71.2336,65.0,72.7,70.9603,72.23,67.4168,70.0665,65.0,67.4168,69.7932,3,3,3,3
independent_recent,independent_recent,2026-05-27_HappyValley,5,9,榮利雙收,0,70.48,59.0,1.0,75.91,0.6467,71.9984,59.0,75.91,71.5645,70.48,70.289,70.7567,59.0,70.289,70.3228,2,2,2,2
independent_recent,independent_recent,2026-05-27_HappyValley,5,10,確好勁,0,74.33,64.0,1.0,75.45,0.5626,65.3962,64.0,75.45,65.0058,74.33,68.6922,63.9034,64.0,68.6922,63.513,8,8,9,9
independent_recent,independent_recent,2026-05-27_HappyValley,7,1,泰泰精神,0,69.28,65.0,1.0,86.5,0.8006,69.9949,65.0,86.5,69.8331,69.28,81.2159,68.8276,65.0,81.2159,68.6658,3,2,4,3
independent_recent,independent_recent,2026-05-27_HappyValley,7,2,逍遙人生,0,65.98,59.0,1.0,73.8,0.6271,69.9008,59.0,73.8,69.637,65.98,68.654,68.7641,59.0,68.654,68.5002,5,5,5,5
independent_recent,independent_recent,2026-05-27_HappyValley,7,3,千杯敬典,0,68.67,60.5,0.5,68.53,0.8064,70.0356,60.5,68.53,69.7267,68.67,66.8786,69.6708,60.5,66.8786,69.3619,2,3,1,1
independent_recent,independent_recent,2026-05-27_HappyValley,7,5,龍威心得,0,69.5,60.5,0.5,80.95,0.7815,64.1394,60.5,80.95,63.7992,69.5,76.3724,63.1283,60.5,76.3724,62.7881,10,10,10,10
independent_recent,independent_recent,2026-05-27_HappyValley,7,6,新力,0,69.75,60.0,1.0,69.18,0.6535,67.1847,60.0,69.18,66.8162,69.75,65.9991,66.4821,60.0,65.9991,66.1135,8,8,7,7
independent_recent,independent_recent,2026-05-27_HappyValley,7,7,加州勇勝,0,68.38,65.0,1.0,77.2,0.6242,67.2441,65.0,77.2,67.1163,68.38,70.7362,65.8162,65.0,70.7362,65.6885,7,7,8,8
independent_recent,independent_recent,2026-05-27_HappyValley,7,8,君至酷,0,72.23,65.0,1.0,68.35,0.6926,63.0227,65.0,68.35,62.7494,72.23,65.7832,62.4557,65.0,65.7832,62.1824,11,11,11,11
independent_recent,independent_recent,2026-05-27_HappyValley,7,9,幸運愉快,0,70.03,60.0,1.0,77.43,0.8214,68.7208,60.0,77.43,68.3416,70.03,74.317,68.0331,60.0,74.317,67.654,6,6,6,6
independent_recent,independent_recent,2026-05-27_HappyValley,7,10,智勝攻略,0,68.38,59.0,1.0,74.03,0.6848,69.9921,59.0,74.03,69.6375,68.38,69.6077,69.0152,59.0,69.6077,68.6606,4,4,3,4
independent_recent,independent_recent,2026-05-27_HappyValley,7,11,良駒好友,0,68.08,61.0,0.5,78.48,0.5959,71.0975,61.0,78.48,70.8299,68.08,71.0122,69.4479,61.0,71.0122,69.1802,1,1,2,2
independent_recent,independent_recent,2026-05-27_HappyValley,7,12,精益大師,0,71.3,60.0,0.5,70.0,0.5475,65.1163,60.0,70.0,64.6892,71.3,65.475,64.1168,60.0,65.475,63.6896,9,9,9,9
independent_recent,independent_recent,2026-05-27_HappyValley,8,1,馬力,0,65.17,60.5,0.5,89.07,0.5895,73.0089,60.5,89.07,72.8324,65.17,77.1368,70.3729,60.5,77.1368,70.1963,1,1,1,1
independent_recent,independent_recent,2026-05-27_HappyValley,8,2,燭光晚餐,0,63.78,57.0,1.0,70.08,0.4761,71.0886,57.0,70.08,70.8323,63.78,64.7991,69.9221,57.0,64.7991,69.6658,2,2,2,2
independent_recent,independent_recent,2026-05-27_HappyValley,8,3,八駿巨昇,0,71.4,62.5,1.0,67.24,0.6692,63.3956,62.5,67.24,63.0592,71.4,64.845,62.8666,62.5,64.845,62.5302,11,11,11,10
independent_recent,independent_recent,2026-05-27_HappyValley,8,4,年少多好,0,61.58,59.0,1.0,69.18,0.6814,62.0605,59.0,69.18,61.963,61.58,66.2553,61.4145,59.0,66.2553,61.3169,12,12,12,12
independent_recent,independent_recent,2026-05-27_HappyValley,8,5,超力量,0,66.17,60.5,0.5,71.93,0.5559,64.8276,60.5,71.93,64.6133,66.17,66.6319,63.6572,60.5,66.6319,63.4429,10,9,10,9
independent_recent,independent_recent,2026-05-27_HappyValley,8,6,電光高昇,1,66.12,59.5,0.5,68.25,0.0,66.3,59.5,68.25,64.314,66.12,60.0,63.825,59.5,60.0,61.839,7,10,9,11
independent_recent,independent_recent,2026-05-27_HappyValley,8,7,價值傳承,0,71.4,62.5,1.0,85.0,0.4178,70.6917,62.5,85.0,70.3553,71.4,70.445,67.4765,62.5,70.445,67.1401,4,4,4,4
independent_recent,independent_recent,2026-05-27_HappyValley,8,8,領航君子,0,69.2,59.0,1.0,71.1,0.5026,70.9861,59.0,71.1,70.6005,69.2,65.5789,69.7664,59.0,65.5789,69.3809,3,3,3,3
independent_recent,independent_recent,2026-05-27_HappyValley,8,9,長勝金剛,0,69.2,58.5,1.0,71.43,0.543,67.7486,58.5,71.43,67.3442,69.2,66.2065,66.5948,58.5,66.2065,66.1903,6,6,5,5
independent_recent,independent_recent,2026-05-27_HappyValley,8,10,飛龍在天,0,67.83,58.5,0.5,82.38,0.3865,69.4679,58.5,82.38,69.1152,67.83,68.6499,66.4349,58.5,68.6499,66.0822,5,5,6,6
independent_recent,independent_recent,2026-05-27_HappyValley,8,11,怡傲錢莊,0,73.77,63.0,1.0,70.0,0.267,65.7926,63.0,70.0,65.3855,73.77,62.67,64.1734,63.0,62.67,63.7663,9,8,8,8
independent_recent,independent_recent,2026-05-27_HappyValley,8,12,友駿同心,0,74.88,65.0,1.0,67.15,0.5446,65.9491,65.0,67.15,65.5756,74.88,63.8939,65.2298,65.0,63.8939,64.8564,8,7,7,7
independent_recent,independent_recent,2026-05-27_HappyValley,9,1,小霸王,0,71.12,63.5,1.0,70.83,0.8214,68.9544,63.5,70.83,68.6663,71.12,68.8958,68.5271,63.5,68.8958,68.239,6,6,6,6
independent_recent,independent_recent,2026-05-27_HappyValley,9,2,紅逸舍,0,67.53,60.5,0.5,75.0,0.8571,68.7662,60.5,75.0,68.5005,67.53,72.8565,68.2927,60.5,72.8565,68.027,7,7,7,7
independent_recent,independent_recent,2026-05-27_HappyValley,9,3,關鍵所在,0,71.12,64.0,1.0,72.43,0.7259,68.3651,64.0,72.43,68.096,71.12,69.0229,67.6125,64.0,69.0229,67.3434,8,8,8,8
independent_recent,independent_recent,2026-05-27_HappyValley,9,4,川河動駒,0,71.95,63.5,1.0,71.1,0.554,64.5005,63.5,71.1,64.1811,71.95,66.1494,63.4069,63.5,66.1494,63.0875,9,9,10,10
independent_recent,independent_recent,2026-05-27_HappyValley,9,5,晶晶日上,0,71.95,64.0,1.0,70.0,0.6997,70.7824,64.0,70.0,70.4819,71.95,66.997,70.1191,64.0,66.997,69.8186,4,4,4,4
independent_recent,independent_recent,2026-05-27_HappyValley,9,6,蓮冠皇,0,72.77,65.0,1.0,68.53,0.8197,64.0525,65.0,68.53,63.7588,72.77,66.992,63.7128,65.0,66.992,63.4191,10,10,9,9
independent_recent,independent_recent,2026-05-27_HappyValley,9,7,富心星,0,70.48,57.0,1.0,85.85,0.5222,74.7637,57.0,85.85,74.2541,70.48,73.4989,72.0353,57.0,73.4989,71.5258,1,1,3,3
independent_recent,independent_recent,2026-05-27_HappyValley,9,8,香港仔,0,70.78,60.5,0.5,74.78,0.7993,70.037,60.5,74.78,69.6484,70.78,71.8137,69.3817,60.5,71.8137,68.9931,5,5,5,5
independent_recent,independent_recent,2026-05-27_HappyValley,9,9,可靠大師,0,70.48,57.0,1.0,86.82,0.8176,74.5863,57.0,86.82,74.0767,70.48,81.928,73.5057,57.0,81.928,72.9961,2,2,1,1
independent_recent,independent_recent,2026-05-27_HappyValley,9,10,威力飛騰,0,69.08,61.0,0.5,68.08,0.4341,60.2435,61.0,68.08,59.9381,69.08,63.5075,59.2334,61.0,63.5075,58.928,11,11,12,12
independent_recent,independent_recent,2026-05-27_HappyValley,9,11,官金騏,0,72.12,60.0,1.0,76.28,0.6946,73.5951,60.0,76.28,73.137,72.12,71.3081,72.4968,60.0,71.3081,72.0387,3,3,2,2
independent_recent,independent_recent,2026-05-27_HappyValley,9,12,椒椒醒,0,72.12,60.0,1.0,68.08,0.6517,60.173,60.0,68.08,59.7149,72.12,65.2657,59.5513,60.0,65.2657,59.0932,12,12,11,11
independent_recent,independent_recent,2026-06-03_HappyValley,1,1,幽默大師,0,69.28,65.0,1.0,75.0,0.6226,67.3692,65.0,75.0,67.2074,69.28,69.339,66.1187,65.0,69.339,65.9569,3,3,4,4
independent_recent,independent_recent,2026-06-03_HappyValley,1,2,駟跑得,0,64.6,57.0,1.0,73.93,0.7742,67.3599,57.0,73.93,67.0726,64.6,70.7846,66.6651,57.0,70.7846,66.3778,4,4,3,3
independent_recent,independent_recent,2026-06-03_HappyValley,1,3,富裕君子,0,69.28,65.0,1.0,85.85,0.5106,72.3406,65.0,85.85,72.1788,69.28,73.199,69.546,65.0,73.199,69.3842,1,1,2,1
independent_recent,independent_recent,2026-06-03_HappyValley,1,4,大力猴王,0,70.3,63.0,1.0,74.18,0.565,65.6121,63.0,74.18,65.3361,70.3,68.0117,64.2495,63.0,68.0117,63.9736,6,6,6,6
independent_recent,independent_recent,2026-06-03_HappyValley,1,5,快樂之友,0,67.53,60.5,0.5,67.15,0.7443,63.7796,60.5,67.15,63.5139,67.53,65.3217,63.3758,60.5,65.3217,63.1101,9,9,9,9
independent_recent,independent_recent,2026-06-03_HappyValley,1,6,電訊驕陽,0,70.85,63.5,1.0,69.18,0.5788,61.9603,63.5,69.18,61.6825,70.85,65.3134,61.1062,63.5,65.3134,60.8284,12,12,12,12
independent_recent,independent_recent,2026-06-03_HappyValley,1,7,小皇爺,0,70.03,60.5,0.5,69.81,0.6447,62.4603,60.5,69.81,62.1001,70.03,66.3245,61.6904,60.5,66.3245,61.3301,11,11,10,10
independent_recent,independent_recent,2026-06-03_HappyValley,1,8,常常感恩,0,67.25,60.5,0.5,75.0,0.696,64.4338,60.5,75.0,64.1786,67.25,70.44,63.4265,60.5,70.44,63.1713,7,7,8,8
independent_recent,independent_recent,2026-06-03_HappyValley,1,9,華美之威,0,73.5,62.5,1.0,75.83,0.6002,71.0544,62.5,75.83,70.6386,73.5,69.5012,69.6564,62.5,69.5012,69.2406,2,2,1,2
independent_recent,independent_recent,2026-06-03_HappyValley,1,10,常多笑,0,70.48,59.0,1.0,69.33,0.6161,66.4087,59.0,69.33,65.9747,70.48,65.7482,65.6174,59.0,65.7482,65.1835,5,5,5,5
independent_recent,independent_recent,2026-06-03_HappyValley,1,11,領航傳祺,0,69.1,61.0,0.5,66.3,0.6622,64.2597,61.0,66.3,63.9535,69.1,64.1719,63.7896,61.0,64.1719,63.4834,8,8,7,7
independent_recent,independent_recent,2026-06-03_HappyValley,1,12,不假外求,0,72.95,63.5,1.0,69.18,0.3564,62.8471,63.5,69.18,62.4899,72.95,63.2718,61.542,63.5,63.2718,61.1848,10,10,11,11
independent_recent,independent_recent,2026-06-03_HappyValley,2,1,翠湖烈風,0,65.42,59.5,0.5,75.0,0.6584,62.8708,59.5,75.0,62.647,65.42,69.876,61.7389,59.5,69.876,61.5151,10,10,11,11
independent_recent,independent_recent,2026-06-03_HappyValley,2,2,喆喆友福,0,65.7,60.5,1.0,82.6,0.7407,71.6062,60.5,82.6,71.4096,65.7,76.7398,70.3117,60.5,76.7398,70.1151,1,1,1,1
independent_recent,independent_recent,2026-06-03_HappyValley,2,3,金風萬里,0,65.72,60.0,0.5,75.64,0.8485,70.2078,60.0,75.64,69.9916,65.72,73.2705,69.6844,60.0,73.2705,69.4682,2,2,2,2
independent_recent,independent_recent,2026-06-03_HappyValley,2,4,首駿,0,64.6,57.0,1.0,70.0,0.4927,68.3162,57.0,70.0,68.029,64.6,64.927,67.1956,57.0,64.927,66.9083,5,5,5,5
independent_recent,independent_recent,2026-06-03_HappyValley,2,5,花香月明,0,69.28,65.0,1.0,69.18,0.5759,67.7143,65.0,69.18,67.5526,69.28,65.2868,66.8543,65.0,65.2868,66.6925,6,6,7,6
independent_recent,independent_recent,2026-06-03_HappyValley,2,6,八里旺,0,66.17,63.5,1.0,69.18,0.6997,68.5916,63.5,69.18,68.4907,66.17,66.4232,67.9827,63.5,66.4232,67.8817,4,4,4,3
independent_recent,independent_recent,2026-06-03_HappyValley,2,7,千杯,0,72.77,65.0,1.0,67.89,0.8405,62.3739,65.0,67.89,62.0802,72.77,66.6315,62.0959,65.0,66.6315,61.8022,11,11,10,10
independent_recent,independent_recent,2026-06-03_HappyValley,2,8,太勝駒,0,66.17,60.5,0.5,74.18,0.5223,67.2756,60.5,74.18,67.0613,66.17,67.4062,65.7793,60.5,67.4062,65.5649,8,7,8,8
