dataset,split,meeting,race_number,horse_number,horse_name,is_debut,current_horse_health,rebuilt_readiness_risk,readiness_reliability,current_trainer_signal,trainer_reliability,score_pure_scaffold,adjusted_health_readiness_slot_only,adjusted_trainer_readiness_slot_only,score_readiness_slot_only,adjusted_health_trainer_reliability_shrink_only,adjusted_trainer_trainer_reliability_shrink_only,score_trainer_reliability_shrink_only,adjusted_health_readiness_plus_trainer_shrink,adjusted_trainer_readiness_plus_trainer_shrink,score_readiness_plus_trainer_shrink,rank_pure_scaffold,rank_readiness_slot_only,rank_trainer_reliability_shrink_only,rank_readiness_plus_trainer_shrink
archive,archive_development,2026-04-12_ShaTin,1,1,嘉應感恩,0,63.1,59.5,0.5,60.0,0.5122,61.709,59.5,60.0,61.5729,63.1,60.0,61.709,59.5,60.0,61.5729,6,6,6,6
archive,archive_development,2026-04-12_ShaTin,1,2,通情達理,0,63.1,59.5,0.5,75.4,0.6078,67.4865,59.5,75.4,67.3505,63.1,69.3601,66.1523,59.5,69.3601,66.0163,1,1,1,1
archive,archive_development,2026-04-12_ShaTin,1,3,銀騎士,0,63.1,59.5,0.5,58.9,0.5745,62.2315,59.5,58.9,62.0954,63.1,59.368,62.3348,59.5,59.368,62.1988,4,4,3,3
archive,archive_development,2026-04-12_ShaTin,1,4,盛世英雄,0,63.1,59.5,0.5,67.15,0.6,62.6126,59.5,67.15,62.4765,63.1,64.29,61.9808,59.5,64.29,61.8447,3,3,4,4
archive,archive_development,2026-04-12_ShaTin,1,5,雙劍合璧,0,63.1,59.5,0.5,60.0,0.4872,61.8088,59.5,60.0,61.6728,63.1,60.0,61.8088,59.5,60.0,61.6728,5,5,5,5
archive,archive_development,2026-04-12_ShaTin,1,6,精英奪冠,0,63.1,59.5,0.5,58.9,0.5349,63.3783,59.5,58.9,63.2422,63.1,59.4116,63.4913,59.5,59.4116,63.3553,2,2,2,2
archive,archive_development,2026-04-12_ShaTin,2,1,同有運,0,64.75,61.0,0.5,72.25,0.6882,62.9917,61.0,72.25,62.85,64.75,68.4305,62.148,61.0,68.4305,62.0063,5,6,6,6
archive,archive_development,2026-04-12_ShaTin,2,2,心愛的,0,61.25,61.0,0.5,79.16,0.8239,62.9911,61.0,79.16,62.9816,61.25,75.7859,62.2458,61.0,75.7859,62.2363,6,5,5,5
archive,archive_development,2026-04-12_ShaTin,2,3,駟跑得,0,60.7,60.5,0.5,64.95,0.8265,57.7577,60.5,64.95,57.7502,60.7,64.0912,57.568,60.5,64.0912,57.5605,11,11,12,12
archive,archive_development,2026-04-12_ShaTin,2,4,八里旺,0,61.25,61.0,0.5,59.325,0.7856,60.7369,61.0,59.325,60.7274,61.25,59.4697,60.7688,61.0,59.4697,60.7594,7,7,7,7
archive,archive_development,2026-04-12_ShaTin,2,5,雪茄福星,0,60.75,61.0,0.5,75.45,0.7454,58.8083,61.0,75.45,58.8177,60.75,71.5164,57.9393,61.0,71.5164,57.9488,9,9,10,9
archive,archive_development,2026-04-12_ShaTin,2,6,鑽得勝,0,60.7,60.5,0.5,73.9,0.5998,64.3419,60.5,73.9,64.3343,60.7,68.3372,63.113,60.5,68.3372,63.1055,4,4,4,4
archive,archive_development,2026-04-12_ShaTin,2,7,本能,0,58.0,58.5,0.5,58.9,0.5509,54.492,58.5,58.9,54.5109,58.0,59.394,54.6012,58.5,59.394,54.6201,14,14,14,14
archive,archive_development,2026-04-12_ShaTin,2,8,迅意,0,60.15,60.0,0.5,74.325,0.6472,66.7134,60.0,74.325,66.7077,60.15,69.2711,65.597,60.0,69.2711,65.5913,3,3,3,3
archive,archive_development,2026-04-12_ShaTin,2,9,順善寶,0,60.15,60.0,0.5,83.2,0.4614,69.4089,60.0,83.2,69.4032,60.15,70.7045,66.6486,60.0,70.7045,66.643,1,1,1,1
archive,archive_development,2026-04-12_ShaTin,2,10,怡昌奇兵,0,64.2,60.5,0.5,58.9,0.8387,57.664,60.5,58.9,57.5241,64.2,59.0774,57.7032,60.5,59.0774,57.5633,12,12,11,11
archive,archive_development,2026-04-12_ShaTin,2,11,熊噹噹,0,63.65,60.0,0.5,59.8,0.6391,58.0442,60.0,59.8,57.9063,63.65,59.8722,58.0602,60.0,59.8722,57.9222,10,10,9,10
archive,archive_development,2026-04-12_ShaTin,2,12,劍無情,0,64.75,61.0,0.5,68.25,0.6305,66.9307,61.0,68.25,66.789,64.75,65.2016,66.2573,61.0,65.2016,66.1156,2,2,2,2
archive,archive_development,2026-04-12_ShaTin,2,13,駿先生,0,63.65,60.0,0.5,58.9,0.5702,60.2584,60.0,58.9,60.1204,63.65,59.3728,60.3628,60.0,59.3728,60.2248,8,8,8,8
archive,archive_development,2026-04-12_ShaTin,2,14,鼓浪飛凡,0,65.25,60.0,0.5,64.4,0.6478,56.4141,60.0,64.4,56.2157,65.25,62.8503,56.0718,60.0,62.8503,55.8733,13,13,13,13
archive,archive_development,2026-04-12_ShaTin,3,1,特別美麗,0,60.15,60.0,0.5,74.575,0.7059,61.1641,60.0,74.575,61.1584,60.15,70.2885,60.2172,60.0,70.2885,60.2115,9,9,9,9
archive,archive_development,2026-04-12_ShaTin,3,2,滿洛城,0,64.75,61.0,0.5,72.25,0.5375,64.0452,61.0,72.25,63.9035,64.75,66.5844,62.7937,61.0,66.5844,62.6519,5,5,5,5
archive,archive_development,2026-04-12_ShaTin,3,3,鐵甲驌龍,0,60.7,60.5,0.5,63.815,0.7576,61.3795,60.5,63.815,61.372,60.7,62.8902,61.1752,60.5,62.8902,61.1677,7,7,6,6
archive,archive_development,2026-04-12_ShaTin,3,4,籐王駒,0,60.15,60.0,0.5,68.25,0.4701,58.4229,60.0,68.25,58.4172,60.15,63.8783,57.4572,60.0,63.8783,57.4515,12,12,12,12
archive,archive_development,2026-04-12_ShaTin,3,5,金鑽精靈,0,61.25,61.0,0.5,75.0,0.5498,67.5745,61.0,75.0,67.565,61.25,68.247,66.0828,61.0,68.247,66.0733,1,1,1,1
archive,archive_development,2026-04-12_ShaTin,3,6,志醒大將,0,60.7,60.5,0.5,82.15,0.6051,61.8698,60.5,82.15,61.8623,60.7,73.403,59.9376,60.5,73.403,59.9301,6,6,10,10
archive,archive_development,2026-04-12_ShaTin,3,7,型到爆,0,64.2,60.5,0.5,60.0,0.6267,59.2659,60.5,60.0,59.126,64.2,60.0,59.2659,60.5,60.0,59.126,11,11,11,11
archive,archive_development,2026-04-12_ShaTin,3,8,海洋帝君,0,63.7,60.5,0.5,60.0,0.5393,55.5741,60.5,60.0,55.4532,63.7,60.0,55.5741,60.5,60.0,55.4532,14,14,14,14
archive,archive_development,2026-04-12_ShaTin,3,9,威威父子,0,63.65,60.0,0.5,64.5,0.6989,61.3315,60.0,64.5,61.1935,63.65,63.145,61.0321,60.0,63.145,60.8942,8,8,7,7
archive,archive_development,2026-04-12_ShaTin,3,10,金德義,0,66.85,61.0,0.5,60.0,0.5695,60.8925,61.0,60.0,60.6714,66.85,60.0,60.8925,61.0,60.0,60.6714,10,10,8,8
archive,archive_development,2026-04-12_ShaTin,3,11,極速之子,0,66.3,60.5,0.5,64.95,0.6004,66.0942,60.5,64.95,65.8749,66.3,62.972,65.6572,60.5,62.972,65.438,2,2,2,2
archive,archive_development,2026-04-12_ShaTin,3,12,領航傳祺,0,66.3,60.5,0.5,67.15,0.638,64.2153,60.5,67.15,63.996,66.3,64.5617,63.6435,60.5,64.5617,63.4243,4,4,4,4
archive,archive_development,2026-04-12_ShaTin,3,13,同寶寶,0,65.75,60.0,0.5,73.9,0.6753,65.4688,60.0,73.9,65.2515,65.75,69.3867,64.4719,60.0,69.3867,64.2545,3,3,3,3
archive,archive_development,2026-04-12_ShaTin,3,14,不假外求,0,66.3,60.5,0.5,64.5,0.2545,56.4564,60.5,64.5,56.2371,66.3,61.1452,55.7153,60.5,61.1452,55.4961,13,13,13,13
archive,archive_development,2026-04-12_ShaTin,4,1,光年八十,0,59.6,59.5,0.5,58.9,0.8387,57.432,59.5,58.9,57.4282,59.6,59.0774,57.4711,59.5,59.0774,57.4674,13,13,12,12
archive,archive_development,2026-04-12_ShaTin,4,2,開心老闆,0,60.7,60.5,0.5,61.46,0.7239,59.3383,60.5,61.46,59.3308,60.7,61.0569,59.2493,60.5,61.0569,59.2417,10,10,10,9
archive,archive_development,2026-04-12_ShaTin,4,3,醒目先駒,0,61.25,61.0,0.5,59.8,0.6391,64.7551,61.0,59.8,64.7456,61.25,59.8722,64.771,61.0,59.8722,64.7616,3,3,3,3
archive,archive_development,2026-04-12_ShaTin,4,4,駿馬之光,0,64.75,61.0,0.5,63.39,0.8542,62.5595,61.0,63.39,62.4177,64.75,62.8957,62.4503,61.0,62.8957,62.3085,5,5,5,5
archive,archive_development,2026-04-12_ShaTin,4,5,創寶駒,0,64.2,60.5,0.5,72.075,0.7296,60.2971,60.5,72.075,60.1573,64.2,68.8099,59.5759,60.5,68.8099,59.436,9,9,8,8
archive,archive_development,2026-04-12_ShaTin,4,6,大輝煌,0,61.9,59.5,0.5,60.0,0.7778,57.3987,59.5,60.0,57.308,61.9,60.0,57.3987,59.5,60.0,57.308,14,14,13,13
archive,archive_development,2026-04-12_ShaTin,4,7,龍傲綾羅,0,64.2,60.5,0.5,85.3,0.7602,69.1727,60.5,85.3,69.0329,64.2,79.2331,67.8326,60.5,79.2331,67.6927,2,2,2,2
archive,archive_development,2026-04-12_ShaTin,4,8,開心旺財,0,64.75,61.0,0.5,73.99,0.8071,63.3579,61.0,73.99,63.2162,64.75,71.2913,62.7618,61.0,71.2913,62.6201,4,4,4,4
archive,archive_development,2026-04-12_ShaTin,4,9,騰達勇士,0,63.7,60.5,0.5,83.2,0.4614,62.0442,60.5,83.2,61.9232,63.7,70.7045,59.2839,60.5,70.7045,59.1629,7,7,9,10
archive,archive_development,2026-04-12_ShaTin,4,10,金運齊來,0,64.2,60.5,0.5,58.9,0.7823,62.1486,60.5,58.9,62.0087,64.2,59.1395,62.2015,60.5,59.1395,62.0616,6,6,6,6
archive,archive_development,2026-04-12_ShaTin,4,11,瑰麗人生,0,64.75,61.0,0.5,58.9,0.4519,58.8768,61.0,58.9,58.7351,64.75,59.5029,59.01,61.0,59.5029,58.8683,11,11,11,11
archive,archive_development,2026-04-12_ShaTin,4,12,最感,0,64.25,61.0,0.5,68.21,0.6804,57.7761,61.0,68.21,57.6533,64.25,65.5861,57.1965,61.0,65.5861,57.0736,12,12,14,14
archive,archive_development,2026-04-12_ShaTin,4,13,最好玩,0,66.3,60.5,0.5,58.225,0.708,61.3435,60.5,58.225,61.1242,66.3,58.7433,61.458,60.5,58.7433,61.2387,8,8,7,7
archive,archive_development,2026-04-12_ShaTin,4,14,全神貫注,0,66.3,60.5,0.5,73.2,0.7951,70.1617,60.5,73.2,69.9424,66.3,70.4953,69.5642,60.5,70.4953,69.345,1,1,1,1
archive,archive_development,2026-04-12_ShaTin,5,1,辣得準,0,58.5,58.5,0.5,79.985,0.8213,63.4282,58.5,79.985,63.4282,58.5,76.4137,62.6393,58.5,76.4137,62.6393,5,5,6,5
archive,archive_development,2026-04-12_ShaTin,5,2,維港激流,0,61.25,61.0,0.5,66.075,0.6821,62.6338,61.0,66.075,62.6243,61.25,64.1438,62.2071,61.0,64.1438,62.1977,9,9,9,9
archive,archive_development,2026-04-12_ShaTin,5,3,錶之浩瀚,0,61.25,61.0,0.5,79.075,0.5903,68.1612,61.0,79.075,68.1517,61.25,71.26,66.4348,61.0,71.26,66.4254,1,1,2,2
archive,archive_development,2026-04-12_ShaTin,5,4,龍之悅,0,59.6,59.5,0.5,68.35,0.7175,67.0697,59.5,68.35,67.0659,59.6,65.9911,66.5486,59.5,65.9911,66.5449,2,2,1,1
archive,archive_development,2026-04-12_ShaTin,5,5,輝灑自如,0,65.2,59.5,0.5,65.5,0.0,65.4026,59.5,65.5,65.1872,65.2,60.0,64.1877,59.5,60.0,63.9722,4,4,4,4
archive,archive_development,2026-04-12_ShaTin,5,6,福聚,0,64.75,61.0,0.5,75.4,0.76,63.2294,61.0,75.4,63.0876,64.75,71.704,62.4129,61.0,71.704,62.2712,7,7,8,8
archive,archive_development,2026-04-12_ShaTin,5,7,威威神駒,0,63.1,59.5,0.5,67.575,0.6686,62.2532,59.5,67.575,62.1171,63.1,65.0646,61.6987,59.5,65.0646,61.5626,10,10,10,10
archive,archive_development,2026-04-12_ShaTin,5,8,杭至尊,0,64.2,60.5,0.5,68.25,0.6265,63.3415,60.5,68.25,63.2016,64.2,65.1686,62.6608,60.5,65.1686,62.521,6,6,5,6
archive,archive_development,2026-04-12_ShaTin,5,9,金獅大俠,0,64.2,60.5,0.5,68.025,0.7599,62.896,60.5,68.025,62.7561,64.2,66.0982,62.4703,60.5,66.0982,62.3305,8,8,7,7
archive,archive_development,2026-04-12_ShaTin,5,10,華麗再贏,0,64.2,60.5,0.5,71.6,0.6038,61.6615,60.5,71.6,61.5217,64.2,67.0041,60.6463,60.5,67.0041,60.5064,11,11,11,11
archive,archive_development,2026-04-12_ShaTin,5,11,多多開心,0,64.75,61.0,0.5,58.9,0.4494,59.6515,61.0,58.9,59.5097,64.75,59.5057,59.7853,61.0,59.5057,59.6435,12,12,12,12
archive,archive_development,2026-04-12_ShaTin,5,12,紅海風帆,0,66.3,60.5,0.5,68.795,0.7445,65.5601,60.5,68.795,65.3409,66.3,66.5479,65.0637,60.5,66.5479,64.8445,3,3,3,3
archive,archive_development,2026-04-12_ShaTin,6,1,櫻花酒杯,0,60.7,60.5,0.5,79.535,0.7565,67.6386,60.5,79.535,67.6311,60.7,74.7782,66.5879,60.5,74.7782,66.5803,1,1,1,1
archive,archive_development,2026-04-12_ShaTin,6,2,精英高球,0,60.7,60.5,0.5,60.0,0.7357,65.1967,60.5,60.0,65.1891,60.7,60.0,65.1967,60.5,60.0,65.1891,3,3,3,3
archive,archive_development,2026-04-12_ShaTin,6,3,鼓浪好友,0,61.25,61.0,0.5,69.71,0.8438,63.1257,61.0,69.71,63.1163,61.25,68.1933,62.7907,61.0,68.1933,62.7812,7,6,6,6
archive,archive_development,2026-04-12_ShaTin,6,4,魯班精神,0,60.7,60.5,0.5,60.825,0.6979,58.7119,60.5,60.825,58.7044,60.7,60.5758,58.6569,60.5,60.5758,58.6493,11,11,11,11
archive,archive_development,2026-04-12_ShaTin,6,5,勤德皆備,0,63.1,59.5,0.5,75.4,0.76,64.4835,59.5,75.4,64.3474,63.1,71.704,63.6671,59.5,71.704,63.531,5,5,5,5
archive,archive_development,2026-04-12_ShaTin,6,6,豪邁先登,0,63.1,59.5,0.5,68.25,0.5576,63.1985,59.5,68.25,63.0624,63.1,64.6002,62.3922,59.5,64.6002,62.2561,6,7,8,8
archive,archive_development,2026-04-12_ShaTin,6,7,笑必勝,0,61.9,59.5,0.5,68.25,0.8131,64.5254,59.5,68.25,64.4347,61.9,66.7081,64.1848,59.5,66.7081,64.0941,4,4,4,4
archive,archive_development,2026-04-12_ShaTin,6,8,無比小子,0,63.1,59.5,0.5,60.15,0.6494,62.4665,59.5,60.15,62.3304,63.1,60.0974,62.4549,59.5,60.0974,62.3188,8,8,7,7
archive,archive_development,2026-04-12_ShaTin,6,9,嘉冠王,0,64.25,61.0,0.5,65.09,0.7973,58.5054,61.0,65.09,58.3826,64.25,64.0583,58.2775,61.0,64.0583,58.1547,12,12,12,12
archive,archive_development,2026-04-12_ShaTin,6,10,應龍飛影,0,66.85,61.0,0.5,71.575,0.8165,66.5211,61.0,71.575,66.3,66.85,69.451,66.0519,61.0,69.451,65.8308,2,2,2,2
archive,archive_development,2026-04-12_ShaTin,6,11,龍之邦,0,64.75,61.0,0.5,66.1,0.6316,60.5759,61.0,66.1,60.4341,64.75,63.8528,60.0795,61.0,63.8528,59.9377,9,9,9,9
archive,archive_development,2026-04-12_ShaTin,6,12,海王,0,66.85,61.0,0.5,60.0,0.6491,59.2428,61.0,60.0,59.0217,66.85,60.0,59.2428,61.0,60.0,59.0217,10,10,10,10
archive,archive_development,2026-04-12_ShaTin,7,1,財富非凡,0,61.25,61.0,0.5,63.85,0.8128,63.0065,61.0,63.85,62.997,61.25,63.1293,62.8473,61.0,63.1293,62.8378,6,5,5,5
archive,archive_development,2026-04-12_ShaTin,7,2,自動自覺,0,64.2,60.5,0.5,74.5,0.8347,68.2111,60.5,74.5,68.0713,64.2,72.1031,67.6817,60.5,72.1031,67.5418,2,2,1,1
archive,archive_development,2026-04-12_ShaTin,7,3,哥倫布,0,63.65,60.0,0.5,83.2,0.4614,63.0588,60.0,83.2,62.9208,63.65,70.7045,60.2985,60.0,70.7045,60.1605,5,6,7,7
archive,archive_development,2026-04-12_ShaTin,7,4,馬鳳凰,0,64.2,60.5,0.5,61.46,0.7239,57.5012,60.5,61.46,57.3613,64.2,61.0569,57.4121,60.5,61.0569,57.2722,13,13,12,12
archive,archive_development,2026-04-12_ShaTin,7,5,久久為軍,0,64.2,60.5,0.5,63.39,0.8542,62.0062,60.5,63.39,61.8663,64.2,62.8957,61.897,60.5,62.8957,61.7571,7,7,6,6
archive,archive_development,2026-04-12_ShaTin,7,6,時尚歡欣,0,63.65,60.0,0.5,59.325,0.6094,59.6699,60.0,59.325,59.532,63.65,59.5887,59.7282,60.0,59.5887,59.5902,10,10,9,9
archive,archive_development,2026-04-12_ShaTin,7,7,總統輝煌,0,63.1,59.5,0.5,58.9,0.8387,63.8417,59.5,58.9,63.7056,63.1,59.0774,63.8809,59.5,59.0774,63.7448,4,4,4,4
archive,archive_development,2026-04-12_ShaTin,7,8,金津寶駒,0,63.7,60.5,0.5,68.25,0.626,57.8669,60.5,68.25,57.7459,63.7,65.1645,57.1853,60.5,65.1645,57.0643,12,12,13,13
archive,archive_development,2026-04-12_ShaTin,7,9,盛勢威楓,0,64.2,60.5,0.5,75.4,0.7634,68.4233,60.5,75.4,68.2835,64.2,71.7564,67.6185,60.5,71.7564,67.4786,1,1,2,2
archive,archive_development,2026-04-12_ShaTin,7,10,源好運,0,64.2,60.5,0.5,73.2,0.6754,60.0776,60.5,73.2,59.9377,64.2,68.9153,59.1311,60.5,68.9153,58.9912,9,9,11,11
archive,archive_development,2026-04-12_ShaTin,7,11,隋我同來,0,64.2,60.5,0.5,69.26,0.8519,67.5373,60.5,69.26,67.3974,64.2,67.8886,67.2343,60.5,67.8886,67.0945,3,3,3,3
archive,archive_development,2026-04-12_ShaTin,7,12,幸運勝利,0,66.35,61.0,0.5,66.1,0.754,57.1961,61.0,66.1,56.9939,66.35,64.5994,56.8646,61.0,64.5994,56.6624,14,14,14,14
archive,archive_development,2026-04-12_ShaTin,7,13,豐功偉績,0,66.85,61.0,0.5,77.14,0.8198,60.8794,61.0,77.14,60.6583,66.85,74.0514,60.1971,61.0,74.0514,59.976,8,8,8,8
archive,archive_development,2026-04-12_ShaTin,7,14,大浪園田,0,66.3,60.5,0.5,58.9,0.6077,59.3713,60.5,58.9,59.1521,66.3,59.3315,59.4667,60.5,59.3315,59.2474,11,11,10,10
archive,archive_development,2026-04-12_ShaTin,8,1,英駿飛駒,0,60.7,60.5,0.5,68.25,0.55,67.2802,60.5,68.25,67.2726,60.7,64.5375,66.4601,60.5,64.5375,66.4526,3,3,3,3
archive,archive_development,2026-04-12_ShaTin,8,2,盈好威楓,0,64.75,61.0,0.5,70.45,0.759,60.8551,61.0,70.45,60.7133,64.75,67.9316,60.2987,61.0,67.9316,60.157,8,9,8,8
archive,archive_development,2026-04-12_ShaTin,8,3,風將,0,61.25,61.0,0.5,66.52,0.565,60.7817,61.0,66.52,60.7722,61.25,63.6838,60.1551,61.0,63.6838,60.1457,9,8,10,9
archive,archive_development,2026-04-12_ShaTin,8,4,安都,0,61.25,61.0,0.5,78.71,0.7454,70.9646,61.0,78.71,70.9552,61.25,73.9464,69.9124,61.0,73.9464,69.9029,2,2,2,1
archive,archive_development,2026-04-12_ShaTin,8,5,昭易搵,0,60.7,60.5,0.5,82.75,0.3553,67.0534,60.5,82.75,67.0458,60.7,68.0831,63.8135,60.5,68.0831,63.8059,4,4,5,5
archive,archive_development,2026-04-12_ShaTin,8,6,星幻,0,64.75,61.0,0.5,82.335,0.6688,64.2893,61.0,82.335,64.1475,64.75,74.9376,62.6552,61.0,74.9376,62.5135,6,6,6,6
archive,archive_development,2026-04-12_ShaTin,8,7,活力拍檔,0,64.2,60.5,0.5,78.71,0.6604,71.4399,60.5,78.71,71.3,64.2,72.3561,70.0363,60.5,72.3561,69.8964,1,1,1,2
archive,archive_development,2026-04-12_ShaTin,8,8,喜豐年,0,64.2,60.5,0.5,66.75,0.4402,61.8951,60.5,66.75,61.7553,64.2,62.9714,61.0604,60.5,62.9714,60.9206,7,7,7,7
archive,archive_development,2026-04-12_ShaTin,8,9,北斗福星,0,64.25,61.0,0.5,68.16,0.7101,57.8154,61.0,68.16,57.6925,64.25,65.7944,57.2928,61.0,65.7944,57.17,12,12,12,12
archive,archive_development,2026-04-12_ShaTin,8,10,高高至高,0,64.2,60.5,0.5,64.5,0.7081,58.5916,60.5,64.5,58.4517,64.2,63.1865,58.3014,60.5,63.1865,58.1616,11,11,11,11
archive,archive_development,2026-04-12_ShaTin,8,11,金滙千帥,0,66.85,61.0,0.5,67.15,0.6487,66.3439,61.0,67.15,66.1228,66.85,64.6382,65.789,61.0,64.6382,65.5679,5,5,4,4
archive,archive_development,2026-04-12_ShaTin,8,12,魅力知耀,0,66.85,61.0,0.5,65.74,0.6802,60.589,61.0,65.74,60.3679,66.85,63.9043,60.1835,61.0,63.9043,59.9624,10,10,9,10
archive,archive_development,2026-04-12_ShaTin,9,1,安泰,0,64.75,61.0,0.5,87.32,0.813,69.3142,61.0,87.32,69.1725,64.75,82.2112,68.1857,61.0,82.2112,68.0439,1,1,1,1
archive,archive_development,2026-04-12_ShaTin,9,2,幸運風彩,0,64.75,61.0,0.5,61.46,0.7239,57.5069,61.0,61.46,57.3651,64.75,61.0569,57.4178,61.0,61.0569,57.2761,12,12,12,12
archive,archive_development,2026-04-12_ShaTin,9,3,川河帥駒,0,64.75,61.0,0.5,83.2,0.4614,65.1068,61.0,83.2,64.965,64.75,70.7045,62.3465,61.0,70.7045,62.2048,3,3,8,8
archive,archive_development,2026-04-12_ShaTin,9,4,亞機拉,0,64.75,61.0,0.5,63.39,0.8542,64.4026,61.0,63.39,64.2609,64.75,62.8957,64.2934,61.0,62.8957,64.1517,4,4,3,3
archive,archive_development,2026-04-12_ShaTin,9,5,亨驥,0,64.2,60.5,0.5,67.575,0.5572,66.6977,60.5,67.575,66.5579,64.2,64.2208,65.9568,60.5,64.2208,65.8169,2,2,2,2
archive,archive_development,2026-04-12_ShaTin,9,6,名揚四海,0,63.1,59.5,0.5,63.85,0.8128,63.6156,59.5,63.85,63.4796,63.1,63.1293,63.4564,59.5,63.1293,63.3204,6,6,6,6
archive,archive_development,2026-04-12_ShaTin,9,7,重情重義,0,65.2,59.5,0.5,65.5,0.0,58.9386,59.5,65.5,58.7232,65.2,60.0,57.7237,59.5,60.0,57.5082,10,10,11,11
archive,archive_development,2026-04-12_ShaTin,9,8,確好勁,0,66.85,61.0,0.5,60.0,0.6393,62.5023,61.0,60.0,62.2811,66.85,60.0,62.5023,61.0,60.0,62.2811,8,8,7,7
archive,archive_development,2026-04-12_ShaTin,9,9,正義波,0,62.0,58.5,0.5,59.35,0.4354,63.5011,58.5,59.35,63.3688,62.0,59.717,63.5822,58.5,59.717,63.4499,7,7,5,5
archive,archive_development,2026-04-12_ShaTin,9,10,閃光燈,0,64.2,60.5,0.5,58.99,0.7793,57.8125,60.5,58.99,57.6727,64.2,59.2129,57.8618,60.5,59.2129,57.7219,11,11,10,10
archive,archive_development,2026-04-12_ShaTin,9,11,心雄雄,0,66.3,60.5,0.5,65.09,0.8028,64.3769,60.5,65.09,64.1576,66.3,64.0863,64.1552,60.5,64.0863,63.9359,5,5,4,4
archive,archive_development,2026-04-12_ShaTin,9,12,太子,0,66.3,60.5,0.5,75.0,0.8422,61.3701,60.5,75.0,61.1509,66.3,72.633,60.8472,60.5,72.633,60.628,9,9,9,9
archive,archive_development,2026-04-12_ShaTin,11,1,顏色之皇,0,60.7,60.5,0.5,75.4,0.6678,65.2173,60.5,75.4,65.2097,60.7,70.2841,64.0872,60.5,70.2841,64.0796,7,7,7,7
archive,archive_development,2026-04-12_ShaTin,11,2,信心星,0,61.25,61.0,0.5,83.65,0.3984,68.054,61.0,83.65,68.0446,61.25,69.4222,64.9111,61.0,69.4222,64.9017,4,4,6,6
archive,archive_development,2026-04-12_ShaTin,11,3,華麗再勝,0,64.2,60.5,0.5,68.025,0.6238,60.754,60.5,68.025,60.6141,64.2,65.006,60.0871,60.5,65.006,59.9472,12,12,12,12
archive,archive_development,2026-04-12_ShaTin,11,4,自強不息,0,64.2,60.5,0.5,68.795,0.7445,64.3686,60.5,68.795,64.2287,64.2,66.5479,63.8722,60.5,66.5479,63.7323,8,8,8,8
archive,archive_development,2026-04-12_ShaTin,11,5,翠紅,0,64.2,60.5,0.5,74.025,0.6754,67.6249,60.5,74.025,67.485,64.2,69.4725,66.6192,60.5,69.4725,66.4794,5,5,4,4
archive,archive_development,2026-04-12_ShaTin,11,6,魔術控制,0,64.2,60.5,0.5,64.5,0.8102,60.7976,60.5,64.5,60.6578,64.2,63.6459,60.609,60.5,63.6459,60.4691,11,11,11,11
archive,archive_development,2026-04-12_ShaTin,11,7,競駿輝煌,0,64.75,61.0,0.5,86.495,0.8295,70.3543,61.0,86.495,70.2126,64.75,81.9776,69.3564,61.0,81.9776,69.2147,1,1,1,1
archive,archive_development,2026-04-12_ShaTin,11,8,維港智能,0,64.75,61.0,0.5,64.975,0.6143,61.416,61.0,64.975,61.2742,64.75,63.0561,60.9921,61.0,63.0561,60.8504,10,10,10,10
archive,archive_development,2026-04-12_ShaTin,11,9,扶搖勢勁,0,66.3,60.5,0.5,63.85,0.4252,65.794,60.5,63.85,65.5747,66.3,61.637,65.3051,60.5,61.637,65.0859,6,6,5,5
archive,archive_development,2026-04-12_ShaTin,11,10,飲杯,0,66.85,61.0,0.5,65.09,0.7973,64.0024,61.0,65.09,63.7813,66.85,64.0583,63.7745,61.0,64.0583,63.5534,9,9,9,9
archive,archive_development,2026-04-12_ShaTin,11,11,閃耀天河,0,66.3,60.5,0.5,77.7,0.5659,70.1675,60.5,77.7,69.9483,66.3,70.0164,68.4702,60.5,70.0164,68.251,2,2,2,2
archive,archive_development,2026-04-12_ShaTin,11,12,巴基之勝,0,66.85,61.0,0.5,68.25,0.7418,68.7922,61.0,68.25,68.5711,66.85,66.1198,68.3216,61.0,66.1198,68.1005,3,3,3,3
archive,archive_development,2026-04-15_HappyValley,1,1,鄉村樂韻,0,61.25,61.0,0.5,69.9,0.382,61.3852,61.0,69.9,61.3757,61.25,63.7818,60.0337,61.0,63.7818,60.0242,8,8,10,9
archive,archive_development,2026-04-15_HappyValley,1,2,運來勇士,0,63.65,60.0,0.5,65.5,0.4466,59.0184,60.0,65.5,58.8805,63.65,62.4563,58.3461,60.0,62.4563,58.2081,12,12,12,12
archive,archive_development,2026-04-15_HappyValley,1,3,幸運傳承,0,60.7,60.5,0.5,83.2,0.3865,66.4142,60.5,83.2,66.4066,60.7,68.9668,63.27,60.5,68.9668,63.2625,2,2,2,2
archive,archive_development,2026-04-15_HappyValley,1,4,辣得金,0,60.7,60.5,0.5,79.15,0.4129,63.9849,60.5,79.15,63.9773,60.7,67.907,61.5013,60.5,67.907,61.4937,4,4,6,6
archive,archive_development,2026-04-15_HappyValley,1,5,銀亮濠俠,0,64.75,61.0,0.5,66.4,0.5679,68.078,61.0,66.4,67.9363,64.75,63.6346,67.4671,61.0,63.6346,67.3254,1,1,1,1
