Jockey,Trainer,Wins,Starts,Places,AvgOdds,WinRate,PlaceRate,TrainerDebutWinRate,TrainerDebutPlaceRate,JockeyDebutWinRate,JockeyDebutPlaceRate,WinEdgeVsMean,PlaceEdgeVsMean
貝知仁,韋達,0,1,0,72.0,0.0,0.0,1.45,15.94,0.0,16.67,-0.72,-16.3
巫顯東,容天鵬,0,1,0,107.0,0.0,0.0,2.13,6.38,0.0,7.69,-1.06,-7.04
湯普新,告東尼,0,1,0,58.0,0.0,0.0,4.17,13.89,0.0,9.84,-2.08,-11.86
麥當能,告東尼,0,1,0,100.0,0.0,0.0,4.17,13.89,0.0,0.0,-2.08,-6.94
巫顯東,黎昭昇,0,1,0,198.0,0.0,0.0,4.76,20.63,0.0,7.69,-2.38,-14.16
貝知仁,葉楚航,0,1,0,83.0,0.0,0.0,5.36,14.29,0.0,16.67,-2.68,-15.48
賀銘年,葉楚航,0,1,0,46.0,0.0,0.0,5.36,14.29,0.0,5.88,-2.68,-10.08
麥當能,葉楚航,0,1,0,70.0,0.0,0.0,5.36,14.29,0.0,0.0,-2.68,-7.14
湯普新,游達榮,0,1,0,54.0,0.0,0.0,6.0,16.0,0.0,9.84,-3.0,-12.92
賀銘年,游達榮,0,1,0,31.0,0.0,0.0,6.0,16.0,0.0,5.88,-3.0,-10.94
麥當能,游達榮,0,1,0,155.0,0.0,0.0,6.0,16.0,0.0,0.0,-3.0,-8.0
艾兆禮,容天鵬,0,1,0,21.0,0.0,0.0,2.13,6.38,4.0,24.0,-3.06,-15.19
馬昆,大衛希斯,0,1,0,42.0,0.0,0.0,6.17,25.93,0.0,25.0,-3.08,-25.46
黃寶妮,大衛希斯,0,1,0,65.0,0.0,0.0,6.17,25.93,0.0,4.35,-3.08,-15.14
鍾易禮,黎昭昇,0,1,0,32.0,0.0,0.0,4.76,20.63,1.56,7.81,-3.16,-14.22
韋紀力,鄭俊偉,0,1,0,17.0,0.0,0.0,6.67,28.89,0.0,0.0,-3.34,-14.44
麥當能,鄭俊偉,0,1,0,91.0,0.0,0.0,6.67,28.89,0.0,0.0,-3.34,-14.44
貝知仁,蔡約翰,0,1,0,8.0,0.0,0.0,6.76,24.32,0.0,16.67,-3.38,-20.5
賀銘年,羅富全,0,1,0,7.1,0.0,0.0,6.76,22.97,0.0,5.88,-3.38,-14.42
黃寶妮,羅富全,0,1,0,24.0,0.0,0.0,6.76,22.97,0.0,4.35,-3.38,-13.66
馬昆,賀賢,0,1,0,36.0,0.0,0.0,6.85,21.92,0.0,25.0,-3.42,-23.46
周俊樂,韋達,0,1,0,11.0,0.0,0.0,1.45,15.94,5.56,9.72,-3.5,-12.83
班德禮,容天鵬,0,1,0,21.0,0.0,0.0,2.13,6.38,5.08,16.95,-3.6,-11.66
巴度,容天鵬,0,1,0,13.0,0.0,0.0,2.13,6.38,5.26,19.3,-3.7,-12.84
蘇銘倫,沈集成,0,1,0,17.0,0.0,0.0,7.69,16.67,0.0,0.0,-3.84,-8.34
貝知仁,沈集成,0,1,0,26.0,0.0,0.0,7.69,16.67,0.0,16.67,-3.84,-16.67
馬昆,沈集成,0,1,0,61.0,0.0,0.0,7.69,16.67,0.0,25.0,-3.84,-20.84
黃寶妮,沈集成,0,1,0,51.0,0.0,0.0,7.69,16.67,0.0,4.35,-3.84,-10.51
湯普新,姚本輝,0,1,0,77.0,0.0,0.0,8.0,34.67,0.0,9.84,-4.0,-22.26
貝知仁,姚本輝,0,1,1,11.0,0.0,100.0,8.0,34.67,0.0,16.67,-4.0,74.33
鍾易禮,鄭俊偉,0,1,0,234.0,0.0,0.0,6.67,28.89,1.56,7.81,-4.12,-18.35
楊明綸,黎昭昇,0,1,0,86.0,0.0,0.0,4.76,20.63,3.64,16.36,-4.2,-18.49
巫顯東,呂健威,0,1,0,60.0,0.0,0.0,8.45,26.76,0.0,7.69,-4.22,-17.23
湯普新,呂健威,0,1,0,147.0,0.0,0.0,8.45,26.76,0.0,9.84,-4.22,-18.3
薛恩,巫偉傑,0,1,0,25.0,0.0,0.0,8.45,21.13,0.0,0.0,-4.22,-10.56
賀銘年,呂健威,0,1,1,23.0,0.0,100.0,8.45,26.76,0.0,5.88,-4.22,83.68
麥當能,呂健威,0,1,0,26.0,0.0,0.0,8.45,26.76,0.0,0.0,-4.22,-13.38
楊明綸,葉楚航,0,1,0,131.0,0.0,0.0,5.36,14.29,3.64,16.36,-4.5,-15.32
莫雷拉,方嘉柏,0,1,0,28.0,0.0,0.0,9.72,23.61,0.0,75.0,-4.86,-49.3
貝知仁,方嘉柏,0,1,0,58.0,0.0,0.0,9.72,23.61,0.0,16.67,-4.86,-20.14
賀銘年,方嘉柏,0,1,0,15.0,0.0,0.0,9.72,23.61,0.0,5.88,-4.86,-14.74
陳嘉熙,方嘉柏,0,1,0,9.9,0.0,0.0,9.72,23.61,0.0,42.86,-4.86,-33.24
班德禮,黎昭昇,0,1,0,4.0,0.0,0.0,4.76,20.63,5.08,16.95,-4.92,-18.79
巴度,黎昭昇,0,1,0,141.0,0.0,0.0,4.76,20.63,5.26,19.3,-5.01,-19.96
鍾易禮,文家良,0,1,0,14.0,0.0,0.0,8.62,17.24,1.56,7.81,-5.09,-12.52
希威森,葉楚航,0,1,0,36.0,0.0,0.0,5.36,14.29,4.88,15.85,-5.12,-15.07
周俊樂,黎昭昇,0,1,0,4.0,0.0,0.0,4.76,20.63,5.56,9.72,-5.16,-15.18
黃寶妮,徐雨石,0,1,0,9.3,0.0,0.0,10.34,17.24,0.0,4.35,-5.17,-10.79
楊明綸,羅富全,0,1,0,8.0,0.0,0.0,6.76,22.97,3.64,16.36,-5.2,-19.66
班德禮,葉楚航,0,1,0,20.0,0.0,0.0,5.36,14.29,5.08,16.95,-5.22,-15.62
艾兆禮,鄭俊偉,0,1,0,45.0,0.0,0.0,6.67,28.89,4.0,24.0,-5.34,-26.44
梁家俊,黎昭昇,0,1,0,8.1,0.0,0.0,4.76,20.63,6.25,25.0,-5.5,-22.82
董明朗,葉楚航,0,1,0,156.0,0.0,0.0,5.36,14.29,5.71,5.71,-5.54,-10.0
黃智弘,告東尼,0,1,0,70.0,0.0,0.0,4.17,13.89,6.9,13.79,-5.54,-13.84
周俊樂,游達榮,0,1,0,39.0,0.0,0.0,6.0,16.0,5.56,9.72,-5.78,-12.86
梁家俊,葉楚航,0,1,1,7.8,0.0,100.0,5.36,14.29,6.25,25.0,-5.8,80.36
希威森,羅富全,0,1,0,5.0,0.0,0.0,6.76,22.97,4.88,15.85,-5.82,-19.41
希威森,賀賢,0,1,0,113.0,0.0,0.0,6.85,21.92,4.88,15.85,-5.86,-18.89
董明朗,游達榮,0,1,0,107.0,0.0,0.0,6.0,16.0,5.71,5.71,-5.86,-10.86
鍾易禮,丁冠豪,0,1,0,122.0,0.0,0.0,10.26,23.08,1.56,7.81,-5.91,-15.44
黃智弘,葉楚航,0,1,0,33.0,0.0,0.0,5.36,14.29,6.9,13.79,-6.13,-14.04
周俊樂,羅富全,0,1,0,55.0,0.0,0.0,6.76,22.97,5.56,9.72,-6.16,-16.34
蔡明紹,游達榮,0,1,0,92.0,0.0,0.0,6.0,16.0,6.33,18.99,-6.16,-17.49
希威森,沈集成,0,1,0,109.0,0.0,0.0,7.69,16.67,4.88,15.85,-6.28,-16.26
艾兆禮,文家良,0,1,0,16.0,0.0,0.0,8.62,17.24,4.0,24.0,-6.31,-20.62
梁家俊,鄭俊偉,0,1,1,20.0,0.0,100.0,6.67,28.89,6.25,25.0,-6.46,73.06
巴度,沈集成,0,1,0,127.0,0.0,0.0,7.69,16.67,5.26,19.3,-6.48,-17.98
蔡明紹,鄭俊偉,0,1,0,67.0,0.0,0.0,6.67,28.89,6.33,18.99,-6.5,-23.94
奧爾民,黎昭昇,0,1,0,21.0,0.0,0.0,4.76,20.63,8.33,16.67,-6.54,-18.65
董明朗,沈集成,0,1,0,113.0,0.0,0.0,7.69,16.67,5.71,5.71,-6.7,-11.19
班德禮,巫偉傑,0,1,1,6.1,0.0,100.0,8.45,21.13,5.08,16.95,-6.76,80.96
湯普新,蘇偉賢,0,1,0,55.0,0.0,0.0,13.64,22.73,0.0,9.84,-6.82,-16.28
董明朗,姚本輝,0,1,0,52.0,0.0,0.0,8.0,34.67,5.71,5.71,-6.86,-20.19
艾道拿,文家良,0,1,0,10.0,0.0,0.0,8.62,17.24,5.19,23.38,-6.9,-20.31
楊明綸,丁冠豪,0,1,1,2.7,0.0,100.0,10.26,23.08,3.64,16.36,-6.95,80.28
蔡明紹,沈集成,0,1,0,119.0,0.0,0.0,7.69,16.67,6.33,18.99,-7.01,-17.83
田泰安,沈集成,0,1,0,8.0,0.0,0.0,7.69,16.67,6.38,23.4,-7.04,-20.04
董明朗,巫偉傑,0,1,0,39.0,0.0,0.0,8.45,21.13,5.71,5.71,-7.08,-13.42
希威森,伍鵬志,0,1,0,35.0,0.0,0.0,9.33,22.67,4.88,15.85,-7.1,-19.26
董明朗,文家良,0,1,0,70.0,0.0,0.0,8.62,17.24,5.71,5.71,-7.16,-11.48
蔡明紹,姚本輝,0,1,0,13.0,0.0,0.0,8.0,34.67,6.33,18.99,-7.16,-26.83
班德禮,伍鵬志,0,1,0,69.0,0.0,0.0,9.33,22.67,5.08,16.95,-7.2,-19.81
奧爾民,大衛希斯,0,1,0,45.0,0.0,0.0,6.17,25.93,8.33,16.67,-7.25,-21.3
希威森,方嘉柏,0,1,0,13.0,0.0,0.0,9.72,23.61,4.88,15.85,-7.3,-19.73
田泰安,呂健威,0,1,0,47.0,0.0,0.0,8.45,26.76,6.38,23.4,-7.41,-25.08
黃智弘,姚本輝,0,1,0,7.5,0.0,0.0,8.0,34.67,6.9,13.79,-7.45,-24.23
希威森,丁冠豪,0,1,0,67.0,0.0,0.0,10.26,23.08,4.88,15.85,-7.57,-19.46
奧爾民,賀賢,0,1,0,109.0,0.0,0.0,6.85,21.92,8.33,16.67,-7.59,-19.3
希威森,徐雨石,0,1,0,73.0,0.0,0.0,10.34,17.24,4.88,15.85,-7.61,-16.54
何澤堯,葉楚航,0,1,0,4.1,0.0,0.0,5.36,14.29,10.0,26.67,-7.68,-20.48
黃智弘,巫偉傑,0,1,0,22.0,0.0,0.0,8.45,21.13,6.9,13.79,-7.68,-17.46
巴度,丁冠豪,0,1,0,17.0,0.0,0.0,10.26,23.08,5.26,19.3,-7.76,-21.19
艾道拿,徐雨石,0,1,0,25.0,0.0,0.0,10.34,17.24,5.19,23.38,-7.76,-20.31
蔡明紹,伍鵬志,0,1,0,44.0,0.0,0.0,9.33,22.67,6.33,18.99,-7.83,-20.83
董明朗,丁冠豪,0,1,0,82.0,0.0,0.0,10.26,23.08,5.71,5.71,-7.98,-14.4
潘明輝,大衛希斯,0,1,1,10.0,0.0,100.0,6.17,25.93,9.86,25.35,-8.02,74.36
蔡明紹,方嘉柏,0,1,0,35.0,0.0,0.0,9.72,23.61,6.33,18.99,-8.02,-21.3
霍宏聲,容天鵬,0,1,0,36.0,0.0,0.0,2.13,6.38,14.08,23.94,-8.1,-15.16
梁家俊,徐雨石,0,1,0,55.0,0.0,0.0,10.34,17.24,6.25,25.0,-8.3,-21.12
蔡明紹,丁冠豪,0,1,0,14.0,0.0,0.0,10.26,23.08,6.33,18.99,-8.3,-21.03
潘明輝,蔡約翰,0,1,0,23.0,0.0,0.0,6.76,24.32,9.86,25.35,-8.31,-24.84
梁家俊,廖康銘,0,1,0,34.0,0.0,0.0,11.11,25.0,6.25,25.0,-8.68,-25.0
奧爾民,伍鵬志,0,1,0,23.0,0.0,0.0,9.33,22.67,8.33,16.67,-8.83,-19.67
何澤堯,沈集成,0,1,0,16.0,0.0,0.0,7.69,16.67,10.0,26.67,-8.85,-21.67
何澤堯,姚本輝,0,1,0,26.0,0.0,0.0,8.0,34.67,10.0,26.67,-9.0,-30.67
奧爾民,徐雨石,0,1,0,31.0,0.0,0.0,10.34,17.24,8.33,16.67,-9.34,-16.95
霍宏聲,黎昭昇,0,1,0,49.0,0.0,0.0,4.76,20.63,14.08,23.94,-9.42,-22.28
奧爾民,廖康銘,0,1,0,39.0,0.0,0.0,11.11,25.0,8.33,16.67,-9.72,-20.84
潘明輝,方嘉柏,0,1,0,52.0,0.0,0.0,9.72,23.61,9.86,25.35,-9.79,-24.48
麥道朗,中內田充正,0,1,1,3.5,0.0,100.0,0.0,100.0,20.0,40.0,-10.0,30.0
何澤堯,丁冠豪,0,1,0,16.0,0.0,0.0,10.26,23.08,10.0,26.67,-10.13,-24.88
霍宏聲,沈集成,0,1,0,117.0,0.0,0.0,7.69,16.67,14.08,23.94,-10.88,-20.3
霍宏聲,呂健威,0,1,0,9.7,0.0,0.0,8.45,26.76,14.08,23.94,-11.26,-25.35
布文,廖康銘,0,1,0,18.0,0.0,0.0,11.11,25.0,12.0,36.0,-11.56,-30.5
霍宏聲,伍鵬志,0,1,0,12.0,0.0,0.0,9.33,22.67,14.08,23.94,-11.7,-23.3
潘頓,馬晏殊,0,1,0,13.0,0.0,0.0,0.0,0.0,24.24,51.52,-12.12,-25.76
莫雅,范景新,0,1,0,79.0,0.0,0.0,0.0,0.0,25.0,25.0,-12.5,-12.5
布文,蘇偉賢,0,1,0,15.0,0.0,0.0,13.64,22.73,12.0,36.0,-12.82,-29.36
潘頓,容天鵬,0,1,0,8.0,0.0,0.0,2.13,6.38,24.24,51.52,-13.18,-28.95
麥道朗,文家良,0,1,0,26.0,0.0,0.0,8.62,17.24,20.0,40.0,-14.31,-28.62
麥道朗,方嘉柏,0,1,0,24.0,0.0,0.0,9.72,23.61,20.0,40.0,-14.86,-31.8
潘頓,方嘉柏,0,1,0,13.0,0.0,0.0,9.72,23.61,24.24,51.52,-16.98,-37.56
莫艾誠,包義定,0,1,0,114.0,0.0,0.0,0.0,0.0,50.0,50.0,-25.0,-25.0
金誠剛,游達榮,0,1,0,125.0,0.0,0.0,6.0,16.0,50.0,50.0,-28.0,-33.0
