Jockey,Going,Wins,Starts,Places,WinRate
梁家俊,第二班 - 1600米 - (105-80),1,2,2,50.0
梁家俊,第二班 - 1650米 - (100-75),1,1,1,100.0
梁家俊,第二班 - 1650米 - (100-80),0,3,2,0.0
梁家俊,第二班 - 1650米 - (105-80),1,1,1,100.0
梁家俊,第二班 - 1800米 - (100-75),0,1,0,0.0
梁家俊,第二班 - 1800米 - (90-60),0,1,0,0.0
梁家俊,第五班 - 1000米 - (40-0),0,5,0,0.0
梁家俊,第五班 - 1200米 - (40-0),3,27,6,11.1
梁家俊,第五班 - 1400米 - (40-0),1,13,5,7.7
梁家俊,第五班 - 1600米 - (40-0),2,6,2,33.3
梁家俊,第五班 - 1650米 - (40-0),1,8,1,12.5
梁家俊,第五班 - 1800米 - (40-0),0,7,1,0.0
梁家俊,第五班 - 2000米 - (40-0),0,2,0,0.0
梁家俊,第五班 - 2200米 - (40-0),0,1,0,0.0
梁家俊,第四班 - 1000米 - (60-40),3,17,5,17.6
梁家俊,第四班 - 1200米 - (60-40),8,90,23,8.9
梁家俊,第四班 - 1400米 - (60-40),1,45,11,2.2
梁家俊,第四班 - 1600米 - (60-40),2,13,3,15.4
梁家俊,第四班 - 1650米 - (60-40),1,36,9,2.8
梁家俊,第四班 - 1800米 - (60-40),0,6,0,0.0
梁家俊,第四班 - 2000米 - (60-40),0,3,0,0.0
梁家俊,第四班 - 2200米 - (60-40),0,1,0,0.0
梁家俊,第四班（條件限制） - 1200米 - (60-40),0,3,0,0.0
梁家俊,第四班（條件限制） - 1400米 - (60-40),0,1,0,0.0
楊明綸,三級賽 - 1000米,0,1,0,0.0
楊明綸,三級賽 - 1400米,0,1,0,0.0
楊明綸,三級賽 - 1800米,0,3,0,0.0
楊明綸,二級賽 - 1200米,0,2,0,0.0
楊明綸,新馬賽 - 1000米,0,1,0,0.0
楊明綸,新馬賽 - 1200米,0,2,0,0.0
楊明綸,第一班 - 1200米 - (80+),0,1,0,0.0
楊明綸,第一班 - 1650米 - (110-85),0,1,0,0.0
楊明綸,第三班 - 1000米 - (80-55),0,1,0,0.0
楊明綸,第三班 - 1000米 - (80-60),0,17,1,0.0
楊明綸,第三班 - 1000米 - (85-60),0,1,0,0.0
楊明綸,第三班 - 1200米 - (80-55),0,4,0,0.0
楊明綸,第三班 - 1200米 - (80-60),0,43,3,0.0
楊明綸,第三班 - 1200米 - (85-60),0,3,0,0.0
楊明綸,第三班 - 1400米 - (80-60),0,26,5,0.0
楊明綸,第三班 - 1600米 - (80-60),1,7,1,14.3
楊明綸,第三班 - 1600米 - (85-60),0,1,0,0.0
楊明綸,第三班 - 1650米 - (80-55),0,1,0,0.0
楊明綸,第三班 - 1650米 - (80-60),0,15,2,0.0
楊明綸,第三班 - 1650米 - (85-60),0,3,1,0.0
楊明綸,第三班 - 1800米 - (80-60),0,3,1,0.0
楊明綸,第三班 - 1800米 - (85-60),0,2,0,0.0
楊明綸,第三班 - 2000米 - (85-60),0,1,0,0.0
楊明綸,第三班（條件限制） - 1600米 - (85-60),0,1,0,0.0
楊明綸,第二班 - 1000米 - (100-80),0,1,0,0.0
楊明綸,第二班 - 1000米 - (90-65),0,1,0,0.0
楊明綸,第二班 - 1200米 - (100-80),0,2,0,0.0
楊明綸,第二班 - 1400米 - (100-75),0,1,0,0.0
楊明綸,第二班 - 1400米 - (100-80),0,2,0,0.0
楊明綸,第二班 - 1400米 - (105-80),0,2,0,0.0
楊明綸,第二班 - 1600米 - (100-75),0,1,0,0.0
楊明綸,第二班 - 1600米 - (100-80),0,1,0,0.0
楊明綸,第二班 - 1600米 - (105-80),0,2,1,0.0
楊明綸,第二班 - 1650米 - (100-80),1,2,1,50.0
楊明綸,第二班 - 1650米 - (105-80),0,1,0,0.0
楊明綸,第二班 - 1800米 - (100-75),0,1,0,0.0
楊明綸,第二班 - 1800米 - (90-60),0,1,1,0.0
楊明綸,第五班 - 1000米 - (40-0),0,8,1,0.0
楊明綸,第五班 - 1200米 - (40-0),1,21,4,4.8
楊明綸,第五班 - 1400米 - (40-0),0,8,0,0.0
楊明綸,第五班 - 1600米 - (40-0),1,5,1,20.0
楊明綸,第五班 - 1650米 - (40-0),0,9,1,0.0
楊明綸,第五班 - 1800米 - (40-0),2,8,2,25.0
楊明綸,第五班 - 2000米 - (40-0),0,1,1,0.0
楊明綸,第五班 - 2200米 - (40-0),1,3,1,33.3
楊明綸,第四班 - 1000米 - (60-40),0,12,0,0.0
楊明綸,第四班 - 1200米 - (60-40),4,95,18,4.2
楊明綸,第四班 - 1400米 - (60-40),2,39,8,5.1
楊明綸,第四班 - 1600米 - (60-40),1,12,3,8.3
楊明綸,第四班 - 1650米 - (60-40),4,35,8,11.4
楊明綸,第四班 - 1800米 - (60-40),1,10,3,10.0
楊明綸,第四班 - 2000米 - (60-40),0,5,1,0.0
楊明綸,第四班 - 2200米 - (60-35),1,3,3,33.3
楊明綸,第四班（條件限制） - 1400米 - (60-40),0,1,0,0.0
湯普新,一級賽 - 1400米,0,1,1,0.0
湯普新,三級賽 - 1200米,0,1,1,0.0
湯普新,四歲 - 2000米,0,1,0,0.0
湯普新,新馬賽 - 1000米,0,1,0,0.0
湯普新,第一班 - 1600米 - (85+),0,1,0,0.0
湯普新,第三班 - 1000米 - (80-60),0,12,3,0.0
湯普新,第三班 - 1000米 - (85-60),0,1,0,0.0
湯普新,第三班 - 1200米 - (80-55),0,2,0,0.0
湯普新,第三班 - 1200米 - (80-60),0,26,1,0.0
湯普新,第三班 - 1200米 - (85-60),0,2,0,0.0
湯普新,第三班 - 1400米 - (80-60),0,25,3,0.0
湯普新,第三班 - 1600米 - (80-60),1,7,1,14.3
湯普新,第三班 - 1600米 - (85-60),0,2,0,0.0
湯普新,第三班 - 1650米 - (80-60),0,9,1,0.0
湯普新,第三班 - 1650米 - (85-60),0,3,0,0.0
湯普新,第三班 - 1800米 - (80-60),1,8,3,12.5
湯普新,第三班 - 1800米 - (85-60),1,3,1,33.3
湯普新,第三班 - 2000米 - (80-60),0,1,0,0.0
湯普新,第三班 - 2000米 - (85-60),0,2,0,0.0
湯普新,第三班 - 2200米 - (85-60),0,1,1,0.0
湯普新,第三班（條件限制） - 1600米 - (85-60),0,1,0,0.0
湯普新,第二班 - 1200米 - (100-80),0,2,0,0.0
湯普新,第二班 - 1200米 - (105-80),0,2,0,0.0
湯普新,第二班 - 1400米 - (100-80),0,1,1,0.0
湯普新,第二班 - 1400米 - (105-80),0,2,1,0.0
湯普新,第二班 - 1600米 - (100-80),0,1,0,0.0
湯普新,第二班 - 1600米 - (105-80),0,2,0,0.0
湯普新,第二班 - 1650米 - (100-75),0,1,0,0.0
湯普新,第二班 - 1650米 - (105-80),0,1,1,0.0
湯普新,第二班 - 1800米 - (100-75),1,1,1,100.0
湯普新,第二班 - 2000米 - (100-75),0,1,0,0.0
湯普新,第二班 - 2000米 - (95-70),0,1,0,0.0
湯普新,第五班 - 1000米 - (40-0),0,1,1,0.0
湯普新,第五班 - 1200米 - (40-0),1,14,2,7.1
湯普新,第五班 - 1400米 - (40-0),0,4,0,0.0
湯普新,第五班 - 1600米 - (40-0),0,7,1,0.0
湯普新,第五班 - 1650米 - (40-0),0,4,0,0.0
湯普新,第五班 - 1800米 - (40-0),0,6,1,0.0
湯普新,第五班 - 2000米 - (40-0),0,2,0,0.0
湯普新,第五班 - 2200米 - (40-0),0,1,0,0.0
湯普新,第四班 - 1000米 - (60-40),0,13,1,0.0
湯普新,第四班 - 1200米 - (60-40),2,92,12,2.2
湯普新,第四班 - 1400米 - (60-40),1,39,4,2.6
湯普新,第四班 - 1600米 - (60-40),0,12,0,0.0
湯普新,第四班 - 1650米 - (60-40),1,43,8,2.3
湯普新,第四班 - 1800米 - (60-40),0,11,1,0.0
湯普新,第四班 - 2000米 - (60-40),0,4,1,0.0
湯普新,第四班 - 2200米 - (60-35),0,1,0,0.0
湯普新,第四班 - 2200米 - (60-40),0,1,0,0.0
溫蘿,一級賽 - 2400米,0,1,0,0.0
潘明輝,一級賽 - 1200米,0,2,0,0.0
潘明輝,一級賽 - 2000米,0,1,0,0.0
潘明輝,三級賽 - 1200米,0,1,0,0.0
潘明輝,三級賽 - 1400米,0,3,2,0.0
潘明輝,三級賽 - 1600米,0,1,0,0.0
潘明輝,三級賽 - 1800米,0,3,0,0.0
潘明輝,三級賽 - 2400米,0,1,0,0.0
潘明輝,二級賽 - 1200米,0,2,0,0.0
潘明輝,二級賽 - 1600米,1,1,1,100.0
潘明輝,二級賽 - 2000米,0,1,0,0.0
潘明輝,四歲 - 1600米,0,1,0,0.0
潘明輝,新馬賽 - 1000米,0,3,1,0.0
潘明輝,新馬賽 - 1200米,0,2,0,0.0
潘明輝,第一班 - 1000米 - (110-80),0,1,0,0.0
潘明輝,第一班 - 1600米 - (85+),0,1,0,0.0
潘明輝,第三班 - 1000米 - (80-55),0,1,1,0.0
潘明輝,第三班 - 1000米 - (80-60),1,16,6,6.2
潘明輝,第三班 - 1200米 - (80-55),0,4,0,0.0
潘明輝,第三班 - 1200米 - (80-60),1,55,9,1.8
潘明輝,第三班 - 1200米 - (85-60),0,4,0,0.0
潘明輝,第三班 - 1400米 - (80-60),1,22,3,4.5
潘明輝,第三班 - 1600米 - (80-60),1,8,1,12.5
潘明輝,第三班 - 1600米 - (85-60),0,2,1,0.0
潘明輝,第三班 - 1650米 - (80-60),2,20,4,10.0
潘明輝,第三班 - 1650米 - (85-60),0,3,0,0.0
潘明輝,第三班 - 1800米 - (80-60),0,11,4,0.0
潘明輝,第三班 - 1800米 - (85-60),0,3,1,0.0
潘明輝,第三班 - 2000米 - (80-60),1,3,1,33.3
潘明輝,第三班 - 2000米 - (85-60),0,2,1,0.0
潘明輝,第三班 - 2200米 - (80-60),0,1,1,0.0
潘明輝,第三班 - 2200米 - (85-60),0,1,0,0.0
潘明輝,第三班（條件限制） - 1600米 - (85-60),1,1,1,100.0
潘明輝,第二班 - 1200米 - (100-80),0,8,3,0.0
潘明輝,第二班 - 1200米 - (105-80),1,4,1,25.0
潘明輝,第二班 - 1400米 - (100-80),0,2,0,0.0
潘明輝,第二班 - 1400米 - (105-80),1,2,1,50.0
潘明輝,第二班 - 1600米 - (100-75),0,2,0,0.0
潘明輝,第二班 - 1600米 - (100-80),0,3,0,0.0
潘明輝,第二班 - 1600米 - (105-80),0,1,0,0.0
潘明輝,第二班 - 1650米 - (100-75),0,2,0,0.0
潘明輝,第二班 - 1650米 - (100-80),0,1,0,0.0
潘明輝,第二班 - 1650米 - (105-80),0,1,0,0.0
潘明輝,第二班 - 1800米 - (100-75),0,1,0,0.0
潘明輝,第二班 - 1800米 - (90-60),0,1,0,0.0
潘明輝,第二班 - 2000米 - (100-75),1,1,1,100.0
潘明輝,第二班 - 2000米 - (95-70),0,1,0,0.0
潘明輝,第五班 - 1000米 - (40-0),0,7,2,0.0
潘明輝,第五班 - 1200米 - (40-0),3,27,9,11.1
潘明輝,第五班 - 1400米 - (40-0),1,14,3,7.1
潘明輝,第五班 - 1600米 - (40-0),1,9,3,11.1
潘明輝,第五班 - 1650米 - (40-0),1,15,8,6.7
潘明輝,第五班 - 1800米 - (40-0),1,7,2,14.3
潘明輝,第五班 - 2000米 - (40-0),0,1,0,0.0
潘明輝,第五班 - 2200米 - (40-0),0,1,0,0.0
潘明輝,第四班 - 1000米 - (60-40),1,22,5,4.5
潘明輝,第四班 - 1200米 - (60-40),7,113,23,6.2
潘明輝,第四班 - 1400米 - (60-40),3,48,9,6.2
潘明輝,第四班 - 1600米 - (60-40),0,16,2,0.0
潘明輝,第四班 - 1650米 - (60-40),3,43,12,7.0
潘明輝,第四班 - 1800米 - (60-35),0,1,0,0.0
潘明輝,第四班 - 1800米 - (60-40),0,14,4,0.0
潘明輝,第四班 - 2000米 - (60-40),1,5,2,20.0
潘明輝,第四班 - 2200米 - (60-35),0,2,0,0.0
潘明輝,第四班（條件限制） - 1200米 - (60-40),1,3,1,33.3
潘明輝,第四班（條件限制） - 1400米 - (60-40),1,1,1,100.0
潘頓,一級賽 - 1200米,3,3,3,100.0
潘頓,一級賽 - 1600米,0,3,0,0.0
潘頓,一級賽 - 2000米,0,1,0,0.0
潘頓,一級賽 - 2400米,0,1,0,0.0
潘頓,三級賽 - 1000米,1,1,1,100.0
潘頓,三級賽 - 1400米,0,2,0,0.0
潘頓,三級賽 - 1600米,0,1,0,0.0
潘頓,三級賽 - 1800米,0,3,1,0.0
潘頓,三級賽 - 2400米,1,1,1,100.0
潘頓,二級賽 - 1200米,3,3,3,100.0
潘頓,二級賽 - 1600米,0,3,1,0.0
潘頓,四歲 - 1600米,0,1,1,0.0
潘頓,新馬賽 - 1000米,2,2,2,100.0
潘頓,新馬賽 - 1200米,0,1,1,0.0
潘頓,第一班 - 1000米 - (110-80),0,1,0,0.0
潘頓,第一班 - 1200米 - (110-85),0,1,0,0.0
潘頓,第一班 - 1200米 - (80+),1,1,1,100.0
潘頓,第一班 - 1400米 - (85+),0,1,1,0.0
潘頓,第一班 - 1600米 - (85+),0,1,0,0.0
潘頓,第三班 - 1000米 - (80-55),0,1,0,0.0
潘頓,第三班 - 1000米 - (80-60),4,16,8,25.0
潘頓,第三班 - 1200米 - (80-55),0,3,1,0.0
潘頓,第三班 - 1200米 - (80-60),19,65,38,29.2
潘頓,第三班 - 1400米 - (80-60),11,32,19,34.4
潘頓,第三班 - 1600米 - (80-60),1,11,5,9.1
潘頓,第三班 - 1600米 - (85-60),1,2,1,50.0
潘頓,第三班 - 1650米 - (80-60),4,25,11,16.0
潘頓,第三班 - 1800米 - (80-60),0,9,2,0.0
潘頓,第三班 - 1800米 - (85-60),0,1,0,0.0
潘頓,第三班 - 2000米 - (80-60),0,1,0,0.0
潘頓,第三班 - 2000米 - (85-60),1,3,1,33.3
潘頓,第三班 - 2200米 - (80-60),1,1,1,100.0
潘頓,第三班（條件限制） - 1600米 - (85-60),0,1,1,0.0
潘頓,第二班 - 1000米 - (100-75),1,1,1,100.0
潘頓,第二班 - 1000米 - (100-80),0,2,1,0.0
潘頓,第二班 - 1000米 - (90-65),0,1,0,0.0
潘頓,第二班 - 1200米 - (100-75),0,1,0,0.0
潘頓,第二班 - 1200米 - (100-80),3,10,6,30.0
潘頓,第二班 - 1200米 - (105-80),2,5,3,40.0
潘頓,第二班 - 1400米 - (100-80),2,4,3,50.0
潘頓,第二班 - 1400米 - (105-80),1,4,1,25.0
潘頓,第二班 - 1400米 - (90-70),0,1,1,0.0
潘頓,第二班 - 1600米 - (100-75),1,2,1,50.0
潘頓,第二班 - 1600米 - (100-80),0,1,0,0.0
潘頓,第二班 - 1600米 - (105-80),0,1,0,0.0
潘頓,第二班 - 1650米 - (100-75),0,2,1,0.0
潘頓,第二班 - 1650米 - (100-80),1,4,2,25.0
潘頓,第二班 - 1650米 - (105-80),0,1,1,0.0
潘頓,第二班 - 1800米 - (100-75),0,1,0,0.0
潘頓,第二班 - 1800米 - (100-80),0,1,0,0.0
潘頓,第二班 - 1800米 - (90-60),0,1,1,0.0
潘頓,第二班 - 2000米 - (95-70),0,1,1,0.0
潘頓,第五班 - 1000米 - (40-0),1,8,3,12.5
潘頓,第五班 - 1200米 - (40-0),1,26,6,3.8
潘頓,第五班 - 1400米 - (40-0),4,17,9,23.5
潘頓,第五班 - 1600米 - (40-0),1,6,3,16.7
潘頓,第五班 - 1650米 - (40-0),3,14,7,21.4
潘頓,第五班 - 1800米 - (40-0),3,9,3,33.3
潘頓,第五班 - 2000米 - (40-0),0,2,1,0.0
潘頓,第五班 - 2200米 - (40-0),0,3,1,0.0
潘頓,第四班 - 1000米 - (60-40),5,24,13,20.8
潘頓,第四班 - 1200米 - (60-40),23,110,57,20.9
潘頓,第四班 - 1400米 - (60-40),16,49,28,32.7
潘頓,第四班 - 1600米 - (60-40),3,11,5,27.3
潘頓,第四班 - 1650米 - (60-40),10,44,18,22.7
潘頓,第四班 - 1800米 - (60-35),0,1,1,0.0
潘頓,第四班 - 1800米 - (60-40),3,12,6,25.0
潘頓,第四班 - 2000米 - (60-40),1,5,2,20.0
潘頓,第四班 - 2200米 - (60-35),0,2,0,0.0
潘頓,第四班 - 2200米 - (60-40),0,1,1,0.0
潘頓,第四班（條件限制） - 1200米 - (60-40),0,2,1,0.0
潘頓,第四班（條件限制） - 1400米 - (60-40),0,1,0,0.0
班德禮,一級賽 - 1400米,0,1,0,0.0
班德禮,一級賽 - 2000米,0,1,0,0.0
班德禮,一級賽 - 2400米,0,1,0,0.0
班德禮,三級賽 - 1000米,0,2,1,0.0
班德禮,三級賽 - 1400米,0,1,0,0.0
班德禮,三級賽 - 1600米,0,1,0,0.0
班德禮,三級賽 - 1800米,1,3,2,33.3
班德禮,二級賽 - 1200米,0,2,0,0.0
班德禮,二級賽 - 1600米,0,1,1,0.0
班德禮,四歲 - 1600米,0,1,0,0.0
班德禮,新馬賽 - 1000米,0,2,0,0.0
班德禮,新馬賽 - 1200米,0,1,0,0.0
班德禮,第一班 - 1200米 - (110-85),0,1,1,0.0
班德禮,第一班 - 1200米 - (85+),0,1,0,0.0
班德禮,第一班 - 1400米 - (85+),0,1,0,0.0
班德禮,第一班 - 1650米 - (110-85),0,1,1,0.0
班德禮,第三班 - 1000米 - (80-55),0,2,0,0.0
班德禮,第三班 - 1000米 - (80-60),2,10,3,20.0
班德禮,第三班 - 1200米 - (80-55),1,5,1,20.0
班德禮,第三班 - 1200米 - (80-60),0,53,15,0.0
班德禮,第三班 - 1200米 - (85-60),0,3,1,0.0
班德禮,第三班 - 1400米 - (80-60),3,27,8,11.1
班德禮,第三班 - 1600米 - (80-60),0,9,2,0.0
班德禮,第三班 - 1600米 - (85-60),1,1,1,100.0
班德禮,第三班 - 1650米 - (80-55),1,1,1,100.0
班德禮,第三班 - 1650米 - (80-60),1,19,4,5.3
班德禮,第三班 - 1650米 - (85-60),0,4,0,0.0
班德禮,第三班 - 1800米 - (80-60),0,4,1,0.0
班德禮,第三班 - 1800米 - (85-60),0,2,0,0.0
班德禮,第三班 - 2000米 - (80-60),0,2,0,0.0
班德禮,第三班 - 2000米 - (85-60),0,1,0,0.0
班德禮,第三班 - 2200米 - (85-60),1,1,1,100.0
班德禮,第二班 - 1000米 - (100-75),0,1,0,0.0
班德禮,第二班 - 1000米 - (100-80),0,1,1,0.0
班德禮,第二班 - 1200米 - (100-75),0,1,1,0.0
班德禮,第二班 - 1200米 - (100-80),0,4,0,0.0
班德禮,第二班 - 1200米 - (105-80),0,1,1,0.0
班德禮,第二班 - 1400米 - (105-80),0,4,2,0.0
班德禮,第二班 - 1600米 - (100-75),1,1,1,100.0
班德禮,第二班 - 1600米 - (100-80),0,3,1,0.0
班德禮,第二班 - 1600米 - (105-80),0,1,0,0.0
班德禮,第二班 - 1650米 - (100-80),1,3,2,33.3
班德禮,第二班 - 1650米 - (105-80),0,1,0,0.0
班德禮,第二班 - 1800米 - (100-75),0,2,1,0.0
班德禮,第五班 - 1000米 - (40-0),1,9,2,11.1
班德禮,第五班 - 1200米 - (40-0),0,22,6,0.0
班德禮,第五班 - 1400米 - (40-0),1,14,1,7.1
班德禮,第五班 - 1600米 - (40-0),0,6,0,0.0
班德禮,第五班 - 1650米 - (40-0),2,10,3,20.0
班德禮,第五班 - 1800米 - (40-0),0,4,1,0.0
班德禮,第四班 - 1000米 - (60-40),2,15,2,13.3
班德禮,第四班 - 1200米 - (60-40),7,92,15,7.6
班德禮,第四班 - 1400米 - (60-40),1,34,3,2.9
班德禮,第四班 - 1600米 - (60-40),0,11,4,0.0
班德禮,第四班 - 1650米 - (60-40),3,31,8,9.7
班德禮,第四班 - 1800米 - (60-35),0,1,0,0.0
班德禮,第四班 - 1800米 - (60-40),0,13,1,0.0
班德禮,第四班 - 2000米 - (60-40),0,4,1,0.0
班德禮,第四班 - 2200米 - (60-35),0,3,1,0.0
班德禮,第四班 - 2200米 - (60-40),1,2,1,50.0
班德禮,第四班（條件限制） - 1200米 - (60-40),0,2,0,0.0
班德禮,第四班（條件限制） - 1400米 - (60-40),0,1,0,0.0
田泰安,一級賽 - 1200米,0,1,0,0.0
田泰安,一級賽 - 1400米,1,1,1,100.0
田泰安,一級賽 - 1600米,0,2,0,0.0
田泰安,一級賽 - 2000米,0,1,1,0.0
田泰安,三級賽 - 1000米,0,2,0,0.0
田泰安,三級賽 - 1200米,0,1,0,0.0
田泰安,三級賽 - 1400米,1,2,1,50.0
田泰安,三級賽 - 1600米,0,1,0,0.0
田泰安,三級賽 - 1800米,1,4,1,25.0
田泰安,二級賽 - 1200米,0,2,0,0.0
田泰安,二級賽 - 1600米,0,3,1,0.0
田泰安,二級賽 - 2000米,0,1,0,0.0
田泰安,四歲 - 1600米,0,1,0,0.0
田泰安,四歲 - 1800米,0,1,1,0.0
田泰安,四歲 - 2000米,0,1,0,0.0
田泰安,新馬賽 - 1000米,0,3,2,0.0
田泰安,第一班 - 1200米 - (110-85),0,1,0,0.0
田泰安,第一班 - 1200米 - (80+),0,1,0,0.0
田泰安,第一班 - 1200米 - (85+),0,1,1,0.0
田泰安,第一班 - 1400米 - (85+),0,1,0,0.0
田泰安,第一班 - 1600米 - (85+),0,1,0,0.0
田泰安,第一班 - 1650米 - (110-85),0,1,0,0.0
田泰安,第三班 - 1000米 - (80-55),0,1,0,0.0
田泰安,第三班 - 1000米 - (80-60),0,17,1,0.0
田泰安,第三班 - 1000米 - (85-60),0,1,0,0.0
田泰安,第三班 - 1200米 - (80-55),0,4,1,0.0
田泰安,第三班 - 1200米 - (80-60),3,61,14,4.9
田泰安,第三班 - 1200米 - (85-60),0,4,1,0.0
田泰安,第三班 - 1400米 - (80-60),3,31,8,9.7
田泰安,第三班 - 1600米 - (80-60),0,12,4,0.0
田泰安,第三班 - 1600米 - (85-60),0,2,1,0.0
田泰安,第三班 - 1650米 - (80-60),3,22,13,13.6
田泰安,第三班 - 1650米 - (85-60),0,3,1,0.0
田泰安,第三班 - 1800米 - (80-60),2,11,3,18.2
田泰安,第三班 - 1800米 - (85-60),0,3,0,0.0
田泰安,第三班 - 2000米 - (80-60),0,3,2,0.0
田泰安,第三班 - 2000米 - (85-60),0,1,0,0.0
田泰安,第三班 - 2200米 - (85-60),0,1,0,0.0
田泰安,第三班（條件限制） - 1600米 - (85-60),0,1,0,0.0
田泰安,第二班 - 1000米 - (100-75),0,2,0,0.0
田泰安,第二班 - 1000米 - (100-80),0,1,0,0.0
田泰安,第二班 - 1200米 - (100-75),0,1,1,0.0
田泰安,第二班 - 1200米 - (100-80),0,6,3,0.0
田泰安,第二班 - 1200米 - (105-80),0,4,1,0.0
田泰安,第二班 - 1400米 - (100-75),0,1,0,0.0
田泰安,第二班 - 1400米 - (100-80),0,1,0,0.0
田泰安,第二班 - 1400米 - (105-80),0,5,0,0.0
田泰安,第二班 - 1400米 - (90-70),0,1,0,0.0
田泰安,第二班 - 1600米 - (100-75),0,1,0,0.0
田泰安,第二班 - 1600米 - (100-80),0,3,0,0.0
田泰安,第二班 - 1600米 - (105-80),0,1,0,0.0
田泰安,第二班 - 1650米 - (100-75),0,2,1,0.0
田泰安,第二班 - 1650米 - (100-80),0,2,1,0.0
田泰安,第二班 - 1650米 - (105-80),0,1,0,0.0
田泰安,第二班 - 1800米 - (100-75),0,2,0,0.0
田泰安,第二班 - 1800米 - (100-80),0,1,0,0.0
田泰安,第二班 - 1800米 - (90-60),0,1,0,0.0
田泰安,第二班 - 2000米 - (100-75),0,1,0,0.0
田泰安,第二班 - 2000米 - (95-70),0,1,0,0.0
田泰安,第五班 - 1000米 - (40-0),2,10,3,20.0
田泰安,第五班 - 1200米 - (40-0),4,29,10,13.8
田泰安,第五班 - 1400米 - (40-0),0,16,3,0.0
田泰安,第五班 - 1600米 - (40-0),0,4,1,0.0
田泰安,第五班 - 1650米 - (40-0),0,14,3,0.0
田泰安,第五班 - 1800米 - (40-0),1,8,1,12.5
田泰安,第五班 - 2000米 - (40-0),0,2,1,0.0
田泰安,第五班 - 2200米 - (40-0),0,2,0,0.0
田泰安,第四班 - 1000米 - (60-40),0,22,3,0.0
田泰安,第四班 - 1200米 - (60-40),10,125,32,8.0
田泰安,第四班 - 1400米 - (60-40),2,56,10,3.6
田泰安,第四班 - 1600米 - (60-40),1,17,6,5.9
田泰安,第四班 - 1650米 - (60-40),6,52,16,11.5
田泰安,第四班 - 1800米 - (60-35),1,1,1,100.0
田泰安,第四班 - 1800米 - (60-40),2,16,5,12.5
田泰安,第四班 - 2000米 - (60-40),0,4,2,0.0
田泰安,第四班 - 2200米 - (60-35),1,3,2,33.3
田泰安,第四班 - 2200米 - (60-40),0,1,0,0.0
田泰安,第四班（條件限制） - 1200米 - (60-40),0,3,0,0.0
簡國能,第三班 - 1200米 - (80-60),0,1,1,0.0
簡國能,第三班 - 1650米 - (80-60),0,1,0,0.0
簡國能,第四班 - 1000米 - (60-40),0,1,0,0.0
簡國能,第四班 - 1650米 - (60-40),0,2,1,0.0
羅敦,一級賽 - 2000米,0,1,0,0.0
羅敦,一級賽 - 2400米,0,1,0,0.0
艾兆禮,一級賽 - 1200米,0,3,0,0.0
艾兆禮,一級賽 - 1400米,0,1,0,0.0
艾兆禮,一級賽 - 1600米,0,2,0,0.0
艾兆禮,一級賽 - 2000米,0,2,0,0.0
艾兆禮,一級賽 - 2400米,0,2,0,0.0
艾兆禮,三級賽 - 1000米,0,1,0,0.0
艾兆禮,三級賽 - 1200米,0,1,0,0.0
艾兆禮,三級賽 - 1400米,0,3,1,0.0
艾兆禮,三級賽 - 1600米,0,1,0,0.0
艾兆禮,三級賽 - 1800米,0,3,1,0.0
艾兆禮,二級賽 - 1200米,0,3,0,0.0
艾兆禮,二級賽 - 1600米,0,3,1,0.0
艾兆禮,二級賽 - 2000米,0,1,1,0.0
艾兆禮,四歲 - 1800米,0,1,0,0.0
艾兆禮,四歲 - 2000米,0,1,0,0.0
艾兆禮,新馬賽 - 1000米,0,1,0,0.0
艾兆禮,新馬賽 - 1200米,0,2,1,0.0
艾兆禮,第一班 - 1000米 - (110-80),0,1,0,0.0
艾兆禮,第一班 - 1200米 - (110-85),0,1,1,0.0
艾兆禮,第一班 - 1200米 - (80+),0,1,0,0.0
艾兆禮,第一班 - 1400米 - (85+),0,1,0,0.0
艾兆禮,第一班 - 1600米 - (85+),1,1,1,100.0
艾兆禮,第一班 - 1650米 - (110-85),0,1,0,0.0
艾兆禮,第三班 - 1000米 - (80-55),1,1,1,100.0
艾兆禮,第三班 - 1000米 - (80-60),1,16,4,6.2
艾兆禮,第三班 - 1000米 - (85-60),0,1,0,0.0
艾兆禮,第三班 - 1200米 - (80-55),3,5,3,60.0
艾兆禮,第三班 - 1200米 - (80-60),7,64,18,10.9
艾兆禮,第三班 - 1200米 - (85-60),2,5,3,40.0
艾兆禮,第三班 - 1400米 - (80-60),1,33,7,3.0
艾兆禮,第三班 - 1600米 - (80-60),0,14,2,0.0
艾兆禮,第三班 - 1600米 - (85-60),0,2,0,0.0
艾兆禮,第三班 - 1650米 - (80-60),4,24,8,16.7
艾兆禮,第三班 - 1650米 - (85-60),0,4,0,0.0
艾兆禮,第三班 - 1800米 - (80-60),2,12,3,16.7
艾兆禮,第三班 - 1800米 - (85-60),1,2,1,50.0
艾兆禮,第三班 - 2000米 - (80-60),0,3,1,0.0
艾兆禮,第三班 - 2000米 - (85-60),1,2,2,50.0
艾兆禮,第三班 - 2200米 - (80-60),0,1,0,0.0
艾兆禮,第三班 - 2200米 - (85-60),0,1,0,0.0
艾兆禮,第三班（條件限制） - 1600米 - (85-60),0,1,0,0.0
艾兆禮,第二班 - 1000米 - (100-75),0,2,1,0.0
艾兆禮,第二班 - 1000米 - (100-80),0,2,2,0.0
