Jockey,Going,Wins,Starts,Places,WinRate
希威森,第二班 - 2000米 - (95-70),0,1,0,0.0
希威森,第五班 - 1000米 - (40-0),0,8,1,0.0
希威森,第五班 - 1200米 - (40-0),0,11,2,0.0
希威森,第五班 - 1400米 - (40-0),1,14,3,7.1
希威森,第五班 - 1650米 - (40-0),0,12,2,0.0
希威森,第五班 - 1800米 - (40-0),1,5,1,20.0
希威森,第五班 - 2000米 - (40-0),1,2,2,50.0
希威森,第五班 - 2200米 - (40-0),0,3,1,0.0
希威森,第四班 - 1000米 - (60-40),0,20,2,0.0
希威森,第四班 - 1200米 - (60-40),7,97,21,7.2
希威森,第四班 - 1400米 - (60-40),4,48,12,8.3
希威森,第四班 - 1600米 - (60-40),0,12,3,0.0
希威森,第四班 - 1650米 - (60-40),5,38,11,13.2
希威森,第四班 - 1800米 - (60-40),1,10,1,10.0
希威森,第四班 - 2000米 - (60-40),0,2,0,0.0
希威森,第四班 - 2200米 - (60-35),0,2,0,0.0
希威森,第四班 - 2200米 - (60-40),0,1,0,0.0
希威森,第四班（條件限制） - 1200米 - (60-40),0,2,0,0.0
杜滿樂,一級賽 - 1600米,0,1,0,0.0
杜滿樂,一級賽 - 2400米,0,1,0,0.0
杜苑欣,第三班 - 1000米 - (80-60),0,1,0,0.0
杜苑欣,第三班 - 1200米 - (80-60),0,3,1,0.0
杜苑欣,第三班 - 1200米 - (85-60),0,1,0,0.0
杜苑欣,第三班 - 1650米 - (80-60),1,1,1,100.0
杜苑欣,第三班 - 1800米 - (80-60),0,1,0,0.0
杜苑欣,第三班 - 1800米 - (85-60),0,1,0,0.0
杜苑欣,第二班 - 1600米 - (100-80),0,1,0,0.0
杜苑欣,第五班 - 1200米 - (40-0),0,2,0,0.0
杜苑欣,第五班 - 1650米 - (40-0),0,1,0,0.0
杜苑欣,第四班 - 1000米 - (60-40),0,2,0,0.0
杜苑欣,第四班 - 1200米 - (60-40),0,4,2,0.0
杜苑欣,第四班 - 1400米 - (60-40),0,2,1,0.0
杜苑欣,第四班 - 1650米 - (60-40),0,3,1,0.0
杜苑欣,第四班 - 1800米 - (60-40),1,1,1,100.0
柯浩新,一級賽 - 2000米,0,1,0,0.0
梁家俊,一級賽 - 1200米,0,2,0,0.0
梁家俊,一級賽 - 1600米,0,1,0,0.0
梁家俊,三級賽 - 1200米,0,1,0,0.0
梁家俊,三級賽 - 1400米,0,1,0,0.0
梁家俊,三級賽 - 1800米,0,4,0,0.0
梁家俊,二級賽 - 1200米,0,1,0,0.0
梁家俊,二級賽 - 1600米,0,1,0,0.0
梁家俊,二級賽 - 2000米,0,1,0,0.0
梁家俊,四歲 - 1600米,0,1,0,0.0
梁家俊,四歲 - 1800米,0,1,0,0.0
梁家俊,新馬賽 - 1000米,0,3,2,0.0
梁家俊,新馬賽 - 1200米,0,2,0,0.0
梁家俊,第一班 - 1600米 - (85+),0,1,1,0.0
梁家俊,第三班 - 1000米 - (80-55),0,1,0,0.0
梁家俊,第三班 - 1000米 - (80-60),0,7,0,0.0
梁家俊,第三班 - 1200米 - (80-60),7,41,15,17.1
梁家俊,第三班 - 1200米 - (85-60),0,2,1,0.0
梁家俊,第三班 - 1400米 - (80-60),1,21,4,4.8
梁家俊,第三班 - 1600米 - (80-60),1,12,2,8.3
梁家俊,第三班 - 1600米 - (85-60),0,1,0,0.0
梁家俊,第三班 - 1650米 - (80-60),0,15,5,0.0
梁家俊,第三班 - 1650米 - (85-60),0,4,1,0.0
梁家俊,第三班 - 1800米 - (80-60),0,8,2,0.0
梁家俊,第三班 - 2200米 - (85-60),0,1,0,0.0
梁家俊,第三班（條件限制） - 1600米 - (85-60),0,1,1,0.0
梁家俊,第二班 - 1000米 - (100-75),0,1,0,0.0
梁家俊,第二班 - 1000米 - (100-80),1,1,1,100.0
梁家俊,第二班 - 1200米 - (100-80),0,4,0,0.0
梁家俊,第二班 - 1200米 - (105-80),0,1,0,0.0
梁家俊,第二班 - 1400米 - (100-75),0,1,0,0.0
梁家俊,第二班 - 1400米 - (100-80),0,4,0,0.0
梁家俊,第二班 - 1400米 - (105-80),0,4,1,0.0
梁家俊,第二班 - 1600米 - (100-75),0,1,0,0.0
梁家俊,第二班 - 1600米 - (100-80),1,3,1,33.3
