Jockey,Going,Wins,Starts,Places,WinRate
艾道拿,第二班 - 1800米 - (100-80),0,2,0,0.0
艾道拿,第二班 - 2000米 - (100-75),0,1,0,0.0
艾道拿,第二班 - 2000米 - (95-70),0,1,1,0.0
艾道拿,第五班 - 1000米 - (40-0),0,7,2,0.0
艾道拿,第五班 - 1200米 - (40-0),2,43,8,4.7
艾道拿,第五班 - 1400米 - (40-0),1,18,2,5.6
艾道拿,第五班 - 1600米 - (40-0),2,11,4,18.2
艾道拿,第五班 - 1650米 - (40-0),2,22,3,9.1
艾道拿,第五班 - 1800米 - (40-0),0,10,3,0.0
艾道拿,第五班 - 2000米 - (40-0),0,1,0,0.0
艾道拿,第五班 - 2200米 - (40-0),0,2,0,0.0
艾道拿,第四班 - 1000米 - (60-40),2,30,10,6.7
艾道拿,第四班 - 1200米 - (60-40),5,176,31,2.8
艾道拿,第四班 - 1400米 - (60-40),4,76,15,5.3
艾道拿,第四班 - 1600米 - (60-40),8,24,11,33.3
艾道拿,第四班 - 1650米 - (60-40),4,56,13,7.1
艾道拿,第四班 - 1800米 - (60-40),2,22,7,9.1
艾道拿,第四班 - 2000米 - (60-40),1,5,1,20.0
艾道拿,第四班 - 2200米 - (60-40),0,3,2,0.0
艾道拿,第四班（條件限制） - 1200米 - (60-40),0,5,2,0.0
艾道拿,第四班（條件限制） - 1400米 - (60-40),0,2,2,0.0
苗傑美,四歲 - 1600米,0,1,0,0.0
苗傑美,第二班 - 1400米 - (105-80),0,1,0,0.0
苗傑美,第五班 - 1200米 - (40-0),0,1,0,0.0
苗傑美,第四班 - 1200米 - (60-40),0,1,1,0.0
范以誠,一級賽 - 2000米,0,2,1,0.0
莫艾誠,一級賽 - 1200米,0,2,0,0.0
莫艾誠,一級賽 - 2000米,0,2,0,0.0
莫艾誠,一級賽 - 2400米,1,2,1,50.0
莫艾誠,第四班 - 1400米 - (60-40),0,1,0,0.0
莫雅,一級賽 - 1200米,0,1,0,0.0
莫雅,一級賽 - 1600米,0,2,0,0.0
莫雅,一級賽 - 2000米,0,1,0,0.0
莫雅,一級賽 - 2400米,0,2,0,0.0
莫雅,四歲 - 1800米,0,1,0,0.0
莫雅,四歲 - 2000米,0,1,0,0.0
莫雅,第一班 - 1200米 - (110-85),0,1,1,0.0
莫雅,第一班 - 1650米 - (110-85),1,1,1,100.0
莫雅,第三班 - 1000米 - (85-60),0,1,0,0.0
莫雅,第三班 - 1200米 - (80-55),0,2,0,0.0
莫雅,第三班 - 1200米 - (80-60),2,4,3,50.0
莫雅,第三班 - 1200米 - (85-60),0,2,1,0.0
莫雅,第三班 - 1400米 - (80-60),0,1,0,0.0
莫雅,第三班 - 1650米 - (80-55),0,1,0,0.0
莫雅,第三班 - 1650米 - (80-60),0,2,0,0.0
莫雅,第三班 - 1650米 - (85-60),1,2,2,50.0
莫雅,第三班 - 2000米 - (80-60),0,1,0,0.0
莫雅,第二班 - 1400米 - (100-75),0,1,1,0.0
莫雅,第二班 - 1400米 - (100-80),0,1,1,0.0
莫雅,第二班 - 1400米 - (105-80),0,1,0,0.0
莫雅,第五班 - 1200米 - (40-0),0,1,0,0.0
莫雅,第五班 - 2200米 - (40-0),0,1,0,0.0
莫雅,第四班 - 1000米 - (60-40),0,2,0,0.0
莫雅,第四班 - 1200米 - (60-40),1,7,2,14.3
莫雅,第四班 - 1400米 - (60-40),1,4,3,25.0
莫雅,第四班 - 1650米 - (60-40),1,5,1,20.0
莫雅,第四班 - 1800米 - (60-40),1,1,1,100.0
莫雅,第四班 - 2200米 - (60-40),0,1,0,0.0
莫雷拉,一級賽 - 1200米,0,3,3,0.0
莫雷拉,一級賽 - 1600米,0,3,1,0.0
莫雷拉,一級賽 - 2000米,0,2,0,0.0
莫雷拉,一級賽 - 2400米,0,1,1,0.0
莫雷拉,四歲 - 1800米,0,1,0,0.0
莫雷拉,四歲 - 2000米,0,1,1,0.0
莫雷拉,新馬賽 - 1000米,0,1,1,0.0
莫雷拉,第三班 - 1000米 - (80-60),0,2,1,0.0
莫雷拉,第三班 - 1200米 - (80-60),1,7,3,14.3
莫雷拉,第三班 - 1200米 - (85-60),0,2,0,0.0
莫雷拉,第三班 - 1400米 - (80-60),2,6,3,33.3
莫雷拉,第三班 - 1600米 - (80-60),1,4,1,25.0
莫雷拉,第三班 - 1650米 - (80-55),0,2,0,0.0
莫雷拉,第三班 - 1650米 - (80-60),0,2,1,0.0
莫雷拉,第三班 - 1650米 - (85-60),1,2,2,50.0
莫雷拉,第三班 - 1800米 - (80-60),0,1,0,0.0
莫雷拉,第三班 - 2000米 - (80-60),0,1,0,0.0
莫雷拉,第二班 - 1200米 - (100-80),0,1,0,0.0
莫雷拉,第二班 - 1200米 - (105-80),0,1,0,0.0
莫雷拉,第二班 - 1400米 - (100-80),1,1,1,100.0
莫雷拉,第二班 - 1400米 - (105-80),1,3,1,33.3
莫雷拉,第二班 - 1800米 - (100-75),0,1,1,0.0
莫雷拉,第二班 - 1800米 - (100-80),0,1,0,0.0
莫雷拉,第五班 - 1000米 - (40-0),0,1,0,0.0
莫雷拉,第五班 - 1200米 - (40-0),2,5,3,40.0
莫雷拉,第五班 - 1400米 - (40-0),0,2,1,0.0
莫雷拉,第五班 - 1650米 - (40-0),2,4,2,50.0
莫雷拉,第四班 - 1000米 - (60-40),0,5,0,0.0
莫雷拉,第四班 - 1200米 - (60-40),2,15,6,13.3
莫雷拉,第四班 - 1400米 - (60-40),0,10,3,0.0
莫雷拉,第四班 - 1600米 - (60-40),1,3,1,33.3
莫雷拉,第四班 - 1650米 - (60-40),1,7,1,14.3
莫雷拉,第四班 - 1800米 - (60-35),0,2,0,0.0
莫雷拉,第四班 - 1800米 - (60-40),0,1,0,0.0
菅原明良,一級賽 - 1200米,0,1,0,0.0
董明朗,三級賽 - 1200米,0,1,1,0.0
董明朗,三級賽 - 1400米,1,2,2,50.0
董明朗,二級賽 - 1200米,0,1,0,0.0
董明朗,二級賽 - 1600米,0,2,1,0.0
董明朗,新馬賽 - 1200米,0,1,0,0.0
董明朗,第一班 - 1000米 - (110-80),0,1,0,0.0
董明朗,第一班 - 1200米 - (80+),0,2,0,0.0
董明朗,第三班 - 1000米 - (80-60),0,7,0,0.0
董明朗,第三班 - 1200米 - (80-60),2,41,4,4.9
董明朗,第三班 - 1400米 - (80-60),1,16,2,6.2
董明朗,第三班 - 1600米 - (80-60),0,6,0,0.0
董明朗,第三班 - 1650米 - (80-55),0,1,0,0.0
董明朗,第三班 - 1650米 - (80-60),0,10,1,0.0
董明朗,第三班 - 1650米 - (85-60),0,1,1,0.0
董明朗,第三班 - 1800米 - (80-60),0,4,0,0.0
董明朗,第二班 - 1000米 - (105-80),0,1,1,0.0
董明朗,第二班 - 1200米 - (100-80),1,4,2,25.0
董明朗,第二班 - 1200米 - (105-80),0,2,0,0.0
董明朗,第二班 - 1400米 - (105-80),0,1,0,0.0
董明朗,第二班 - 1600米 - (105-80),0,1,0,0.0
董明朗,第二班 - 1650米 - (100-80),0,1,1,0.0
董明朗,第二班 - 1650米 - (105-80),0,1,0,0.0
董明朗,第五班 - 1000米 - (40-0),0,5,0,0.0
董明朗,第五班 - 1200米 - (40-0),1,11,1,9.1
董明朗,第五班 - 1400米 - (40-0),0,7,1,0.0
董明朗,第五班 - 1600米 - (40-0),0,6,1,0.0
董明朗,第五班 - 1650米 - (40-0),1,11,2,9.1
董明朗,第五班 - 1800米 - (40-0),0,4,3,0.0
董明朗,第五班 - 2000米 - (40-0),0,2,0,0.0
董明朗,第五班 - 2200米 - (40-0),0,1,0,0.0
董明朗,第四班 - 1000米 - (60-40),0,11,0,0.0
董明朗,第四班 - 1200米 - (60-40),2,66,11,3.0
董明朗,第四班 - 1400米 - (60-40),1,33,8,3.0
董明朗,第四班 - 1600米 - (60-40),0,11,0,0.0
董明朗,第四班 - 1650米 - (60-40),1,20,3,5.0
董明朗,第四班 - 1800米 - (60-40),1,7,1,14.3
董明朗,第四班 - 2000米 - (60-40),0,1,0,0.0
董明朗,第四班（條件限制） - 1200米 - (60-40),0,4,0,0.0
蔡明紹,一級賽 - 1200米,0,1,0,0.0
蔡明紹,一級賽 - 2000米,0,1,0,0.0
蔡明紹,一級賽 - 2400米,0,2,0,0.0
蔡明紹,三級賽 - 1000米,0,2,2,0.0
蔡明紹,三級賽 - 1200米,0,1,0,0.0
蔡明紹,三級賽 - 1400米,0,4,1,0.0
蔡明紹,三級賽 - 1600米,1,1,1,100.0
蔡明紹,三級賽 - 1800米,0,6,2,0.0
蔡明紹,二級賽 - 1200米,0,2,0,0.0
蔡明紹,二級賽 - 1600米,0,5,0,0.0
蔡明紹,二級賽 - 2000米,0,2,0,0.0
蔡明紹,四歲 - 1600米,0,2,0,0.0
蔡明紹,新馬賽 - 1000米,0,1,0,0.0
蔡明紹,新馬賽 - 1200米,1,2,2,50.0
蔡明紹,第一班 - 1000米 - (110-80),0,1,0,0.0
蔡明紹,第一班 - 1200米 - (110-85),1,2,2,50.0
蔡明紹,第一班 - 1200米 - (80+),0,2,0,0.0
蔡明紹,第一班 - 1200米 - (85+),0,1,0,0.0
蔡明紹,第一班 - 1600米 - (85+),0,1,0,0.0
蔡明紹,第三班 - 1000米 - (80-60),6,28,8,21.4
蔡明紹,第三班 - 1000米 - (85-60),1,3,1,33.3
蔡明紹,第三班 - 1200米 - (80-55),0,7,0,0.0
蔡明紹,第三班 - 1200米 - (80-60),1,93,17,1.1
蔡明紹,第三班 - 1200米 - (85-60),0,6,1,0.0
蔡明紹,第三班 - 1400米 - (80-60),2,48,8,4.2
蔡明紹,第三班 - 1400米 - (85-60),0,2,0,0.0
蔡明紹,第三班 - 1600米 - (80-60),2,19,2,10.5
蔡明紹,第三班 - 1600米 - (85-60),0,4,0,0.0
蔡明紹,第三班 - 1650米 - (80-55),0,1,0,0.0
蔡明紹,第三班 - 1650米 - (80-60),3,30,6,10.0
蔡明紹,第三班 - 1650米 - (85-60),0,7,2,0.0
蔡明紹,第三班 - 1800米 - (80-60),0,9,1,0.0
蔡明紹,第三班 - 1800米 - (85-60),0,5,2,0.0
蔡明紹,第三班 - 2000米 - (80-60),0,2,1,0.0
蔡明紹,第三班 - 2000米 - (85-60),0,6,2,0.0
蔡明紹,第三班 - 2200米 - (80-55),0,1,1,0.0
蔡明紹,第三班（條件限制） - 1600米 - (85-60),0,1,0,0.0
蔡明紹,第二班 - 1000米 - (100-75),0,3,2,0.0
蔡明紹,第二班 - 1000米 - (100-80),1,2,1,50.0
蔡明紹,第二班 - 1000米 - (105-75),0,1,0,0.0
蔡明紹,第二班 - 1000米 - (105-80),0,2,0,0.0
蔡明紹,第二班 - 1200米 - (100-75),0,2,1,0.0
蔡明紹,第二班 - 1200米 - (100-80),1,16,3,6.2
蔡明紹,第二班 - 1200米 - (105-80),0,7,3,0.0
蔡明紹,第二班 - 1400米 - (100-75),0,1,0,0.0
蔡明紹,第二班 - 1400米 - (100-80),0,2,1,0.0
蔡明紹,第二班 - 1400米 - (105-80),0,6,2,0.0
蔡明紹,第二班 - 1400米 - (90-70),0,1,0,0.0
蔡明紹,第二班 - 1600米 - (100-75),0,1,0,0.0
蔡明紹,第二班 - 1600米 - (100-80),0,2,1,0.0
蔡明紹,第二班 - 1600米 - (105-75),0,1,0,0.0
蔡明紹,第二班 - 1600米 - (105-80),0,2,0,0.0
蔡明紹,第二班 - 1650米 - (100-75),0,2,0,0.0
蔡明紹,第二班 - 1650米 - (100-80),0,4,1,0.0
蔡明紹,第二班 - 1650米 - (105-80),0,1,0,0.0
蔡明紹,第二班 - 1800米 - (100-75),0,1,1,0.0
蔡明紹,第二班 - 1800米 - (100-80),0,3,1,0.0
蔡明紹,第二班 - 1800米 - (90-60),0,1,0,0.0
蔡明紹,第二班 - 2000米 - (100-75),0,2,1,0.0
蔡明紹,第二班 - 2000米 - (95-70),0,1,1,0.0
蔡明紹,第五班 - 1000米 - (40-0),0,13,3,0.0
蔡明紹,第五班 - 1200米 - (40-0),2,43,11,4.7
蔡明紹,第五班 - 1400米 - (40-0),0,22,0,0.0
蔡明紹,第五班 - 1600米 - (40-0),0,11,3,0.0
蔡明紹,第五班 - 1650米 - (40-0),3,23,4,13.0
蔡明紹,第五班 - 1800米 - (40-0),0,14,3,0.0
蔡明紹,第五班 - 2000米 - (40-0),0,3,0,0.0
蔡明紹,第五班 - 2200米 - (40-0),0,3,2,0.0
蔡明紹,第四班 - 1000米 - (60-40),1,31,8,3.2
蔡明紹,第四班 - 1200米 - (60-40),12,197,45,6.1
蔡明紹,第四班 - 1400米 - (60-40),3,62,8,4.8
蔡明紹,第四班 - 1600米 - (60-40),0,18,0,0.0
蔡明紹,第四班 - 1650米 - (60-40),5,65,18,7.7
蔡明紹,第四班 - 1800米 - (60-35),0,1,0,0.0
蔡明紹,第四班 - 1800米 - (60-40),0,22,2,0.0
蔡明紹,第四班 - 2000米 - (60-40),0,4,1,0.0
蔡明紹,第四班 - 2200米 - (60-35),1,2,1,50.0
蔡明紹,第四班 - 2200米 - (60-40),0,4,0,0.0
蔡明紹,第四班（條件限制） - 1200米 - (60-40),0,3,0,0.0
蔡明紹,第四班（條件限制） - 1400米 - (60-40),0,2,0,0.0
薛凱華,一級賽 - 1200米,0,1,0,0.0
薛凱華,一級賽 - 1600米,0,2,1,0.0
薛凱華,一級賽 - 2400米,0,1,0,0.0
薛凱華,第三班 - 1600米 - (80-60),0,1,0,0.0
薛凱華,第四班 - 1200米 - (60-40),0,1,0,0.0
薛恩,一級賽 - 1200米,0,2,0,0.0
薛恩,一級賽 - 1400米,0,1,0,0.0
薛恩,一級賽 - 1600米,0,2,1,0.0
薛恩,一級賽 - 2000米,0,1,0,0.0
薛恩,四歲 - 1600米,0,1,1,0.0
薛恩,四歲 - 1800米,0,1,0,0.0
薛恩,第三班 - 1200米 - (80-60),0,1,0,0.0
薛恩,第三班 - 1400米 - (80-60),0,2,0,0.0
薛恩,第三班 - 1800米 - (80-60),0,1,0,0.0
薛恩,第三班 - 2000米 - (80-60),0,1,0,0.0
薛恩,第二班 - 1000米 - (100-75),1,1,1,100.0
薛恩,第二班 - 2000米 - (95-70),0,1,0,0.0
薛恩,第四班 - 1000米 - (60-40),0,1,0,0.0
薛恩,第四班 - 1200米 - (60-40),1,4,1,25.0
薛恩,第四班 - 1400米 - (60-40),0,4,1,0.0
薛恩,第四班 - 1600米 - (60-40),0,3,2,0.0
蘇銘倫,一級賽 - 1200米,0,1,0,0.0
蘇銘倫,一級賽 - 1600米,0,2,1,0.0
蘇銘倫,一級賽 - 2000米,0,2,1,0.0
蘇銘倫,一級賽 - 2400米,0,1,1,0.0
蘇銘倫,四歲 - 1600米,0,1,0,0.0
蘇銘倫,四歲 - 2000米,0,1,0,0.0
蘇銘倫,第三班 - 1200米 - (80-60),0,3,1,0.0
蘇銘倫,第三班 - 1400米 - (80-60),0,1,0,0.0
蘇銘倫,第三班 - 1600米 - (80-60),0,1,0,0.0
蘇銘倫,第三班 - 1800米 - (80-60),0,1,0,0.0
蘇銘倫,第三班 - 1800米 - (85-60),0,1,0,0.0
蘇銘倫,第四班 - 1200米 - (60-40),0,2,0,0.0
蘇銘倫,第四班 - 1400米 - (60-40),0,2,1,0.0
蘇銘倫,第四班 - 1600米 - (60-40),0,2,0,0.0
蘇銘倫,第四班 - 1800米 - (60-35),0,1,0,0.0
袁幸堯,新馬賽 - 1000米,0,1,1,0.0
袁幸堯,第三班 - 1000米 - (80-60),1,2,1,50.0
袁幸堯,第三班 - 1200米 - (80-60),0,2,0,0.0
袁幸堯,第三班 - 1200米 - (85-60),0,1,1,0.0
袁幸堯,第三班 - 1400米 - (80-60),1,4,1,25.0
袁幸堯,第三班 - 1600米 - (80-60),0,2,0,0.0
袁幸堯,第三班 - 1650米 - (85-60),0,2,0,0.0
袁幸堯,第三班 - 2000米 - (80-60),0,1,1,0.0
袁幸堯,第二班 - 1200米 - (105-80),0,1,0,0.0
袁幸堯,第二班 - 1400米 - (100-80),0,1,0,0.0
袁幸堯,第五班 - 1200米 - (40-0),1,5,1,20.0
袁幸堯,第五班 - 1400米 - (40-0),0,1,0,0.0
袁幸堯,第五班 - 1650米 - (40-0),0,1,0,0.0
袁幸堯,第四班 - 1000米 - (60-40),0,3,1,0.0
袁幸堯,第四班 - 1200米 - (60-40),3,15,9,20.0
袁幸堯,第四班 - 1400米 - (60-40),0,5,2,0.0
袁幸堯,第四班 - 1600米 - (60-40),0,2,0,0.0
袁幸堯,第四班 - 1650米 - (60-40),0,2,1,0.0
袁幸堯,第四班 - 1800米 - (60-35),1,1,1,100.0
袁幸堯,第四班 - 1800米 - (60-40),0,1,0,0.0
西村淳也,一級賽 - 1200米,0,1,0,0.0
貝知仁,一級賽 - 1600米,0,1,0,0.0
貝知仁,三級賽 - 1800米,0,1,0,0.0
貝知仁,第三班 - 1000米 - (80-60),1,4,1,25.0
貝知仁,第三班 - 1200米 - (80-60),0,12,3,0.0
貝知仁,第三班 - 1400米 - (80-60),0,7,0,0.0
貝知仁,第三班 - 1600米 - (80-60),0,2,0,0.0
貝知仁,第三班 - 1650米 - (80-60),0,1,0,0.0
貝知仁,第三班 - 1650米 - (85-60),0,1,0,0.0
貝知仁,第三班 - 1800米 - (80-60),0,2,0,0.0
貝知仁,第三班（條件限制） - 1600米 - (85-60),0,1,0,0.0
貝知仁,第二班 - 1000米 - (100-75),0,1,0,0.0
貝知仁,第二班 - 1200米 - (100-80),0,2,1,0.0
貝知仁,第二班 - 1200米 - (105-80),0,1,1,0.0
貝知仁,第二班 - 1400米 - (100-80),0,1,0,0.0
貝知仁,第二班 - 1400米 - (105-80),0,1,0,0.0
貝知仁,第二班 - 2000米 - (100-75),0,1,1,0.0
貝知仁,第五班 - 1000米 - (40-0),0,1,1,0.0
貝知仁,第五班 - 1200米 - (40-0),0,5,0,0.0
貝知仁,第五班 - 1400米 - (40-0),1,2,1,50.0
貝知仁,第五班 - 1600米 - (40-0),0,1,0,0.0
貝知仁,第五班 - 1650米 - (40-0),0,3,1,0.0
貝知仁,第五班 - 1800米 - (40-0),0,2,0,0.0
貝知仁,第五班 - 2200米 - (40-0),0,1,0,0.0
貝知仁,第四班 - 1000米 - (60-40),0,4,0,0.0
貝知仁,第四班 - 1200米 - (60-40),0,23,4,0.0
貝知仁,第四班 - 1400米 - (60-40),0,9,1,0.0
貝知仁,第四班 - 1600米 - (60-40),0,3,0,0.0
貝知仁,第四班 - 1650米 - (60-40),0,8,0,0.0
貝知仁,第四班 - 1800米 - (60-40),0,2,0,0.0
貝知仁,第四班 - 2000米 - (60-40),0,2,0,0.0
貝知仁,第四班（條件限制） - 1400米 - (60-40),0,1,0,0.0
賀銘年,三級賽 - 1800米,0,1,0,0.0
賀銘年,新馬賽 - 1000米,0,1,0,0.0
賀銘年,新馬賽 - 1200米,0,1,0,0.0
賀銘年,第三班 - 1000米 - (80-60),0,7,0,0.0
賀銘年,第三班 - 1200米 - (80-55),1,3,2,33.3
賀銘年,第三班 - 1200米 - (80-60),2,30,9,6.7
賀銘年,第三班 - 1200米 - (85-60),0,1,0,0.0
賀銘年,第三班 - 1400米 - (80-60),1,13,4,7.7
賀銘年,第三班 - 1600米 - (80-60),0,5,0,0.0
賀銘年,第三班 - 1650米 - (80-60),0,10,0,0.0
賀銘年,第三班 - 1650米 - (85-60),0,2,0,0.0
賀銘年,第三班 - 1800米 - (80-60),0,2,0,0.0
賀銘年,第三班 - 1800米 - (85-60),0,1,0,0.0
賀銘年,第三班 - 2000米 - (85-60),0,1,0,0.0
賀銘年,第三班 - 2200米 - (80-60),0,1,0,0.0
賀銘年,第三班 - 2200米 - (85-60),0,1,0,0.0
賀銘年,第二班 - 1000米 - (100-80),0,1,0,0.0
賀銘年,第二班 - 1200米 - (100-75),0,1,0,0.0
賀銘年,第二班 - 1200米 - (100-80),1,2,1,50.0
賀銘年,第二班 - 1400米 - (105-80),0,1,0,0.0
賀銘年,第二班 - 1600米 - (100-80),0,1,0,0.0
賀銘年,第二班 - 1600米 - (105-80),0,1,1,0.0
賀銘年,第二班 - 1650米 - (100-80),0,1,0,0.0
賀銘年,第二班 - 1800米 - (100-80),0,1,0,0.0
賀銘年,第二班 - 2000米 - (95-70),0,1,0,0.0
賀銘年,第五班 - 1000米 - (40-0),1,2,1,50.0
賀銘年,第五班 - 1200米 - (40-0),0,16,4,0.0
賀銘年,第五班 - 1400米 - (40-0),1,8,2,12.5
賀銘年,第五班 - 1600米 - (40-0),0,4,1,0.0
賀銘年,第五班 - 1650米 - (40-0),0,5,2,0.0
賀銘年,第五班 - 1800米 - (40-0),0,6,1,0.0
賀銘年,第五班 - 2000米 - (40-0),0,1,0,0.0
賀銘年,第四班 - 1000米 - (60-40),1,13,3,7.7
賀銘年,第四班 - 1200米 - (60-40),1,59,8,1.7
賀銘年,第四班 - 1400米 - (60-40),2,22,5,9.1
賀銘年,第四班 - 1600米 - (60-40),0,8,0,0.0
賀銘年,第四班 - 1650米 - (60-40),1,27,5,3.7
賀銘年,第四班 - 1800米 - (60-40),0,7,0,0.0
賀銘年,第四班 - 2000米 - (60-40),0,2,0,0.0
賀銘年,第四班 - 2200米 - (60-40),0,1,0,0.0
賀銘年,第四班（條件限制） - 1200米 - (60-40),0,2,0,0.0
連達文,一級賽 - 1200米,0,1,0,0.0
連達文,一級賽 - 2000米,1,2,2,50.0
郭立基,一級賽 - 1600米,0,1,0,0.0
金美琪,第三班 - 1200米 - (80-60),0,2,0,0.0
金美琪,第三班 - 1650米 - (80-60),0,2,0,0.0
金美琪,第四班 - 1000米 - (60-40),0,2,0,0.0
金美琪,第四班 - 1650米 - (60-40),0,2,1,0.0
金誠剛,三級賽 - 1400米,0,1,0,0.0
金誠剛,三級賽 - 1800米,0,1,1,0.0
金誠剛,二級賽 - 1600米,0,3,0,0.0
金誠剛,第一班 - 1200米 - (85+),0,1,0,0.0
金誠剛,第三班 - 1000米 - (80-60),1,8,1,12.5
金誠剛,第三班 - 1000米 - (85-60),0,1,0,0.0
金誠剛,第三班 - 1200米 - (80-55),0,1,1,0.0
金誠剛,第三班 - 1200米 - (80-60),2,37,7,5.4
金誠剛,第三班 - 1200米 - (85-60),0,5,0,0.0
金誠剛,第三班 - 1400米 - (80-60),0,18,2,0.0
金誠剛,第三班 - 1400米 - (85-60),0,1,0,0.0
金誠剛,第三班 - 1600米 - (80-60),0,10,0,0.0
金誠剛,第三班 - 1600米 - (85-60),0,1,0,0.0
金誠剛,第三班 - 1650米 - (80-55),0,2,0,0.0
金誠剛,第三班 - 1650米 - (80-60),0,15,1,0.0
金誠剛,第三班 - 1650米 - (85-60),1,4,1,25.0
金誠剛,第三班 - 1800米 - (80-60),0,3,0,0.0
金誠剛,第三班 - 2000米 - (80-60),0,1,0,0.0
金誠剛,第三班 - 2000米 - (85-60),0,2,1,0.0
金誠剛,第三班（條件限制） - 1600米 - (85-60),0,1,0,0.0
金誠剛,第二班 - 1000米 - (105-80),0,1,0,0.0
金誠剛,第二班 - 1200米 - (100-80),0,3,1,0.0
金誠剛,第二班 - 1400米 - (100-75),0,1,0,0.0
金誠剛,第二班 - 1400米 - (100-80),0,1,0,0.0
金誠剛,第二班 - 1400米 - (105-80),0,3,0,0.0
金誠剛,第二班 - 1600米 - (105-80),0,1,0,0.0
金誠剛,第二班 - 1650米 - (100-75),0,1,0,0.0
金誠剛,第二班 - 1650米 - (100-80),0,1,0,0.0
金誠剛,第二班 - 1800米 - (100-75),0,1,0,0.0
金誠剛,第二班 - 2000米 - (95-70),0,1,1,0.0
金誠剛,第五班 - 1000米 - (40-0),0,2,1,0.0
金誠剛,第五班 - 1200米 - (40-0),2,21,6,9.5
金誠剛,第五班 - 1400米 - (40-0),0,13,1,0.0
金誠剛,第五班 - 1600米 - (40-0),0,3,1,0.0
金誠剛,第五班 - 1650米 - (40-0),1,11,2,9.1
金誠剛,第五班 - 1800米 - (40-0),0,10,3,0.0
金誠剛,第五班 - 2200米 - (40-0),0,4,1,0.0
金誠剛,第四班 - 1000米 - (60-40),1,16,1,6.2
金誠剛,第四班 - 1200米 - (60-40),5,87,15,5.7
金誠剛,第四班 - 1400米 - (60-40),0,50,7,0.0
金誠剛,第四班 - 1600米 - (60-40),0,14,7,0.0
金誠剛,第四班 - 1650米 - (60-40),3,29,9,10.3
金誠剛,第四班 - 1800米 - (60-40),0,9,2,0.0
金誠剛,第四班 - 2000米 - (60-40),0,3,1,0.0
金誠剛,第四班 - 2200米 - (60-40),0,1,0,0.0
金誠剛,第四班（條件限制） - 1200米 - (60-40),0,3,0,0.0
金誠剛,第四班（條件限制） - 1400米 - (60-40),0,1,0,0.0
鍾易禮,三級賽 - 1000米,0,1,0,0.0
鍾易禮,三級賽 - 1200米,0,1,0,0.0
鍾易禮,三級賽 - 1400米,0,1,0,0.0
鍾易禮,三級賽 - 1600米,0,1,0,0.0
鍾易禮,三級賽 - 1800米,0,1,0,0.0
鍾易禮,三級賽 - 2400米,0,1,0,0.0
鍾易禮,二級賽 - 1200米,0,1,0,0.0
鍾易禮,二級賽 - 1600米,0,3,0,0.0
鍾易禮,第一班 - 1200米 - (110-85),0,1,0,0.0
鍾易禮,第一班 - 1200米 - (80+),0,2,2,0.0
鍾易禮,第一班 - 1400米 - (85+),1,1,1,100.0
鍾易禮,第三班 - 1000米 - (80-55),0,2,0,0.0
鍾易禮,第三班 - 1000米 - (80-60),0,19,1,0.0
鍾易禮,第三班 - 1000米 - (85-60),0,3,0,0.0
鍾易禮,第三班 - 1200米 - (80-55),0,5,0,0.0
鍾易禮,第三班 - 1200米 - (80-60),5,85,15,5.9
鍾易禮,第三班 - 1200米 - (85-60),0,8,0,0.0
鍾易禮,第三班 - 1400米 - (80-60),3,39,4,7.7
鍾易禮,第三班 - 1400米 - (85-60),0,2,0,0.0
鍾易禮,第三班 - 1600米 - (80-60),0,15,1,0.0
鍾易禮,第三班 - 1600米 - (85-60),0,3,0,0.0
鍾易禮,第三班 - 1650米 - (80-55),0,1,0,0.0
鍾易禮,第三班 - 1650米 - (80-60),1,35,4,2.9
鍾易禮,第三班 - 1650米 - (85-60),2,6,2,33.3
鍾易禮,第三班 - 1800米 - (80-60),0,10,2,0.0
鍾易禮,第三班 - 1800米 - (85-60),0,2,0,0.0
鍾易禮,第三班 - 2000米 - (80-60),1,2,1,50.0
鍾易禮,第三班 - 2000米 - (85-60),0,4,1,0.0
鍾易禮,第三班（條件限制） - 1600米 - (85-60),0,1,0,0.0
鍾易禮,第二班 - 1000米 - (105-75),0,1,0,0.0
鍾易禮,第二班 - 1000米 - (105-80),0,1,0,0.0
鍾易禮,第二班 - 1200米 - (100-75),1,1,1,100.0
鍾易禮,第二班 - 1200米 - (100-80),0,12,1,0.0
鍾易禮,第二班 - 1200米 - (105-80),0,8,0,0.0
鍾易禮,第二班 - 1400米 - (100-75),0,2,0,0.0
鍾易禮,第二班 - 1400米 - (100-80),0,4,0,0.0
鍾易禮,第二班 - 1400米 - (105-80),1,8,2,12.5
鍾易禮,第二班 - 1400米 - (90-70),0,1,0,0.0
鍾易禮,第二班 - 1600米 - (105-75),0,1,1,0.0
鍾易禮,第二班 - 1600米 - (105-80),1,3,1,33.3
鍾易禮,第二班 - 1650米 - (100-75),0,3,1,0.0
鍾易禮,第二班 - 1650米 - (100-80),0,3,0,0.0
鍾易禮,第二班 - 1650米 - (105-80),0,1,0,0.0
鍾易禮,第二班 - 1800米 - (100-70),1,1,1,100.0
鍾易禮,第二班 - 1800米 - (100-75),0,2,0,0.0
鍾易禮,第二班 - 1800米 - (90-60),0,1,0,0.0
鍾易禮,第二班 - 2000米 - (95-70),0,1,0,0.0
鍾易禮,第五班 - 1000米 - (40-0),2,12,4,16.7
