Horse,Wins,Starts,Places,AvgOdds,WinRate
精彩勇士(D387),0,8,1,25.8,0.0
精彩勇將(L275),0,4,0,35.2,0.0
精明勇駿(G031),0,5,1,22.8,0.0
加飯(H271),0,4,0,13.8,0.0
勁步速(K351),0,6,0,84.2,0.0
勁爽(J003),0,15,2,37.5,0.0
勁砲王(K543),0,3,0,89.7,0.0
勁者(J523),0,15,4,19.3,0.0
勁駿騰飛(L314),0,1,0,46.0,0.0
勁駿齊心(K219),0,5,0,98.2,0.0
勁騷(K047),0,6,0,125.3,0.0
劍飛聲(L097),0,8,0,96.0,0.0
競駿傳奇(K465),0,6,0,95.8,0.0
競駿勇士(K464),0,6,0,21.7,0.0
競駿奔騰(K029),0,7,0,81.6,0.0
競駿飛翔(J291),0,9,1,35.8,0.0
御冠軍(L920),0,1,0,17.0,0.0
御登(L077),0,1,0,62.0,0.0
御皇贊助(K932),0,1,0,34.0,0.0
德薩斯(J124),0,9,1,50.1,0.0
心之靈(J412),0,1,0,45.0,0.0
心想事成(G012),0,8,0,36.8,0.0
心愛的(K584),0,9,0,56.1,0.0
心福(K050),0,6,0,97.0,0.0
心裡有數(K108),0,15,3,16.6,0.0
必先生(G288),0,5,0,14.8,0.0
志善思源(L055),0,5,0,94.4,0.0
志在福星(J369),0,10,2,34.9,0.0
幽默大師(K281),0,7,0,116.0,0.0
廚師發辦(H416),0,6,0,24.3,0.0
建測精英(K198),0,20,1,55.3,0.0
精巧時計(L042),0,2,0,124.0,0.0
紅海旺(L098),0,1,0,24.0,0.0
紅瑪瑙(L901),0,1,0,69.0,0.0
紅磚戰士(K580),0,7,0,24.9,0.0
紅衣財神(K423),0,6,0,50.3,0.0
紅運光輝(L030),0,2,1,6.1,0.0
紅運掌聲(J017),0,3,0,85.7,0.0
紫荊傳令(L108),0,5,1,9.0,0.0
紫荊戰士(L263),0,2,0,66.0,0.0
精算奕然(K295),0,6,1,51.7,0.0
精算謀略(H237),0,16,1,23.6,0.0
精英勇士(J306),0,4,0,21.8,0.0
精英奪冠(L295),0,2,1,7.0,0.0
精英王牌(K535),0,3,0,70.0,0.0
紅悅舍(L355),0,1,0,14.0,0.0
笑必勝(L274),0,2,0,18.0,0.0
籐王駒(K143),0,10,1,55.2,0.0
綠族威(H306),0,7,3,4.6,0.0
綠族晴朗(K036),0,4,0,142.0,0.0
綠族豐收(J229),0,3,0,18.7,0.0
綠水青山(J475),0,6,0,100.0,0.0
綠色好威(J248),0,6,0,29.7,0.0
綠色好景(J432),0,9,2,36.2,0.0
功名顯赫(K133),0,2,0,32.0,0.0
加州代表(H404),0,11,1,40.8,0.0
加州偟者(H258),0,5,0,48.0,0.0
加州報捷(K509),0,1,0,38.0,0.0
加州德至(J051),0,3,0,12.4,0.0
加州星球(E314),0,7,1,21.6,0.0
加州星皓(J132),0,11,3,30.7,0.0
加州熱浪(K477),0,10,2,44.5,0.0
加州陽光(J129),0,4,0,72.8,0.0
凱旋王者(K240),0,7,2,19.4,0.0
絲路之光(J361),0,1,0,69.0,0.0
經典多寶(L212),0,2,0,126.0,0.0
弘智多寶(L084),0,4,0,87.5,0.0
彩虹千里(H124),0,5,0,51.4,0.0
彩虹戰士(K348),0,3,0,88.7,0.0
彪形勇將(L178),0,1,0,55.0,0.0
後無來者(K049),0,13,3,43.8,0.0
得勝多(E161),0,2,0,14.5,0.0
幸運大夫(L225),0,5,0,133.4,0.0
嘉力寶(K137),0,5,0,91.6,0.0
嘉嘉友福(K456),0,8,1,27.0,0.0
嘉寶神駒(H329),0,2,0,8.0,0.0
嘉應傳承(J075),0,11,4,33.7,0.0
嘉應光彩(K134),0,5,0,5.5,0.0
經典時代(J440),0,5,1,7.6,0.0
綠族光芒(H328),0,5,0,11.5,0.0
縱橫萬里(H264),0,5,0,26.7,0.0
總統輝煌(L241),0,2,0,62.5,0.0
繼往開來(L096),0,5,0,43.4,0.0
美周郎(K337),0,6,0,91.7,0.0
美好夢想(K329),0,3,0,26.0,0.0
美獅魚(L176),0,2,0,42.0,0.0
美麗一定(J483),0,1,0,35.0,0.0
綠色好運(J083),0,3,0,26.7,0.0
綠色巨人(K095),0,8,0,16.2,0.0
綠色鐵蹄(L147),0,2,0,118.5,0.0
綠色鐵驥(L255),0,1,0,56.0,0.0
綠茵明珠(K460),0,2,0,60.0,0.0
綫路樂樂(K482),0,3,0,115.7,0.0
綫路福將(K526),0,6,1,17.3,0.0
綫路通明(H479),0,2,0,27.0,0.0
紫辰之星(L149),0,6,1,29.2,0.0
美麗歡聲(H066),0,21,5,15.8,0.0
美麗登場(L260),0,2,1,4.6,0.0
嘉應喝彩(H369),0,4,0,7.8,0.0
嘉應感恩(L114),0,1,0,16.0,0.0
嘉應獎昇(H287),0,5,0,15.8,0.0
嘉應駿昇(K247),0,7,1,12.8,0.0
喜悅一生(G072),0,15,3,16.1,0.0
幸運威龍(L125),0,3,0,16.0,0.0
幸運旅程(E385),0,13,3,30.5,0.0
幸運歡笑(K530),0,4,0,102.8,0.0
綫路高高(L002),0,4,0,46.8,0.0
維港智能(G404),0,17,0,80.4,0.0
綻放的心(K055),0,14,0,79.9,0.0
緊張大師(E421),0,1,0,12.0,0.0
縱橫大兄(L012),0,6,1,13.3,0.0
縱橫大進(H072),0,3,0,44.3,0.0
聯歡兒(H423),0,5,0,39.3,0.0
聰明導彈(C037),0,7,2,9.3,0.0
肯搏(J148),0,2,0,177.0,0.0
背背龍(H374),0,11,1,28.2,0.0
凱皇寶(K396),0,8,0,34.3,0.0
初戀(J355),0,4,1,11.5,0.0
別具風味(K901),0,1,0,11.0,0.0
利不可擋(J458),0,9,0,106.6,0.0
利森名園(J814),0,1,0,43.0,0.0
利衍天下(J226),0,8,2,39.4,0.0
利高八斗(K542),0,2,2,9.9,0.0
創寶駒(L161),0,5,3,5.0,0.0
劍山鋒(H397),0,5,0,40.4,0.0
共創歡欣(L118),0,9,1,65.2,0.0
美麗喜悅(J419),0,1,0,47.0,0.0
美麗在線(G057),0,13,1,32.3,0.0
翹峯(H441),0,13,2,26.1,0.0
翼羽陽明(K303),0,7,1,41.5,0.0
老鼠斑(L233),0,1,1,13.0,0.0
聖托里尼(J076),0,12,0,55.0,0.0
幸運糖(L041),0,7,3,48.3,0.0
幸運遇見(H274),0,3,1,8.9,0.0
幸運震撼(J337),0,9,0,15.9,0.0
幸運風彩(K576),0,6,1,18.2,0.0
幻影旋風(J271),0,21,3,70.7,0.0
常多笑(J538),0,17,0,121.0,0.0
常拼常勇(E306),0,8,2,32.5,0.0
平天雄(K407),0,9,0,81.4,0.0
年年豐裕(K557),0,6,0,83.0,0.0
幸福約定(L266),0,1,0,10.0,0.0
幸運勝利(L073),0,5,0,137.4,0.0
聚風雲(G128),0,11,1,19.5,0.0
共同輝煌(J429),0,8,0,95.4,0.0
冠輝皇(K269),0,3,0,57.7,0.0
冬季獅(L904),0,1,0,18.0,0.0
凝妙星(K444),0,11,3,6.3,0.0
凡喜(K019),0,1,0,42.0,0.0
凱旋七福(J005),0,13,3,25.6,0.0
凱旋時光(H142),0,9,0,49.7,0.0
自己話事(H446),0,8,1,60.0,0.0
自然力量(C461),0,5,0,58.4,0.0
自然動力(K256),0,6,0,112.3,0.0
自由奔騰(J163),0,9,0,70.0,0.0
自由島(K917),0,2,1,7.6,0.0
至合拍(J253),0,9,4,9.0,0.0
至臻完美(K273),0,8,0,67.8,0.0
至高心得(J395),0,16,2,69.8,0.0
致力之城(L210),0,3,1,5.2,0.0
英雄本色(J112),0,15,0,103.1,0.0
英雄豪邁(G394),0,19,6,16.1,0.0
英駿威楓(K501),0,3,0,74.0,0.0
草如茵(K926),0,1,0,20.0,0.0
莊家班(L115),0,6,0,98.8,0.0
華夏俊馬(K433),0,4,1,7.2,0.0
華美之威(J193),0,22,4,18.3,0.0
華麗再贏(L087),0,5,1,44.6,0.0
華麗活力(G051),0,6,1,13.8,0.0
良田福星(J154),0,3,0,82.0,0.0
良言一句(K569),0,3,0,87.0,0.0
色種笑(H143),0,2,0,26.0,0.0
艾彼奧(K193),0,17,0,64.4,0.0
花果猴王(H455),0,12,1,22.9,0.0
花香月明(K276),0,8,0,33.2,0.0
英勇名駒(K042),0,5,0,57.0,0.0
尚旋(L141),0,4,0,87.0,0.0
展翼遨飛(K919),0,1,0,60.0,0.0
誠好運(H477),0,9,0,39.3,0.0
萬事勝利(L163),0,7,0,80.3,0.0
萬事得意(K171),0,14,0,74.1,0.0
萬事快(G416),0,5,0,20.2,0.0
萬事掂(J548),0,5,0,136.6,0.0
萬事靚(H148),0,11,1,49.7,0.0
萬眾開心(H208),0,19,3,18.0,0.0
萬里雲(K279),0,9,0,51.7,0.0
萬里飛至(E204),0,6,0,25.1,0.0
萬里鵬躍(L009),0,5,0,122.6,0.0
蒙面舞會(L919),0,1,1,5.6,0.0
蓮蓮日上(K375),0,1,0,78.0,0.0
藍爵爺(J448),0,12,1,28.2,0.0
英雄戰士(J006),0,2,0,144.5,0.0
西坎德爾(K063),0,3,0,140.7,0.0
見義勇為(K493),0,3,0,87.7,0.0
觀萬象(L060),0,2,0,112.5,0.0
觔斗雲(E249),0,9,1,45.8,0.0
解碼(K359),0,4,0,16.8,0.0
幸運夥伴(J512),0,8,0,101.6,0.0
己多福(J201),0,1,0,138.0,0.0
巴基之友(B370),0,2,1,6.0,0.0
巴閉佬(K323),0,14,3,38.4,0.0
巴閉哥(G335),0,22,2,35.6,0.0
巴閉王(K479),0,12,4,23.2,0.0
巴閉精(L040),0,1,0,2.4,0.0
帝豪先鋒(K499),0,1,0,54.0,0.0
帝豪勝駒(K214),0,5,0,96.4,0.0
帥炸(H402),0,12,0,14.5,0.0
帶贏來(K558),0,3,0,52.7,0.0
賞豐泰(H331),0,10,0,44.4,0.0
螢影飛馳(K228),0,8,0,39.6,0.0
全能勇士(L245),0,1,0,6.3,0.0
八勇士(J257),0,1,0,31.0,0.0
八心之星(K536),0,7,1,73.9,0.0
八心八箭(H088),0,2,0,9.6,0.0
八正道(J149),0,12,1,33.8,0.0
八里旺(J243),0,17,3,87.9,0.0
八駿高昇(J476),0,4,0,84.0,0.0
六三千里(K513),0,3,0,86.3,0.0
六月豪取(L924),0,1,0,35.0,0.0
傳承者(J111),0,17,1,24.2,0.0
行運加持(L018),0,5,0,86.0,0.0
衝上雲霄(J173),0,6,3,7.5,0.0
表廠傳奇(L313),0,1,0,24.0,0.0
裕達寶駒(J211),0,9,0,120.2,0.0
質數(J352),0,14,0,56.9,0.0
贏完又贏(K512),0,3,0,137.0,0.0
贏家(K929),0,1,0,13.0,0.0
贏得威楓(L248),0,4,0,81.5,0.0
贏得爽(K211),0,11,1,43.0,0.0
赤兔猴王(H188),0,7,2,14.5,0.0
赤壁(K092),0,6,0,74.3,0.0
謙謙君子(G352),0,21,7,12.3,0.0
譽滿杜拜(G809),0,2,1,8.0,0.0
豐盛(J399),0,12,3,11.0,0.0
豪邁先登(L180),0,2,0,55.5,0.0
豬膶燒賣(K179),0,3,0,130.7,0.0
貓山王(K068),0,7,0,71.0,0.0
財富非凡(L057),0,5,0,102.8,0.0
財駿(E282),0,5,0,39.8,0.0
賀龍飛翔(K345),0,4,0,61.8,0.0
賢德之君(K903),0,2,0,74.0,0.0
賢者威楓(K040),0,10,4,7.8,0.0
展雄威(J405),0,20,7,15.2,0.0
展雄志(L396),0,2,0,13.2,0.0
川河煌駒(L081),0,1,0,39.0,0.0
川河石駒(K548),0,10,1,23.8,0.0
川河耀駒(L109),0,5,1,26.2,0.0
工程小子(K244),0,13,0,88.0,0.0
巧繡生花(L905),0,1,0,7.2,0.0
巨靈神(L169),0,4,0,114.2,0.0
寶麗生輝(E323),0,8,1,23.6,0.0
將傲(L277),0,2,1,30.0,0.0
專家(J028),0,15,1,25.5,0.0
尊登(K262),0,7,0,105.7,0.0
賢者無敵(H301),0,19,3,48.3,0.0
賢者福星(L078),0,5,0,106.2,0.0
超悅明駒(G003),0,8,1,7.8,0.0
超智多寶(K541),0,7,0,151.1,0.0
超步速(K349),0,8,0,103.5,0.0
超級精英(J121),0,1,0,107.0,0.0
超級龍珠(G450),0,6,0,117.3,0.0
超越夢想(K046),0,9,1,34.1,0.0
超輕鬆(L148),0,4,1,14.8,0.0
超音速(J192),0,1,0,22.0,0.0
赤海(L195),0,3,2,5.9,0.0
赤霞(K267),0,8,0,156.4,0.0
赤風驪(L093),0,8,1,49.3,0.0
超勁寶寶(G364),0,9,1,12.8,0.0
超勁熊威(L192),0,1,0,108.0,0.0
超勝無敵(K386),0,9,1,19.5,0.0
超威力(H039),0,2,0,6.0,0.0
超平凡(J387),0,4,0,19.6,0.0
優悠俠(H053),0,7,0,31.6,0.0
兄弟再盈(K045),0,3,0,105.3,0.0
先見(H820),0,1,1,3.5,0.0
光年八十(H170),0,18,4,36.1,0.0
對衡之星(E082),0,5,0,44.8,0.0
小刺蛋(G458),0,8,0,38.8,0.0
小小吾駒(H406),0,2,0,10.6,0.0
小皇爺(J546),0,12,2,19.5,0.0
小磁怪(K549),0,2,0,100.5,0.0
小神仙(H206),0,13,0,40.7,0.0
小魔怪(K391),0,9,2,22.9,0.0
富存曲奇(J032),0,1,0,198.0,0.0
四喜鳥(H181),0,4,0,9.0,0.0
國士無雙(G006),0,3,0,42.0,0.0
團結巴打(L150),0,4,0,24.5,0.0
全城帶勝(H200),0,9,0,35.8,0.0
迅意(K250),0,10,1,30.5,0.0
迎樂(H149),0,4,0,15.2,0.0
逐夢年代(G241),0,2,0,43.5,0.0
越駿歡欣(G446),0,14,6,26.2,0.0
越駿知己(G033),0,11,2,21.2,0.0
越駿聯歡(L202),0,1,0,44.0,0.0
越駿開心(J117),0,4,0,67.2,0.0
越駿齊歡(L079),0,7,0,91.7,0.0
趣盈(K539),0,6,0,115.7,0.0
跑得好快(J020),0,16,2,21.0,0.0
路路勁(K315),0,8,2,16.8,0.0
蹺妙(L031),0,6,0,62.0,0.0
躡景追飛(E478),0,11,0,32.9,0.0
輕鬆大少(J319),0,12,1,79.6,0.0
價值傳承(L170),0,5,1,12.2,0.0
儀琪之寶(H351),0,6,0,22.1,0.0
過關勇士(K429),0,13,3,15.4,0.0
過關大獅(K023),0,1,0,37.0,0.0
團長好(K515),0,6,1,92.0,0.0
地神力(K931),0,1,0,47.0,0.0
富貴駒(J191),0,16,0,96.2,0.0
實力加(K058),0,10,4,33.2,0.0
實力派(E447),0,11,3,21.5,0.0
實在美麗(K066),0,9,0,96.3,0.0
寫我其誰(L048),0,4,0,134.8,0.0
寰宇豐采(H362),0,6,3,10.0,0.0
寶徠歌劇(L907),0,1,1,9.4,0.0
寶成智好(K301),0,4,2,7.6,0.0
寶賢得得(E430),0,10,1,53.7,0.0
辣得凌厲(H463),0,7,0,40.3,0.0
辣得快(K581),0,3,1,23.3,0.0
辣得爽利(L086),0,1,0,114.0,0.0
壯志凌雲(J249),0,14,1,37.2,0.0
傑出雷霆(L121),0,5,2,14.9,0.0
傲然(K383),0,7,0,126.9,0.0
傲視同群(K357),0,4,0,63.0,0.0
傳承效應(K035),0,14,0,83.0,0.0
傳承精神(L156),0,2,0,27.5,0.0
遠觀天象(K910),0,2,0,6.5,0.0
遨遊首領(L001),0,1,0,12.0,0.0
郎中物(J334),0,3,0,131.3,0.0
郎善好施(H462),0,3,2,4.7,0.0
連捷(J177),0,4,0,41.2,0.0
連連勝利(H097),0,11,2,8.8,0.0
連連好運(K500),0,8,0,97.8,0.0
連連歡呼(G195),0,21,8,7.3,0.0
進優自在(D258),0,12,4,8.6,0.0
運籌帷幄(K090),0,14,1,81.0,0.0
健康小馬(L046),0,3,0,170.7,0.0
健康高球(J424),0,6,0,139.3,0.0
健而快(J495),0,7,0,52.1,0.0
健身心(L910),0,1,1,10.0,0.0
完美演繹(J409),0,12,0,56.2,0.0
宏才(G408),0,8,2,18.6,0.0
宜春火力(G237),0,5,1,36.8,0.0
家傳之寶(K490),0,7,0,122.4,0.0
家樂寶駒(K300),0,7,0,39.4,0.0
家樂飛駒(D267),0,2,0,15.5,0.0
宸居武士(J505),0,8,0,107.8,0.0
富存寶馬(J234),0,6,0,63.7,0.0
增勁(J190),0,1,0,221.0,0.0
增旺(K148),0,10,3,23.1,0.0
增有(G173),0,15,2,43.0,0.0
士登(K358),0,9,0,61.4,0.0
宇宙之光(J379),0,12,0,121.5,0.0
金榜之星(J120),0,3,0,7.8,0.0
金津寶駒(L157),0,3,0,176.0,0.0
金獅勝將(J004),0,7,1,8.4,0.0
金獅大俠(L082),0,5,0,53.8,0.0
金發銀發(G112),0,10,0,47.4,0.0
金絲楠木(K527),0,2,0,74.5,0.0
金聚星(J287),0,1,0,191.0,0.0
金蘭兄弟(K510),0,4,0,104.5,0.0
酷霸王(H460),0,17,4,13.5,0.0
醒嘉輝(K100),0,1,0,54.0,0.0
里見夢境(K907),0,4,3,38.2,0.0
野田冰峰(K935),0,1,0,94.0,0.0
量子力奇(L268),0,2,0,3.8,0.0
金佰令(G434),0,4,1,32.2,0.0
金多令(K018),0,2,0,70.0,0.0
俊才(K013),0,4,0,72.0,0.0
俏郎中(G389),0,12,3,13.5,0.0
保羅承傳(C517),0,2,0,107.5,0.0
保羅輝煌(K524),0,5,0,67.8,0.0
假日福星(J240),0,3,0,38.0,0.0
多利彩駒(J140),0,9,3,12.6,0.0
多利神駒(G292),0,19,6,22.3,0.0
多多勇駒(G144),0,6,0,44.3,0.0
多多開心(L017),0,6,0,90.0,0.0
多威心得(L305),0,3,0,117.0,0.0
多巴先生(G103),0,12,0,39.5,0.0
威武良駒(H434),0,5,0,17.1,0.0
威武覺醒(G165),0,2,0,28.0,0.0
嫡愛好(J550),0,10,2,19.5,0.0
孤風潛影(L186),0,5,0,158.0,0.0
宇上龍騰(J492),0,6,0,67.2,0.0
銳義(K072),0,5,0,188.8,0.0
銳者勝(K164),0,4,0,197.2,0.0
銳行星(L308),0,1,1,3.4,0.0
鋁主角(L319),0,2,0,22.5,0.0
金運齊來(L026),0,4,0,110.2,0.0
金鎗武士(H024),0,1,0,14.0,0.0
金鑽八十(J521),0,7,0,52.0,0.0
金風萬里(K150),0,13,3,11.3,0.0
金駒永騰(J398),0,17,2,42.5,0.0
金鼓大班(K506),0,1,0,29.0,0.0
銀光奔騰(K425),0,9,0,145.8,0.0
金將(J410),0,2,0,60.5,0.0
佳運財(E269),0,3,0,112.0,0.0
佳駿年年(K286),0,5,0,153.6,0.0
侯爵(K925),0,1,0,6.1,0.0
俊偉蹄(L903),0,1,0,82.0,0.0
鋼鐵安防(L174),0,3,0,77.3,0.0
鋼鐵戰士(J497),0,3,0,86.7,0.0
錢多多(E397),0,8,1,21.0,0.0
錢程萬里(K212),0,6,0,103.8,0.0
錶之五知(G286),0,9,0,39.4,0.0
錶之將來(G222),0,2,0,22.0,0.0
錶之星球(K151),0,9,1,29.8,0.0
錶之梵星(L104),0,1,0,23.0,0.0
錶之無限(L100),0,4,0,121.2,0.0
錶之福將(J349),0,4,0,86.0,0.0
銀火箭(K220),0,5,0,123.8,0.0
銀皇興標(H420),0,18,0,54.4,0.0
銀騎士(L236),0,2,0,17.5,0.0
銀騰(J078),0,11,3,22.0,0.0
銘記知友(J282),0,3,0,6.8,0.0
銳一(J037),0,23,6,13.3,0.0
鑽飾翱翔(G201),0,11,3,8.7,0.0
鑽飾閃耀(L182),0,2,0,23.5,0.0
長勝威龍(J464),0,13,0,91.0,0.0
安定神駒(L059),0,5,1,30.2,0.0
安熠(J196),0,3,0,115.0,0.0
妙算奇勝(J377),0,10,2,9.4,0.0
妙算強人(K577),0,3,0,109.7,0.0
妙算高歌(H444),0,1,0,5.7,0.0
妙芳華(J145),0,6,0,27.2,0.0
威利金箭(L035),0,6,3,10.8,0.0
威力勇驥(J057),0,7,2,23.0,0.0
威力奔騰(G045),0,7,0,73.9,0.0
威力非凡(K152),0,8,0,43.1,0.0
威力飛騰(L247),0,2,0,224.5,0.0
長勝隊長(K379),0,6,1,28.3,0.0
鋒王(J101),0,11,1,62.2,0.0
開心孖寶(K475),0,7,1,38.3,0.0
仁者荃承(K496),0,10,1,49.5,0.0
今朝更好(H361),0,3,0,16.7,0.0
令狐沖(J341),0,3,0,108.3,0.0
伊臣(G061),0,10,3,13.4,0.0
佐治傳奇(L007),0,3,2,6.8,0.0
佛亮老撾(K174),0,14,5,13.4,0.0
你知我寶(L132),0,2,0,12.8,0.0
你知我醒(K182),0,2,0,12.0,0.0
佳佳友(L069),0,6,1,14.3,0.0
佳尊三(D186),0,7,0,28.3,0.0
九五赤兔(H257),0,9,0,65.4,0.0
錶壇精英(H185),0,1,0,29.0,0.0
鐵三角(H073),0,5,1,25.6,0.0
鑽得勝(K216),0,11,0,25.9,0.0
鑽石寶寶(G063),0,10,1,34.4,0.0
如蝶翩翩(K278),0,4,1,8.6,0.0
開心漢子(H101),0,2,0,15.8,0.0
開心瑰寶(L027),0,2,0,58.5,0.0
開心百合(J525),0,4,0,147.5,0.0
開心老友(K213),0,8,0,130.6,0.0
開心菓(K388),0,7,0,30.4,0.0
開心馬(H061),0,11,2,21.7,0.0
開運王(J449),0,5,0,63.6,0.0
陶夢成真(K520),0,4,0,21.2,0.0
陸小鳳(K282),0,10,0,19.0,0.0
陸知(G120),0,5,0,20.7,0.0
閃電(G130),0,7,0,32.5,0.0
閃電武士(L062),0,5,0,33.8,0.0
閃電箭(K360),0,3,0,82.3,0.0
開心三多(H293),0,16,3,28.8,0.0
開心之旅(J469),0,4,0,110.0,0.0
雙劍合璧(L290),0,2,1,5.0,0.0
雙天寳馬(J212),0,6,0,87.0,0.0
雙子美麗(L129),0,3,0,71.3,0.0
開心旺財(L045),0,4,0,45.0,0.0
威威神駒(K565),0,2,0,117.0,0.0
威德勇士(J385),0,12,0,164.5,0.0
威武勇駒(E480),0,1,0,81.0,0.0
威武寶寶(H105),0,4,1,6.8,0.0
好多利高(K268),0,15,0,30.2,0.0
好天朗(K909),0,1,0,16.0,0.0
好好心得(D433),0,5,0,22.8,0.0
好好紛(J214),0,11,2,17.2,0.0
好好飛(K311),0,6,0,74.3,0.0
好如意(H299),0,2,0,16.0,0.0
好瑪威威(J254),0,14,0,30.8,0.0
好運年(K443),0,5,1,27.8,0.0
電子宇宙(H151),0,11,0,40.6,0.0
電子精彩(H304),0,5,1,16.5,0.0
電子達人(H310),0,2,0,99.0,0.0
電子騰飛(L181),0,3,0,103.3,0.0
電氣騎士(G258),0,9,0,88.2,0.0
電玩勇士(J178),0,2,0,40.5,0.0
電訊子彈(J097),0,4,0,94.8,0.0
陽光燦爛(H484),0,5,0,23.4,0.0
陽明天空(G360),0,6,0,56.4,0.0
陽明閃耀(J160),0,5,0,60.0,0.0
隋我同來(K332),0,8,2,15.7,0.0
隨緣得勝(K223),0,10,3,26.4,0.0
隼風雲(K459),0,9,2,31.3,0.0
雄彬飛翔(J262),0,5,0,123.4,0.0
雄昇勇士(J067),0,11,2,21.7,0.0
雅典武士(H007),0,8,1,13.5,0.0
不戰而勝(K921),0,1,0,5.9,0.0
電訊龍駒(H322),0,7,3,7.5,0.0
電路一百(K308),0,4,0,117.5,0.0
電路七號(D474),0,6,1,13.0,0.0
電路九號(G140),0,1,0,16.0,0.0
電路十號(G429),0,6,1,23.3,0.0
電路豪傑(J347),0,4,0,54.5,0.0
霹靂威龍(J281),0,1,0,171.0,0.0
靖哥哥(K503),0,6,1,58.0,0.0
非凡之星(G396),0,4,1,22.0,0.0
非凡之選(K568),0,5,0,93.0,0.0
非凡勇士(K561),0,3,0,100.3,0.0
難以置信(J130),0,1,0,19.0,0.0
雪茄福星(K422),0,10,0,40.8,0.0
電光有力(K304),0,2,0,156.5,0.0
電子好好(L119),0,7,0,75.3,0.0
事事感恩(K505),0,5,1,49.6,0.0
亞洲力量(E400),0,2,0,39.5,0.0
太子(K362),0,10,2,21.1,0.0
太行美景(J314),0,14,1,34.6,0.0
太陽拍檔(E364),0,1,0,26.0,0.0
太陽昇(J134),0,9,1,55.2,0.0
太陽高高(H390),0,8,0,40.1,0.0
奇力駒(K914),0,2,1,65.5,0.0
奇異果(K285),0,5,0,43.0,0.0
奪金精靈(J073),0,3,0,64.7,0.0
好吉利高(L224),0,1,0,28.0,0.0
天德神影(K147),0,4,0,77.8,0.0
天比高(K339),0,10,0,54.4,0.0
天火同德(J441),0,15,0,62.8,0.0
交學費(K361),0,10,0,52.8,0.0
仁仁之寶(G119),0,6,0,36.0,0.0
風中勁松(G081),0,3,0,21.7,0.0
風將(L184),0,6,0,56.5,0.0
風捲殘雲(K555),0,2,0,156.5,0.0
風林火山(J471),0,8,0,96.6,0.0
非凡龍駒(J438),0,3,0,139.7,0.0
韋少寶(K540),0,5,0,43.7,0.0
順善寶(K239),0,14,3,19.0,0.0
順成之星(K287),0,11,1,46.0,0.0
頌星(K343),0,8,2,25.9,0.0
頑童(L144),0,4,0,57.8,0.0
領航多福(L201),0,3,0,32.3,0.0
領航多財(L101),0,2,0,145.5,0.0
領航破浪(K299),0,4,0,170.2,0.0
九因歌(J230),0,10,0,77.2,0.0
九尾狐(J059),0,6,0,41.2,0.0
九秒九(E495),0,4,1,26.5,0.0
大千絕塵(K051),0,9,1,23.5,0.0
風生水起(H340),0,2,1,18.5,0.0
風雷暴(J069),0,3,1,9.4,0.0
飛來閃耀(K175),0,14,6,17.2,0.0
飛天王(J522),0,2,0,118.5,0.0
飛揚騅(L070),0,1,0,49.0,0.0
飛舞心靈(K912),0,1,0,51.0,0.0
飛越星空(J328),0,9,0,37.2,0.0
領袖勁力(L034),0,9,0,126.0,0.0
領頭先駒(G313),0,6,0,13.4,0.0
領駿輝煌(L265),0,1,0,51.0,0.0
顏色勇士(K366),0,6,0,84.8,0.0
顏色王子(E418),0,1,1,13.0,0.0
顏色的顏(L054),0,7,0,88.7,0.0
顯力之城(J491),0,6,0,157.3,0.0
顯勝高昇(K409),0,10,3,13.8,0.0
飛馬先生(K472),0,2,0,54.0,0.0
飛馬更威(K187),0,4,0,96.0,0.0
飛黃(J406),0,16,3,18.9,0.0
風火猴王(J511),0,11,0,54.9,0.0
天火同心(J259),0,14,1,45.3,0.0
天然數字(L166),0,7,1,71.3,0.0
天福(K167),0,9,3,10.0,0.0
天罡北斗(L064),0,2,0,112.0,0.0
天蓬貓(K280),0,11,4,11.5,0.0
天行健(E414),0,4,1,29.5,0.0
天馬行雲(L221),0,2,0,21.0,0.0
太勝駒(K124),0,12,0,92.1,0.0
夢幻駿駒(J144),0,18,5,11.7,0.0
夢照發(H168),0,17,6,18.7,0.0
大勇勝(L331),0,1,0,30.0,0.0
大勢至富(G060),0,2,1,5.4,0.0
大千赤風(L208),0,2,0,11.8,0.0
大太陽(K466),0,2,0,102.5,0.0
大宗師(K578),0,2,0,142.0,0.0
大至尊(J208),0,4,0,9.8,0.0
大輝煌(K205),0,2,0,53.0,0.0
天使之聲(J336),0,1,0,24.0,0.0
天分高(H046),0,10,5,8.5,0.0
天外富天(L328),0,2,0,19.0,0.0
天寶威威(L296),0,2,0,66.0,0.0
大師爺(K034),0,5,0,156.4,0.0
久久為金(J110),0,6,0,28.8,0.0
三叉戟(K420),0,2,0,21.5,0.0
飛躍成就(K112),0,11,3,9.2,0.0
飛躍星伴(L189),0,10,0,182.6,0.0
飛躍精英(H247),0,17,3,18.6,0.0
飛雪神駒(K251),0,9,1,30.5,0.0
駿彩飛馳(J252),0,20,5,27.3,0.0
駿河灣(J022),0,1,0,55.0,0.0
駿皇勝(J411),0,7,0,146.3,0.0
香飄萬里(H437),0,3,0,6.4,0.0
馬上盈(J394),0,15,2,46.1,0.0
馬主精英(K437),0,3,0,36.0,0.0
馬主雄風(H047),0,9,1,21.4,0.0
馬利奧(J100),0,3,0,60.3,0.0
馬有運(H121),0,9,1,17.0,0.0
