HorseID,Horse,Venue,Track,Distance,Wins,Starts,Places,Profit,AvgOdds,WinRate,PlaceRate,ROI
H235,幸運星球(H235),跑馬地,Turf,1200,2,11,5,4.699999999999999,20.04,18.18,45.45,42.73
J295,會長之寶(J295),沙田,Turf,1000,1,11,5,-6.0,10.52,9.09,45.45,-54.55
J098,先到先得(J098),跑馬地,Turf,1650,0,11,4,-11.0,15.65,0.0,36.36,-100.0
J364,凡凡有餘(J364),跑馬地,Turf,1650,3,10,5,9.7,11.7,30.0,50.0,97.0
J079,爆笑(J079),跑馬地,Turf,1650,2,10,3,9.1,18.28,20.0,30.0,91.0
J237,勇霸龍(J237),跑馬地,Turf,1200,2,10,4,3.3,15.33,20.0,40.0,33.0
J290,東來欣賞(J290),跑馬地,Turf,1200,2,10,6,-3.3,7.57,20.0,60.0,-33.0
J446,將義(J446),跑馬地,Turf,1650,2,10,3,5.4,15.34,20.0,30.0,54.0
J510,午夜快車(J510),沙田,AWT,1650,2,10,5,2.9000000000000004,10.45,20.0,50.0,29.0
G277,極速滿貫(G277),跑馬地,Turf,1650,1,10,2,25.0,33.3,10.0,20.0,250.0
J133,德心知遇(J133),沙田,AWT,1200,1,10,1,4.0,13.12,10.0,10.0,40.0
J080,川河型駒(J080),沙田,AWT,1650,0,10,1,-10.0,20.01,0.0,10.0,-100.0
K434,福星小子(K434),跑馬地,Turf,1200,4,9,5,27.6,12.86,44.44,55.56,306.67
H303,好友心得(H303),沙田,Turf,1200,3,9,3,3.2,95.13,33.33,33.33,35.56
J157,熾烈神駒(J157),沙田,AWT,1200,3,9,6,-0.7000000000000002,6.22,33.33,66.67,-7.78
K084,翠兒威威(K084),跑馬地,Turf,1650,3,9,4,6.9,8.77,33.33,44.44,76.67
G230,佳福駒(G230),跑馬地,Turf,1650,2,9,2,56.0,29.33,22.22,22.22,622.22
H465,全神貫注(H465),沙田,Turf,1400,2,9,6,5.199999999999999,10.33,22.22,66.67,57.78
H475,綫路萬里(H475),沙田,Turf,1400,2,9,8,-4.4,3.48,22.22,88.89,-48.89
J131,加州活力(J131),跑馬地,Turf,1650,2,9,3,3.8,7.76,22.22,33.33,42.22
J360,三軍勇將(J360),跑馬地,Turf,1200,2,9,5,3.2,6.16,22.22,55.56,35.56
J467,心雄雄(J467),沙田,Turf,1400,2,9,4,3.0,10.62,22.22,44.44,33.33
K033,安都(K033),沙田,Turf,1600,2,9,6,6.800000000000001,5.96,22.22,66.67,75.56
H409,凱旋幸運(H409),沙田,Turf,1400,1,9,2,-1.7999999999999998,11.26,11.11,22.22,-20.0
J228,精算激流(J228),沙田,Turf,1400,1,9,2,0.9000000000000004,16.12,11.11,22.22,10.0
J393,維港激流(J393),跑馬地,Turf,1200,1,9,4,-1.7000000000000002,11.44,11.11,44.44,-18.89
K002,金創福威(K002),沙田,Turf,1200,1,9,2,10.0,36.67,11.11,22.22,111.11
K003,康昌之星(K003),跑馬地,Turf,1650,1,9,3,-2.9000000000000004,6.09,11.11,33.33,-32.22
K176,暴風之子(K176),跑馬地,Turf,1650,1,9,3,2.0,17.43,11.11,33.33,22.22
K352,乘數表(K352),跑馬地,Turf,1200,1,9,2,-0.5,21.88,11.11,22.22,-5.56
E301,電源之駒(E301),跑馬地,Turf,1200,0,9,2,-9.0,14.22,0.0,22.22,-100.0
G095,駟跑得(G095),跑馬地,Turf,1650,0,9,2,-9.0,12.72,0.0,22.22,-100.0
J442,八仟財陞(J442),沙田,Turf,1600,0,9,2,-9.0,34.83,0.0,22.22,-100.0
K231,久久為軍(K231),沙田,Turf,1400,0,9,1,-9.0,24.83,0.0,11.11,-100.0
J383,大番薯(J383),沙田,AWT,1200,3,8,4,18.1,9.55,37.5,50.0,226.25
E471,風繼續吹(E471),沙田,AWT,1650,2,8,2,17.0,21.25,25.0,25.0,212.5
H356,電玩精英(H356),跑馬地,Turf,1200,2,8,4,-0.6000000000000001,9.51,25.0,50.0,-7.5
J158,安康萬里(J158),跑馬地,Turf,1200,2,8,3,3.8000000000000007,12.0,25.0,37.5,47.5
K081,同心同樂(K081),沙田,Turf,1400,2,8,2,49.0,23.94,25.0,25.0,612.5
D435,健康愉快(D435),沙田,Turf,1400,1,8,1,14.0,26.75,12.5,12.5,175.0
E175,天火同人(E175),跑馬地,Turf,1000,1,8,3,2.0,22.38,12.5,37.5,25.0
E435,佳運發(E435),跑馬地,Turf,1200,1,8,1,-2.8,32.39,12.5,12.5,-35.0
H037,有財有勢(H037),跑馬地,Turf,1650,1,8,3,-0.7999999999999998,19.09,12.5,37.5,-10.0
H070,建測羣英(H070),跑馬地,Turf,1650,1,8,4,-5.6,16.77,12.5,50.0,-70.0
H381,我做到(H381),跑馬地,Turf,1650,1,8,2,43.0,34.58,12.5,25.0,537.5
H456,川河動駒(H456),跑馬地,Turf,1200,1,8,3,-5.0,6.12,12.5,37.5,-62.5
J123,加州星馳(J123),沙田,AWT,1650,1,8,4,-4.5,10.41,12.5,50.0,-56.25
J137,本領非凡(J137),跑馬地,Turf,1650,1,8,4,-0.2999999999999998,9.68,12.5,50.0,-3.75
J223,新力驕(J223),沙田,Turf,1200,1,8,3,0.8000000000000007,15.7,12.5,37.5,10.0
J384,勁進駒(J384),跑馬地,Turf,1650,1,8,6,-3.9000000000000004,5.16,12.5,75.0,-48.75
J402,金牌活力(J402),跑馬地,Turf,1200,1,8,2,-1.5999999999999996,12.7,12.5,25.0,-20.0
J487,喵喵怪(J487),跑馬地,Turf,1200,1,8,6,-3.9000000000000004,7.21,12.5,75.0,-48.75
J513,輕功猛男(J513),跑馬地,Turf,1200,1,8,2,-4.8,21.01,12.5,25.0,-60.0
K061,韋金主(K061),沙田,Turf,1400,1,8,5,-0.5999999999999996,7.95,12.5,62.5,-7.5
K162,佳登(K162),跑馬地,Turf,1650,1,8,3,-2.7,13.76,12.5,37.5,-33.75
E356,幸運有您(E356),沙田,Turf,1200,0,8,0,-8.0,90.45,0.0,0.0,-100.0
G306,瑪瑙(G306),跑馬地,Turf,1650,0,8,1,-8.0,19.25,0.0,12.5,-100.0
G451,加州得力(G451),跑馬地,Turf,1200,0,8,0,-8.0,21.32,0.0,0.0,-100.0
H294,美麗第一(H294),沙田,Turf,1200,0,8,0,-8.0,127.51,0.0,0.0,-100.0
H349,同有運(H349),沙田,Turf,1200,0,8,0,-8.0,48.21,0.0,0.0,-100.0
H439,健康快車(H439),沙田,Turf,1200,0,8,3,-8.0,15.02,0.0,37.5,-100.0
H440,椒椒醒(H440),跑馬地,Turf,1200,0,8,1,-8.0,20.5,0.0,12.5,-100.0
J200,天威(J200),沙田,AWT,1650,0,8,0,-8.0,16.9,0.0,0.0,-100.0
J227,追風(J227),跑馬地,Turf,1650,0,8,0,-8.0,15.59,0.0,0.0,-100.0
J266,香港神駒(J266),跑馬地,Turf,1650,0,8,1,-8.0,15.22,0.0,12.5,-100.0
J161,信心星(J161),沙田,Turf,1200,3,7,4,12.1,11.01,42.86,57.14,172.86
J346,快活英雄(J346),沙田,Turf,1200,3,7,3,3.9000000000000004,9.24,42.86,42.86,55.71
J537,友愛心得(J537),跑馬地,Turf,1200,3,7,3,25.1,19.31,42.86,42.86,358.57
K451,踏雪尋梅(K451),跑馬地,Turf,1200,3,7,5,0.9000000000000004,10.73,42.86,71.43,12.86
H317,花好月盈(H317),跑馬地,Turf,1200,2,7,4,2.7,5.4,28.57,57.14,38.57
H334,同樣美麗(H334),沙田,Turf,1400,2,7,2,7.3999999999999995,40.29,28.57,28.57,105.71
H481,勁好運(H481),跑馬地,Turf,1650,2,7,3,17.4,15.23,28.57,42.86,248.57
J370,加州本事(J370),跑馬地,Turf,1200,2,7,6,2.8000000000000007,8.69,28.57,85.71,40.0
J468,燭光晚餐(J468),跑馬地,Turf,1000,2,7,3,3.6000000000000005,6.51,28.57,42.86,51.43
J535,劍無情(J535),沙田,Turf,1400,2,7,3,19.7,16.39,28.57,42.86,281.43
K341,黃金騎士(K341),沙田,Turf,1600,2,7,4,3.4000000000000004,5.11,28.57,57.14,48.57
K400,友瑩亮(K400),沙田,Turf,1400,2,7,4,-1.3000000000000003,6.13,28.57,57.14,-18.57
K405,起舞奜奜(K405),沙田,AWT,1200,2,7,4,-0.7999999999999998,5.11,28.57,57.14,-11.43
L003,俏眼光(L003),沙田,Turf,1000,2,7,5,7.7,11.83,28.57,71.43,110.0
G150,都靈勇士(G150),跑馬地,Turf,1650,1,7,2,9.0,26.43,14.29,28.57,128.57
G207,英雄豪傑(G207),沙田,Turf,1000,1,7,2,14.0,17.57,14.29,28.57,200.0
H196,上市魅力(H196),沙田,AWT,1650,1,7,2,8.0,14.64,14.29,28.57,114.29
H347,紅海風帆(H347),沙田,Turf,1200,1,7,1,2.6999999999999993,16.43,14.29,14.29,38.57
H384,火神神樂(H384),沙田,AWT,1200,1,7,1,1.1999999999999993,22.03,14.29,14.29,17.14
H454,良駒好友(H454),跑馬地,Turf,1200,1,7,3,0.7000000000000002,9.59,14.29,42.86,10.0
J043,銀刺勇士(J043),跑馬地,Turf,1200,1,7,3,-5.5,9.9,14.29,42.86,-78.57
J162,神駒馬靈(J162),跑馬地,Turf,1650,1,7,2,-2.5999999999999996,12.93,14.29,28.57,-37.14
J174,美神來(J174),沙田,Turf,1400,1,7,2,1.8000000000000007,10.64,14.29,28.57,25.71
J232,天天耍樂(J232),沙田,AWT,1200,1,7,3,-4.8,5.77,14.29,42.86,-68.57
J279,皇龍飛將(J279),沙田,AWT,1650,1,7,2,-2.9000000000000004,7.77,14.29,28.57,-41.43
J304,獵寶勤(J304),跑馬地,Turf,1200,1,7,4,-2.3,5.81,14.29,57.14,-32.86
J315,文明福星(J315),沙田,Turf,1400,1,7,3,7.0,11.26,14.29,42.86,100.0
J490,天外迎天(J490),跑馬地,Turf,1200,1,7,3,-1.4000000000000004,6.94,14.29,42.86,-20.0
J530,朗日自強(J530),沙田,Turf,1400,1,7,1,12.0,39.57,14.29,14.29,171.43
K017,雷神太保(K017),跑馬地,Turf,1200,1,7,4,-4.8,4.69,14.29,57.14,-68.57
K039,活力精神(K039),跑馬地,Turf,1650,1,7,2,-0.09999999999999964,11.16,14.29,28.57,-1.43
K132,團結戰靈(K132),跑馬地,Turf,1200,1,7,3,2.0,8.2,14.29,42.86,28.57
K189,首駿(K189),沙田,Turf,1200,1,7,4,-3.9,5.54,14.29,57.14,-55.71
K229,三強(K229),跑馬地,Turf,1200,1,7,4,12.0,21.0,14.29,57.14,171.43
K264,廚神(K264),跑馬地,Turf,1200,1,7,1,-2.1,23.7,14.29,14.29,-30.0
K382,榮利雙收(K382),沙田,Turf,1400,1,7,3,-2.5999999999999996,16.1,14.29,42.86,-37.14
K431,閃電星福(K431),跑馬地,Turf,1200,1,7,1,34.0,37.14,14.29,14.29,485.71
K438,嵐臣(K438),沙田,Turf,1400,1,7,4,-4.9,5.76,14.29,57.14,-70.0
E184,有鴻利(E184),跑馬地,Turf,1200,0,7,0,-7.0,23.14,0.0,0.0,-100.0
G213,魅力寶駒(G213),跑馬地,Turf,1200,0,7,2,-7.0,15.41,0.0,28.57,-100.0
G223,艾莉奧(G223),沙田,AWT,1650,0,7,1,-7.0,33.0,0.0,14.29,-100.0
H117,飛鷹翱翔(H117),沙田,Turf,1400,0,7,2,-7.0,27.54,0.0,28.57,-100.0
H155,愛馬善(H155),沙田,Turf,1200,0,7,1,-7.0,28.43,0.0,14.29,-100.0
H162,撼天鐵翼(H162),跑馬地,Turf,1200,0,7,0,-7.0,24.79,0.0,0.0,-100.0
H170,光年八十(H170),沙田,Turf,1400,0,7,2,-7.0,11.33,0.0,28.57,-100.0
H298,巴閉仔(H298),沙田,Turf,1400,0,7,0,-7.0,59.57,0.0,0.0,-100.0
H324,大千氣象(H324),跑馬地,Turf,1650,0,7,1,-7.0,20.43,0.0,14.29,-100.0
H368,精算暴雪(H368),沙田,Turf,1200,0,7,4,-7.0,120.0,0.0,57.14,-100.0
H442,最好玩(H442),沙田,Turf,1400,0,7,1,-7.0,25.71,0.0,14.29,-100.0
J152,旋風傳奇(J152),沙田,Turf,1400,0,7,3,-7.0,11.11,0.0,42.86,-100.0
J181,祥勝力駒(J181),跑馬地,Turf,1200,0,7,2,-7.0,10.66,0.0,28.57,-100.0
J236,奮鬥輝煌(J236),跑馬地,Turf,1650,0,7,1,-7.0,15.53,0.0,14.29,-100.0
J243,八里旺(J243),跑馬地,Turf,1200,0,7,2,-7.0,32.43,0.0,28.57,-100.0
J362,比特星(J362),跑馬地,Turf,1200,0,7,5,-7.0,6.83,0.0,71.43,-100.0
J373,駿馬之寶(J373),跑馬地,Turf,1200,0,7,3,-7.0,23.6,0.0,42.86,-100.0
J395,至高心得(J395),跑馬地,Turf,1650,0,7,1,-7.0,33.14,0.0,14.29,-100.0
J397,金鑽精靈(J397),沙田,Turf,1400,0,7,3,-7.0,6.23,0.0,42.86,-100.0
J443,至尊高超(J443),沙田,Turf,1400,0,7,3,-7.0,8.17,0.0,42.86,-100.0
K007,泰泰精神(K007),跑馬地,Turf,1200,0,7,2,-7.0,7.79,0.0,28.57,-100.0
K175,飛來閃耀(K175),沙田,Turf,1000,0,7,4,-7.0,12.51,0.0,57.14,-100.0
K199,確好勁(K199),沙田,Turf,1400,0,7,2,-7.0,30.19,0.0,28.57,-100.0
K239,順善寶(K239),沙田,Turf,1400,0,7,3,-7.0,5.54,0.0,42.86,-100.0
K364,加州勇勝(K364),沙田,Turf,1400,0,7,2,-7.0,6.83,0.0,28.57,-100.0
K402,文武全能(K402),沙田,Turf,1400,0,7,2,-7.0,41.56,0.0,28.57,-100.0
K416,有情有義(K416),沙田,Turf,1400,0,7,1,-7.0,7.14,0.0,14.29,-100.0
K480,豐功偉績(K480),沙田,Turf,1200,0,7,1,-7.0,24.91,0.0,14.29,-100.0
J062,嘉應高昇(J062),沙田,Turf,1200,6,6,6,0.0,1.0,100.0,100.0,0.0
J343,錶之星河(J343),沙田,Turf,1200,3,6,5,6.2,4.78,50.0,83.33,103.33
J417,精彩駿將(J417),跑馬地,Turf,1200,3,6,4,1.4000000000000004,4.73,50.0,66.67,23.33
J426,相映紅(J426),跑馬地,Turf,1650,3,6,4,1.2,4.55,50.0,66.67,20.0
J465,品德寶寶(J465),跑馬地,Turf,1000,3,6,5,9.8,6.1,50.0,83.33,163.33
J540,樂勝天下(J540),沙田,AWT,1200,3,6,5,8.2,4.48,50.0,83.33,136.67
K114,一生好彩(K114),沙田,Turf,1400,3,6,3,10.3,7.45,50.0,50.0,171.67
L014,冷娃(L014),沙田,Turf,1200,3,6,4,29.8,15.52,50.0,66.67,496.67
J150,星火燎原(J150),沙田,AWT,1200,2,6,3,10.6,10.68,33.33,50.0,176.67
J180,友瑩仁(J180),沙田,Turf,1400,2,6,4,3.5,6.55,33.33,66.67,58.33
J225,一定掂(J225),跑馬地,Turf,1650,2,6,2,13.5,7.62,33.33,33.33,225.0
J256,祝願(J256),沙田,Turf,1600,2,6,3,0.8000000000000003,3.45,33.33,50.0,13.33
J519,好節拍(J519),跑馬地,Turf,1200,2,6,3,36.0,14.47,33.33,50.0,600.0
K057,銀亮奔騰(K057),跑馬地,Turf,1650,2,6,4,2.1,3.72,33.33,66.67,35.0
K154,關鍵所在(K154),沙田,Turf,1200,2,6,2,79.0,27.15,33.33,33.33,1316.67
K385,君子傳承(K385),沙田,Turf,2000,2,6,4,11.7,7.42,33.33,66.67,195.0
K489,一世美麗(K489),沙田,Turf,1400,2,6,5,0.5,5.12,33.33,83.33,8.33
K514,閃耀天河(K514),沙田,Turf,1200,2,6,3,5.3999999999999995,7.18,33.33,50.0,90.0
H095,龍城強將(H095),沙田,Turf,1400,1,6,3,-3.3,6.13,16.67,50.0,-55.0
H166,錶之量子(H166),跑馬地,Turf,1650,1,6,3,3.0,6.28,16.67,50.0,50.0
H169,嘉應威風(H169),沙田,Turf,1400,1,6,1,26.0,22.5,16.67,16.67,433.33
H177,勇冠群英(H177),沙田,Turf,1400,1,6,3,-3.5,23.53,16.67,50.0,-58.33
H283,日日獎(H283),沙田,AWT,1200,1,6,3,3.1999999999999993,10.7,16.67,50.0,53.33
H320,飛雲(H320),沙田,AWT,1200,1,6,1,5.0,14.13,16.67,16.67,83.33
H399,錶之銀河(H399),沙田,Turf,1600,1,6,1,0.2999999999999998,13.82,16.67,16.67,5.0
H405,勝萬金(H405),沙田,Turf,1000,1,6,2,16.0,17.0,16.67,33.33,266.67
H451,開心勇駒(H451),沙田,Turf,1600,1,6,5,6.0,11.63,16.67,83.33,100.0
J116,紅錢到(J116),跑馬地,Turf,1200,1,6,4,-1.5999999999999996,5.48,16.67,66.67,-26.67
J195,競駿輝煌(J195),沙田,Turf,1200,1,6,3,1.2000000000000002,15.53,16.67,50.0,20.0
J247,皇帝英豪(J247),跑馬地,Turf,1200,1,6,1,4.0,16.85,16.67,16.67,66.67
J299,凝聚美麗(J299),跑馬地,Turf,1000,1,6,5,-2.2,5.78,16.67,83.33,-36.67
J358,舉步生風(J358),沙田,Turf,1200,1,6,4,-4.0,56.17,16.67,66.67,-66.67
J363,巴基之勝(J363),沙田,Turf,1200,1,6,3,19.0,22.25,16.67,50.0,316.67
J403,同喜(J403),沙田,Turf,1200,1,6,5,-3.3,5.98,16.67,83.33,-55.0
J451,威武年代(J451),沙田,Turf,1400,1,6,5,-2.3,8.25,16.67,83.33,-38.33
J515,高感(J515),沙田,Turf,1200,1,6,1,-0.5,25.83,16.67,16.67,-8.33
J529,耀昌勝世(J529),跑馬地,Turf,1650,1,6,2,21.0,24.02,16.67,33.33,350.0
K011,競駿皇者(K011),沙田,Turf,1200,1,6,3,62.0,30.0,16.67,50.0,1033.33
K073,幸運福星(K073),跑馬地,Turf,1650,1,6,1,1.5999999999999996,22.65,16.67,16.67,26.67
K097,錶之極光(K097),沙田,AWT,1200,1,6,5,3.6999999999999993,6.97,16.67,83.33,61.67
K103,前衛火影(K103),跑馬地,Turf,1200,1,6,1,35.0,36.33,16.67,16.67,583.33
K106,友得盈(K106),跑馬地,Turf,1000,1,6,2,-2.3,9.7,16.67,33.33,-38.33
K118,戀愛狂(K118),沙田,Turf,1400,1,6,2,6.0,39.5,16.67,33.33,100.0
K130,光年魅力(K130),沙田,Turf,1400,1,6,2,-2.3,17.3,16.67,33.33,-38.33
K168,笑傲江湖(K168),沙田,Turf,1200,1,6,5,-2.1,17.02,16.67,83.33,-35.0
K249,寶進(K249),沙田,Turf,1200,1,6,1,3.6999999999999993,10.45,16.67,16.67,61.67
K255,奇異歡星(K255),沙田,Turf,1200,1,6,3,9.0,30.42,16.67,50.0,150.0
K275,非凡時刻(K275),沙田,Turf,1200,1,6,3,-2.2,6.47,16.67,50.0,-36.67
K320,飛輪霸(K320),跑馬地,Turf,1200,1,6,4,-3.5,4.67,16.67,66.67,-58.33
K322,當家精彩(K322),跑馬地,Turf,1200,1,6,3,-2.0,8.22,16.67,50.0,-33.33
K370,逍遙騎士(K370),沙田,Turf,1400,1,6,1,2.5999999999999996,45.77,16.67,16.67,43.33
D482,電訊巴打(D482),跑馬地,Turf,1650,0,6,1,-6.0,30.17,0.0,16.67,-100.0
G125,得意佳作(G125),跑馬地,Turf,1650,0,6,1,-6.0,26.67,0.0,16.67,-100.0
G307,大力猴王(G307),跑馬地,Turf,1650,0,6,0,-6.0,26.33,0.0,0.0,-100.0
G335,巴閉哥(G335),跑馬地,Turf,1200,0,6,1,-6.0,27.97,0.0,16.67,-100.0
G352,謙謙君子(G352),跑馬地,Turf,1000,0,6,2,-6.0,9.45,0.0,33.33,-100.0
G404,維港智能(G404),沙田,Turf,1200,0,6,0,-6.0,93.17,0.0,0.0,-100.0
G455,傑出漢子(G455),跑馬地,Turf,1200,0,6,0,-6.0,39.67,0.0,0.0,-100.0
G471,勇威神駒(G471),跑馬地,Turf,1200,0,6,1,-6.0,14.73,0.0,16.67,-100.0
H087,獎星(H087),跑馬地,Turf,1800,0,6,1,-6.0,17.0,0.0,16.67,-100.0
H115,紅運帝王(H115),沙田,Turf,1600,0,6,1,-6.0,45.0,0.0,16.67,-100.0
H197,智勝攻略(H197),跑馬地,Turf,1200,0,6,1,-6.0,27.83,0.0,16.67,-100.0
H208,萬眾開心(H208),跑馬地,Turf,1000,0,6,1,-6.0,15.0,0.0,16.67,-100.0
H233,北海盜(H233),跑馬地,Turf,1650,0,6,1,-6.0,18.77,0.0,16.67,-100.0
H302,驕陽明駒(H302),沙田,Turf,1200,0,6,3,-6.0,59.2,0.0,50.0,-100.0
H343,海藍寶(H343),沙田,Turf,1200,0,6,1,-6.0,28.17,0.0,16.67,-100.0
H379,怡昌精神(H379),跑馬地,Turf,1200,0,6,2,-6.0,10.23,0.0,33.33,-100.0
H389,愛心神駒(H389),沙田,Turf,2000,0,6,1,-6.0,21.45,0.0,16.67,-100.0
H461,金勝名駒(H461),沙田,Turf,1600,0,6,0,-6.0,51.17,0.0,0.0,-100.0
H487,綫路光驊(H487),沙田,Turf,1200,0,6,0,-6.0,16.83,0.0,0.0,-100.0
J003,勁爽(J003),跑馬地,Turf,1650,0,6,2,-6.0,18.25,0.0,33.33,-100.0
J008,華麗再勝(J008),沙田,Turf,1200,0,6,0,-6.0,46.32,0.0,0.0,-100.0
J118,新力好(J118),沙田,Turf,1400,0,6,2,-6.0,34.67,0.0,33.33,-100.0
J135,寶成智星(J135),跑馬地,Turf,1650,0,6,0,-6.0,16.55,0.0,0.0,-100.0
J219,飲杯(J219),沙田,Turf,1200,0,6,0,-6.0,66.67,0.0,0.0,-100.0
J253,至合拍(J253),跑馬地,Turf,1200,0,6,3,-6.0,9.45,0.0,50.0,-100.0
J269,龍又生(J269),跑馬地,Turf,1650,0,6,2,-6.0,12.8,0.0,33.33,-100.0
J359,天下寵兒(J359),跑馬地,Turf,1200,0,6,2,-6.0,12.67,0.0,33.33,-100.0
J391,嘉應奇兵(J391),沙田,Turf,1400,0,6,3,-6.0,8.22,0.0,50.0,-100.0
J405,展雄威(J405),沙田,Turf,1000,0,6,1,-6.0,11.18,0.0,16.67,-100.0
J418,帥帥友福(J418),沙田,Turf,1200,0,6,3,-6.0,13.23,0.0,50.0,-100.0
J453,樂矚心機(J453),沙田,AWT,1650,0,6,1,-6.0,65.33,0.0,16.67,-100.0
J482,千杯(J482),跑馬地,Turf,1200,0,6,2,-6.0,25.52,0.0,33.33,-100.0
J484,決一劍(J484),跑馬地,Turf,1200,0,6,0,-6.0,7.5,0.0,0.0,-100.0
J486,超加加(J486),沙田,AWT,1650,0,6,1,-6.0,16.53,0.0,16.67,-100.0
J493,不假外求(J493),沙田,Turf,1400,0,6,1,-6.0,33.67,0.0,16.67,-100.0
J509,祥勝將軍(J509),跑馬地,Turf,1650,0,6,5,-6.0,10.03,0.0,83.33,-100.0
K035,傳承效應(K035),跑馬地,Turf,1200,0,6,0,-6.0,52.07,0.0,0.0,-100.0
K038,魅力知福(K038),沙田,Turf,1200,0,6,1,-6.0,22.77,0.0,16.67,-100.0
K090,運籌帷幄(K090),沙田,Turf,1000,0,6,1,-6.0,52.17,0.0,16.67,-100.0
K155,爆出美麗(K155),沙田,Turf,1600,0,6,0,-6.0,16.62,0.0,0.0,-100.0
K172,大眾福星(K172),沙田,Turf,1400,0,6,4,-6.0,6.83,0.0,66.67,-100.0
K190,凱明神駒(K190),沙田,AWT,1650,0,6,4,-6.0,7.45,0.0,66.67,-100.0
K223,隨緣得勝(K223),跑馬地,Turf,1650,0,6,3,-6.0,12.1,0.0,50.0,-100.0
K263,摯友心得(K263),沙田,AWT,1200,0,6,0,-6.0,29.83,0.0,0.0,-100.0
K321,遨遊波士(K321),沙田,Turf,1200,0,6,0,-6.0,12.6,0.0,0.0,-100.0
K323,巴閉佬(K323),沙田,Turf,1400,0,6,2,-6.0,28.67,0.0,33.33,-100.0
K362,太子(K362),跑馬地,Turf,1200,0,6,2,-6.0,16.57,0.0,33.33,-100.0
K409,顯勝高昇(K409),沙田,AWT,1200,0,6,3,-6.0,6.15,0.0,50.0,-100.0
K477,加州熱浪(K477),沙田,Turf,1400,0,6,2,-6.0,41.5,0.0,33.33,-100.0
K496,仁者荃承(K496),沙田,Turf,1200,0,6,1,-6.0,52.67,0.0,16.67,-100.0
K548,川河石駒(K548),沙田,Turf,1200,0,6,0,-6.0,27.23,0.0,0.0,-100.0
L032,高高至高(L032),沙田,Turf,1600,0,6,1,-6.0,30.5,0.0,16.67,-100.0
J186,星際快車(J186),沙田,Turf,1000,3,5,3,21.6,12.92,60.0,60.0,432.0
J503,棒棒糖(J503),跑馬地,Turf,1200,3,5,4,17.9,6.54,60.0,80.0,358.0
K094,新意馬(K094),沙田,AWT,1650,3,5,4,11.299999999999999,5.04,60.0,80.0,226.0
K129,天將龍駒(K129),沙田,Turf,2000,3,5,5,5.8,7.42,60.0,100.0,116.0
L004,醒目高球(L004),沙田,Turf,1200,3,5,4,2.4,2.94,60.0,80.0,48.0
H407,勝多多(H407),跑馬地,Turf,1200,2,5,2,23.2,24.64,40.0,40.0,464.0
J217,鼓浪好友(J217),沙田,Turf,1200,2,5,3,14.5,9.3,40.0,60.0,290.0
J338,幸運傳承(J338),跑馬地,Turf,1200,2,5,2,8.7,9.76,40.0,40.0,174.0
K125,富心星(K125),跑馬地,Turf,1200,2,5,3,6.9,8.34,40.0,60.0,138.0
K236,扶搖勢勁(K236),沙田,Turf,1200,2,5,5,0.5999999999999996,2.46,40.0,100.0,12.0
K258,至尊瑰寶(K258),跑馬地,Turf,1200,2,5,4,3.5,6.28,40.0,80.0,70.0
K271,有盈勇士(K271),跑馬地,Turf,1200,2,5,2,38.0,16.78,40.0,40.0,760.0
K283,可靠大師(K283),跑馬地,Turf,1200,2,5,3,3.3,7.56,40.0,60.0,66.0
K335,火悟空(K335),沙田,Turf,1600,2,5,2,10.3,5.94,40.0,40.0,206.0
K340,團結勇士(K340),跑馬地,Turf,1200,2,5,3,4.8999999999999995,6.02,40.0,60.0,98.0
K381,好實力(K381),跑馬地,Turf,1650,2,5,2,73.5,29.06,40.0,40.0,1470.0
K453,開心老闆(K453),沙田,Turf,1400,2,5,3,8.8,13.94,40.0,60.0,176.0
E436,遨遊氣泡(E436),沙田,Turf,1600,1,5,3,-1.4,7.7,20.0,60.0,-28.0
G016,鈁糖武士(G016),跑馬地,Turf,1200,1,5,2,-0.2999999999999998,14.84,20.0,40.0,-6.0
G171,發財先鋒(G171),沙田,Turf,1800,1,5,2,17.0,18.96,20.0,40.0,340.0
H057,有你有我(H057),沙田,Turf,1200,1,5,1,61.0,31.0,20.0,20.0,1220.0
H110,紅愛舍(H110),跑馬地,Turf,1200,1,5,2,-0.9000000000000004,6.36,20.0,40.0,-18.0
H161,安泰(H161),沙田,Turf,1400,1,5,3,2.9000000000000004,11.4,20.0,60.0,58.0
H173,焦點(H173),跑馬地,Turf,1200,1,5,2,9.0,25.56,20.0,40.0,180.0
H234,大利好運(H234),沙田,AWT,1650,1,5,3,-1.2000000000000002,7.46,20.0,60.0,-24.0
H278,你知我得(H278),跑馬地,Turf,1200,1,5,2,-1.0,27.6,20.0,40.0,-20.0
H338,綠族無限(H338),沙田,Turf,1400,1,5,2,39.0,32.34,20.0,40.0,780.0
H405,勝萬金(H405),跑馬地,Turf,1000,1,5,1,-1.5,7.84,20.0,20.0,-30.0
H459,星運少爵(H459),沙田,Turf,1400,1,5,2,-0.5999999999999996,8.62,20.0,40.0,-12.0
J146,精明選擇(J146),沙田,AWT,1650,1,5,2,2.0,8.92,20.0,40.0,40.0
J239,勁先生(J239),沙田,AWT,1200,1,5,2,-3.2,16.98,20.0,40.0,-64.0
J340,進傲星(J340),沙田,Turf,1400,1,5,3,6.0,11.76,20.0,60.0,120.0
