feature_scope,feature,gain,split,gain_share
matrix_plus_components,num__rel_feat_distance_score,4.154116243356839,31,0.015479095257093487
matrix_plus_components,num__rel_feat_race_shape_context_score,3.8269079625606537,8,0.014259849609970928
matrix_plus_components,num__feat_jockey_score,3.1573107838630676,9,0.011764792200463899
matrix_plus_components,num__rel_matrix_horse_health,3.147201425395906,16,0.011727122642479925
matrix_plus_components,num__rel_matrix_form_line,3.061816755885957,11,0.01140896172559332
matrix_plus_components,num__rel_matrix_class_advantage,3.0454343724632054,20,0.011347917580778036
matrix_plus_components,num__rel_feat_class_score,2.187827684059812,12,0.008152297900143043
matrix_plus_components,num__feat_form_score,2.10787096619606,5,0.007854362652366385
matrix_plus_components,num__matrix_class_advantage,2.099640216678381,17,0.007823693179400824
matrix_plus_components,num__rel_matrix_sectional,1.4857929944992065,6,0.005536371624398909
matrix_plus_components,num__rel_feat_trainer_score,1.2800559028983116,7,0.00476975272106408
matrix_plus_components,num__rel_feat_weight_score,0.9245438911020756,4,0.003445041525407206
matrix_plus_components,num__rel_feat_formline_strength_score,0.9119089990854263,3,0.0033979613077070956
matrix_plus_components,num__feat_consistency_score,0.6629351992160082,9,0.0024702334977638137
matrix_plus_components,num__rel_feat_trackwork_trend_score,0.5614097006618977,5,0.0020919285175755187
matrix_plus_components,num__feat_trackwork_trend_score,0.46072299778461456,3,0.0017167490633528519
matrix_plus_components,num__matrix_horse_health,0.3344604433514178,9,0.0012462687029149654
matrix_plus_components,num__rel_feat_risk_score,0.22675449773669243,5,0.0008449341002562663
matrix_plus_components,num__matrix_sectional,0.1197109967470169,1,0.00044606790311464787
matrix_plus_components,num__feat_trainer_score,0.11434800177812576,1,0.000426084276002736
matrix_plus_components,num__feat_risk_score,0.09404139965772629,1,0.00035041768167663224
matrix_plus_components,num__matrix_form_line,0.08553480356931686,1,0.00031872034740567176
matrix_plus_components,num__matrix_trainer_signal,0.07134520262479782,1,0.00026584696307715175
matrix_plus_components,num__feat_class_score,0.0,0,0.0
matrix_plus_components,num__feat_draw_score,0.0,0,0.0
matrix_plus_components,num__feat_distance_score,0.0,0,0.0
matrix_plus_components,num__feat_track_going_score,0.0,0,0.0
matrix_plus_components,num__feat_weight_score,0.0,0,0.0
matrix_plus_components,num__feat_confidence_score,0.0,0,0.0
matrix_plus_components,num__feat_formline_strength_score,0.0,0,0.0
matrix_plus_components,num__feat_margin_trend_score,0.0,0,0.0
matrix_plus_components,num__feat_same_distance_signal_score,0.0,0,0.0
matrix_plus_components,num__rel_feat_track_going_score,0.0,0,0.0
matrix_plus_components,num__rel_feat_confidence_score,0.0,0,0.0
matrix_plus_components,num__rel_feat_margin_trend_score,0.0,0,0.0
matrix_plus_components_raw,num__rel_last6_mean_finish,57.92114768922329,31,0.19601003548279927
matrix_plus_components_raw,num__rel_feat_jockey_score,41.09798441827297,36,0.13907903599078772
matrix_plus_components_raw,num__rel_matrix_trainer_signal,28.635279081761837,41,0.09690419290362759
matrix_plus_components_raw,num__rel_barrier,24.649916199967265,43,0.08341738970587727
matrix_plus_components_raw,num__rel_feat_consistency_score,21.45304536819458,16,0.07259890992485116
matrix_plus_components_raw,num__rel_matrix_race_shape,12.721010237466544,27,0.04304896859781659
matrix_plus_components_raw,num__rel_last6_top5_count,9.266601011157036,17,0.031358957228324755
matrix_plus_components_raw,num__matrix_stability,8.745840027928352,14,0.029596658260279553
matrix_plus_components_raw,num__rel_raw_finish_time_adj,7.377331972122192,18,0.0249655118952884
matrix_plus_components_raw,num__rel_feat_form_score,6.8554474748671055,12,0.02319941086127997
matrix_plus_components_raw,num__feat_speed_score,4.5478439293801785,16,0.015390286372621353
matrix_plus_components_raw,num__rel_feat_same_distance_signal_score,4.424911540001631,11,0.014974272827217147
matrix_plus_components_raw,num__matrix_race_shape,3.9917264245450497,10,0.013508337961650544
matrix_plus_components_raw,num__rel_last6_best_finish,3.9307275637984276,15,0.013301912686317467
matrix_plus_components_raw,num__rel_last6_worst_finish,3.1243687961250544,16,0.01057312679430498
matrix_plus_components_raw,num__rel_card_rating_change,2.9480503015220165,19,0.009976450178557509
matrix_plus_components_raw,num__rel_raw_l400,2.9265781566500664,9,0.009903786634305505
matrix_plus_components_raw,num__feat_jockey_score,2.49368928745389,10,0.008438854291001151
matrix_plus_components_raw,num__rel_matrix_class_advantage,2.457217300310731,15,0.008315430018878365
matrix_plus_components_raw,num__rel_feat_race_shape_context_score,2.2923206202685833,7,0.007757405784284843
matrix_plus_components_raw,num__rel_matrix_stability,2.1858859807252884,2,0.007397222011935978
matrix_plus_components_raw,num__matrix_trainer_signal,2.121139943599701,2,0.007178115976564406
matrix_plus_components_raw,num__rel_feat_speed_score,1.9816101714968681,17,0.006705935492028328
matrix_plus_components_raw,num__rel_matrix_horse_health,1.9765240028500557,9,0.0066887234695338455
matrix_plus_components_raw,num__rel_season_starts,1.9679860845208168,9,0.006659830435790062
matrix_plus_components_raw,num__rel_same_venue_distance_thirds,1.8829210251569748,4,0.006371963120147155
matrix_plus_components_raw,num__raw_l400,1.8190690288320184,10,0.006155882594041991
matrix_plus_components_raw,num__rel_card_age,1.7926038019359112,15,0.006066322040256012
matrix_plus_components_raw,num__rel_days_since_last,1.6681910008192062,5,0.0056452986570136076
matrix_plus_components_raw,num__rel_matrix_sectional,1.6194409616291523,6,0.005480324424066766
matrix_plus_components_raw,num__feat_form_score,1.5836771614849567,5,0.005359296716313527
matrix_plus_components_raw,num__card_rating_change,1.2576520144939423,2,0.004256000197175604
matrix_plus_components_raw,num__feat_race_shape_context_score,1.2478840053081512,2,0.004222944432511268
matrix_plus_components_raw,num__weight_carried,1.2460942948237062,7,0.004216887901700756
matrix_plus_components_raw,num__rel_weight_carried,1.1272390149533749,6,0.003814671637794848
matrix_plus_components_raw,num__raw_total_wins,1.1083340048789978,3,0.003750695493617533
matrix_plus_components_raw,num__rel_feat_weight_score,1.0639189705252647,5,0.0036003912816506703
matrix_plus_components_raw,num__rel_feat_distance_score,1.056837022304535,3,0.00357642537321459
matrix_plus_components_raw,num__card_age,1.0285839885473251,5,0.0034808147306396022
matrix_plus_components_raw,num__rel_raw_last_finish,1.0225988067686558,4,0.0034605603720916232
matrix_plus_components_raw,num__same_distance_thirds,1.016334980726242,3,0.003439363057918582
matrix_plus_components_raw,num__rel_same_venue_distance_starts,0.97986701130867,2,0.0033159523821171097
matrix_plus_components_raw,num__matrix_class_advantage,0.9455107003450394,9,0.003199687736133717
matrix_plus_components_raw,num__rel_same_distance_thirds,0.7789380103349686,3,0.0026359917428408547
matrix_plus_components_raw,num__rel_same_distance_seconds,0.7414076030254364,3,0.0025089856878521685
matrix_plus_components_raw,num__rel_raw_formline_higher_win_count,0.7143162973225117,9,0.0024173064307249203
matrix_plus_components_raw,num__rel_card_gear_blinkers,0.6178697180002928,4,0.0020909230942521163
matrix_plus_components_raw,num__matrix_horse_health,0.6065620183944702,1,0.0020526568877042356
matrix_plus_components_raw,num__tw_gallop_count,0.5551600009202957,4,0.0018787081371881092
matrix_plus_components_raw,num__rel_feat_risk_score,0.4353833510540426,6,0.0014733738797202919
matrix_plus_components_raw,num__tw_entries_count,0.4300059825181961,2,0.0014551764123087222
matrix_plus_components_raw,num__raw_finish_time_adj,0.422543503344059,2,0.0014299227551201506
matrix_plus_components_raw,num__rel_same_distance_starts,0.4156540036201477,1,0.0014066081085839972
matrix_plus_components_raw,num__rel_card_gear_first_time,0.3531700074672699,2,0.0011951570101225726
matrix_plus_components_raw,num__rel_wins,0.3499799966812134,1,0.0011843617453132429
matrix_plus_components_raw,num__rel_card_gear_tt,0.3486725054681301,4,0.001179937085076105
matrix_plus_components_raw,num__hk_starts,0.3483393043279648,3,0.001178809504392498
matrix_plus_components_raw,num__rel_same_venue_distance_wins,0.33922240883111954,2,0.0011479571632162181
matrix_plus_components_raw,num__feat_trainer_score,0.3257260024547577,2,0.0011022841888664167
matrix_plus_components_raw,num__last6_mean_finish,0.24331500381231308,2,0.0008233984379356912
matrix_plus_components_raw,num__rel_tw_gallop_count,0.24016569927334785,2,0.0008127409264902893
matrix_plus_components_raw,num__barrier,0.22436200082302094,1,0.0007592598816976566
matrix_plus_components_raw,num__feat_trackwork_trend_score,0.22129809856414795,4,0.0007488913787512059
matrix_plus_components_raw,num__rel_feat_trackwork_trend_score,0.20060125063173473,4,0.0006788515045522142
matrix_plus_components_raw,num__rel_feat_trainer_score,0.19182419776916504,3,0.0006491492194342212
matrix_plus_components_raw,num__starts,0.17193179577589035,3,0.0005818316579545936
matrix_plus_components_raw,num__rel_feat_class_score,0.16767079383134842,2,0.0005674120689847201
matrix_plus_components_raw,num__rel_raw_last_margin,0.15869100391864777,1,0.000537023704637029
matrix_plus_components_raw,num__rel_raw_total_starts,0.14695699512958527,1,0.0004973148319565323
matrix_plus_components_raw,num__feat_consistency_score,0.11435329262167215,2,0.00038698116039781564
matrix_plus_components_raw,num__last6_top5_count,0.04975980054587126,3,0.00016839135030516573
matrix_plus_components_raw,num__raw_weight_trend_span,0.026107539422810078,2,8.835010929152752e-05
matrix_plus_components_raw,num__matrix_sectional,0.0,0,0.0
matrix_plus_components_raw,num__matrix_form_line,0.0,0,0.0
matrix_plus_components_raw,num__feat_class_score,0.0,0,0.0
matrix_plus_components_raw,num__feat_draw_score,0.0,0,0.0
matrix_plus_components_raw,num__feat_distance_score,0.0,0,0.0
matrix_plus_components_raw,num__feat_track_going_score,0.0,0,0.0
matrix_plus_components_raw,num__feat_weight_score,0.0,0,0.0
matrix_plus_components_raw,num__feat_risk_score,0.0,0,0.0
matrix_plus_components_raw,num__feat_confidence_score,0.0,0,0.0
matrix_plus_components_raw,num__feat_formline_strength_score,0.0,0,0.0
matrix_plus_components_raw,num__feat_margin_trend_score,0.0,0,0.0
matrix_plus_components_raw,num__feat_same_distance_signal_score,0.0,0,0.0
matrix_plus_components_raw,num__card_rating,0.0,0,0.0
matrix_plus_components_raw,num__card_declared_bodyweight,0.0,0,0.0
matrix_plus_components_raw,num__card_priority_rank,0.0,0,0.0
matrix_plus_components_raw,num__card_claim_lbs,0.0,0,0.0
matrix_plus_components_raw,num__card_gear_count,0.0,0,0.0
matrix_plus_components_raw,num__card_gear_first_time,0.0,0,0.0
matrix_plus_components_raw,num__days_since_last,0.0,0,0.0
matrix_plus_components_raw,num__wins,0.0,0,0.0
matrix_plus_components_raw,num__last6_runs,0.0,0,0.0
matrix_plus_components_raw,num__last6_best_finish,0.0,0,0.0
matrix_plus_components_raw,num__last6_worst_finish,0.0,0,0.0
matrix_plus_components_raw,num__last6_top3_count,0.0,0,0.0
matrix_plus_components_raw,num__same_distance_starts,0.0,0,0.0
matrix_plus_components_raw,num__same_distance_wins,0.0,0,0.0
matrix_plus_components_raw,num__same_distance_seconds,0.0,0,0.0
matrix_plus_components_raw,num__same_venue_distance_starts,0.0,0,0.0
matrix_plus_components_raw,num__same_venue_distance_wins,0.0,0,0.0
matrix_plus_components_raw,num__same_venue_distance_seconds,0.0,0,0.0
matrix_plus_components_raw,num__same_venue_distance_thirds,0.0,0,0.0
matrix_plus_components_raw,num__tw_flags_count,0.0,0,0.0
matrix_plus_components_raw,num__tw_jockey_present,0.0,0,0.0
matrix_plus_components_raw,num__raw_formline_higher_win_count,0.0,0,0.0
matrix_plus_components_raw,num__raw_formline_same_win_count,0.0,0,0.0
matrix_plus_components_raw,num__raw_formline_lower_win_count,0.0,0,0.0
matrix_plus_components_raw,num__raw_total_starts,0.0,0,0.0
matrix_plus_components_raw,num__raw_last_margin,0.0,0,0.0
matrix_plus_components_raw,num__raw_last_finish,0.0,0,0.0
matrix_plus_components_raw,num__is_debut,0.0,0,0.0
matrix_plus_components_raw,num__is_import,0.0,0,0.0
matrix_plus_components_raw,num__is_foreign_runner,0.0,0,0.0
matrix_plus_components_raw,num__field_size,0.0,0,0.0
matrix_plus_components_raw,num__distance_num,0.0,0,0.0
matrix_plus_components_raw,num__season_starts,0.0,0,0.0
matrix_plus_components_raw,num__season_wins,0.0,0,0.0
matrix_plus_components_raw,num__season_seconds,0.0,0,0.0
matrix_plus_components_raw,num__season_thirds,0.0,0,0.0
matrix_plus_components_raw,num__card_has_claim,0.0,0,0.0
matrix_plus_components_raw,num__card_gear_tt,0.0,0,0.0
matrix_plus_components_raw,num__card_gear_cp,0.0,0,0.0
matrix_plus_components_raw,num__card_gear_blinkers,0.0,0,0.0
matrix_plus_components_raw,num__tw_confidence_high,0.0,0,0.0
matrix_plus_components_raw,num__tw_confidence_low,0.0,0,0.0
matrix_plus_components_raw,num__tw_mode_barrier_trial,0.0,0,0.0
matrix_plus_components_raw,num__rel_matrix_form_line,0.0,0,0.0
matrix_plus_components_raw,num__rel_feat_draw_score,0.0,0,0.0
matrix_plus_components_raw,num__rel_feat_track_going_score,0.0,0,0.0
matrix_plus_components_raw,num__rel_feat_confidence_score,0.0,0,0.0
matrix_plus_components_raw,num__rel_feat_formline_strength_score,0.0,0,0.0
matrix_plus_components_raw,num__rel_feat_margin_trend_score,0.0,0,0.0
matrix_plus_components_raw,num__rel_card_rating,0.0,0,0.0
matrix_plus_components_raw,num__rel_card_declared_bodyweight,0.0,0,0.0
matrix_plus_components_raw,num__rel_card_priority_rank,0.0,0,0.0
matrix_plus_components_raw,num__rel_card_claim_lbs,0.0,0,0.0
matrix_plus_components_raw,num__rel_card_gear_count,0.0,0,0.0
matrix_plus_components_raw,num__rel_starts,0.0,0,0.0
matrix_plus_components_raw,num__rel_hk_starts,0.0,0,0.0
matrix_plus_components_raw,num__rel_last6_runs,0.0,0,0.0
matrix_plus_components_raw,num__rel_last6_top3_count,0.0,0,0.0
matrix_plus_components_raw,num__rel_same_distance_wins,0.0,0,0.0
matrix_plus_components_raw,num__rel_same_venue_distance_seconds,0.0,0,0.0
matrix_plus_components_raw,num__rel_tw_entries_count,0.0,0,0.0
matrix_plus_components_raw,num__rel_tw_flags_count,0.0,0,0.0
matrix_plus_components_raw,num__rel_tw_jockey_present,0.0,0,0.0
matrix_plus_components_raw,num__rel_raw_formline_same_win_count,0.0,0,0.0
matrix_plus_components_raw,num__rel_raw_formline_lower_win_count,0.0,0,0.0
matrix_plus_components_raw,num__rel_raw_total_wins,0.0,0,0.0
matrix_plus_components_raw,num__rel_raw_weight_trend_span,0.0,0,0.0
matrix_plus_components_raw,num__rel_is_debut,0.0,0,0.0
matrix_plus_components_raw,num__rel_is_import,0.0,0,0.0
matrix_plus_components_raw,num__rel_is_foreign_runner,0.0,0,0.0
matrix_plus_components_raw,num__rel_field_size,0.0,0,0.0
matrix_plus_components_raw,num__rel_distance_num,0.0,0,0.0
matrix_plus_components_raw,num__rel_season_wins,0.0,0,0.0
matrix_plus_components_raw,num__rel_season_seconds,0.0,0,0.0
matrix_plus_components_raw,num__rel_season_thirds,0.0,0,0.0
matrix_plus_components_raw,num__rel_card_has_claim,0.0,0,0.0
matrix_plus_components_raw,num__rel_card_gear_cp,0.0,0,0.0
matrix_plus_components_raw,num__rel_tw_confidence_high,0.0,0,0.0
matrix_plus_components_raw,num__rel_tw_confidence_low,0.0,0,0.0
matrix_plus_components_raw,num__rel_tw_mode_barrier_trial,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_card_rating,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_card_rating_change,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_card_priority_rank,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_days_since_last,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_starts,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_wins,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_hk_starts,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_last6_mean_finish,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_last6_best_finish,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_last6_worst_finish,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_same_distance_starts,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_same_distance_wins,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_same_distance_seconds,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_same_distance_thirds,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_same_venue_distance_starts,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_same_venue_distance_wins,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_same_venue_distance_seconds,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_same_venue_distance_thirds,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_tw_entries_count,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_tw_gallop_count,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_tw_flags_count,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_raw_formline_higher_win_count,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_raw_formline_same_win_count,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_raw_formline_lower_win_count,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_raw_l400,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_raw_finish_time_adj,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_raw_total_starts,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_raw_total_wins,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_raw_last_margin,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_raw_last_finish,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_raw_weight_trend_span,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_distance_num,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_season_starts,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_season_wins,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_season_seconds,0.0,0,0.0
matrix_plus_components_raw,num__missingindicator_season_thirds,0.0,0,0.0
matrix_plus_components_raw,cat__venue_沙田,0.0,0,0.0
matrix_plus_components_raw,cat__venue_跑馬地,0.0,0,0.0
matrix_plus_components_raw,cat__track_AWT,0.0,0,0.0
matrix_plus_components_raw,cat__track_Turf,0.0,0,0.0
matrix_plus_components_raw,cat__course_A,0.0,0,0.0
matrix_plus_components_raw,cat__course_AWT,0.0,0,0.0
matrix_plus_components_raw,cat__course_B,0.0,0,0.0
matrix_plus_components_raw,cat__course_C,0.0,0,0.0
matrix_plus_components_raw,cat__course_C+3,0.0,0,0.0
matrix_plus_components_raw,cat__course_Unknown,0.0,0,0.0
matrix_plus_components_raw,cat__race_class_label_Class 1,0.0,0,0.0
matrix_plus_components_raw,cat__race_class_label_Class 2,0.0,0,0.0
matrix_plus_components_raw,cat__race_class_label_Class 3,0.0,0,0.0
matrix_plus_components_raw,cat__race_class_label_Class 4,0.0,0,0.0
matrix_plus_components_raw,cat__race_class_label_Class 5,0.0,0,0.0
matrix_plus_components_raw,cat__race_class_label_Griffin,0.0,0,0.0
matrix_plus_components_raw,cat__race_class_label_Group 1,0.0,0,0.0
matrix_plus_components_raw,cat__race_class_label_Group 2,0.0,0,0.0
matrix_plus_components_raw,cat__race_class_label_Group 3,0.0,0,0.0
matrix_plus_components_raw,cat__race_class_label_Unknown,0.0,0,0.0
