rank,formula,place_mode,gold,good,pass,top3_place,top3_win,0hit,1hit,2hit,3hit,gold_delta,good_delta,pass_delta,place_delta,zero_hit_delta,one_hit_delta
227,race_shape_pure_pace+sectional_speed_heavy+class_weight_no_rating,place_live,4.4%,19.6%,37.0%,41.8%,48.4%,51,148,103,14,+0.3,-1.3,-1.9,-0.8,+3,+3
228,race_shape_pure_pace+sectional_speed_heavy+class_weight_no_rating,place_half,4.1%,19.6%,37.0%,41.7%,48.4%,51,148,104,13,+0.0,-1.3,-1.9,-0.9,+3,+3
229,sectional_speed_heavy+class_weight_class_only,place_off,3.8%,19.6%,37.0%,42.1%,49.7%,46,153,105,12,-0.3,-1.3,-1.9,-0.5,-2,+8
230,sectional_speed_heavy+class_weight_class_only+formline_purer,place_off,3.8%,19.6%,37.0%,42.1%,49.7%,46,153,105,12,-0.3,-1.3,-1.9,-0.5,-2,+8
231,sectional_speed_heavy+class_weight_80_20+class_weight_class_only,place_off,3.8%,19.6%,37.0%,42.1%,49.7%,46,153,105,12,-0.3,-1.3,-1.9,-0.5,-2,+8
232,sectional_speed_heavy+class_weight_80_20,place_off,3.8%,19.6%,37.0%,42.0%,49.7%,47,152,105,12,-0.3,-1.3,-1.9,-0.6,-1,+7
233,sectional_speed_heavy+class_weight_80_20+formline_purer,place_off,3.8%,19.6%,37.0%,42.0%,49.7%,47,152,105,12,-0.3,-1.3,-1.9,-0.6,-1,+7
234,sectional_speed_heavy+jt_fit_tempered+class_weight_class_only,place_half,3.5%,19.6%,37.0%,41.8%,50.0%,48,151,106,11,-0.6,-1.3,-1.9,-0.8,+0,+6
235,sectional_speed_heavy+jt_fit_tempered+class_weight_80_20,place_half,3.5%,19.6%,37.0%,41.7%,49.7%,49,150,106,11,-0.6,-1.3,-1.9,-0.9,+1,+5
236,sectional_speed_heavy+jt_fit_tempered+class_weight_no_rating,place_half,3.2%,19.6%,37.0%,41.6%,49.1%,49,150,107,10,-0.9,-1.3,-1.9,-1.1,+1,+5
237,race_shape_pure_pace+sectional_speed_heavy+class_weight_class_only,place_live,4.7%,19.3%,37.0%,41.8%,47.8%,52,147,102,15,+0.6,-1.6,-1.9,-0.8,+4,+2
238,race_shape_light_track+class_weight_heavy_rating+track_pure,place_off,4.4%,19.3%,37.0%,42.0%,49.4%,49,150,103,14,+0.3,-1.6,-1.9,-0.6,+1,+5
239,race_shape_pure_pace+sectional_speed_heavy+class_weight_80_20,place_live,4.4%,19.3%,37.0%,41.8%,48.1%,51,148,103,14,+0.3,-1.6,-1.9,-0.8,+3,+3
240,race_shape_pure_pace+sectional_speed_heavy+class_weight_class_only,place_half,4.4%,19.3%,37.0%,41.7%,47.8%,52,147,103,14,+0.3,-1.6,-1.9,-0.9,+4,+2
241,track_pure,place_live,4.1%,19.3%,37.0%,41.8%,48.7%,50,149,104,13,+0.0,-1.6,-1.9,-0.8,+2,+4
242,track_pure+formline_purer,place_live,4.1%,19.3%,37.0%,41.8%,48.7%,50,149,104,13,+0.0,-1.6,-1.9,-0.8,+2,+4
243,race_shape_pure_pace+sectional_speed_heavy+class_weight_80_20,place_half,4.1%,19.3%,37.0%,41.7%,48.1%,51,148,104,13,+0.0,-1.6,-1.9,-0.9,+3,+3
244,track_pure,place_half,3.8%,19.3%,37.0%,41.7%,48.7%,50,149,105,12,-0.3,-1.6,-1.9,-0.9,+2,+4
245,track_pure+formline_purer,place_half,3.8%,19.3%,37.0%,41.7%,48.7%,50,149,105,12,-0.3,-1.6,-1.9,-0.9,+2,+4
246,race_shape_pure_pace+sectional_speed_heavy,place_off,4.1%,19.0%,37.0%,41.7%,48.1%,51,148,104,13,+0.0,-1.9,-1.9,-0.9,+3,+3
247,race_shape_pure_pace+sectional_speed_heavy+formline_purer,place_off,4.1%,19.0%,37.0%,41.7%,47.8%,51,148,104,13,+0.0,-1.9,-1.9,-0.9,+3,+3
248,jt_fit_tempered+track_pure,place_live,3.8%,18.7%,37.0%,41.9%,49.4%,48,151,105,12,-0.3,-2.2,-1.9,-0.7,+0,+6
249,jt_fit_tempered+track_pure+formline_purer,place_live,3.8%,18.7%,37.0%,41.8%,49.1%,49,150,105,12,-0.3,-2.2,-1.9,-0.8,+1,+5
250,class_weight_heavy_rating+track_pure,place_off,4.4%,18.4%,37.0%,42.1%,50.0%,48,151,103,14,+0.3,-2.5,-1.9,-0.5,+0,+6
251,class_weight_heavy_rating+track_pure+formline_purer,place_off,4.4%,18.4%,37.0%,42.1%,50.0%,48,151,103,14,+0.3,-2.5,-1.9,-0.5,+0,+6
252,class_weight_80_20+class_weight_heavy_rating+track_pure,place_off,4.4%,18.4%,37.0%,42.1%,50.0%,48,151,103,14,+0.3,-2.5,-1.9,-0.5,+0,+6
253,class_weight_no_rating+class_weight_heavy_rating+track_pure,place_off,4.4%,18.4%,37.0%,42.1%,50.0%,48,151,103,14,+0.3,-2.5,-1.9,-0.5,+0,+6
254,class_weight_class_only+class_weight_heavy_rating+track_pure,place_off,4.4%,18.4%,37.0%,42.1%,50.0%,48,151,103,14,+0.3,-2.5,-1.9,-0.5,+0,+6
255,jt_fit_tempered+class_weight_heavy_rating,place_off,4.1%,18.4%,37.0%,42.0%,49.7%,48,151,104,13,+0.0,-2.5,-1.9,-0.6,+0,+6
256,jt_fit_tempered+class_weight_heavy_rating+formline_purer,place_off,4.1%,18.4%,37.0%,42.0%,49.7%,48,151,104,13,+0.0,-2.5,-1.9,-0.6,+0,+6
257,jt_fit_tempered+class_weight_80_20+class_weight_heavy_rating,place_off,4.1%,18.4%,37.0%,42.0%,49.7%,48,151,104,13,+0.0,-2.5,-1.9,-0.6,+0,+6
258,jt_fit_tempered+class_weight_no_rating+class_weight_heavy_rating,place_off,4.1%,18.4%,37.0%,42.0%,49.7%,48,151,104,13,+0.0,-2.5,-1.9,-0.6,+0,+6
259,jt_fit_tempered+class_weight_class_only+class_weight_heavy_rating,place_off,4.1%,18.4%,37.0%,42.0%,49.7%,48,151,104,13,+0.0,-2.5,-1.9,-0.6,+0,+6
260,sectional_speed_heavy+class_weight_80_20+track_pure,place_off,3.8%,18.4%,37.0%,42.0%,49.7%,47,152,105,12,-0.3,-2.5,-1.9,-0.6,-1,+7
261,jt_fit_tempered+class_weight_80_20+track_pure,place_off,3.5%,18.0%,37.0%,41.7%,49.1%,49,150,106,11,-0.6,-2.8,-1.9,-0.9,+1,+5
262,race_shape_light_track+sectional_speed_heavy+track_pure,place_live,4.7%,21.5%,36.7%,42.2%,49.4%,47,153,101,15,+0.6,+0.6,-2.2,-0.4,-1,+8
263,race_shape_light_track+sectional_speed_heavy+class_weight_no_rating,place_live,4.4%,21.2%,36.7%,41.9%,49.4%,49,151,102,14,+0.3,+0.3,-2.2,-0.7,+1,+6
264,race_shape_light_track+sectional_speed_heavy+class_weight_no_rating,place_half,4.1%,21.2%,36.7%,41.8%,49.4%,49,151,103,13,+0.0,+0.3,-2.2,-0.8,+1,+6
265,race_shape_pure_pace+class_weight_heavy_rating+track_pure,place_live,4.7%,20.6%,36.7%,42.0%,48.4%,49,151,101,15,+0.6,-0.3,-2.2,-0.6,+1,+6
266,race_shape_pure_pace+sectional_speed_heavy+track_pure,place_live,4.4%,20.6%,36.7%,42.0%,49.1%,48,152,102,14,+0.3,-0.3,-2.2,-0.6,+0,+7
267,race_shape_pure_pace+class_weight_heavy_rating+track_pure,place_half,4.4%,20.6%,36.7%,41.9%,48.4%,49,151,102,14,+0.3,-0.3,-2.2,-0.7,+1,+6
268,race_shape_light_track+sectional_speed_heavy,place_live,4.7%,20.3%,36.7%,42.1%,49.1%,48,152,101,15,+0.6,-0.6,-2.2,-0.5,+0,+7
269,race_shape_pure_pace+race_shape_light_track+sectional_speed_heavy,place_live,4.7%,20.3%,36.7%,42.1%,49.1%,48,152,101,15,+0.6,-0.6,-2.2,-0.5,+0,+7
270,race_shape_light_track+sectional_speed_heavy+formline_purer,place_live,4.7%,20.3%,36.7%,42.0%,48.7%,49,151,101,15,+0.6,-0.6,-2.2,-0.6,+1,+6
271,race_shape_light_track+jt_fit_tempered+track_pure,place_live,3.8%,20.3%,36.7%,42.0%,49.4%,46,154,104,12,-0.3,-0.6,-2.2,-0.6,-2,+9
272,class_weight_no_rating,place_off,3.8%,20.3%,36.7%,41.9%,50.9%,47,153,104,12,-0.3,-0.6,-2.2,-0.7,-1,+8
273,class_weight_no_rating+formline_purer,place_off,3.8%,20.3%,36.7%,41.9%,50.9%,47,153,104,12,-0.3,-0.6,-2.2,-0.7,-1,+8
274,class_weight_80_20+class_weight_no_rating,place_off,3.8%,20.3%,36.7%,41.9%,50.9%,47,153,104,12,-0.3,-0.6,-2.2,-0.7,-1,+8
275,class_weight_class_only+class_weight_no_rating,place_off,3.8%,20.3%,36.7%,41.9%,50.9%,47,153,104,12,-0.3,-0.6,-2.2,-0.7,-1,+8
276,class_weight_80_20+class_weight_no_rating+formline_purer,place_off,3.8%,20.3%,36.7%,41.9%,50.9%,47,153,104,12,-0.3,-0.6,-2.2,-0.7,-1,+8
277,class_weight_class_only+class_weight_no_rating+formline_purer,place_off,3.8%,20.3%,36.7%,41.9%,50.9%,47,153,104,12,-0.3,-0.6,-2.2,-0.7,-1,+8
278,class_weight_80_20+class_weight_class_only+class_weight_no_rating,place_off,3.8%,20.3%,36.7%,41.9%,50.9%,47,153,104,12,-0.3,-0.6,-2.2,-0.7,-1,+8
279,sectional_speed_heavy+jt_fit_tempered+class_weight_class_only,place_live,3.8%,19.9%,36.7%,41.7%,49.7%,49,151,104,12,-0.3,-0.9,-2.2,-0.9,+1,+6
280,race_shape_light_track+jt_fit_tempered+track_pure,place_half,3.5%,19.9%,36.7%,41.9%,49.4%,46,154,105,11,-0.6,-0.9,-2.2,-0.7,-2,+9
281,race_shape_pure_pace,place_live,4.7%,19.6%,36.7%,41.7%,47.8%,52,148,101,15,+0.6,-1.3,-2.2,-0.9,+4,+3
282,race_shape_pure_pace+formline_purer,place_live,4.7%,19.6%,36.7%,41.7%,47.8%,52,148,101,15,+0.6,-1.3,-2.2,-0.9,+4,+3
283,race_shape_pure_pace+class_weight_heavy_rating+track_pure,place_off,4.4%,19.6%,36.7%,41.8%,48.4%,50,150,102,14,+0.3,-1.3,-2.2,-0.8,+2,+5
284,race_shape_light_track+jt_fit_tempered+class_weight_class_only,place_live,3.8%,19.6%,36.7%,41.9%,49.1%,47,153,104,12,-0.3,-1.3,-2.2,-0.7,-1,+8
285,race_shape_light_track+jt_fit_tempered+class_weight_class_only,place_half,3.5%,19.6%,36.7%,41.8%,49.1%,47,153,105,11,-0.6,-1.3,-2.2,-0.8,-1,+8
286,race_shape_light_track+jt_fit_tempered+class_weight_heavy_rating,place_live,5.1%,19.3%,36.7%,42.3%,49.1%,47,153,100,16,+0.9,-1.6,-2.2,-0.3,-1,+8
287,race_shape_light_track+jt_fit_tempered+class_weight_heavy_rating,place_half,4.7%,19.3%,36.7%,42.2%,49.1%,47,153,101,15,+0.6,-1.6,-2.2,-0.4,-1,+8
288,race_shape_pure_pace+class_weight_80_20,place_live,4.7%,19.3%,36.7%,41.6%,47.8%,53,147,101,15,+0.6,-1.6,-2.2,-1.1,+5,+2
289,race_shape_pure_pace+class_weight_80_20+formline_purer,place_live,4.7%,19.3%,36.7%,41.6%,47.8%,53,147,101,15,+0.6,-1.6,-2.2,-1.1,+5,+2
290,race_shape_pure_pace+class_weight_80_20,place_half,4.4%,19.3%,36.7%,41.5%,47.8%,53,147,102,14,+0.3,-1.6,-2.2,-1.2,+5,+2
291,race_shape_pure_pace+class_weight_80_20+formline_purer,place_half,4.4%,19.3%,36.7%,41.5%,47.8%,53,147,102,14,+0.3,-1.6,-2.2,-1.2,+5,+2
292,sectional_speed_heavy+jt_fit_tempered+class_weight_heavy_rating,place_off,4.1%,19.3%,36.7%,42.1%,50.6%,46,154,103,13,+0.0,-1.6,-2.2,-0.5,-2,+9
293,sectional_speed_heavy+class_weight_heavy_rating+track_pure,place_off,4.4%,19.0%,36.7%,42.1%,50.6%,47,153,102,14,+0.3,-1.9,-2.2,-0.5,-1,+8
294,race_shape_pure_pace+class_weight_class_only+formline_purer,place_live,4.4%,19.0%,36.7%,41.4%,47.5%,54,146,102,14,+0.3,-1.9,-2.2,-1.3,+6,+1
295,race_shape_pure_pace+sectional_speed_heavy+class_weight_class_only,place_off,4.4%,18.7%,36.7%,41.6%,47.8%,52,148,102,14,+0.3,-2.2,-2.2,-1.1,+4,+3
296,race_shape_pure_pace+sectional_speed_heavy+class_weight_no_rating,place_off,4.1%,18.7%,36.7%,41.6%,48.4%,51,149,103,13,+0.0,-2.2,-2.2,-1.1,+3,+4
297,race_shape_pure_pace+class_weight_class_only+formline_purer,place_half,4.1%,18.7%,36.7%,41.2%,47.5%,54,146,103,13,+0.0,-2.2,-2.2,-1.4,+6,+1
298,sectional_speed_heavy+class_weight_class_only+track_pure,place_off,3.8%,18.7%,36.7%,41.8%,49.4%,48,152,104,12,-0.3,-2.2,-2.2,-0.8,+0,+7
299,race_shape_pure_pace+sectional_speed_heavy+class_weight_80_20,place_off,4.1%,18.4%,36.7%,41.6%,48.1%,51,149,103,13,+0.0,-2.5,-2.2,-1.1,+3,+4
300,sectional_speed_heavy+track_pure,place_off,3.8%,18.4%,36.7%,42.0%,50.0%,46,154,104,12,-0.3,-2.5,-2.2,-0.6,-2,+9
301,sectional_speed_heavy+track_pure+formline_purer,place_off,3.8%,18.4%,36.7%,42.0%,50.0%,46,154,104,12,-0.3,-2.5,-2.2,-0.6,-2,+9
302,sectional_speed_heavy+jt_fit_tempered+track_pure,place_half,3.5%,18.4%,36.7%,41.8%,50.0%,47,153,105,11,-0.6,-2.5,-2.2,-0.8,-1,+8
303,jt_fit_tempered+track_pure,place_off,3.5%,18.0%,36.7%,41.7%,49.1%,48,152,105,11,-0.6,-2.8,-2.2,-0.9,+0,+7
304,jt_fit_tempered+track_pure+formline_purer,place_off,3.5%,18.0%,36.7%,41.7%,49.1%,48,152,105,11,-0.6,-2.8,-2.2,-0.9,+0,+7
305,race_shape_light_track+sectional_speed_heavy+track_pure,place_half,4.4%,21.5%,36.4%,42.0%,49.4%,47,154,101,14,+0.3,+0.6,-2.5,-0.6,-1,+9
306,race_shape_light_track+sectional_speed_heavy+track_pure,place_off,4.4%,20.9%,36.4%,41.9%,49.4%,48,153,101,14,+0.3,+0.0,-2.5,-0.7,+0,+8
307,race_shape_light_track+sectional_speed_heavy+class_weight_class_only,place_live,4.4%,20.9%,36.4%,41.8%,48.4%,49,152,101,14,+0.3,+0.0,-2.5,-0.8,+1,+7
308,race_shape_light_track+sectional_speed_heavy+class_weight_class_only,place_half,4.1%,20.9%,36.4%,41.7%,48.4%,49,152,102,13,+0.0,+0.0,-2.5,-0.9,+1,+7
309,race_shape_light_track+sectional_speed_heavy+class_weight_80_20,place_live,4.7%,20.6%,36.4%,42.0%,48.7%,48,153,100,15,+0.6,-0.3,-2.5,-0.6,+0,+8
310,race_shape_light_track,place_live,4.7%,20.6%,36.4%,41.9%,49.1%,49,152,100,15,+0.6,-0.3,-2.5,-0.7,+1,+7
311,race_shape_light_track+formline_purer,place_live,4.7%,20.6%,36.4%,41.9%,49.1%,49,152,100,15,+0.6,-0.3,-2.5,-0.7,+1,+7
312,race_shape_pure_pace+race_shape_light_track,place_live,4.7%,20.6%,36.4%,41.9%,49.1%,49,152,100,15,+0.6,-0.3,-2.5,-0.7,+1,+7
313,race_shape_pure_pace+race_shape_light_track+formline_purer,place_live,4.7%,20.6%,36.4%,41.9%,49.1%,49,152,100,15,+0.6,-0.3,-2.5,-0.7,+1,+7
314,race_shape_light_track+sectional_speed_heavy+class_weight_80_20,place_half,4.4%,20.6%,36.4%,41.9%,48.7%,48,153,101,14,+0.3,-0.3,-2.5,-0.7,+0,+8
315,race_shape_light_track+sectional_speed_heavy+class_weight_heavy_rating,place_live,4.4%,20.6%,36.4%,41.7%,48.7%,50,151,101,14,+0.3,-0.3,-2.5,-0.9,+2,+6
316,race_shape_pure_pace+sectional_speed_heavy+track_pure,place_half,4.1%,20.6%,36.4%,41.8%,49.1%,48,153,102,13,+0.0,-0.3,-2.5,-0.8,+0,+8
317,race_shape_light_track+sectional_speed_heavy+class_weight_heavy_rating,place_half,4.1%,20.6%,36.4%,41.6%,48.7%,50,151,102,13,+0.0,-0.3,-2.5,-1.1,+2,+6
318,race_shape_light_track+sectional_speed_heavy,place_half,4.4%,20.3%,36.4%,41.9%,49.1%,48,153,101,14,+0.3,-0.6,-2.5,-0.7,+0,+8
319,race_shape_light_track+sectional_speed_heavy+formline_purer,place_half,4.4%,20.3%,36.4%,41.9%,49.1%,48,153,101,14,+0.3,-0.6,-2.5,-0.7,+0,+8
320,race_shape_pure_pace+race_shape_light_track+sectional_speed_heavy,place_half,4.4%,20.3%,36.4%,41.9%,49.1%,48,153,101,14,+0.3,-0.6,-2.5,-0.7,+0,+8
321,race_shape_light_track+sectional_speed_heavy+class_weight_no_rating,place_off,4.1%,20.3%,36.4%,41.7%,49.4%,49,152,102,13,+0.0,-0.6,-2.5,-0.9,+1,+7
322,race_shape_light_track+sectional_speed_heavy+class_weight_class_only,place_off,4.1%,20.3%,36.4%,41.7%,48.4%,49,152,102,13,+0.0,-0.6,-2.5,-0.9,+1,+7
323,race_shape_light_track+sectional_speed_heavy+class_weight_heavy_rating,place_off,4.1%,19.9%,36.4%,41.5%,48.7%,51,150,102,13,+0.0,-0.9,-2.5,-1.2,+3,+5
324,race_shape_light_track+sectional_speed_heavy+class_weight_80_20,place_off,4.4%,19.6%,36.4%,41.9%,48.7%,48,153,101,14,+0.3,-1.3,-2.5,-0.7,+0,+8
325,race_shape_pure_pace,place_half,4.4%,19.6%,36.4%,41.5%,47.8%,52,149,101,14,+0.3,-1.3,-2.5,-1.2,+4,+4
326,race_shape_pure_pace+formline_purer,place_half,4.4%,19.6%,36.4%,41.5%,47.8%,52,149,101,14,+0.3,-1.3,-2.5,-1.2,+4,+4
327,race_shape_pure_pace+class_weight_no_rating,place_live,4.4%,19.6%,36.4%,41.5%,47.8%,52,149,101,14,+0.3,-1.3,-2.5,-1.2,+4,+4
328,race_shape_pure_pace+class_weight_no_rating+formline_purer,place_live,4.4%,19.6%,36.4%,41.5%,47.8%,52,149,101,14,+0.3,-1.3,-2.5,-1.2,+4,+4
329,race_shape_pure_pace+class_weight_80_20+class_weight_no_rating,place_live,4.4%,19.6%,36.4%,41.5%,47.8%,52,149,101,14,+0.3,-1.3,-2.5,-1.2,+4,+4
330,race_shape_pure_pace+class_weight_class_only+class_weight_no_rating,place_live,4.4%,19.6%,36.4%,41.5%,47.8%,52,149,101,14,+0.3,-1.3,-2.5,-1.2,+4,+4
331,race_shape_pure_pace+class_weight_no_rating,place_half,4.1%,19.6%,36.4%,41.4%,47.8%,52,149,102,13,+0.0,-1.3,-2.5,-1.3,+4,+4
332,race_shape_pure_pace+class_weight_no_rating+formline_purer,place_half,4.1%,19.6%,36.4%,41.4%,47.8%,52,149,102,13,+0.0,-1.3,-2.5,-1.3,+4,+4
333,race_shape_pure_pace+class_weight_80_20+class_weight_no_rating,place_half,4.1%,19.6%,36.4%,41.4%,47.8%,52,149,102,13,+0.0,-1.3,-2.5,-1.3,+4,+4
334,race_shape_pure_pace+class_weight_class_only+class_weight_no_rating,place_half,4.1%,19.6%,36.4%,41.4%,47.8%,52,149,102,13,+0.0,-1.3,-2.5,-1.3,+4,+4
335,class_weight_no_rating+track_pure,place_half,3.8%,19.6%,36.4%,41.7%,48.7%,48,153,103,12,-0.3,-1.3,-2.5,-0.9,+0,+8
336,class_weight_no_rating+track_pure+formline_purer,place_half,3.8%,19.6%,36.4%,41.7%,48.7%,48,153,103,12,-0.3,-1.3,-2.5,-0.9,+0,+8
337,class_weight_80_20+class_weight_no_rating+track_pure,place_half,3.8%,19.6%,36.4%,41.7%,48.7%,48,153,103,12,-0.3,-1.3,-2.5,-0.9,+0,+8
338,class_weight_class_only+class_weight_no_rating+track_pure,place_half,3.8%,19.6%,36.4%,41.7%,48.7%,48,153,103,12,-0.3,-1.3,-2.5,-0.9,+0,+8
339,race_shape_light_track+jt_fit_tempered+class_weight_80_20,place_live,3.8%,19.3%,36.4%,41.7%,49.1%,48,153,103,12,-0.3,-1.6,-2.5,-0.9,+0,+8
340,race_shape_light_track+jt_fit_tempered+class_weight_80_20,place_half,3.5%,19.3%,36.4%,41.6%,49.1%,48,153,104,11,-0.6,-1.6,-2.5,-1.1,+0,+8
341,race_shape_pure_pace+class_weight_class_only,place_live,4.4%,19.0%,36.4%,41.2%,47.5%,54,147,101,14,+0.3,-1.9,-2.5,-1.4,+6,+2
342,race_shape_pure_pace+class_weight_80_20+class_weight_class_only,place_live,4.4%,19.0%,36.4%,41.2%,47.5%,54,147,101,14,+0.3,-1.9,-2.5,-1.4,+6,+2
343,race_shape_pure_pace+class_weight_class_only,place_half,4.1%,19.0%,36.4%,41.1%,47.5%,54,147,102,13,+0.0,-1.9,-2.5,-1.5,+6,+2
344,race_shape_pure_pace+class_weight_80_20+class_weight_class_only,place_half,4.1%,19.0%,36.4%,41.1%,47.5%,54,147,102,13,+0.0,-1.9,-2.5,-1.5,+6,+2
345,race_shape_light_track+jt_fit_tempered+track_pure,place_off,3.5%,19.0%,36.4%,41.8%,49.1%,46,155,104,11,-0.6,-1.9,-2.5,-0.8,-2,+10
346,jt_fit_tempered+class_weight_no_rating+track_pure,place_half,3.5%,19.0%,36.4%,41.6%,49.4%,48,153,104,11,-0.6,-1.9,-2.5,-1.1,+0,+8
347,race_shape_pure_pace+jt_fit_tempered+class_weight_heavy_rating,place_live,5.1%,18.7%,36.4%,42.0%,48.4%,49,152,99,16,+0.9,-2.2,-2.5,-0.6,+1,+7
348,race_shape_pure_pace+jt_fit_tempered+class_weight_heavy_rating,place_half,4.7%,18.7%,36.4%,41.9%,48.4%,49,152,100,15,+0.6,-2.2,-2.5,-0.7,+1,+7
349,sectional_speed_heavy+jt_fit_tempered+track_pure,place_live,3.8%,18.7%,36.4%,41.7%,49.7%,48,153,103,12,-0.3,-2.2,-2.5,-0.9,+0,+8
350,sectional_speed_heavy+jt_fit_tempered+class_weight_class_only,place_off,3.5%,18.7%,36.4%,41.7%,50.0%,47,154,104,11,-0.6,-2.2,-2.5,-0.9,-1,+9
351,race_shape_light_track+jt_fit_tempered+class_weight_class_only,place_off,3.5%,18.7%,36.4%,41.7%,48.7%,47,154,104,11,-0.6,-2.2,-2.5,-0.9,-1,+9
352,sectional_speed_heavy+jt_fit_tempered,place_off,3.5%,18.7%,36.4%,41.6%,49.7%,48,153,104,11,-0.6,-2.2,-2.5,-1.1,+0,+8
353,sectional_speed_heavy+jt_fit_tempered+formline_purer,place_off,3.5%,18.7%,36.4%,41.6%,49.7%,48,153,104,11,-0.6,-2.2,-2.5,-1.1,+0,+8
354,sectional_speed_heavy+jt_fit_tempered+class_weight_80_20,place_off,3.5%,18.7%,36.4%,41.5%,49.4%,49,152,104,11,-0.6,-2.2,-2.5,-1.2,+1,+7
355,sectional_speed_heavy+jt_fit_tempered+class_weight_no_rating,place_off,3.2%,18.7%,36.4%,41.4%,48.7%,49,152,105,10,-0.9,-2.2,-2.5,-1.3,+1,+7
356,race_shape_light_track+jt_fit_tempered+class_weight_heavy_rating,place_off,4.7%,18.4%,36.4%,42.2%,49.1%,46,155,100,15,+0.6,-2.5,-2.5,-0.4,-2,+10
357,race_shape_pure_pace+class_weight_80_20,place_off,4.4%,18.4%,36.4%,41.4%,47.8%,53,148,101,14,+0.3,-2.5,-2.5,-1.3,+5,+3
358,race_shape_pure_pace+class_weight_80_20+formline_purer,place_off,4.4%,18.4%,36.4%,41.4%,47.8%,53,148,101,14,+0.3,-2.5,-2.5,-1.3,+5,+3
359,class_weight_class_only+track_pure,place_off,3.8%,18.4%,36.4%,41.6%,48.1%,49,152,103,12,-0.3,-2.5,-2.5,-1.1,+1,+7
360,class_weight_class_only+track_pure+formline_purer,place_off,3.8%,18.4%,36.4%,41.6%,48.1%,49,152,103,12,-0.3,-2.5,-2.5,-1.1,+1,+7
361,class_weight_80_20+class_weight_class_only+track_pure,place_off,3.8%,18.4%,36.4%,41.6%,48.1%,49,152,103,12,-0.3,-2.5,-2.5,-1.1,+1,+7
362,race_shape_pure_pace+jt_fit_tempered+class_weight_80_20,place_live,3.8%,18.4%,36.4%,41.4%,47.8%,51,150,103,12,-0.3,-2.5,-2.5,-1.3,+3,+5
363,class_weight_80_20+track_pure,place_off,3.5%,18.4%,36.4%,41.6%,48.4%,48,153,104,11,-0.6,-2.5,-2.5,-1.1,+0,+8
364,class_weight_80_20+track_pure+formline_purer,place_off,3.5%,18.4%,36.4%,41.6%,48.4%,48,153,104,11,-0.6,-2.5,-2.5,-1.1,+0,+8
365,race_shape_pure_pace+jt_fit_tempered+class_weight_80_20,place_half,3.5%,18.4%,36.4%,41.4%,47.8%,50,151,104,11,-0.6,-2.5,-2.5,-1.3,+2,+6
366,race_shape_pure_pace+class_weight_class_only+formline_purer,place_off,4.1%,18.0%,36.4%,41.1%,47.5%,54,147,102,13,+0.0,-2.8,-2.5,-1.5,+6,+2
367,race_shape_light_track+track_pure+formline_purer,place_live,4.7%,21.2%,36.1%,42.0%,49.1%,47,155,99,15,+0.6,+0.3,-2.8,-0.6,-1,+10
368,race_shape_light_track+track_pure,place_live,4.7%,21.2%,36.1%,41.9%,48.7%,48,154,99,15,+0.6,+0.3,-2.8,-0.7,+0,+9
369,race_shape_pure_pace+race_shape_light_track+track_pure,place_live,4.7%,21.2%,36.1%,41.9%,48.7%,48,154,99,15,+0.6,+0.3,-2.8,-0.7,+0,+9
370,race_shape_light_track+class_weight_class_only+track_pure,place_live,4.4%,21.2%,36.1%,41.9%,49.4%,47,155,100,14,+0.3,+0.3,-2.8,-0.7,-1,+10
371,race_shape_light_track+class_weight_heavy_rating,place_live,4.7%,20.6%,36.1%,41.8%,48.1%,49,153,99,15,+0.6,-0.3,-2.8,-0.8,+1,+8
372,race_shape_light_track+class_weight_80_20+class_weight_heavy_rating,place_live,4.7%,20.6%,36.1%,41.8%,48.1%,49,153,99,15,+0.6,-0.3,-2.8,-0.8,+1,+8
373,race_shape_pure_pace+race_shape_light_track+class_weight_heavy_rating,place_live,4.7%,20.6%,36.1%,41.8%,48.1%,49,153,99,15,+0.6,-0.3,-2.8,-0.8,+1,+8
374,race_shape_light_track+class_weight_no_rating+class_weight_heavy_rating,place_live,4.7%,20.6%,36.1%,41.8%,48.1%,49,153,99,15,+0.6,-0.3,-2.8,-0.8,+1,+8
375,race_shape_light_track+class_weight_class_only+class_weight_heavy_rating,place_live,4.7%,20.6%,36.1%,41.8%,48.1%,49,153,99,15,+0.6,-0.3,-2.8,-0.8,+1,+8
376,race_shape_light_track+class_weight_heavy_rating+formline_purer,place_live,4.7%,20.6%,36.1%,41.7%,48.1%,50,152,99,15,+0.6,-0.3,-2.8,-0.9,+2,+7
377,race_shape_light_track,place_half,4.4%,20.6%,36.1%,41.7%,49.1%,49,153,100,14,+0.3,-0.3,-2.8,-0.9,+1,+8
378,race_shape_light_track+formline_purer,place_half,4.4%,20.6%,36.1%,41.7%,49.1%,49,153,100,14,+0.3,-0.3,-2.8,-0.9,+1,+8
379,race_shape_pure_pace+race_shape_light_track,place_half,4.4%,20.6%,36.1%,41.7%,49.1%,49,153,100,14,+0.3,-0.3,-2.8,-0.9,+1,+8
380,race_shape_light_track+class_weight_heavy_rating,place_half,4.4%,20.6%,36.1%,41.7%,48.1%,49,153,100,14,+0.3,-0.3,-2.8,-0.9,+1,+8
381,race_shape_pure_pace+race_shape_light_track+formline_purer,place_half,4.4%,20.6%,36.1%,41.7%,49.1%,49,153,100,14,+0.3,-0.3,-2.8,-0.9,+1,+8
