Trainer,RaceClass,Venue,Track,Distance,Wins,Starts,Places,Profit,AvgOdds,WinRate,PlaceRate,ROI
賀賢,Class 3,跑馬地,Turf,1800,0,1,0,-1.0,36.0,0.0,0.0,-100.0
賀賢,Class 4,沙田,AWT,1650,0,1,0,-1.0,38.0,0.0,0.0,-100.0
賀賢,Class 4,沙田,Turf,1600,0,1,0,-1.0,81.0,0.0,0.0,-100.0
賀賢,Class 4,沙田,Turf,1800,0,1,1,-1.0,17.0,0.0,100.0,-100.0
賀賢,Class 4,沙田,Turf,2000,0,1,0,-1.0,33.0,0.0,0.0,-100.0
賀賢,Class 5,沙田,AWT,1200,0,1,0,-1.0,34.0,0.0,0.0,-100.0
賀賢,Class 5,沙田,Turf,1200,0,1,1,-1.0,3.1,0.0,100.0,-100.0
賀賢,Class 5,跑馬地,Turf,1000,0,1,0,-1.0,7.4,0.0,0.0,-100.0
賀賢,Class 5,跑馬地,Turf,1650,0,1,0,-1.0,13.0,0.0,0.0,-100.0
賀賢,Group 2,沙田,Turf,1200,0,1,0,-1.0,183.0,0.0,0.0,-100.0
賀賢,Group 3,沙田,Turf,1000,0,1,0,-1.0,7.2,0.0,0.0,-100.0
郗國思,Group 1,沙田,Turf,2400,0,1,1,-1.0,13.0,0.0,100.0,-100.0
鄭俊偉,Class 2,沙田,Turf,1400,0,1,0,-1.0,13.0,0.0,0.0,-100.0
鄭俊偉,Class 3,沙田,AWT,1200,0,1,0,-1.0,91.0,0.0,0.0,-100.0
鄭俊偉,Class 3,沙田,Turf,1600,0,1,0,-1.0,104.0,0.0,0.0,-100.0
鄭俊偉,Class 3,跑馬地,Turf,1650,0,1,0,-1.0,55.0,0.0,0.0,-100.0
鄭俊偉,Class 4,沙田,AWT,1200,0,1,0,-1.0,109.0,0.0,0.0,-100.0
鄭俊偉,Class 4,沙田,AWT,1650,0,1,1,-1.0,8.0,0.0,100.0,-100.0
鄭俊偉,Class 4,沙田,Turf,1800,0,1,0,-1.0,35.0,0.0,0.0,-100.0
鄭俊偉,Class 5,沙田,AWT,1650,0,1,0,-1.0,5.0,0.0,0.0,-100.0
鄭俊偉,Class 5,沙田,Turf,1400,0,1,1,-1.0,5.2,0.0,100.0,-100.0
鄭俊偉,Class 5,沙田,Turf,1600,0,1,0,-1.0,9.6,0.0,0.0,-100.0
鄭俊偉,Class 5,跑馬地,Turf,1200,0,1,1,-1.0,27.0,0.0,100.0,-100.0
鄭俊偉,Griffin,沙田,Turf,1200,0,1,0,-1.0,116.0,0.0,0.0,-100.0
鄭俊偉,Group 1,沙田,AWT,1200,0,1,0,-1.0,77.0,0.0,0.0,-100.0
雷拿及雷恩,Group 1,沙田,Turf,2000,0,1,0,-1.0,82.0,0.0,0.0,-100.0
雷里雅,Group 1,沙田,Turf,1600,0,1,0,-1.0,11.0,0.0,0.0,-100.0
韋達,Class 1,沙田,Turf,1200,0,1,0,-1.0,47.0,0.0,0.0,-100.0
韋達,Class 2,沙田,Turf,1400,0,1,0,-1.0,57.0,0.0,0.0,-100.0
韋達,Class 2,跑馬地,Turf,1200,0,1,0,-1.0,29.0,0.0,0.0,-100.0
韋達,Class 2,跑馬地,Turf,1650,0,1,0,-1.0,48.0,0.0,0.0,-100.0
韋達,Class 3,沙田,AWT,1650,0,1,0,-1.0,103.0,0.0,0.0,-100.0
韋達,Class 3,跑馬地,Turf,1650,0,1,0,-1.0,43.0,0.0,0.0,-100.0
韋達,Class 4,沙田,AWT,1650,0,1,0,-1.0,46.0,0.0,0.0,-100.0
韋達,Class 4,跑馬地,Turf,1650,0,1,0,-1.0,47.0,0.0,0.0,-100.0
韋達,Class 4,跑馬地,Turf,1800,0,1,0,-1.0,4.0,0.0,0.0,-100.0
韋達,Class 5,沙田,AWT,1650,0,1,1,-1.0,19.0,0.0,100.0,-100.0
韋達,Class 5,沙田,Turf,1200,0,1,0,-1.0,10.0,0.0,0.0,-100.0
韋達,Class 5,跑馬地,Turf,1200,0,1,0,-1.0,7.9,0.0,0.0,-100.0
韋達,Class 5,跑馬地,Turf,1800,0,1,0,-1.0,41.0,0.0,0.0,-100.0
顧永賢,Group 1,沙田,Turf,2400,0,1,0,-1.0,16.0,0.0,0.0,-100.0
馬晏殊,Group 1,沙田,Turf,2000,0,1,0,-1.0,13.0,0.0,0.0,-100.0
馬漢雅,Group 1,沙田,Turf,1200,0,1,0,-1.0,148.0,0.0,0.0,-100.0
高亮能,Group 1,沙田,Turf,1600,0,1,0,-1.0,16.0,0.0,0.0,-100.0
高柳瑞樹,Group 1,沙田,Turf,1200,0,1,0,-1.0,76.0,0.0,0.0,-100.0
高野友和,Group 1,沙田,Turf,1600,0,1,0,-1.0,10.0,0.0,0.0,-100.0
鹿戶雄一,Group 1,沙田,Turf,1200,0,1,0,-1.0,69.0,0.0,0.0,-100.0
黎昭昇,Class 2,沙田,Turf,1200,0,1,0,-1.0,134.0,0.0,0.0,-100.0
黎昭昇,Class 3,沙田,Turf,1400,0,1,0,-1.0,12.0,0.0,0.0,-100.0
黎昭昇,Class 3,沙田,Turf,1600,0,1,0,-1.0,49.0,0.0,0.0,-100.0
黎昭昇,Class 3,跑馬地,Turf,1200,0,1,0,-1.0,52.0,0.0,0.0,-100.0
黎昭昇,Class 4,沙田,AWT,1200,0,1,0,-1.0,87.0,0.0,0.0,-100.0
黎昭昇,Class 4,沙田,Turf,1600,0,1,0,-1.0,166.0,0.0,0.0,-100.0
黎昭昇,Class 4,跑馬地,Turf,1000,0,1,1,-1.0,5.3,0.0,100.0,-100.0
黎昭昇,Class 4,跑馬地,Turf,1650,0,1,1,-1.0,17.0,0.0,100.0,-100.0
黎昭昇,Class 4,跑馬地,Turf,1800,0,1,0,-1.0,33.0,0.0,0.0,-100.0
黎昭昇,Class 5,沙田,AWT,1650,0,1,0,-1.0,15.0,0.0,0.0,-100.0
黎昭昇,Class 5,沙田,Turf,1400,0,1,0,-1.0,96.0,0.0,0.0,-100.0
黎昭昇,Group 1,沙田,AWT,1200,0,1,0,-1.0,4.0,0.0,0.0,-100.0
