Trainer,Going,Wins,Starts,Places,WinRate
廖康銘,第二班 - 1400米 - (105-80),0,4,1,0.0
廖康銘,第二班 - 1600米 - (100-75),0,1,0,0.0
廖康銘,第二班 - 1600米 - (100-80),1,1,1,100.0
廖康銘,第二班 - 1600米 - (105-75),0,1,0,0.0
廖康銘,第二班 - 1600米 - (105-80),0,3,0,0.0
廖康銘,第二班 - 1650米 - (100-75),1,3,3,33.3
廖康銘,第二班 - 1650米 - (100-80),0,2,0,0.0
廖康銘,第二班 - 1650米 - (105-80),1,3,2,33.3
廖康銘,第二班 - 1800米 - (100-75),0,1,0,0.0
廖康銘,第二班 - 1800米 - (100-80),0,1,0,0.0
廖康銘,第二班 - 2000米 - (100-75),0,1,0,0.0
廖康銘,第二班 - 2000米 - (95-70),0,1,0,0.0
廖康銘,第五班 - 1000米 - (40-0),0,3,0,0.0
廖康銘,第五班 - 1200米 - (40-0),1,12,4,8.3
廖康銘,第五班 - 1400米 - (40-0),1,4,2,25.0
廖康銘,第五班 - 1650米 - (40-0),1,3,2,33.3
廖康銘,第四班 - 1000米 - (60-40),2,20,2,10.0
廖康銘,第四班 - 1200米 - (60-40),9,104,30,8.7
廖康銘,第四班 - 1400米 - (60-40),5,31,7,16.1
廖康銘,第四班 - 1600米 - (60-40),1,14,3,7.1
廖康銘,第四班 - 1650米 - (60-40),3,33,9,9.1
廖康銘,第四班 - 1800米 - (60-40),1,4,1,25.0
廖康銘,第四班 - 2200米 - (60-40),1,2,1,50.0
廖康銘,第四班（條件限制） - 1200米 - (60-40),1,2,2,50.0
廖康銘,第四班（條件限制） - 1400米 - (60-40),0,1,0,0.0
徐雨石,四歲 - 1800米,0,1,0,0.0
徐雨石,四歲 - 2000米,0,1,0,0.0
徐雨石,第三班 - 1000米 - (80-60),2,15,4,13.3
徐雨石,第三班 - 1000米 - (85-60),1,4,2,25.0
徐雨石,第三班 - 1200米 - (80-55),0,3,0,0.0
徐雨石,第三班 - 1200米 - (80-60),1,46,2,2.2
徐雨石,第三班 - 1200米 - (85-60),0,4,0,0.0
徐雨石,第三班 - 1400米 - (80-60),0,11,1,0.0
徐雨石,第三班 - 1400米 - (85-60),0,1,0,0.0
徐雨石,第三班 - 1600米 - (80-60),1,9,3,11.1
徐雨石,第三班 - 1600米 - (85-60),0,2,1,0.0
徐雨石,第三班 - 1650米 - (80-55),0,2,0,0.0
徐雨石,第三班 - 1650米 - (80-60),0,13,3,0.0
徐雨石,第三班 - 1650米 - (85-60),0,2,0,0.0
徐雨石,第三班 - 1800米 - (80-60),1,4,2,25.0
徐雨石,第三班 - 1800米 - (85-60),0,3,1,0.0
徐雨石,第三班 - 2000米 - (80-60),0,1,0,0.0
徐雨石,第三班 - 2000米 - (85-60),0,3,0,0.0
徐雨石,第三班 - 2200米 - (80-55),1,1,1,100.0
徐雨石,第三班（條件限制） - 1600米 - (85-60),0,3,0,0.0
徐雨石,第二班 - 1000米 - (105-75),0,1,0,0.0
徐雨石,第二班 - 1000米 - (105-80),0,1,0,0.0
徐雨石,第二班 - 1200米 - (100-80),0,2,0,0.0
徐雨石,第二班 - 1600米 - (100-75),0,1,0,0.0
徐雨石,第二班 - 1650米 - (100-75),0,2,0,0.0
徐雨石,第二班 - 1650米 - (100-80),0,2,0,0.0
徐雨石,第二班 - 1800米 - (100-80),0,1,0,0.0
徐雨石,第五班 - 1000米 - (40-0),2,8,4,25.0
徐雨石,第五班 - 1200米 - (40-0),2,26,8,7.7
徐雨石,第五班 - 1400米 - (40-0),0,9,0,0.0
徐雨石,第五班 - 1600米 - (40-0),0,3,0,0.0
徐雨石,第五班 - 1650米 - (40-0),0,12,2,0.0
徐雨石,第五班 - 1800米 - (40-0),0,3,0,0.0
徐雨石,第五班 - 2200米 - (40-0),0,1,0,0.0
徐雨石,第四班 - 1000米 - (60-40),0,12,1,0.0
徐雨石,第四班 - 1200米 - (60-40),3,54,8,5.6
徐雨石,第四班 - 1400米 - (60-40),1,6,2,16.7
徐雨石,第四班 - 1600米 - (60-40),1,2,1,50.0
徐雨石,第四班 - 1650米 - (60-40),2,13,6,15.4
徐雨石,第四班 - 1800米 - (60-40),0,4,0,0.0
徐雨石,第四班 - 2000米 - (60-40),0,1,0,0.0
徐雨石,第四班 - 2200米 - (60-40),0,2,0,0.0
手塚貴久,一級賽 - 2000米,0,1,1,0.0
文家良,一級賽 - 1200米,0,1,0,0.0
文家良,一級賽 - 1400米,0,1,1,0.0
文家良,一級賽 - 1600米,0,2,1,0.0
文家良,三級賽 - 1000米,0,1,0,0.0
文家良,二級賽 - 1200米,0,1,0,0.0
文家良,二級賽 - 1600米,1,1,1,100.0
文家良,四歲 - 1600米,0,2,0,0.0
文家良,四歲 - 1800米,0,2,1,0.0
文家良,四歲 - 2000米,0,1,0,0.0
文家良,第一班 - 1200米 - (80+),0,1,1,0.0
文家良,第三班 - 1000米 - (80-60),1,8,1,12.5
文家良,第三班 - 1000米 - (85-60),1,3,2,33.3
文家良,第三班 - 1200米 - (80-60),5,30,15,16.7
文家良,第三班 - 1200米 - (85-60),1,8,4,12.5
文家良,第三班 - 1400米 - (80-60),0,18,1,0.0
文家良,第三班 - 1400米 - (85-60),0,2,1,0.0
文家良,第三班 - 1600米 - (80-60),1,6,1,16.7
文家良,第三班 - 1600米 - (85-60),0,2,0,0.0
文家良,第三班 - 1650米 - (80-60),0,5,0,0.0
文家良,第三班 - 1650米 - (85-60),0,3,0,0.0
文家良,第三班 - 1800米 - (80-60),0,1,0,0.0
文家良,第三班 - 2200米 - (80-55),0,1,0,0.0
文家良,第二班 - 1000米 - (105-80),0,1,0,0.0
文家良,第二班 - 1200米 - (100-75),0,1,1,0.0
文家良,第二班 - 1200米 - (100-80),1,6,2,16.7
文家良,第二班 - 1200米 - (105-80),1,1,1,100.0
文家良,第二班 - 1400米 - (100-80),0,1,0,0.0
文家良,第二班 - 1400米 - (105-80),0,4,1,0.0
文家良,第二班 - 1600米 - (100-75),0,1,0,0.0
文家良,第二班 - 1600米 - (105-80),0,1,0,0.0
文家良,第二班 - 1800米 - (100-75),0,1,0,0.0
文家良,第五班 - 1000米 - (40-0),0,4,1,0.0
文家良,第五班 - 1200米 - (40-0),1,18,3,5.6
文家良,第五班 - 1400米 - (40-0),1,12,2,8.3
文家良,第五班 - 1600米 - (40-0),0,3,0,0.0
文家良,第五班 - 1650米 - (40-0),0,13,4,0.0
文家良,第五班 - 1800米 - (40-0),0,7,0,0.0
文家良,第五班 - 2000米 - (40-0),0,1,0,0.0
文家良,第五班 - 2200米 - (40-0),0,2,0,0.0
文家良,第四班 - 1000米 - (60-40),5,20,8,25.0
文家良,第四班 - 1200米 - (60-40),7,100,21,7.0
文家良,第四班 - 1400米 - (60-40),2,40,3,5.0
文家良,第四班 - 1600米 - (60-40),0,10,3,0.0
文家良,第四班 - 1650米 - (60-40),5,26,6,19.2
文家良,第四班 - 1800米 - (60-40),0,5,1,0.0
文家良,第四班 - 2000米 - (60-40),1,3,1,33.3
文家良,第四班 - 2200米 - (60-40),1,3,3,33.3
文家良,第四班（條件限制） - 1200米 - (60-40),0,1,0,0.0
方嘉柏,三級賽 - 1400米,0,3,1,0.0
方嘉柏,三級賽 - 1800米,0,1,0,0.0
方嘉柏,三級賽 - 2400米,0,1,0,0.0
方嘉柏,新馬賽 - 1000米,0,1,1,0.0
方嘉柏,第一班 - 1200米 - (85+),0,1,1,0.0
方嘉柏,第三班 - 1000米 - (80-60),1,14,5,7.1
方嘉柏,第三班 - 1000米 - (85-60),1,2,1,50.0
方嘉柏,第三班 - 1200米 - (80-55),0,2,0,0.0
方嘉柏,第三班 - 1200米 - (80-60),4,42,10,9.5
方嘉柏,第三班 - 1200米 - (85-60),0,3,0,0.0
方嘉柏,第三班 - 1400米 - (80-60),2,17,3,11.8
方嘉柏,第三班 - 1400米 - (85-60),0,3,0,0.0
方嘉柏,第三班 - 1600米 - (80-60),1,10,1,10.0
方嘉柏,第三班 - 1600米 - (85-60),0,2,0,0.0
方嘉柏,第三班 - 1650米 - (80-55),0,2,0,0.0
方嘉柏,第三班 - 1650米 - (80-60),2,16,6,12.5
方嘉柏,第三班 - 1650米 - (85-60),2,5,2,40.0
方嘉柏,第三班 - 1800米 - (80-60),1,8,2,12.5
方嘉柏,第三班 - 1800米 - (85-60),0,4,1,0.0
方嘉柏,第三班 - 2000米 - (80-60),0,1,0,0.0
方嘉柏,第三班 - 2000米 - (85-60),0,5,0,0.0
方嘉柏,第二班 - 1000米 - (105-80),0,1,0,0.0
方嘉柏,第二班 - 1200米 - (100-80),1,11,2,9.1
方嘉柏,第二班 - 1200米 - (105-80),1,2,1,50.0
方嘉柏,第二班 - 1400米 - (100-80),0,3,0,0.0
方嘉柏,第二班 - 1400米 - (105-80),0,4,0,0.0
方嘉柏,第二班 - 1600米 - (100-75),0,2,0,0.0
方嘉柏,第二班 - 1600米 - (100-80),0,2,2,0.0
方嘉柏,第二班 - 1600米 - (105-75),0,1,0,0.0
方嘉柏,第二班 - 1600米 - (105-80),0,3,0,0.0
方嘉柏,第二班 - 1650米 - (100-75),1,3,1,33.3
方嘉柏,第二班 - 1650米 - (100-80),1,3,2,33.3
方嘉柏,第二班 - 1650米 - (105-80),0,2,0,0.0
方嘉柏,第二班 - 1800米 - (100-75),0,4,2,0.0
方嘉柏,第二班 - 1800米 - (100-80),0,4,0,0.0
方嘉柏,第二班 - 2000米 - (100-75),0,1,0,0.0
方嘉柏,第二班 - 2000米 - (95-70),0,1,0,0.0
方嘉柏,第五班 - 1000米 - (40-0),2,7,3,28.6
方嘉柏,第五班 - 1200米 - (40-0),5,21,6,23.8
方嘉柏,第五班 - 1400米 - (40-0),0,12,3,0.0
方嘉柏,第五班 - 1600米 - (40-0),0,2,1,0.0
方嘉柏,第五班 - 1650米 - (40-0),3,13,4,23.1
方嘉柏,第五班 - 1800米 - (40-0),1,6,3,16.7
方嘉柏,第五班 - 2200米 - (40-0),0,1,0,0.0
方嘉柏,第四班 - 1000米 - (60-40),1,20,5,5.0
方嘉柏,第四班 - 1200米 - (60-40),15,87,32,17.2
方嘉柏,第四班 - 1400米 - (60-40),1,28,9,3.6
方嘉柏,第四班 - 1600米 - (60-40),1,8,2,12.5
方嘉柏,第四班 - 1650米 - (60-40),4,32,7,12.5
方嘉柏,第四班 - 1800米 - (60-35),0,1,0,0.0
方嘉柏,第四班 - 1800米 - (60-40),0,11,3,0.0
方嘉柏,第四班 - 2200米 - (60-40),0,2,1,0.0
方嘉柏,第四班（條件限制） - 1200米 - (60-40),0,1,0,0.0
方嘉柏,第四班（條件限制） - 1400米 - (60-40),0,1,0,0.0
杉山晴紀,一級賽 - 2000米,0,1,0,0.0
桂福特,三級賽 - 1000米,0,1,0,0.0
桂福特,三級賽 - 1800米,1,3,2,33.3
桂福特,二級賽 - 1600米,0,1,0,0.0
桂福特,第三班 - 1000米 - (80-60),0,3,1,0.0
桂福特,第三班 - 1000米 - (85-60),0,1,0,0.0
桂福特,第三班 - 1200米 - (80-55),0,1,1,0.0
桂福特,第三班 - 1200米 - (80-60),1,20,2,5.0
桂福特,第三班 - 1400米 - (80-60),0,13,1,0.0
桂福特,第三班 - 1600米 - (80-60),1,8,5,12.5
桂福特,第三班 - 1600米 - (85-60),0,1,0,0.0
桂福特,第三班 - 1650米 - (80-60),0,1,0,0.0
桂福特,第三班 - 1650米 - (85-60),0,2,0,0.0
桂福特,第三班 - 1800米 - (80-60),0,1,0,0.0
桂福特,第三班 - 2000米 - (80-60),0,1,0,0.0
桂福特,第三班 - 2000米 - (85-60),0,1,0,0.0
桂福特,第三班（條件限制） - 1600米 - (85-60),0,1,0,0.0
桂福特,第二班 - 1000米 - (105-80),0,1,1,0.0
桂福特,第二班 - 1200米 - (100-75),0,1,0,0.0
桂福特,第二班 - 1200米 - (100-80),0,1,0,0.0
桂福特,第二班 - 1200米 - (105-80),0,3,1,0.0
桂福特,第二班 - 1400米 - (100-75),0,1,1,0.0
桂福特,第二班 - 1400米 - (100-80),1,1,1,100.0
桂福特,第二班 - 1400米 - (105-80),0,2,0,0.0
桂福特,第二班 - 1600米 - (105-80),0,1,0,0.0
桂福特,第二班 - 1650米 - (100-80),0,1,1,0.0
桂福特,第二班 - 1800米 - (100-70),0,1,0,0.0
桂福特,第二班 - 1800米 - (100-80),0,1,1,0.0
桂福特,第五班 - 1000米 - (40-0),1,1,1,100.0
桂福特,第五班 - 1200米 - (40-0),1,17,6,5.9
桂福特,第五班 - 1400米 - (40-0),2,14,6,14.3
桂福特,第五班 - 1600米 - (40-0),1,4,2,25.0
桂福特,第五班 - 1650米 - (40-0),1,12,3,8.3
桂福特,第五班 - 1800米 - (40-0),2,8,6,25.0
桂福特,第五班 - 2000米 - (40-0),0,1,1,0.0
桂福特,第五班 - 2200米 - (40-0),0,1,0,0.0
桂福特,第四班 - 1000米 - (60-40),0,11,1,0.0
桂福特,第四班 - 1200米 - (60-40),8,62,19,12.9
桂福特,第四班 - 1400米 - (60-40),0,30,7,0.0
桂福特,第四班 - 1600米 - (60-40),0,7,0,0.0
桂福特,第四班 - 1650米 - (60-40),0,6,0,0.0
桂福特,第四班 - 1800米 - (60-40),0,8,0,0.0
桂福特,第四班 - 2000米 - (60-40),0,2,0,0.0
桂福特,第四班（條件限制） - 1200米 - (60-40),0,3,0,0.0
桂福特,第四班（條件限制） - 1400米 - (60-40),0,1,0,0.0
森一誠,一級賽 - 1600米,0,1,0,0.0
武井亮,一級賽 - 1600米,0,1,0,0.0
武井亮,一級賽 - 2400米,0,1,0,0.0
武英智,一級賽 - 2000米,0,1,0,0.0
池江泰壽,一級賽 - 1600米,0,1,1,0.0
沈集成,一級賽 - 1600米,1,1,1,100.0
沈集成,一級賽 - 2000米,3,3,3,100.0
沈集成,一級賽 - 2400米,0,1,0,0.0
沈集成,三級賽 - 1400米,0,1,0,0.0
沈集成,三級賽 - 1800米,0,3,2,0.0
沈集成,三級賽 - 2400米,1,1,1,100.0
沈集成,二級賽 - 1600米,0,2,0,0.0
沈集成,二級賽 - 2000米,1,1,1,100.0
沈集成,第一班 - 1200米 - (80+),0,1,0,0.0
沈集成,第三班 - 1000米 - (80-60),0,8,2,0.0
沈集成,第三班 - 1000米 - (85-60),0,3,1,0.0
沈集成,第三班 - 1200米 - (80-60),7,51,12,13.7
沈集成,第三班 - 1200米 - (85-60),1,5,3,20.0
沈集成,第三班 - 1400米 - (80-60),0,12,2,0.0
沈集成,第三班 - 1400米 - (85-60),0,1,0,0.0
沈集成,第三班 - 1600米 - (80-60),0,4,0,0.0
沈集成,第三班 - 1650米 - (80-55),0,2,2,0.0
沈集成,第三班 - 1650米 - (80-60),2,21,6,9.5
沈集成,第三班 - 1650米 - (85-60),0,6,2,0.0
沈集成,第三班 - 1800米 - (80-60),0,3,2,0.0
沈集成,第三班 - 1800米 - (85-60),0,3,0,0.0
沈集成,第三班 - 2000米 - (80-60),0,1,0,0.0
沈集成,第三班 - 2000米 - (85-60),0,2,0,0.0
沈集成,第三班 - 2200米 - (80-55),0,2,0,0.0
沈集成,第三班（條件限制） - 1600米 - (85-60),0,1,1,0.0
沈集成,第二班 - 1200米 - (100-80),1,7,1,14.3
沈集成,第二班 - 1400米 - (105-80),0,3,0,0.0
沈集成,第二班 - 1600米 - (105-80),0,3,0,0.0
沈集成,第二班 - 1650米 - (100-75),1,3,1,33.3
沈集成,第二班 - 1650米 - (105-80),0,3,1,0.0
沈集成,第二班 - 1800米 - (100-75),0,1,0,0.0
沈集成,第二班 - 1800米 - (100-80),1,3,1,33.3
沈集成,第五班 - 1000米 - (40-0),1,6,2,16.7
沈集成,第五班 - 1200米 - (40-0),2,18,3,11.1
沈集成,第五班 - 1400米 - (40-0),0,6,1,0.0
沈集成,第五班 - 1600米 - (40-0),0,2,0,0.0
沈集成,第五班 - 1650米 - (40-0),2,11,3,18.2
沈集成,第五班 - 1800米 - (40-0),4,4,4,100.0
沈集成,第五班 - 2200米 - (40-0),1,1,1,100.0
沈集成,第四班 - 1000米 - (60-40),1,12,3,8.3
沈集成,第四班 - 1200米 - (60-40),9,99,28,9.1
沈集成,第四班 - 1400米 - (60-40),0,23,0,0.0
沈集成,第四班 - 1600米 - (60-40),0,4,0,0.0
沈集成,第四班 - 1650米 - (60-40),7,38,13,18.4
沈集成,第四班 - 1800米 - (60-35),0,1,0,0.0
沈集成,第四班 - 1800米 - (60-40),5,15,7,33.3
沈集成,第四班 - 2000米 - (60-40),0,2,0,0.0
沈集成,第四班 - 2200米 - (60-40),0,1,1,0.0
沈集成,第四班（條件限制） - 1200米 - (60-40),0,3,1,0.0
沈集成,第四班（條件限制） - 1400米 - (60-40),0,1,0,0.0
游孝廉,一級賽 - 1600米,0,2,1,0.0
游達榮,三級賽 - 1000米,0,1,1,0.0
游達榮,三級賽 - 1400米,0,3,0,0.0
游達榮,三級賽 - 1800米,0,1,0,0.0
游達榮,二級賽 - 1600米,0,2,0,0.0
游達榮,四歲 - 1800米,0,1,0,0.0
游達榮,四歲 - 2000米,0,2,0,0.0
游達榮,第一班 - 1200米 - (80+),0,1,0,0.0
游達榮,第一班 - 1200米 - (85+),0,1,0,0.0
游達榮,第一班 - 1400米 - (110-85),0,1,1,0.0
游達榮,第三班 - 1000米 - (80-60),0,5,0,0.0
游達榮,第三班 - 1000米 - (85-60),0,2,0,0.0
游達榮,第三班 - 1200米 - (80-60),4,34,10,11.8
游達榮,第三班 - 1200米 - (85-60),0,2,1,0.0
游達榮,第三班 - 1400米 - (80-60),2,26,4,7.7
游達榮,第三班 - 1400米 - (85-60),0,3,0,0.0
游達榮,第三班 - 1600米 - (80-60),1,13,2,7.7
游達榮,第三班 - 1600米 - (85-60),0,2,1,0.0
游達榮,第三班 - 1650米 - (80-55),0,3,0,0.0
游達榮,第三班 - 1650米 - (80-60),3,20,6,15.0
游達榮,第三班 - 1650米 - (85-60),1,7,4,14.3
游達榮,第三班 - 1800米 - (80-60),0,4,2,0.0
游達榮,第三班 - 1800米 - (85-60),0,3,1,0.0
游達榮,第三班 - 2000米 - (85-60),0,2,0,0.0
游達榮,第三班 - 2200米 - (80-55),0,1,0,0.0
游達榮,第三班（條件限制） - 1600米 - (85-60),0,2,0,0.0
游達榮,第二班 - 1000米 - (100-75),0,1,1,0.0
游達榮,第二班 - 1000米 - (105-75),0,1,1,0.0
游達榮,第二班 - 1000米 - (105-80),1,2,2,50.0
游達榮,第二班 - 1200米 - (100-75),0,1,0,0.0
游達榮,第二班 - 1200米 - (100-80),0,5,2,0.0
游達榮,第二班 - 1200米 - (105-80),0,1,0,0.0
游達榮,第二班 - 1400米 - (105-80),1,5,1,20.0
游達榮,第二班 - 1600米 - (105-75),0,1,0,0.0
游達榮,第二班 - 1650米 - (105-80),0,1,0,0.0
游達榮,第二班 - 1800米 - (100-75),0,1,0,0.0
游達榮,第五班 - 1200米 - (40-0),2,16,6,12.5
游達榮,第五班 - 1400米 - (40-0),0,6,0,0.0
游達榮,第五班 - 1600米 - (40-0),0,2,0,0.0
游達榮,第五班 - 1650米 - (40-0),5,11,7,45.5
游達榮,第五班 - 1800米 - (40-0),0,5,0,0.0
游達榮,第四班 - 1000米 - (60-40),0,7,0,0.0
游達榮,第四班 - 1200米 - (60-40),0,55,5,0.0
游達榮,第四班 - 1400米 - (60-40),2,36,5,5.6
游達榮,第四班 - 1600米 - (60-40),0,13,2,0.0
游達榮,第四班 - 1650米 - (60-40),2,44,11,4.5
游達榮,第四班 - 1800米 - (60-35),0,1,0,0.0
游達榮,第四班 - 1800米 - (60-40),0,14,1,0.0
游達榮,第四班 - 2000米 - (60-40),1,4,1,25.0
游達榮,第四班（條件限制） - 1200米 - (60-40),0,1,0,0.0
田中博康,一級賽 - 2000米,0,1,0,0.0
羅富全,一級賽 - 1200米,0,2,0,0.0
羅富全,一級賽 - 2000米,0,1,0,0.0
羅富全,三級賽 - 1000米,0,1,0,0.0
羅富全,三級賽 - 1400米,0,1,1,0.0
羅富全,三級賽 - 1800米,1,3,2,33.3
羅富全,二級賽 - 1200米,0,4,0,0.0
羅富全,二級賽 - 1600米,0,3,1,0.0
羅富全,二級賽 - 2000米,0,1,0,0.0
羅富全,四歲 - 1800米,1,2,1,50.0
羅富全,四歲 - 2000米,0,3,2,0.0
羅富全,第一班 - 1200米 - (80+),0,2,0,0.0
羅富全,第一班 - 1400米 - (110-85),0,1,0,0.0
羅富全,第三班 - 1000米 - (80-60),0,9,3,0.0
羅富全,第三班 - 1000米 - (85-60),0,3,0,0.0
羅富全,第三班 - 1200米 - (80-55),0,1,0,0.0
羅富全,第三班 - 1200米 - (80-60),7,51,12,13.7
羅富全,第三班 - 1200米 - (85-60),0,4,1,0.0
羅富全,第三班 - 1400米 - (80-60),2,19,9,10.5
羅富全,第三班 - 1400米 - (85-60),1,2,1,50.0
羅富全,第三班 - 1600米 - (80-60),0,10,2,0.0
羅富全,第三班 - 1600米 - (85-60),0,2,1,0.0
羅富全,第三班 - 1650米 - (80-55),0,1,0,0.0
羅富全,第三班 - 1650米 - (80-60),1,12,2,8.3
羅富全,第三班 - 1650米 - (85-60),0,5,0,0.0
羅富全,第三班 - 1800米 - (80-60),0,5,2,0.0
羅富全,第三班 - 1800米 - (85-60),1,5,2,20.0
羅富全,第三班 - 2000米 - (80-60),0,2,1,0.0
羅富全,第三班 - 2000米 - (85-60),0,3,1,0.0
羅富全,第三班 - 2200米 - (80-55),0,1,1,0.0
羅富全,第三班（條件限制） - 1600米 - (85-60),1,2,2,50.0
羅富全,第二班 - 1000米 - (100-75),0,1,0,0.0
羅富全,第二班 - 1000米 - (105-75),1,1,1,100.0
羅富全,第二班 - 1200米 - (100-80),0,5,1,0.0
羅富全,第二班 - 1200米 - (105-80),0,3,0,0.0
羅富全,第二班 - 1400米 - (100-75),0,1,0,0.0
羅富全,第二班 - 1400米 - (100-80),1,3,1,33.3
羅富全,第二班 - 1400米 - (105-80),0,4,0,0.0
羅富全,第二班 - 1600米 - (100-80),0,1,0,0.0
羅富全,第二班 - 1600米 - (105-75),0,1,0,0.0
羅富全,第二班 - 1600米 - (105-80),0,4,1,0.0
羅富全,第二班 - 1650米 - (100-75),0,2,0,0.0
羅富全,第二班 - 1650米 - (100-80),0,3,0,0.0
羅富全,第二班 - 1650米 - (105-80),0,1,0,0.0
羅富全,第二班 - 1800米 - (100-70),0,1,0,0.0
羅富全,第二班 - 1800米 - (100-75),0,3,0,0.0
羅富全,第二班 - 1800米 - (100-80),0,2,1,0.0
羅富全,第二班 - 2000米 - (100-75),1,2,1,50.0
羅富全,第五班 - 1000米 - (40-0),1,4,2,25.0
羅富全,第五班 - 1200米 - (40-0),0,19,2,0.0
羅富全,第五班 - 1400米 - (40-0),1,9,2,11.1
羅富全,第五班 - 1600米 - (40-0),0,2,0,0.0
羅富全,第五班 - 1650米 - (40-0),0,4,0,0.0
羅富全,第五班 - 1800米 - (40-0),0,1,0,0.0
羅富全,第四班 - 1000米 - (60-40),1,17,5,5.9
羅富全,第四班 - 1200米 - (60-40),7,90,24,7.8
羅富全,第四班 - 1400米 - (60-40),1,38,6,2.6
羅富全,第四班 - 1600米 - (60-40),1,12,3,8.3
羅富全,第四班 - 1650米 - (60-40),2,38,8,5.3
羅富全,第四班 - 1800米 - (60-35),0,2,0,0.0
羅富全,第四班 - 1800米 - (60-40),0,11,2,0.0
羅富全,第四班 - 2000米 - (60-40),0,1,0,0.0
羅富全,第四班（條件限制） - 1200米 - (60-40),1,2,1,50.0
羅富全,第四班（條件限制） - 1400米 - (60-40),1,1,1,100.0
葉楚航,一級賽 - 1200米,0,3,2,0.0
葉楚航,三級賽 - 1000米,1,1,1,100.0
葉楚航,二級賽 - 1200米,0,2,1,0.0
葉楚航,二級賽 - 1600米,0,1,0,0.0
葉楚航,新馬賽 - 1000米,1,1,1,100.0
葉楚航,第一班 - 1200米 - (85+),1,1,1,100.0
葉楚航,第三班 - 1000米 - (80-60),0,6,1,0.0
葉楚航,第三班 - 1000米 - (85-60),0,2,0,0.0
葉楚航,第三班 - 1200米 - (80-55),0,1,0,0.0
葉楚航,第三班 - 1200米 - (80-60),0,19,3,0.0
葉楚航,第三班 - 1200米 - (85-60),0,2,0,0.0
葉楚航,第三班 - 1400米 - (80-60),2,9,3,22.2
葉楚航,第三班 - 1400米 - (85-60),0,1,0,0.0
葉楚航,第三班 - 1600米 - (80-60),1,3,2,33.3
葉楚航,第三班 - 1600米 - (85-60),0,1,1,0.0
葉楚航,第三班 - 1650米 - (80-60),1,10,2,10.0
葉楚航,第三班 - 1650米 - (85-60),0,6,1,0.0
葉楚航,第三班 - 1800米 - (80-60),0,4,1,0.0
葉楚航,第三班 - 1800米 - (85-60),0,2,0,0.0
葉楚航,第三班 - 2000米 - (80-60),0,1,0,0.0
葉楚航,第三班 - 2000米 - (85-60),0,4,0,0.0
葉楚航,第二班 - 1400米 - (105-80),0,1,0,0.0
葉楚航,第二班 - 1650米 - (100-75),0,1,0,0.0
葉楚航,第二班 - 2000米 - (100-75),0,1,0,0.0
葉楚航,第二班 - 2000米 - (95-70),0,1,0,0.0
葉楚航,第五班 - 1000米 - (40-0),0,8,2,0.0
葉楚航,第五班 - 1200米 - (40-0),0,18,1,0.0
葉楚航,第五班 - 1400米 - (40-0),0,10,0,0.0
葉楚航,第五班 - 1600米 - (40-0),0,4,0,0.0
葉楚航,第五班 - 1650米 - (40-0),1,12,2,8.3
葉楚航,第五班 - 1800米 - (40-0),0,10,2,0.0
葉楚航,第五班 - 2000米 - (40-0),1,2,1,50.0
葉楚航,第五班 - 2200米 - (40-0),1,3,1,33.3
葉楚航,第四班 - 1000米 - (60-40),0,17,3,0.0
葉楚航,第四班 - 1200米 - (60-40),4,101,12,4.0
葉楚航,第四班 - 1400米 - (60-40),2,36,4,5.6
葉楚航,第四班 - 1600米 - (60-40),0,9,2,0.0
葉楚航,第四班 - 1650米 - (60-40),0,18,1,0.0
葉楚航,第四班 - 1800米 - (60-40),0,6,0,0.0
葉楚航,第四班 - 2000米 - (60-40),1,2,1,50.0
葉楚航,第四班 - 2200米 - (60-40),0,1,0,0.0
葉楚航,第四班（條件限制） - 1200米 - (60-40),0,5,0,0.0
葉楚航,第四班（條件限制） - 1400米 - (60-40),0,1,0,0.0
葛威法,一級賽 - 2000米,0,1,1,0.0
葛威法,一級賽 - 2400米,0,1,1,0.0
蔡約翰,一級賽 - 1200米,0,7,3,0.0
蔡約翰,一級賽 - 1400米,0,3,1,0.0
蔡約翰,一級賽 - 1600米,0,3,1,0.0
蔡約翰,一級賽 - 2000米,0,1,1,0.0
蔡約翰,一級賽 - 2400米,0,2,0,0.0
蔡約翰,三級賽 - 1000米,1,4,2,25.0
蔡約翰,三級賽 - 1400米,0,1,0,0.0
蔡約翰,三級賽 - 1800米,0,4,0,0.0
蔡約翰,三級賽 - 2400米,0,1,0,0.0
蔡約翰,二級賽 - 1200米,0,9,4,0.0
蔡約翰,二級賽 - 1600米,0,6,0,0.0
蔡約翰,二級賽 - 2000米,0,2,0,0.0
蔡約翰,四歲 - 2000米,0,1,0,0.0
蔡約翰,第一班 - 1200米 - (80+),0,1,0,0.0
蔡約翰,第一班 - 1200米 - (85+),0,2,0,0.0
蔡約翰,第一班 - 1400米 - (110-85),0,1,0,0.0
蔡約翰,第三班 - 1000米 - (80-60),0,8,3,0.0
蔡約翰,第三班 - 1000米 - (85-60),1,4,1,25.0
蔡約翰,第三班 - 1200米 - (80-55),1,2,1,50.0
蔡約翰,第三班 - 1200米 - (80-60),2,53,17,3.8
蔡約翰,第三班 - 1200米 - (85-60),1,7,1,14.3
蔡約翰,第三班 - 1400米 - (80-60),2,24,13,8.3
蔡約翰,第三班 - 1400米 - (85-60),1,2,1,50.0
