period,target,model,feature_group,rows,races,log_loss,brier,ece_10,roc_auc,winner_top1,winner_top2,winner_top3,winner_top5,winner_rr,top3_capture_at3,top3_capture_at5,top2_zero_hit,top2_one_hit,top2_two_hit,place_capture_at_cutoff,ndcg_at5,train_end,test_date
2026-05-09,Place,Matrix Champion,frozen_matrix,141.0,11.0,0.5606579181526203,0.18597001736871108,0.09402403726885854,0.6258417508417508,0.0,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.20768398268398267,0.36363636363636365,0.5151515151515151,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.36363636363636365,0.36209707334011837,2026-05-06,2026-05-09
2026-05-13,Place,Matrix Champion,frozen_matrix,101.0,9.0,0.5214151679104269,0.1707688259565601,0.06849225824380169,0.7309809809809809,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.5,0.5185185185185185,0.6296296296296297,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.5185185185185185,0.6098250674165667,2026-05-09,2026-05-13
2026-05-17,Place,Matrix Champion,frozen_matrix,146.0,11.0,0.4863622223761307,0.15789820263855758,0.051120525412358744,0.7074282649503889,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.5454545454545454,0.4093073593073593,0.45454545454545453,0.6363636363636364,0.18181818181818182,0.6363636363636364,0.18181818181818182,0.45454545454545453,0.48856508234163787,2026-05-13,2026-05-17
2026-05-20,Place,Matrix Champion,frozen_matrix,108.0,9.0,0.5099214876021428,0.16937554449918332,0.0901758063594756,0.7181069958847737,0.2222222222222222,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.4279100529100529,0.48148148148148145,0.6296296296296295,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.48148148148148145,0.5640709170137019,2026-05-17,2026-05-20
2026-05-24,Place,Matrix Champion,frozen_matrix,145.0,11.0,0.49670295581675483,0.16016078589353863,0.07715108112992625,0.6930465367965368,0.45454545454545453,0.6363636363636364,0.7272727272727273,0.9090909090909091,0.624931129476584,0.45454545454545453,0.6666666666666666,0.2727272727272727,0.6363636363636364,0.09090909090909091,0.45454545454545453,0.6155957532826659,2026-05-20,2026-05-24
2026-05-27,Place,Matrix Champion,frozen_matrix,104.0,9.0,0.6009057860907314,0.20218086117620185,0.118709097464525,0.569023569023569,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.41419753086419747,0.3333333333333333,0.48148148148148145,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.4485762338280218,2026-05-24,2026-05-27
2026-06-03,Place,Matrix Champion,frozen_matrix,95.0,8.0,0.5235083655863659,0.1712654376373154,0.05494218570902159,0.7012910798122066,0.375,0.5,0.75,0.875,0.5729166666666667,0.49999999999999994,0.5833333333333333,0.125,0.625,0.25,0.49999999999999994,0.5617835317887506,2026-05-27,2026-06-03
2026-06-07,Place,Matrix Champion,frozen_matrix,117.0,9.0,0.4997381667362641,0.16310188564962888,0.08557377269415178,0.7096707818930043,0.2222222222222222,0.3333333333333333,0.5555555555555556,0.8888888888888888,0.4407407407407407,0.5555555555555555,0.7407407407407407,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555555,0.5979775964594375,2026-06-03,2026-06-07
2026-06-10,Place,Matrix Champion,frozen_matrix,106.0,9.0,0.48674705634993864,0.15974039170531532,0.07446959809740268,0.7684013127051101,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.7777777777777778,0.41759259259259257,0.5185185185185185,0.8148148148148148,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.5185185185185185,0.6314567104476122,2026-06-07,2026-06-10
2026-06-13,Place,Matrix Champion,frozen_matrix,131.0,11.0,0.5006165758846721,0.16671220250499022,0.04979811530526004,0.7430426716141002,0.36363636363636365,0.36363636363636365,0.45454545454545453,0.6363636363636364,0.4792929292929292,0.45454545454545453,0.7272727272727273,0.09090909090909091,0.8181818181818182,0.09090909090909091,0.45454545454545453,0.5894483714702536,2026-06-10,2026-06-13
2026-06-21,Place,Matrix Champion,frozen_matrix,145.0,11.0,0.5352742682437368,0.1754855856008571,0.04714993673318534,0.6130952380952381,0.18181818181818182,0.2727272727272727,0.5454545454545454,0.6363636363636364,0.3821789321789321,0.3333333333333333,0.5454545454545454,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.3333333333333333,0.4356908440459348,2026-06-13,2026-06-21
2026-06-27,Place,Matrix Champion,frozen_matrix,150.0,11.0,0.49517633449125564,0.16144786773811357,0.05039081378892211,0.6797461797461797,0.2727272727272727,0.45454545454545453,0.5454545454545454,0.7272727272727273,0.47020202020202023,0.42424242424242425,0.5757575757575757,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.42424242424242425,0.4749703300899928,2026-06-21,2026-06-27
2026-07-01,Place,Matrix Champion,frozen_matrix,145.0,11.0,0.4784019607096107,0.1552502538101199,0.03494819078581171,0.7366071428571428,0.09090909090909091,0.36363636363636365,0.6363636363636364,0.6363636363636364,0.36461038961038955,0.5151515151515151,0.6666666666666667,0.18181818181818182,0.6363636363636364,0.18181818181818182,0.5151515151515151,0.5360666535420469,2026-06-27,2026-07-01
