Jockey,Trainer,Wins,Starts,Places,WinRate,PlaceRate
麥道朗,姚本輝,1,2,1,50.0,50.0
麥道朗,巫偉傑,1,5,3,20.0,60.0
麥道朗,廖康銘,0,5,1,0.0,20.0
麥道朗,徐雨石,0,1,0,0.0,0.0
麥道朗,文家良,0,1,0,0.0,0.0
麥道朗,方嘉柏,0,1,1,0.0,100.0
麥道朗,桂福特,0,2,0,0.0,0.0
麥道朗,沈集成,7,22,9,31.8,40.9
麥道朗,游達榮,2,7,5,28.6,71.4
麥道朗,羅富全,0,2,0,0.0,0.0
麥道朗,葉楚航,0,5,3,0.0,60.0
麥道朗,蔡約翰,3,9,6,33.3,66.7
麥道朗,蘇偉賢,1,7,3,14.3,42.9
麥道朗,賀賢,0,10,2,0.0,20.0
麥道朗,鄭俊偉,0,2,1,0.0,50.0
麥道朗,韋達,1,1,1,100.0,100.0
麥道朗,黎昭昇,0,7,2,0.0,28.6
黃寶妮,丁冠豪,0,3,1,0.0,33.3
黃寶妮,伍鵬志,1,16,1,6.2,6.2
黃寶妮,呂健威,0,4,1,0.0,25.0
黃寶妮,告東尼,3,11,5,27.3,45.5
黃寶妮,大衛希斯,0,13,2,0.0,15.4
黃寶妮,巫偉傑,0,4,0,0.0,0.0
黃寶妮,徐雨石,0,8,0,0.0,0.0
黃寶妮,文家良,5,51,10,9.8,19.6
黃寶妮,桂福特,0,2,0,0.0,0.0
黃寶妮,沈集成,2,9,2,22.2,22.2
黃寶妮,游達榮,0,1,0,0.0,0.0
黃寶妮,羅富全,0,4,2,0.0,50.0
黃寶妮,葉楚航,0,9,1,0.0,11.1
黃寶妮,蘇偉賢,0,1,0,0.0,0.0
黃寶妮,賀賢,1,22,5,4.5,22.7
黃寶妮,鄭俊偉,0,7,1,0.0,14.3
黃寶妮,韋達,0,3,2,0.0,66.7
黃寶妮,黎昭昇,0,10,2,0.0,20.0
黃智弘,丁冠豪,0,2,1,0.0,50.0
黃智弘,伍鵬志,0,5,0,0.0,0.0
黃智弘,呂健威,0,3,1,0.0,33.3
黃智弘,告東尼,0,1,0,0.0,0.0
黃智弘,大衛希斯,0,19,3,0.0,15.8
黃智弘,姚本輝,1,24,3,4.2,12.5
黃智弘,巫偉傑,0,4,1,0.0,25.0
黃智弘,徐雨石,0,5,1,0.0,20.0
黃智弘,文家良,0,12,1,0.0,8.3
黃智弘,方嘉柏,16,119,33,13.4,27.7
黃智弘,桂福特,0,3,0,0.0,0.0
黃智弘,沈集成,3,37,10,8.1,27.0
黃智弘,游達榮,0,7,2,0.0,28.6
黃智弘,羅富全,0,5,0,0.0,0.0
黃智弘,葉楚航,0,9,0,0.0,0.0
黃智弘,蘇偉賢,0,1,0,0.0,0.0
黃智弘,鄭俊偉,0,8,0,0.0,0.0
黃智弘,韋達,0,4,1,0.0,25.0
黃智弘,黎昭昇,0,3,0,0.0,0.0
